Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Продавец-кассир,Лях Олег Владимирович,120.0,,,,'2-3,Нет опыта,ТК,"5/2, 2/3",,премии,грамотная презентация товара; обеспечение высокого уровня обслуживания клиентов; работа на кассовом аппарате; распаковка/прием/счёт товара; соблюдение порядка.,https://hh.ru/vacancy/124767689
Кассир-раздатчик в корпоративную столовую,Никс,96.0,124.0,,,,Нет опыта,ТК,5/2,,"питание, бесплатное питание, форма, униформа, обучение, общежитие",Выдача готовой еды на раздаче. - Выкладка буфетной продукции.,https://hh.ru/vacancy/125454204
Старший кассир-операционист без продаж и привлечения,НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,90.0,,,,,От 1 года до 3 лет,ТК,"5/2, 30/17",,обучение,"Основные функции - кассира: Прием денежной наличности от юридических и физических лиц по объявлениям на взнос наличными, по приходным кассовым ордерам; Выдача денежной наличности юридическим и физическим лицам по денежным чекам и расходным кассовым ордерам при предъявлении документа удостоверяющего личность. Проведение валютно-обменных операций с наличной иностранной валютой; Проверка платежеспособности и подлинности денежных знаков Банка России и денежных знаков иностранных государств; работа с сомнительными, неплатежеспособными и имеющими признаки подделки денежными знаками; Своевременный учет операций и отражение их в балансе Банка; Формирование и хранение кассовых документов дня; Выявление в деятельности клиентов операций, подлежащих обязательному контролю, Участие в ревизиях ценностей, проверке кассовых документов. При выполнении дополнительных функций операциониста (обучение при необходимости): Осуществление переводов с открытием и без открытия счета; Формирование ПКО, РКО, м/о, ОВЦ",https://hh.ru/vacancy/125380722
Кассир,Гагава Ресторантс,,82.0,,,'10-11,Нет опыта,ТК,"5/2, 6/1, 10/11",2 раза в месяц,"питание, бесплатное питание, форма, униформа","Что делать - общение с гостями, работа на кассе, сбор заказов, поддерживать чистоту на рабочем месте, пополнение запасов, приготовление напитков и...",https://hh.ru/vacancy/124423985
Кассир в ресторан «TEHNIKUM»,Ресторан Tehnikum,72.0,81.0,4500.0,375.0,12.0,Нет опыта,ТК,2/2,,"питание, бесплатное питание","⭐ Ставка: 4500 руб. /смена ⭐ График работы: 2/2 с 11:00-00:00 ⭐ Официальное трудоустройство и оплачиваемая стажировка ⭐ 100% белая заработная плата, оплата отпусков и больничных ⭐ Выплаты заработной платы без задержек ⭐ Бесплатное питание ⭐ Работа в центре Москвы в шаговой доступности от метро Охотный ряд",https://hh.ru/vacancy/125494917
Продавец-кассир,OFFPRICE,,59.0,,,,Нет опыта,ТК,64/27,,"бонус, бонусы, скидки, обучение",Поддерживаешь визуальный имидж магазина (работа с товаром в зале и примерочной). Занимаешься разбором поставок и вывеской товара в зал. ,https://hh.ru/vacancy/124161483
Кассир в ресторан KALABASA,Kalabasa,90.0,,301.0,25.083333333333332,12.0,Нет опыта,ТК,"2/2, 30/22, 30/9, 30/23",2 раза в месяц,питание,"кассовая дисциплина ресторана; продажи десертов, напитков и блюд гостям с собой; взаимодействиями с менеджером доставки (проведение через кассу заказных тортов/доставок); сборка и выдача заказов курьерам; контроль состояния сладких витрин (выкладка по принятым стандартам) Оставляйте ваш отклик и станьте частью нашей профессиональной команды!",https://hh.ru/vacancy/125346722
Кассир-операционист,Техцентр Amg garage,80.0,85.0,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,кофе,"Прием и оформление платежных документов по заказ нарядам Осуществлять операции по приему, учету, выдаче и хранению денежных средств с обязательным соблюдением правил, обеспечивающих их сохранность Обслуживание клиентов по банковским картам и платежным поручениям Ведение кассовых операций Выполнение поручений руководителя",https://hh.ru/vacancy/125147501
Кассир в банк,Финансовый Дом «Солид»,90.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,,"кассовое обслуживание физических, юридических лиц пересчет денежной наличности в кассе пересчета осуществление операций с наличной иностранной валютой (8 видов валют), валютно-обменные операции проверка подлинности и платежеспособности денежных знаков контроль и соблюдение лимитов остатка кассы, финансовый мониторинг прием и выдача наличных денежных средств по POS-терминалу сверка остатков денежной наличности и других ценностей с данными бухгалтерского учета покупка и продажа драгоценных металлов, памятных и инвестиционных монет ведение кассовых книг и журналов согласно требованиям инструкции 318-П формирование и брошюрование кассовых документов дня",https://hh.ru/vacancy/125449655
Продавец-кассир в LOOK ONLINE (м. Павелецкая/Киевская/Трубная/Белорусская/Новослободская/Таганская),look.online,,,,,,Нет опыта,ТК,"2/2, 5/2, 12/8",,,"Общение с покупателями в торговом зале, примерочной и на кассе Консультирование по ассортименту и помощь в подборе образов Поддержание порядка и актуального мерчандайзинга Участие в жизни магазина — мы за командный дух НАШ ИДЕАЛЬНЫЙ КАНДИДАТ: Позитивный, общительный и любящий моду Готов учиться новому и расти вместе с нами Активен и не боится работать в динамичном темпе",https://hh.ru/vacancy/124110623
Кассир ( без опыта),ICONFOOD,70.0,,,,,Нет опыта,ТК,2/2,,"питание, бесплатное питание, обучение",Расчет гостей через официантов; Прием заказов с собой и на доставку;,https://hh.ru/vacancy/124816949
Продавец-кассир,Пятёрочка,80.0,100.0,,,,Нет опыта,ТК,"5/2, 2/2",,"медицинская страховка, форма, премии, подарки, скидки, кофе",Работа за кассой и в торговом зале. Консультация покупателей. Выкладка и отслеживание сроков годности товаров.,https://hh.ru/vacancy/125341903
Буфетчик-кассир,Государственный космический научно-производственный центр им. М.В. Хруничева,73.5,,,,,От 3 до 6 лет,ТК,5/2,,,"Обслуживание посетителей буфета, консультирование по ассортименту. Прием и оформление заказов, расчет с клиентами. Поддержание чистоты и порядка на рабочем месте. Контроль за наличием необходимого ассортимента продукции.",https://hh.ru/vacancy/125375647
Продавец-кассир SABOO (ex. CROCS) ТРЦ Ривьера,SABOO,65.0,75.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"форма, бонус, бонусы, обучение",Продавать известную обувь и аксессуары CROCS. Работать с покупателями - активные продажи. Участвовать в мерчендайзинге торгового зала и презентовать товар покупателю. ,https://hh.ru/vacancy/124970661
