Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Оператор-кассир АЗС,Торговый Дом НЕФТЬМАГИСТРАЛЬ,80.0,100.0,,,,Нет опыта,ТК,"1/2, 1/3",2 раза в месяц,"форма, униформа, бонус, бонусы, обучение","Работать на кассе : проведение кассовых операций, соблюдение кассовой дисциплины; Работать с гостями : помощь с выбором товаров и услуг на АЗС, консультация по акциям и специальным предложениям; Принимать товар и выкладывать продукцию в торговом зале: контроль за наличием товаров и сроками годности; Участвовать в инвентаризациях ; Поддерживать порядок и чистоту на рабочем месте и в торговом зале. Нет опыта работы? Не беда! Мы предоставляем обучение и оплачиваем стажировку; Почему стоит выбрать &quot;Нефтьмагистраль&quot;? Мы предлагаем стабильную работу с возможностью карьерного роста , комфортные условия труда и поддержку на всех этапах. В &quot;Нефтьмагистраль&quot; работают профессионалы, готовые помочь вам освоить новую профессию, независимо от вашего опыта. Мы гарантируем обучение стандартам компании и оплачиваемую стажировку, чтобы каждый новый сотрудник чувствовал себя уверенно и был готов к успешной работе. Работа идеально подходит для тех, кто ищет вакансии: кассир , оператор АЗС , продавец-кассир , консультант , работник торгового зала и имел опыт работы в таких компаниях, как: Вкусно и Точка , КФС , Бургер Кинг , Макдоналдс , Перекресток , Пятерочка , Магнит , Азбука вкуса , Лента , Окей , Спар , Яндекс.Лавка , ВкусВилл , Ашан , Дикси , Метро , Красное и Белое , Додо Пицца , Лукойл , Газпромнефть , Роснефть , Татнефть , АЗС Трасса , Тебойл , МТС , Ростелеком , Почта России . Мы предоставляем отличные возможности для карьерного и профессионального роста в стабильной и динамично развивающейся компании. Присоединяйтесь к нашей команде!",https://hh.ru/vacancy/109029373
Продавец / оператор-кассир на АЗС,АЗС Радуга,70.0,,,,,Нет опыта,ТК,"1/3, 2/2",,страхование,Обслуживание и консультирование покупателей на <highlighttext>АЗС</highlighttext>. Работа с кассой. Выполнение стандартов обслуживания. Прием и отпуск нефтепродуктов. Поддержание чистоты и порядка...,https://hh.ru/vacancy/124373473
Оператор-кассир АЗС Роснефть Лианозово,РН-Москва,61.0,77.0,,,,Нет опыта,ТК,1/3,Ежемесячно,"форма, премии, бонус, подарки","продажа топлива и сопутствующих товаров; работа с кассой, ведение расчетов с покупателями.",https://hh.ru/vacancy/124478393
"Продавец-кассир АЗС/Оператор АЗС (м. Новогиреево, м. Первомайская, Реутов)",Retail Personal,75.0,,,,,Нет опыта,ТК,"2/2, 1/3",Ежемесячно,"премии, обучение, кофе, чай","⭐ Общение с клиентами в соответствии с протоколом продаж. Культурное и вежливое обслуживание по стандартам компании; ⭐ Предложение сопутствующих товаров; ⭐ Работа на кассе; ⭐ Поддержание чистоты и порядка на АЗС: торговое и подсобное помещения, туалетная комната. Работа на ногах! Пригодится, если у Вас был опыт работы на вакансиях: продавец, продавец-кассир, продавец-консультант, оператор, менеджер пункт выдачи заказов (ПВЗ), мерчандайзер, кассир, администратор, работник торгового зала, кладовщик, комплектовщик. А так же рассмотрим совсем БЕЗ ОПЫТА работы ! Всему научим! Присоединяйтесь к компании Teboil!",https://hh.ru/vacancy/114038771
Оператор-кассир АЗС (м Домодедовская),Retail Personal,75.0,85.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"спецодежда, премии, обучение, транспорт, кофе, чай","Обслуживать клиентов и работать на кассе. Предлагать продукцию кафе (выпечка, чай, кофе). Заниматься выкладкой товаров. Поддержание чистоты на <highlighttext>АЗС</highlighttext>: торговое...",https://hh.ru/vacancy/123669416
Кассир-оператор АЗС (Черёмушки),Retail Personal,75.0,85.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"спецодежда, премии, обучение, кофе, чай","Обслуживать клиентов и работать на кассе. Предлагать продукцию кафе (выпечка, чай, кофе). Заниматься выкладкой товаров. Поддержание чистоты на <highlighttext>АЗС</highlighttext>: торговое...",https://hh.ru/vacancy/124818448
Оператор на АЗС,Сервис Плюс,70.0,,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"обучение, кофе","Принимать товары минимаркета. - Готовить блюда из нашего меню (ароматный кофе, горячие хот-доги и т.д). - Контролировать чистоту на <highlighttext>АЗС</highlighttext>.",https://hh.ru/vacancy/124854392
Оператор-кассир АЗС,ГК «ТРАССА»,100.0,,,,,Нет опыта,ТК,64/27,,"скидки, обучение",отпуск топлива и продукции магазина; работа на фаст-фуде АЗС; выкладка и отслеживание сроков годности товара; поддержание чистоты в здании АЗС.,https://hh.ru/vacancy/104053168
Оператор АЗС 83 (д. Свиноедово),Шайхутдинов Денис Амирович,6.0,,,,,Нет опыта,ТК,1/3,Ежемесячно,"премии, бонус, бонусы, подарки, обучение",Продажа топлива и сопутствующих товаров на <highlighttext>АЗС</highlighttext> (слив бензовоза осуществляет менеджер). Работа с клиентами в соответствии со стандартами Компании. ,https://hh.ru/vacancy/123153306
Оператор-кассир АЗС (Путилково),Retail Personal,75.0,85.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"спецодежда, премии, обучение, кофе, чай","Обслуживать клиентов и работать на кассе. Предлагать продукцию кафе (выпечка, чай, кофе). Заниматься выкладкой товаров. Поддержание чистоты на <highlighttext>АЗС</highlighttext>: торговое...",https://hh.ru/vacancy/123182109
Оператор-кассир АЗС (рядом с домом),Retail Personal,70.0,90.0,,,,Нет опыта,ТК,"2/2, 1/3",Ежемесячно,"премии, кофе, чай","Обслуживание клиентов на кассе; Предлагать продукцию кафе (выпечка, чай, кофе); Заниматься выкладкой товаров; Поддержание чистоты и порядка на АЗС: торговое и подсобное помещения, санузел;",https://hh.ru/vacancy/123099615
Оператор АЗС,ФГБУ Транспортный комбинат Россия,51.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,транспорт,"Прием, отпуск и хранение топлива.",https://hh.ru/vacancy/118742066
Оператор-кассир АЗС,Retail Personal,75.0,85.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"спецодежда, премии, обучение, кофе, чай","Обслуживать клиентов и работать на кассе. Предлагать продукцию кафе (выпечка, чай, кофе). Заниматься выкладкой товаров. Поддержание чистоты на <highlighttext>АЗС</highlighttext>: торговое...",https://hh.ru/vacancy/124178259
Оператор-кассир АЗС 80( Анадырский пр.),Шайхутдинов Денис Амирович,55.0,,,,,Нет опыта,ТК,"1/2, 1/3",2 раза в месяц,"подарки, обучение",Продажа топлива и товаров магазина; - Консультирование клиентов по действующим акциям на АЗС; - Поддержание чистоты и порядка в минимаркете АЗС; - Составление отчётности за смену; ✅,https://hh.ru/vacancy/123193678
"Продавец-кассир АЗС/Оператор АЗС (м. Выхино, м. Вешняки, м. Рязанский проспект, м. Новогиреево)",Retail Personal,75.0,,,,,Нет опыта,ТК,"2/2, 1/3",Ежемесячно,"премии, обучение, кофе, чай","⭐ Общение с клиентами в соответствии с протоколом продаж. Культурное и вежливое обслуживание по стандартам компании; ⭐ Предложение сопутствующих товаров; ⭐ Работа на кассе; ⭐ Поддержание чистоты и порядка на АЗС: торговое и подсобное помещения, туалетная комната. Работа на ногах! Пригодится, если у Вас был опыт работы на вакансиях: продавец, продавец-кассир, продавец-консультант, оператор, менеджер пункт выдачи заказов (ПВЗ), мерчандайзер, кассир, администратор, работник торгового зала, кладовщик, комплектовщик. А так же рассмотрим совсем БЕЗ ОПЫТА работы ! Всему научим! Присоединяйтесь к компании Teboil!",https://hh.ru/vacancy/107733760
Оператор-кассир АЗС (м. Тимирязевская/Фонвизинская),Retail Personal,70.0,85.0,,,,Нет опыта,ТК,"2/2, 1/3",Ежемесячно,"премии, кофе, чай","Обслуживание клиентов на кассе; Предлагать продукцию кафе (выпечка, чай, кофе); Заниматься выкладкой товаров; Поддержание чистоты и порядка на АЗС: торговое и подсобное помещения, санузел;",https://hh.ru/vacancy/122494750
Оператор-кассир АЗС (м. Семёновская),"Транс АЗС, компания",69.0,90.0,3309.0,275.75,12.0,Нет опыта,ТК,"2/2, 1/3",2 раза в месяц,"премии, подарки, проезд","Соблюдение стандартов компании Работа за кассой Отпуск нефтепродуктов и сопутствующих товаров Работа с товаром‚ сроками годности в торговом зале Активное продвижение промо акций Выполнение поставленных задач и планов Уборка торгового зала, подсобных помещений, туалетных комнат Участие в инвентаризациях товаров",https://hh.ru/vacancy/125300781
Оператор-кассир АЗС (Совхоз им. Ленина),Татнефть-АЗС-Запад,85.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"ДМС, подарки, скидки, обучение, проезд, оплата проезда",выкладывать товар на полки магазина. - выполнять стандарты обслуживания. - поддерживать чистоту на <highlighttext>АЗС</highlighttext> в случае отсутствия специалиста по уборке.,https://hh.ru/vacancy/125108914
Оператор-кассир АЗС (м. Ясенево),Татнефть-АЗС-Запад,90.0,,,,,Нет опыта,ТК,1/3,2 раза в месяц,"ДМС, подарки, скидки, обучение, проезд, оплата проезда",выкладывать товар на полки магазина. - выполнять стандарты обслуживания. - поддерживать чистоту на <highlighttext>АЗС</highlighttext> в случае отсутствия специалиста по уборке.,https://hh.ru/vacancy/125093445
Оператор - кассир АЗС,ГК «ТРАССА»,100.0,150.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"премии, скидки, обучение, кофе","отпуск топлива и продукции магазина; - приготовление кофе и хот-догов; - выкладка и отслеживание сроков годности товара; - поддержание чистоты в здании АЗС. От Вас мы ждём: В первую очередь желание работать и развиваться вместе с нами. Предлагать нашим клиентам сервис высокого качества, а для этого нам понадобится ваше хорошее настроение, доброжелательность, энергичность и грамотная речь! Опыт работы не обязателен, у нас проходит профессиональное обучение на базе собственного Тренинг центра. Приходи и мы всему научим! Мы ждём тебя в нашей команде!",https://hh.ru/vacancy/87914212
Оператор - кассир на АЗС (м. Калужская),Стопэкспресс,72.9,85.5,,,,Нет опыта,ТК,1/3,,"форма, подарки, проезд, кофе","Предоставлять качественный сервис для наших клиентов в зале и на кассе: обслуживание и консультирование клиентов по топливу и сопутствующим товарам, предоставление информации о проводимых Компанией акциях на АЗС; поддержание чистоты и порядка в магазине. Обеспечение продаж топлива и сопутствующих товаров: приемка топлива (только по документам); выкладка товара на места продаж в соответствии со стандартами Компании; контроль сроков годности и качества продукции, актуализация ценников; приготовление продукции собственного производства. ГРАФИК РАБОТЫ: Сменный. ЗАРАБОТНАЯ ПЛАТА: Часовая тарифная ставка + премия по результатам работы магазина. Возможность получать пассивный доход до 15 000 руб. за трудоустроенных знакомых. Если Вы – доброжелательный и позитивный человек, любите людей, хотите работать в стабильной Компании, получать достойный доход и гордиться Компанией, в которой работаете - мы ждем Вашего отклика! Наша вакансия также подойдет Вам, если Вы искали: кассир, продавец, администратор, продавец-кассир, продавец-консультант, начинающий специалист, работник торгового зала, любая работа, без опыта, без опыта работы, оператор, оператор-кассир, АЗС, Лукойл, Газпромнефть, Роснефть, РН, Ирбис, Радуга, ТРАССА, Транс АЗС, BP, Shell, Teboil, Тебойл, Пятёрочка, Лента, Магнит, Перекрёсток, Ашан, Метро, METRO, Дикси, Глобус.",https://hh.ru/vacancy/118370452
Оператор - кассир на АЗС,ГК «ТРАССА»,90.0,120.0,,,,Нет опыта,ТК,64/27,2 раза в месяц,"премии, скидки, обучение, кофе","отпуск топлива и продукции магазина; - приготовление кофе и хот-догов - выкладка и отслеживание сроков годности товара; - поддержание чистоты в здании АЗС. От Вас мы ждём: В первую очередь желание работать и развиваться вместе с нами. Предлагать нашим клиентам сервис высокого качества, а для этого нам понадобится ваше хорошее настроение, доброжелательность, энергичность и грамотная речь! Опыт работы не обязателен, у нас проходит профессиональное обучение на базе собственного Тренинг центра. Приходи и мы всему научим!",https://hh.ru/vacancy/81378113
"Оператор-кассир АЗС (м. Солнцево, Румянцево)","Транс АЗС, компания",69.0,90.0,3309.0,275.75,12.0,Нет опыта,ТК,"2/2, 1/3",2 раза в месяц,"премии, подарки, проезд","Соблюдение стандартов компании Работа за кассой Отпуск нефтепродуктов и сопутствующих товаров Работа с товаром‚ сроками годности в торговом зале Активное продвижение промо акций Выполнение поставленных задач и планов Уборка торгового зала, подсобных помещений, туалетных комнат Участие в инвентаризациях товаров",https://hh.ru/vacancy/124303695
Оператор кассир АЗС,ГК «ТРАССА»,100.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"премии, скидки, обучение, кофе","отпуск топлива и продукции магазина; - приготовление кофе и хот-догов; - выкладка и отслеживание сроков годности товара; - поддержание чистоты в здании АЗС. От Вас мы ждём: В первую очередь желание работать и развиваться вместе с нами. Предлагать нашим клиентам сервис высокого качества, а для этого нам понадобится ваше хорошее настроение, доброжелательность, энергичность и грамотная речь! Опыт работы не обязателен, у нас проходит профессиональное обучение на базе собственного Тренинг центра. Приходи и мы всему научим! Мы ждём тебя в нашей команде!",https://hh.ru/vacancy/106201717
Продавец магазина АЗС/Оператор АЗС (Бутово),Retail Personal,70.0,90.0,,,,Нет опыта,ТК,"2/2, 1/3",Ежемесячно,"премии, обучение, транспорт, кофе, чай","⭐ Общение с клиентами в соответствии с протоколом продаж. Культурное и вежливое обслуживание по стандартам компании; ⭐ Предложение сопутствующих товаров; ⭐ Работа на кассе; ⭐ Поддержание чистоты и порядка на АЗС: торговое и подсобное помещения, туалетная комната. Работа на ногах! Пригодится, если у Вас был опыт работы на вакансиях: продавец, продавец-кассир, продавец-консультант, оператор, менеджер пункт выдачи заказов (ПВЗ), мерчандайзер, кассир, администратор, работник торгового зала, кладовщик, комплектовщик. А так же рассмотрим совсем БЕЗ ОПЫТА работы ! Всему научим! Присоединяйтесь к компании Teboil!",https://hh.ru/vacancy/123616633
Оператор - кассир на АЗС,РН-Москва,61.0,77.0,,,,Нет опыта,ТК,"2/2, 1/3",Ежемесячно,"форма, премии, бонус, подарки","продажа топлива и сопутствующих товаров; работа с кассой, ведение расчетов с покупателями.",https://hh.ru/vacancy/122747060
Оператор - кассир в магазин на АЗС (м. Пражская),Стопэкспресс,64.5,75.5,,,,Нет опыта,ТК,1/3,,"форма, подарки, проезд, кофе","Предоставлять качественный сервис для наших клиентов в зале и на кассе: обслуживание и консультирование клиентов по топливу и сопутствующим товарам, предоставление информации о проводимых Компанией акциях на АЗС; поддержание чистоты и порядка в магазине. Обеспечение продаж топлива и сопутствующих товаров: приемка топлива (только по документам); выкладка товара на места продаж в соответствии со стандартами Компании; контроль сроков годности и качества продукции, актуализация ценников; приготовление продукции собственного производства. ГРАФИК РАБОТЫ: Сменный. ЗАРАБОТНАЯ ПЛАТА: Часовая тарифная ставка + премия по результатам работы магазина. Возможность получать пассивный доход до 15 000 руб. за трудоустроенных знакомых. Если Вы – доброжелательный и позитивный человек, любите людей, хотите работать в стабильной Компании, получать достойный доход и гордиться Компанией, в которой работаете - мы ждем Вашего отклика! Наша вакансия также подойдет Вам, если Вы искали: кассир, продавец, администратор, продавец-кассир, продавец-консультант, начинающий специалист, работник торгового зала, любая работа, без опыта, без опыта работы, оператор, оператор-кассир, АЗС, Лукойл, Газпромнефть, Роснефть, РН, Ирбис, Радуга, ТРАССА, Транс АЗС, BP, Shell, Teboil, Тебойл, Пятёрочка, Лента, Магнит, Перекрёсток, Ашан, Метро, METRO, Дикси, Глобус.",https://hh.ru/vacancy/119119753
Оператор - кассир в магазин на АЗС (м. Домодедовская),Стопэкспресс,68.8,82.6,,,,Нет опыта,ТК,1/3,,"форма, подарки, проезд, кофе","Предоставлять качественный сервис для наших клиентов в зале и на кассе: обслуживание и консультирование клиентов по топливу и сопутствующим товарам, предоставление информации о проводимых Компанией акциях на АЗС; поддержание чистоты и порядка в магазине. Обеспечение продаж топлива и сопутствующих товаров: приемка топлива (только по документам); выкладка товара на места продаж в соответствии со стандартами Компании; контроль сроков годности и качества продукции, актуализация ценников; приготовление продукции собственного производства. ГРАФИК РАБОТЫ: Сменный. ЗАРАБОТНАЯ ПЛАТА: Часовая тарифная ставка + премия по результатам работы магазина. ​​​​​​​Возможность получать пассивный доход до 15 000 руб. за трудоустроенных знакомых. Если Вы – доброжелательный и позитивный человек, любите людей, хотите работать в стабильной Компании, получать достойный доход и гордиться Компанией, в которой работаете - мы ждем Вашего отклика!",https://hh.ru/vacancy/119962694
Оператор-кассир АЗС (м. Красносельская),"Транс АЗС, компания",69.0,90.0,3309.0,275.75,12.0,Нет опыта,ТК,"2/2, 1/3",2 раза в месяц,"премии, подарки, проезд","Соблюдение стандартов компании Работа за кассой Отпуск нефтепродуктов и сопутствующих товаров Работа с товаром‚ сроками годности в торговом зале Активное продвижение промо акций Выполнение поставленных задач и планов Уборка торгового зала, подсобных помещений, туалетных комнат Участие в инвентаризациях товаров",https://hh.ru/vacancy/124413814
Оператор-кассир АЗС (Московская область),ГК «ТРАССА»,90.0,150.0,,,,Нет опыта,ТК,64/27,,"скидки, обучение",отпуск топлива и продукции магазина; - работа на фаст-фуде АЗС; - выкладка и отслеживание сроков годности товара; - поддержание чистоты в здании АЗС.,https://hh.ru/vacancy/87278276
