Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Начинающий бариста в кофейню (м. Войковская/МЦК Коптево),FAVORIT MOTORS,70.0,,,,,Нет опыта,ТК,2/2,Ежемесячно,кофе,Прием и выкладка товаров. Поддержание чистоты в кофейне. Помощь гостю при выборе в меню. Приготовление самых вкусных напитков.,https://hh.ru/vacancy/118276046
Бариста-кассир,FeelGoodBar (ООО Радуем),80.0,100.0,,,,От 1 года до 3 лет,ТК,"2/2, 24/7",,"скидки, обучение, кофе","· Принимать и оформлять заказы гостей, консультировать по ассортименту. · Готовить ароматный кофе и другие напитки по стандартам компании. · Следить за чистотой и порядком на рабочем месте. · Создавать дружелюбную и позитивную атмосферу для каждого гостя. · Работать с кассой и соблюдать правила расчетно-кассовых операций. Мы ищем того, кто: · Общителен, доброжелателен и стрессоустойчив. · Готов учиться новому и любит работать в команде. · Ценит качество и аккуратность в работе. · Хочет развиваться в сфере гостеприимства (кофе-индустрии). · Имеет опыт в обслуживании или в роли бариста (будет большим плюсом, но готова обучить энергичного новичка!).",https://hh.ru/vacancy/124888800
Бариста OnePriceCoffee в ТЦ Ривьера,Академия Максимус,59.0,,,,,Нет опыта,ТК,"2/2, 3/2, 4/2",,"форма, кофе","ONE PRICE COFFEE - самая быстро развивающаяся сеть кофеен формата &quot;Coffee to Go&quot;. Работая у нас, Вы сможете получить бесценный опыт приготовления напитков, который пригодится не только в работе, но и в повседневной жизни ✅Мы предлагаем: Официальное трудоустройство Обучения мастерству бариста (оплачиваемое с нашей стороны) График 2/2; 3/2; 4/2 на ваш выбор по 6,8,9 часов Полностью &quot;белая&quot; заработная плата Реальная возможность роста до старшего бариста и управляющего! Подбираем ближайшую к месту жительства кофейню Дружный коллектив ✅Что нужно делать? Готовить самые вкусные напитки Консультировать наших гостей по ассортименту Соблюдать стандарты обслуживания Работать с кассой Поддерживать чистоту в кофейне",https://hh.ru/vacancy/121502242
Бариста в Cream Soda,Эрфольг,75.0,95.0,4560.0,380.0,12.0,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"питание, бесплатное питание, форма, кофе","Приготовление напитков (фреши, авторские напитки, кофейные напитки и тд.); Расчет гостей, работа с кассой за баром (обучаем); Соблюдение правил внутреннего порядка; Соблюдение норм СанПин; Подготовка бара к открытию и закрытию смены; Консультировать гостей по меню при необходимости и поддерживать атмосферу заведения.",https://hh.ru/vacancy/125328380
Бариста в кофейню,Elmix Coffee,0.4,0.4,,,,Нет опыта,ТК,5/2,,"кофе, чай","Соблюдение стандартов обслуживания и сервиса Приготовление кофейных и чайных напитков по тех. карте Работа с продукцией витрины (выпечка, готовые полуфабрикаты, десерты) Работа с кассой Соблюдение чистоты и правил безопасности питания",https://hh.ru/vacancy/125043502
Бариста-кассир в Даблби,Даблби,70.0,,,,,Нет опыта,ТК,5/2,,"форма, обучение, кофе","Приготовление кофейных напитков на основе экстрактов (работа без кофемашины, всё просто и понятно). Работа с кассой: расчёт гостей, ведение учётных...",https://hh.ru/vacancy/124011978
Бариста в кофейню (м. Парк Культуры),rockets.coffee,85.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, форма, обучение, кофе","Консультировать гостей в выборе кофейного зерна или другой продукции. Вакансия подходит для <highlighttext>бариста</highlighttext>, <highlighttext>бариста</highlighttext> в сеть кофеен, сотрудник бара, сотрудник...",https://hh.ru/vacancy/124812160
Бариста,Артисан Рус,90.0,120.0,,,,Нет опыта,ТК,"2/2, 3/3, 5/2",,"питание, бесплатное питание, форма, униформа, кофе","Приготовление напитков по стандартам specialty coffee; Общение с гостями, создание тёплой и дружелюбной атмосферы; Работа с кассой, открытие и закрытие смены; Поддержание чистоты и порядка на рабочем месте; Соблюдение стандартов кофейни.",https://hh.ru/vacancy/124971465
Бариста/ти-мейкер,TAPIERA TEA,70.0,,,,,Нет опыта,ТК,2/2,Ежемесячно,"форма, скидки",Создание уникальных напитков. Эксперименты и воплощение идей. Участие в событиях и тематических мероприятиях. Движение вперёд и развитие в любимом деле. ,https://hh.ru/vacancy/124860324
Бариста-Продавец в табачный магазин,Ашкуди.рф,4.2,6.3,,,,Нет опыта,ТК,"30/20, 18/30, 5/2, 4/3",Еженедельно,"бонус, бонусы, кофе","Продажа электронок, сигарет и других табачных изделий Приготовление и продажа кофе Выкладка товара из запасников Поддержание чистоты (протирать полки, витрины, кофемашину перед сменой, во время и при закрытии смены) Контроль заканчивающихся товаров Большинство сотрудников после нескольких месяцев работы получают возможность поработать в других магазинах сети. У нас остаются работать на несколько лет, если нет косяков. Если вам подходят условия и требования - сразу откликайтесь , познакомимся лично и предложим взять тестовую смену с полной оплатой.",https://hh.ru/vacancy/124585854
Бариста в кофейню ROASTER coffee,ROASTER кофе,80.0,110.0,6000.0,500.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",2 раза в месяц,"питание, кофе","Умение работать в команде. Грамотная речь. Ответственность, доброжелательность, готовность к обучению. Знание iiko (желательно). Рассмотрим кандидатов с опытом от 1...",https://hh.ru/vacancy/124632473
Бариста,Кофейня termos,95.0,110.0,4800.0,400.0,'16-17,От 1 года до 3 лет,ТК,"5/2, 16/17",,"питание, бонус, кофе","Приготовление напитков. Общение с гостями, контроль чистоты в зале. Работа с залом. Контроль соблюдения стандартов сервиса (friendly-сервис).",https://hh.ru/vacancy/124669631
"Бариста Surf Coffee, Москва",Surf Coffee,60.0,80.0,,,,Нет опыта,ТК,5/2,,"питание, форма, униформа, премии, бонус, обучение, кофе","Приготовление напитков по стандартам компании Общение с гостями в формате дружеской беседы Работа с кассой и соблюдение чек-листов Участие в жизни кофейни, командных встречах и предложениях по улучшению Surf Coffee® — это больше, чем работа. Это сообщество, стиль жизни и возможности. Если хочешь расти, развиваться и быть частью команды, которая двигается вперёд — мы ждём именно тебя. We Are Greater Than I",https://hh.ru/vacancy/125050680
Флорист бариста,Chalet Green,2.5,3.5,,,,Нет опыта,ТК,82/2,,"форма, кофе, чай",Сборка и упаковка букетов по четким стандартам. - Продажа цветов и сопутствующих товаров с дружелюбным подходом к клиентам. - Ведение кассы и...,https://hh.ru/vacancy/125277892
Старший бариста,BREW & VIBE,80.0,110.0,,,,От 1 года до 3 лет,ТК,"5/2, 2/2",2 раза в месяц,"бонус, бонусы, обучение, кофе",Организация работы за баром и оптимизация процессов работы. Контролировать работу <highlighttext>бариста</highlighttext> и мотивировать команду на. Формировать команду <highlighttext>бариста</highlighttext> - проводить собеседование...,https://hh.ru/vacancy/124835927
Бариста Campus Coffee,ОРГАНИК ГОЛЬФ,65.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, форма, бонус, скидки, кофе",Приготовление напитков по технологическим картам. Обслуживать Гостей по стандартам компании. Соблюдения чистоты и порядка в торговом помещении. Поддерживать атмосферу гостеприимства.,https://hh.ru/vacancy/124482561
Бариста,Yumbaker,91.5,113.5,,,'8-12,От 1 года до 3 лет,ТК,"4/3, 8/12",,"питание, обучение, кофе","варить действительно вкусный кофе, вываривать из каждого сорта зерна максимум вкуса, делиться своими открытиями и эмоциями с нашими гостями и помогать им погружаться в кофейный мир, поддерживать порядок и чистоту на своем рабочем месте, развиваться самому и помогать команде становиться еще лучше.",https://hh.ru/vacancy/124967558
Бариста-кассир в ресторан “Quidi” (Патриаршие пруды),Ресторан Red Box,100.0,,,,,Нет опыта,ТК,5/2,,"питание, премии, бонус, бонусы, кофе",Готовить напитки и сервировать десерты. Поддерживать чистоту на рабочем месте. Работать с кассой. Консультировать гостей по меню.,https://hh.ru/vacancy/125124021
Начинающий бариста в кофейню ONE & DOUBLE,OD BRANDS,62.5,99.9,,,,Нет опыта,ТК,"2/2, 3/3, 3/1, 4/2, 5/2, 6/1",,"питание, форма, бонус, бонусы, кофе",Приготовление самых вкусных напитков. Наводить уют в кофейне. Помощь гостю при выборе в меню.,https://hh.ru/vacancy/124722303
Кассир-бариста,Печорин Групп,5.5,,4500.0,375.0,12.0,Нет опыта,ТК,"2/2, 4/2",2 раза в месяц,"питание, премии, скидки, кофе, чай","Место работы подбираем территориально! Каждое утро получать свежий ремесленный хлеб с хрустящей корочкой, потрясающую выпечку и десерты ручной работы Создавать уютную гостеприимную атмосферу Общаться с гостями, рассказывать про наш продукт и помогать им с выбором Готовить самый вкусный кофе на рожковой кофе-машине Поддерживать красоту, чистоту и порядок в зале/на торговой точке Работать в программе IIko: открытие и закрытие смены, отпуск продукции и ведение кассовой документации",https://hh.ru/vacancy/125206715
Бариста кассир,МЕСТО ВАРЕНЬЯ (ИП Галоян Ольга Андреевна),78.0,85.0,4200.0,350.0,'8-12,Нет опыта,ТК,"5/2, 8/12, 2/3",2 раза в месяц,"питание, бесплатное питание, премии, кофе","Готовить напитки — от классики (эспрессо, капучино) до наших фирменных авторских рецептов. Работать с гостями — улыбаться, подсказывать, делать вкусный кофе и...",https://hh.ru/vacancy/123281361
Бариста в ТЦ Метрополис (м. Войковская),Хлеб с маслом,66.3,81.8,,,,Нет опыта,ТК,"2/2, 5/2",2 раза в месяц,"питание, бесплатное питание, форма, обучение, кофе","Приготовление кофейных напитков Прием заказов в формате togo; помощь и активные доп. продажи гостям при выборе напитков/ выпечки Расчет гостей, работа с кассой Оформление витрин Соблюдение чистоты и порядка на точке Соблюдение стандартов компании Создание позитивной и уютной атмосферы кофейни",https://hh.ru/vacancy/122772502
Бариста/Старший Бариста,Ильин Тимофей Альбертович,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,"премии, обучение, кофе","Полный функционал бариста, включая поддержание чистоты и порядка, оформление заказов, ротация продуктов. -Подбор и обучение персонала, контроль качества работы кофеен. -Составление графиков -Контроль и поддержание дисциплины среди сотрудников",https://hh.ru/vacancy/125283618
Старший тренер - бариста сети кофеен,Иванова О.П,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение, кофе, чай","Старший тренер-бариста отвечает за обучение всех бариста и тренеров-бариста нашей сети; Изначально сам проходит обучение в управляющей компании и сдает сертификацию; Создает систему обучения с нуля на базе рекомендаций управляющей компании и в дальнейшем ее совершенствует; Создает, вдохновляет, мотивирует, контролирует команду тренеров, бариста кофеен для достижения высоких результатов; Отвечает за качество продукта и сервис в наших кофейнях; Работает за баром в кофейнях сети, чтобы быть ролевой моделью для команды.",https://hh.ru/vacancy/124677799
Бариста ONE PRICE COFFEE,Ван Груп Компани,,67.5,,,,Нет опыта,ТК,"5/2, 2/2, 4/3",,"форма, премии, бонус, бонусы, кофе, чай","Общаться с гостями и ориентировать в нашем меню. Готовить вкуснейшие напитки, соблюдая стандарты качества компании. Помогать гостям оплатить свой заказ...",https://hh.ru/vacancy/123392346
Бариста,Кофейня OMG! Coffee,100.0,110.0,,,12.0,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",,"питание, кофе",Приготовление кофе и напитков на его основе - Участие в инвентаризациях и ген. уборках - Подготовка рабочего места и поддержание его чистоты,https://hh.ru/vacancy/124882105
Шеф-бариста в Кафе The Rink в Сколково,ОРГАНИК ГОЛЬФ,150.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"бонус, скидки, кофе",Осуществлять руководство и обеспечение бесперебойной работы бара. Обучать сотрудников и контролировать качественную отдачу напитков. Разрабатывать сезонные напитки. Предоставлять отчетность и...,https://hh.ru/vacancy/123344937
Бариста,MURPH,68.0,85.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"форма, кофе",Настройка эспрессо. Приготовление напитков по тех.картам. Предоставление хорошего сервиса в условиях to-go формата. Соблюдение рецептур и стандартов specialty. ,https://hh.ru/vacancy/124687400
Бариста,Культурный код,80.0,,,,,От 1 года до 3 лет,ТК,"5/2, 7/30, 23/30",2 раза в месяц,"питание, бесплатное питание, кофе","Варить кофе, готовить наши фирменные напитки, наливать пиво и вино. Коммуницировать с гостями и поддерживать уникальную атмосферу концепции КК. ",https://hh.ru/vacancy/123323860
Бариста,Kidzania,,,,,,Нет опыта,ТК,"5/2, 4/3",,"питание, бесплатное питание, кофе, чай","Создание атмосферы гостеприимства, внимательное и вежливое обслуживание гостей; Консультирование гостей по меню; Помощь гостям в выборе блюд и напитков; Приготовление кофейных и чайных напитков; Работа с кассовым аппаратом (наличный и безналичный расчет); Поддержание чистоты и порядка на рабочем месте. Наш идеальный бариста: Обладает грамотной речью; Отвечает не только за себя, но и за результат команды; Открыт и дружелюбен по отношению к людям; Понимает, что такое высокий уровень обслуживания; Желает развиваться в ресторанном бизнесе.",https://hh.ru/vacancy/125334886
Бариста,Полукеева Евгения Алексеевна,80.0,,,,,От 1 года до 3 лет,ТК,"5/2, 2/2",Еженедельно,"питание, бесплатное питание, форма, обучение, кофе","Подготавливать кафе к приему гостей. - Готовить напитки (авторский кофе, чаи, лимонады, смузи, свежевыжатые соки и т.д.). - Работать за кассой. - ",https://hh.ru/vacancy/125277584
Бармен / бариста / чаймен,TEAHIRO,,90.0,,,'8-12,Нет опыта,ТК,8/12,2 раза в месяц,"бонус, чай",Общение с гостями и формирование атмосферы дружелюбия; Приготовление напитков по фирменным рецептурам; Контроль качества и времени выдачи напитков; Контроль за чистотой рабочего места и своевременная уборка; Работа за кассой. Что мы ожидаем: Пунктуальность Умение работать в команде Многозадачность Открытость к общению Готовность к открытиям,https://hh.ru/vacancy/124893887
Бариста в кофейню,Coffee Point,75.0,110.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, форма, подарки, кофе",Приготовление кофе и напитков для наших гостей Открытие и закрытие смены Работа с кассой Помощь гостям в выборе продукции Поддержание чистоты в кофейне Прием и выкладка продукции (собственное производство),https://hh.ru/vacancy/122254319
Бариста,Парсян Камо,80.0,90.0,,,,От 1 года до 3 лет,ТК,5/2,,кофе,"Приготовление горячих и холодных напитков ( капучино, латте , американо и тд) Быстрая и корректная работа с рожковой кофемашиной Поддержание чистоты рабочего места Прием и обслуживание заказов",https://hh.ru/vacancy/124893814
Бариста,Entree,80.0,150.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе","приготовление первоклассных напитков в соответствии с рецептурой кафе. продажи выпечки и десертов с собой, работа на кассе.",https://hh.ru/vacancy/125295016
Шеф-бариста,"Хорсъ, Кофейный дом",,,,,,От 1 года до 3 лет,ТК,5/2,,кофе,Управлять корпоративной кофейней и руководить командой бариста; Разрабатывать и внедрять в меню новые позиции и сезонные предложения; Вести внутреннюю отчетность и документооборот; Организовывать и проводить тренинги для сотрудников.,https://hh.ru/vacancy/124833057
Бариста,AVODAY coffee and tea,90.0,130.0,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",Еженедельно,кофе,"Ищем <highlighttext>бариста</highlighttext> с уверенным латте артом, аккуратным, общительным, ответственным, умеющим поддерживать чистоту в кофейне. Обязательно. Мед книжка.",https://hh.ru/vacancy/124483021
Фотограф - бариста,Центр динамических развлечений Аэродинамика,50.0,75.0,,,'1-2,Нет опыта,ТК,1/2,,"питание, скидки, обучение, кофе","Профессиональную фото - съемку гостей. Ведение фото архива. Приготовление и подача кофе, чая. Поддержка в работе со стороны сотрудников.",https://hh.ru/vacancy/124790929
Бариста в кофейню,Алимова Елена Александровна,4.0,6.0,,,,От 1 года до 3 лет,ТК,2/2,,кофе,приготовление горячих и холодных напитков приготовление сэндвичей и ход-догов оформление витрины работа с кассой поддержание чистоты и порядка,https://hh.ru/vacancy/124966997
Бариста,Мир,90.0,120.0,,,,Нет опыта,ГПХ,"2/2, 3/3, 4/2",,"премии, скидки, обучение, кофе","Учиться варить идеальный кофе и другие напитки по нашим рецептурам. Общаться с гостями, помогать им с выбором, делиться хорошим настроением. ",https://hh.ru/vacancy/124978196
Бариста,Храм преподобного Сергия Радонежского на Ходынском поле,,,,,,Нет опыта,ТК,2/2,,"питание, бесплатное питание, премии, кофе",Приготовление кофе и вкуснейших напитков для наших прихожан и гостей Помощь при выборе продукции Поддержка чистоты в трапезной Выкладка продукции,https://hh.ru/vacancy/125128349
Тренинг-менеджер/шеф-бариста (RND),Правда Кофе (ООО Кофе Плюс),,,,,,От 1 года до 3 лет,ТК,5/2,,кофе,"Организация, подготовка и проведение тренингов и семинаров Организация и проведение дегустаций сотрудникам и партнерам Обновление, составление и актуализация учебных материалов Проведение капингов Разработка меню Техническая поддержка кофейного оборудования, выявление проблемы и передача вопроса в сервисный центр Организация и проведение внутренних и внешних чемпионатов среди бариста",https://hh.ru/vacancy/124539869
Бариста,A.V.M. Group,100.0,150.0,,,,От 1 года до 3 лет,ТК,"5/2, 6/1",,"бонус, бонусы, кофе","Приготовление холодных и горячих напитков. Помощь на кухне, если вдруг запара, приветствуется. Поддержание чистоты.",https://hh.ru/vacancy/125193033
Бармен-бариста в отель,Управляющая Компания Отель,100.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",,"обучение, чай",Обслуживание гостей согласно принятым стандартам - Приготовление напитков и коктейлей бара - Работа за контактной стойкой - Формирование заказов на продукцию бара - Проведение инвентаризации - Контроль чистоты и порядка в баре - Работа с кассой,https://hh.ru/vacancy/124405164
"Бариста-бармен в ресторан ""Вадваре""",Краденый Артишок,80.0,100.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе","Приготовление кофейных и авторских напитков по техкарте, — Работа с алкоголем (в том числе с шейкером), — Участие в создании домашних сиропов и заготовок, — Работа с кассой (iiko — при необходимости обучим), — Подготовка рабочего места к открытию и закрытию, — Поддержание чистоты и порядка на рабочем месте. Что предлагаем: — Работа на кофемашине La Marzocco KB90, — Возможность совершенствовать навыки латте-арта в спокойной обстановке, — Поддержка в развитии слабых сторон — технически и творчески, — Мобильность внутри команды: при желании можно перейти на кассу или в зал.",https://hh.ru/vacancy/124586520
Бариста,Cofix (ИП Жураева Камила Хусановна),80.0,90.0,,,,Нет опыта,ТК,5/2,,,Работа на кассе Приготовление напитков Выкладка витрины,https://hh.ru/vacancy/124669259
Бариста,Ami Chaise,90.0,120.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,"кофе, чай","AMI CHAISE - кафе на завтраках с кофейным спешалти баром! * Обучаем работе с алкогольными позициями. * Готовить кофе, чай и сезонные напитки. * ",https://hh.ru/vacancy/124832755
Бариста,Кафе-пекарня Жаворонок,5.5,7.5,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, обучение","Прием заказов на кассе. Взаимодействие с кухней и менеджером смены. Поддержание чистоты бара. Отличное знание меню и действующих предложений, умение...",https://hh.ru/vacancy/125157753
Бариста в кофейню (можно без опыта),Беликова Наталья Сергеевна,70.0,100.0,,,,Нет опыта,ТК,"5/2, 2/2, 3/3",,"обучение, кофе, чай","Приготовление напитков; Общение с покупателями; Выкладка продукции; Работа с кассой, отчетность.",https://hh.ru/vacancy/123926083
Бариста (Китай-город/Москва-сити/Стрешнево/Комсомольская/Речной вокзал/Нагатинская),Кофе Хауз,,65.0,,,,Нет опыта,ГПХ,30/15,,"обучение, кофе",Готовить напитки согласно стандартам компании. - Подавать наши супер десерты и еду собственного производства. - Поддерживать дружелюбную атмосферу в кофейне и заряжать...,https://hh.ru/vacancy/123904461
Бариста,COFFEE BERRY,90.0,140.0,5400.0,450.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/3, 5/2",,кофе,"Готовить напитки на основе specialty кофе. Настраивать эспрессо, следить за вкусом. Работать с кассой и помогать гостям почувствовать себя желанными. ",https://hh.ru/vacancy/124736668
Бариста в Artplay,Криптон,5.0,5.0,,,,Нет опыта,ТК,2/2,,кофе,Приготовление потрясающе вкусных кофейных напитков - Любезное общение с гостями - Поддержание порядка на точке - Активное участие в жизни проекта - Приемка продукции - Поддержание чистоты в баре и уютной атмосферы,https://hh.ru/vacancy/125326103
Бармен/бариста (можно без опыта),Friends Forever by Nina Gudkova,75.0,,,,'10-12,Нет опыта,ТК,10/12,,"питание, форма, кофе, чай","Готовить красивые и вкусные напитки (чай, кофе, лимонады, коктейли и т.д.) Поддерживать чистоту, атмосферу и уюту за барной стойкой Вежливо и качественно обслуживать наших гостей Рассматриваем резюме только с фото :) Наша вакансия также подойдет вам, если вы искали: работа бармен, работа в ресторане, без опыта работы, начинающий специалист без опыта, бармен без опыта, бариста без опыта, работа в ресторане, работа в кофейне, работа White Rabbit Family, Lucky Group, Novikov Group, Ginza Project, Кофемания, рестораны Раппопорта, Maison Dellos, BB group, Perelman People, Росинтер Ресторантс, Мираторг, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, Северяне, Доктор Живаго, Сибирь, Osteria Mario, Patriki, Чайхана, Вкусно и точка, Додо пицца, Шоколадница, Бургер Кинг, Burger King Теремок, Якитория, Брусника, Братья Караваевы, Хлеб Насущный",https://hh.ru/vacancy/123708599
Шеф-бариста в сеть кафе,Жираф,130.0,160.0,,,,Более 6 лет,ТК,5/2,2 раза в месяц,"обучение, кофе","Объезд по точкам, контроль качества кофе, создания кофейного вайба в заведениях, прививание гостям кофейной культуры, контроль работы бариста. - Поддержание статуса кафе, как заведения с хорошей едой и кофе, и с хорошим обслуживанием (сейчас уровень обслуживание в целом низкое); - Обучение персонала хорошим манерам в общении с гостями (что можно говорить и делать, а что нет); - Разработка и внедрение сезонных меню; - В &quot;кофейном чате&quot; сети whatsapp ответы на вопросы бариста и помощь при возникших ситуациях; - Порядок в заказах продукции у поставщиков; - Подбор персонала Если коротко: Нужен уверенный, харизматичный шеф бариста отлично знающий кофе, психологию общения с баристами, который задаст тон и направление движения всей команде, будет участвовать в развитии сети подсказывая и направляя нас во всех направлениях, чтобы были высокие продажи кофе. Человек который сможет собрать позитивную, классную команду и правильно мотивировать В планах открытие классной спешалти кофейни. Ищем своего человека, надолго (есть сотрудники, которые работают с самого начала с нами, более 7 лет). Звоните, пишите ☎ .Если не беру телефон - перезвоню!",https://hh.ru/vacancy/124460682
Бариста,ГРУППА КОМПАНИЙ МЕРИДИАН,75.0,85.0,,,,От 1 года до 3 лет,ТК,"5/2, 18/30",2 раза в месяц,"питание, бесплатное питание, обучение, кофе, чай","Внимательное и вежливое обслуживание гостей. Приготовление авторских кофейных, чайных напитков и коктейлей. Работа на кассе. Создание дружеской атмосферы для гостей. Требования : Опыт работы в аналогичной должности от 6 мес. Позитивность и энергичность. Наличие медицинской книжки или готовность её сделать. Если ты любишь кофе так же как мы! Если ты активный и хочешь работать в дружеской атмосфере - это работа для тебя! Ждём тебя в своей команде! Звони, отправляй резюме!",https://hh.ru/vacancy/121321421
Бариста в кафе-кондитерскую,Костомаров Арсентий Геннадьевич,65.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,"форма, униформа, бонус, бонусы, скидки, кофе, чай","Общаться с гостями: подсказывать по меню и десертам, принимать и выдавать заказы. Готовить напитки по техкартам: кофе, чай, авторские — и...",https://hh.ru/vacancy/124676486
Бариста Surf Coffee x Akademik (м. Проспект Вернадского),Surf Coffee,60.0,90.0,,,,Нет опыта,ТК,5/2,,"питание, форма, униформа, премии, бонус, обучение, кофе","Приготовление напитков по стандартам компании Общение с гостями в формате дружеской беседы Работа с кассой и соблюдение чек-листов Участие в жизни кофейни, командных встречах и предложениях по улучшению Surf Coffee® — это больше, чем работа. Это сообщество, стиль жизни и возможности. Если хочешь расти, развиваться и быть частью команды, которая двигается вперёд — мы ждём именно тебя. We Are Greater Than I",https://hh.ru/vacancy/124839382
Бариста в кафе,Волков Кирилл Максимович,4.3,5.8,,,'1-2,Нет опыта,ТК,1/2,,"скидки, обучение, кофе","Готовить вкусный и красивый кофе с любовью к деталям. Создавать своим настроением тот самый уют и гостеприимство, за который нас любят. Знать в лицо и помнить «обычное» наших постоянных гостей. Работать на кассе, поддерживать чистоту и порядок на рабочем месте и в зале. Быть частью нашей маленькой команды — предлагать идеи, помогать и заряжать всех вокруг хорошим настроением. Мы ищем того, кто: Опыт приветствуется, но гораздо важнее искреннее желание учиться и любовь к кофе! (Если вы из смежной сферы или просто фанат кофе — мы всему научим). Общительный, доброжелательный и позитивный человек. Улыбка — ваш главный рабочий инструмент. Ответственный и честный, ведь мы доверяем друг другу. Ценит уют и комфорт, понимает, что такое «третье место» для человека.",https://hh.ru/vacancy/124485602
Бариста в кофейню (м. Белорусская),rockets.coffee,70.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, бесплатное питание, обучение, кофе","Консультировать гостей в выборе кофейного зерна или другой продукции. Вакансия подходит для <highlighttext>бариста</highlighttext>, <highlighttext>бариста</highlighttext> в сеть кофеен, сотрудник бара, сотрудник...",https://hh.ru/vacancy/124232421
Бариста,Еремеев Евгений Сергеевич,65.0,68.0,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"кофе, чай",Приготовление напитков на основе эспрессо согласно Тех картам - Работа с кассой и системой iiKO - Опыт работы на рожковой кофе машине,https://hh.ru/vacancy/124446754
Бариста,МОНОХРОМ,60.0,,,,,От 1 года до 3 лет,ТК,2/2,,кофе,Приготовление кофе и напитков на его основе Подготовка рабочего места и поддержание его чистоты Общение с гостями.,https://hh.ru/vacancy/125019491
Бариста в кофейню,Айрапетян Анжелика Мурадовна,4.2,5.0,4200.0,350.0,12.0,Нет опыта,ТК,"2/2, 3/3, 5/2",Еженедельно,"форма, бонус, бонусы, обучение, кофе","Продажа готовой еды и напитков; Приготовление кофе и других напитков (бариста); Выкладка продукции; Общение с покупателями; Работа с кассой и ведение отчетности. Кого мы ищем: Опыт не обязателен — всему научим. Ключевые запросы для поиска: продавец-кассир, бариста, работа без опыта, работа рядом с метро, продавец продуктов, продавец в магазин, работа с еженедельной оплатой, подработка.",https://hh.ru/vacancy/125272107
Бариста в кофейню CHIHO (Москва Сити),Chiho,85.0,,3840.0,320.0,12.0,От 1 года до 3 лет,ТК,5/2,,"питание, бесплатное питание, форма, кофе","Супер-вкусно готовить кофейные напитки и напитки с топиокой по техкартам. Приготовление заготовок для напитков. Выпечка гонгконгских вафель на грильнице. Прием заказов, выдача заказов и расчет Гостей. Прием поставок, заказ продукции. Работа с кассой и денежными средствами. Участие в инвентаризациях, генеральных уборках.",https://hh.ru/vacancy/125333132
Бариста,New Game,4.4,4.4,,,,От 1 года до 3 лет,ТК,"5/2, 4/2, 2/2",,"бонус, бонусы, скидки, кофе",Приготовление кофе и других напитков на основе эспрессо. Выкладка и продажа выпечки. Ротация и принятие товара. Проведение инвентаризации. Обслуживание клиентов и поддержание чистоты рабочего места.,https://hh.ru/vacancy/125295221
Бариста/бармен,Поташникова,80.5,103.4,350.0,29.166666666666668,12.0,Нет опыта,ТК,6/1,,кофе,"Открытие фреш бара/кофейни согласно чек листу, подготовка оборудования и заготовок. Приемка товара. Обслуживание и расчет гостей. Закрытие смены согласно чек листу.",https://hh.ru/vacancy/125248526
Бариста,Two Seasons (ИП Бабаев Камран Мехман Оглы),70.0,,3960.0,330.0,'4-5,Нет опыта,ТК,4/5,,"обучение, чай",Вежливое и качественное обслуживание клиентов. - ﻿﻿Приготовление чайных напитков в соответствии со стандартами компании.. - Поддержание чистоты и порядка на рабочем месте. ,https://hh.ru/vacancy/124459783
Бариста в HQ! coffee (Москва),HQ!,,120.0,,,,Нет опыта,ТК,6/1,2 раза в месяц,"скидки, кофе",Команда HQ!Coffee в поисках <highlighttext>бариста</highlighttext>. Работа с классным зерном собственной обжарки.,https://hh.ru/vacancy/123452239
Бариста в кофейню,Skuratov Coffee,63.0,70.0,,,'7-10,Нет опыта,ТК,7/10,,"питание, корпоративное питание, обучение, кофе","От вас: Любить людей, быть открытыми и много учиться. Любить кофе и не бояться менять рынок вместе с нами.",https://hh.ru/vacancy/124415218
