Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Семейный водитель/персональный водитель,АЛАНТЕРА,150.0,,,,,Более 6 лет,ТК,6/1,2 раза в месяц,,"сопровождение руководителя и членов его семьи по Москве, Московской области на автомобиле Lixiang L9 (электромобиль); подача автомобиля строго в 7:45 (деревня Жуковка, Рублево-Успенское шоссе); выезды в г. Москву и по Московской области, оптимизация маршрута; выполнение поручений членов семьи: покупки, химчистка, отвоз документов; соблюдение ПДД, отслеживание изменений ПДД; обеспечение безопасности пассажиров во время нахождения за рулем и движения автомобиля, исключение разговоров по сотовому телефону; обеспечение сохранности имущества, находящегося в багажнике и салоне автомобиля; прохождение ТО в сервисном центре и технический осмотр на 3 семейных автомобиля; составление маршрута по навигатору; содержание кузова и салона автомобиля в чистоте, своевременная мойка; проверка наличия штрафов и своевременная их оплата; контроль наличия в автомобиле напитков и одноразовой посуды; своевременная подача автомобиля (быть всегда на связи и внимательно отслеживать сообщения на телефоне); отчеты об остатке средств на расходы; отпуск планировать в одно время с руководителем; исполнение личных поручений руководителя; полная конфиденциальность личных и служебных поручений.",https://hh.ru/vacancy/125389979
Персональный водитель,КРОСТ,,,,,,Более 6 лет,ТК,5/2,,,Обеспечение безопасной и комфортной перевозки; Поддержание автомобиля в чистоте и исправном состоянии; Поездки по Москве и Московской области; Выполнение поручений руководителя;,https://hh.ru/vacancy/125435920
Водитель для медицинского работника,Доктор на дом,90.0,,,,,Нет опыта,ГПХ,5/2,Ежемесячно,форма,"Аккуратная и безопасная перевозка медицинского работника по адресам вызовов пациентов. Поездки по Москве и в Подмосковье (за МКАД). Оптимизация маршрута для быстрого прибытия на вызовы. Помощь с навигацией. Поддержание идеальной чистоты и порядка в салоне автомобиля. Требования к кандидату: Наличие личного исправного, чистого и презентабельного автомобиля (иномарка, седан или универсал). Автомобиль должен быть экономичным и в технически исправном состоянии . Опыт работы водителем от 2 лет. Отличное знание Москвы, области и навыки уверенного вождения за МКАД. Пунктуальность , ответственность, стрессоустойчивость и вежливость . Понимание, что от вашей работы зависит здоровье людей. Наличие всех необходимых документов (права, полис ОСАГО).",https://hh.ru/vacancy/125317379
Персональный водитель первого лица компании,АЙСБЕРРИ,200.0,,,,,От 3 до 6 лет,ТК,2/2,,,"Осуществлять безопасное, профессиональное вождение автомобиля; Быстрая безаварийная доставка до мест руководителя; Подача автомобиля в строго назначенное место и время; Выполнение личных поручений работодателя; Выбор оптимальных маршрутов, хорошее знание Москвы и МО; Уверенное управление автомобилями бизнес и премиум-классов; Обеспечение сохранности жизни, здоровья руководителя; Корректность, тактичность в общении; Иные поручения.",https://hh.ru/vacancy/122767341
Персональный/семейный водитель,Агентство по подбору домашнего персонала Status Staff,180.0,,,,'2-3,От 3 до 6 лет,ТК,"2/3, 5/2",,транспорт,"Осуществление поездок на авто семьи (Mercedes и range rover). Работа по расписанию семьи, планируется на 2-3 дня вперед. Поездки с работодателями: сопровождение ребенка на секции, забрать/отвезти преподавателя, встреча и проводы в аэропорту. Поездки по хоз.нуждам. Содержание авто в чистоте, контроль всех жидкостей и тех.состояния.",https://hh.ru/vacancy/125300125
Водитель,ГАУ ИДПО ДТСЗН,,,,,,От 3 до 6 лет,ТК,5/2,,,"Работа с сотрудниками нашего Института, полное сопровождение на нашем автомобиле; Перевозка оборудования и инвентаря для проведения выездных образовательных мероприятий; Доставка документов в пределах города, разовые поездки. Будем рады отклику, если у Вас: Среднее специальное образование; Опыт работы на аналогичной позиции от 3-х лет; Стаж вождения от 3-х лет.",https://hh.ru/vacancy/125310331
Персональный водитель (Новая Рига),Торговая Компания ЛаВИНА.,130.0,,,,,От 3 до 6 лет,ТК,5/2,,транспорт,"Подача служебного автомобиля к назначенному времени; Транспортное сопровождение руководителя; Своевременное выявление неисправности автомобиля, самостоятельное устранение мелких неисправностей автомобиля; Обеспечение своевременного прохождения технического обслуживания и технического осмотра Обеспечение своевременной чистки автомобиля, поддержание его в чистоте; Выполнение поручений руководителя; Возможно сопровождение членов семьи; Комфортное вождение;",https://hh.ru/vacancy/125430046
Персональный водитель (Рублево - Успенское шоссе),Рекрутинговое агентство ДЕНА,,180.0,,,,От 3 до 6 лет,ТК,5/2,,,Выполнение обязанностей персонального/семейного водителя.,https://hh.ru/vacancy/125264730
Персональный водитель,Лигал Бутик,170.0,,,,,Более 6 лет,ТК,2/2,2 раза в месяц,транспорт,"Выполнение функций персонального водителя. Наличие дополнительных категорий приветствуется; - подача автомобиля в назначенное место и время; - обеспечение безопасности пассажиров, безаварийная, аккуратная езда; - выполнение личных поручений руководителя; - выполнение функций семейного водителя; - сопровождение детей на спортивные секции, кружки; - сопровождение семьи в поездках; - содержание автомобиля в чистоте и поддержание порядка в салоне; - контроль технического состояния транспортного средства и проведение своевременного технического обслуживания автомобиля; - сдача в чистом и идеальном состоянии ТС своему коллеге.",https://hh.ru/vacancy/125265023
"Персональный/семейный водитель, Барвиха",Аврора Персонал,180.0,,,,,От 3 до 6 лет,ТК,5/2,,,"сопровождение членов семьи в поездках, выполнение разовых поручений В семье есть второй водитель График работы: 5/2, выходные в будние дни Ненормированный рабочий день: может быть с 8:00-19:00, а может быть с 11:00-00:00 З/П 180 000 рублей Официальное оформление.",https://hh.ru/vacancy/125297517
Личный водитель собственника компании,ИНТЕРКОУТ РУС,150.0,200.0,,,'10-14,От 3 до 6 лет,ГПХ,10/14,,"форма, транспорт",Транспортное сопровождение собственника компании по Москве. Подача автомобиля в строго назначенное время и место. Составление оптимального маршрута движения с учетом...,https://hh.ru/vacancy/124892790
Водитель автомобиля персональный,ЧОП КАЛИБР,150.0,,,,,От 3 до 6 лет,ТК,3/3,,,Своевременная подача автомобиля; Быстрое и безопасное вождение автомобиля; Контроль тех. состояния и внешнего вида машины; Хорошее знание г. Москвы,https://hh.ru/vacancy/125400018
Водитель,Энком Плюс,,180.0,,,,От 3 до 6 лет,ТК,64/27,,,"Безопасная и пунктуальная перевозка детей: отвозить и забирать детей из школы, кружков и секций. Выполнение различных бытовых и личных поручений работодателя (посещение магазинов, химчистки, решение других организационных вопросов). Поддержание автомобиля в идеальном техническом и эстетическом состоянии (чистота салона, своевременное прохождение ТО, заправка). Соблюдение полной конфиденциальности и дискретности в вопросах семьи. Наши требования к кандидату: Опыт работы персональным или семейным водителем от 3 лет. стаж вождения от 5 лет. Презентабельный внешний вид, вежливость, аккуратность, стрессоустойчивость. Ответственность и понимание важности безопасности при перевозке детей. Знание города и умение грамотно планировать маршруты. Наличие действующих прав категории B.",https://hh.ru/vacancy/125313759
Водитель персональный/водитель семейный,Ксения Кочеткова,140.0,180.0,,,,От 3 до 6 лет,ТК,2/2,,форма,Составление оптимального маршрута движения с учетом дорожной обстановки; Контроль за внешним видом автомобиля (обслуживает автопарк управляющий в доме); Полная конфиденциальность информации во время работы; Выполнение мелких поручений руководителя;,https://hh.ru/vacancy/125342546
Офисный водитель на автомобиле компании,АВТОВЕЛА,6.5,6.5,,,,От 1 года до 3 лет,ТК,1/2,,,"Обслуживание корпоративных клиентов в гос. структурах Московской области; профессиональное вождение автомобиля, максимально обеспечивающее сохранность жизни и здоровья пассажиров; своевременная подача автомобиля; следить за техническим состоянием автомобиля; содержать салон и сам автомобиль в чистоте; выполнять другие распоряжения руководства Компании и своего непосредственного руководителя.",https://hh.ru/vacancy/125341867
Персональный водитель-помощник,Частное лицо,120.0,140.0,,,,От 3 до 6 лет,ТК,5/2,,транспорт,"Аккуратное и комфортное вождение автомобиля. - Надлежащее использование автотранспорта (своевременнее обслуживание). - Помощь в бытовых вопросах: сопровождение в магазины, аптеки, помощь с оплатой счетов и другими повседневными делами. - Внимательное и заботливое отношение, готовность помочь в различных ситуациях.",https://hh.ru/vacancy/125342598
Персональный (семейный) водитель руководителя,МЕДИКУМ,130.0,,,,,Более 6 лет,ТК,"5/2, 30/10",,ДМС,"Обеспечить комфортное и безопасное сопровождение руководителя и членов его семьи, включая детей. Поездки по Москве и области. Обслуживание автомобиля: заправка, поддержание порядка в салоне автомобиля. Мойка и контроль за техническим состоянием 2-х автомобилей (техобслуживание, замена шин, техосмотры). Развоз детей по школам и тренировкам. Взаимодействие с детьми: поддержка, общение и участие в чатах с репетиторами. Выполнение личных поручений руководителя, связанных с поездками и хозяйством.",https://hh.ru/vacancy/125371973
Личный/Персональный/Семейный водитель,Такс Комплаенс,200.0,,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,,"Обеспечение профессионального вождения, комфортного сопровождения работодателя на автомобиле; заблаговременное планирование оптимального маршрута движения, подача автомобиля в назначенное работодателем место и время; обеспечение безопасности жизни и здоровья работодателя во время движения; в процессе исполнения должностных обязанностей проявлять спокойствие, терпеливость и стрессоустойчивость, соблюдать конфиденциальность и правила этикета в отношениях с работодателем; осуществление контроля за техническим состоянием автомобиля, содержание его в чистоте; регулярный осмотр автомобиля на предмет неисправностей, своевременное прохождение технического обслуживания и ТО; не использовать рабочий автомобиль в личных целях без разрешения работодателя.",https://hh.ru/vacancy/125408503
Персональный водитель,Миракс,,150.0,,,,Более 6 лет,ТК,64/27,,,"Своевременная подача автомобиля. Сопровождение руководителя и членов семьи. Безопасное и комфортное вождение. Контроль за своевременным прохождением ТО автомобиля. Поддержание автомобиля в чистоте (мойка, химчистка). Выполнение поручений руководителя.",https://hh.ru/vacancy/125373618
Семейный водитель (Чистые пруды),Адам и Ева и К,150.0,150.0,,,,От 3 до 6 лет,ТК,5/2,,,"Требуется семейный водитель м. Курская, Чистые Пруды. График работы: 5/2 выходные или сб-вс, или вс-пн,8.00-19.00. Машины 2 шт. :Тесла и Рендж Ровер. Фукционал: сопровождение членов семьи по Москве. З/п 150 000 р.",https://hh.ru/vacancy/125236331
Персональный водитель (бизнес),Управляющая компания ВСВ,170.0,,,,,От 1 года до 3 лет,ТК,6/1,,,"Обеспечение перевозок первого лица компании и членов его семьи. Поездки по хозяйственным нуждам семьи Уход за автомобилями, своевременное их обслуживание в сервисном центре. Поддержание автомобилей в чистоте. Отчетность по ГСМ и иным расходам. Строгая отчетность (приходы/уходы, выполнение поручений, заданий, инструкций, составление планов, отчеты) всё в течение рабочего времени в режиме on-line. Выполнение поручений руководителя и членов семьи Требования : Опыт работы на автомобилях представительского класса. Стрессоустойчивость !!! Исполнительность, выполнение инструкций. Вежливость, опыт работы с аналогичными обязанностями. Умение общаться с детьми своего работодателя. Готовность к работе в костюме (дресс-код). Готовность в режиме многозадачности (самостоятельно: закупки в магазинах, школа, секции, сопровождение детей, составление рабочего плана на день и т.д.) Отличное знание Москвы, умение пользоваться Интернет-системами по анализу дорожной ситуации &quot;Интернет-пробки&quot; Условия : Уважаемые соискатели, прошу обратить внимание на место работы. Домашней стоянки рабочего автомобиля нет! Поездки в течение всего рабочего дня. Водители в машинах не сидят в режиме ожидания . График работы 6/1, два водителя (выходы 8:00 и 13:00). Выходной гибкий. Корпоративная мобильная связь официальное трудоустройство, &quot;белая&quot; з/п собеседование в офисе бизнес-центр &quot;Верейская плаза&quot;",https://hh.ru/vacancy/125323737
Водитель-экспедитор,Март 29,130.0,140.0,,,,Более 6 лет,ТК,"5/2, 6/1",2 раза в месяц,,"Доставка грузов по Москве,МО и ближайшим к МО областям Контроль сопроводительной документации Контроль загрузки-выгрузки автомобиля Экспедирование",https://hh.ru/vacancy/125142336
Семейный водитель,Исхакова Лилия Рустэмовна,150.0,,,,,От 3 до 6 лет,ТК,6/1,,,"​​ Обеспечение безопасной и комфортной перевозки членов семьи. Поддержание автомобиля в чистоте и технически исправном состоянии. Своевременное прохождение технического осмотра и технического обслуживания в сервисном центре. Выполнение функций помощника по хозяйству: Мелкий бытовой ремонт; Уборка территории дома (Стрижка газона, уборка снега); Поддержание порядка в гараже.",https://hh.ru/vacancy/125331666
Персональный водитель,Государственное казенное учреждение Московской Области «Центр Компетенций Госуправления»,,,,,,От 3 до 6 лет,ТК,2/2,,,"работа на автомобиле работодателя; своевременная подача автомобиля в обозначенное место и доставка пассажиров до места назначения, планирование оптимальных маршрутов; деловые поездки руководителя по Москве и Московской области; соблюдение правил дорожного движения; полное соблюдение конфиденциальности.",https://hh.ru/vacancy/125389001
Персональный водитель руководителя,ФГБУ НМИЦ ГБ им. Гельмгольца Минздрава России,,150.0,,,,Более 6 лет,ТК,5/2,2 раза в месяц,,"Обеспечение профессионального вождения, комфортного сопровождения работодателя на автомобиле; - заблаговременное планирование оптимального маршрута движения, подача автомобиля в назначенное работодателем место и время; - обеспечение безопасности жизни и здоровья работодателя во время движения; - в процессе исполнения должностных обязанностей проявлять спокойствие, терпеливость и стрессоустойчивость, соблюдать конфиденциальность и правила этикета в отношениях с работодателем; - осуществление контроля за техническим состоянием автомобиля, содержание его в чистоте; - регулярный осмотр автомобиля на предмет неисправностей, своевременное прохождение технического обслуживания и ТО; - не использовать рабочий автомобиль в личных целях без разрешения работодателя.",https://hh.ru/vacancy/125398232
Водитель,Сурикова Екатерина Константиновна,,,,,'18-20,Более 6 лет,ТК,18/20,,,"Семейный <highlighttext>водитель</highlighttext>, поездки с двумя детьми и их мамой. Бытовые задачи (магазины, доставки и тп). Поддержание чистоты автомобиля, прохождение ТО...",https://hh.ru/vacancy/125401078
Водитель,Самойлова Наталья,120.0,,,,,Более 6 лет,ТК,5/2,,форма,Перевозка членов семьи по графику. Выполнение мелких поручений. Поддержание автомобиля в чистоте и исправном состоянии.,https://hh.ru/vacancy/125158896
Персональный водитель,Левел,150.0,200.0,,,,От 3 до 6 лет,ТК,5/2,,"форма, транспорт","Профессиональное транспортное сопровождение первого лица компании, обеспечивающее его комфорт и безопасность. Пунктуальная подача автомобиля в любой локации Москвы и МО (Mercedes V-класс). Эффективное планирование маршрутов , учитывающее дорожную обстановку, для обеспечения максимальной оперативности. Поддержание премиального состояния автомобиля: контроль за его технической исправностью, чистотой и готовностью к поездкам. Оперативное выполнение конфиденциальных поручений руководителя.",https://hh.ru/vacancy/125224272
Водитель группы обеспечения,Уралвагонзавод-Транс,130.0,130.0,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, транспорт","Обеспечивать своевременное прибытие на рабочее место и подачу автомобиля к подъезду организации; Своевременно проходить техническое обслуживание в сервисном центре и технический осмотр автомобиля; Осуществлять своевременную заправку топливом, доливку масла и добавление других жидкостей, нужных для работы автомобиля; Соблюдать правила дорожного движения, соблюдать все дорожные знаки, своевременно знакомиться со всеми изменениями, законодательно вносимые в ПДД. Обеспечивать сохранность имущества, находящееся в салоне и багажнике автомобиля; Контролировать сохранность и целостность самого автомобиля, в том числе оставление его на парковках и стоянках только с включенной сигнализацией, блокировка всех дверей и окон как во время движения, так и во время остановок. Во время командировок оставлять автомобиль без присмотра только на охраняемых стоянках; Осуществлять ежедневный осмотр технического состояния автомобиля, своевременное устранение неисправностей собственными силами или при помощи специализированных автосервисов; Проходить в установленном порядке пред рейсовые медицинские осмотры; Проверять наличие действительного талона государственного технического осмотра и полиса обязательного страхования гражданской ответственности владельца транспортного средства; Выполнять работу с маршрутными и путевыми листам, в том числе внесение сведений в документы по километражу, расходованию бензина и масла, пунктах назначения поездок и т.д., своевременно предоставлять документацию для отчетности.",https://hh.ru/vacancy/124586386
Водитель,Ступина Ирина Александровна,100.0,150.0,,,,От 3 до 6 лет,ТК,5/2,,форма,"· Аккуратное и безопасное управление автомобилем работодателя. · Корректное и пунктуальное сопровождение по маршрутам заказчика. · Тщательное планирование маршрутов с учетом дорожной ситуации в Москве и Подмосковье. · Контроль технического состояния автомобиля (уровень масла, давление в шинах и т.д.). · Организация своевременного прохождения ТО и ремонта у официальных дилеров или на проверенных станциях. · Поддержание чистоты и порядка в салоне и снаружи автомобиля (регулярная мойка, химчистка). · Взаимодействие с гаджетами и приложениями (навигаторы, парковочные приложения, мессенджеры). Наши требования к кандидату: · Опыт работы личным или корпоративным водителем от 3 лет. · Отличное знание Москвы и Московской области, умение ориентироваться и строить маршруты в условиях интенсивного трафика. · Пунктуальность, исполнительность и высокая ответственность. · Аккуратное вождение и бережное отношение к автомобилю. · Навыки использования современных гаджетов и приложений (навигаторы, онлайн-такси, парковки и др.). · Наличие водительского удостоверения категории &quot;B&quot;. · Вежливость, неконфликтность, презентабельный внешний вид, умение хранить конфиденциальную информацию. · Приветствуется опыт работы с автомобилями представительского класса.",https://hh.ru/vacancy/125240886
Водитель персональный,НИККО,130.0,,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,"Ежедневная подача автомобиля в 10:45 к коттеджному поселку Миллениум Парк. Транспортировка руководителя с 11:00 до 21:00. Начало и окончание рабочего дня КП Миллениум Парк. Поддержание автомобиля в чистоте и исправном состоянии. Выполнение поручений руководителя, связанных с поездками.",https://hh.ru/vacancy/125379623
Семейный водитель (супруга/дети),Плаза,150.0,150.0,,,,Более 6 лет,ТК,"6/1, 5/2",,транспорт,"Транспортное сопровождение супруги руководителя (дети). Автомобиль Мерседес V-класс Подбор оптимальных маршрутов Содержание автомобилей в технически исправном состоянии. Своевременная заправка, мойка автомобиля. Отчетность. Хорошее знание дорог Москвы и Московской области. Контроль технического состояния автомобиля, организация и прохождение ТО.",https://hh.ru/vacancy/124604841
Семейный водитель / Личный водитель,Царева Яна Дмитриевна,130.0,,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,,Ежедневно забирать и отвозить детей в школу и обратно. Обеспечивать поездки семьи (5 человек) по запланированному маршруту. Встречать и провожать...,https://hh.ru/vacancy/125218670
Водитель в медицинскую клинику,Major Auto (Мэйджор Авто),95.0,,,,,От 3 до 6 лет,ТК,3/3,,"ДМС, скидки","Работа в составе медицинской бригады выездной службы (Форд Транзит «скорая помощь» на механике; Безопасное вождение автомобиля; Содержание автомобиля в технически исправном состоянии; Знание автодорожной структуры Москвы и Московской области. Что для нас важно: Водительское удостоверение категории &quot;В&quot;; Стаж работы водителем автомобиля от 3-х лет (подтвержденный); Знание ПДД, аккуратность в вождении и добросовестность; Отсутствие медицинских противопоказаний к работе; Вежливость и доброжелательность. с опытом работы на скорой",https://hh.ru/vacancy/125319896
Персональный водитель,Информационное агентство России ТАСС,,,,,,Нет опыта,ТК,1/2,,ДМС,"осмотр ТС перед началом движения на наличие поломок или непрезентабельного внешнего вида. Содержание ТС в надлежащем состоянии; ориентирование на местности с использованием приборов навигационной спутниковой системы, просчет маршрута, выбор оптимального пути следования; формирование безопасного пространства вокруг ТС в различных условиях движения и при остановке; подача ТС под посадку и высадку пассажира; вождение ТС; соблюдение правил перевозки, посадки и высадки пассажира; оформление необходимой документации на использование, техническое обслуживание и ремонт ТС.",https://hh.ru/vacancy/125386113
Дежурный водитель,Атлант Дельта,120.0,120.0,,,,От 3 до 6 лет,ТК,2/2,2 раза в месяц,"ДМС, питание, транспорт",своевременная подача автомобиля и доставка до мест назначения; составление оптимального маршрута движения с учетом загруженности дорог; обеспечение безопасного и комфортного передвижения; качественное и своевременное выполнение поручений; контроль за техническим состоянием автомобиля и его внешним видом; оформление путевой документации; умение пользоваться гаджетами.,https://hh.ru/vacancy/125210359
Персональный водитель руководителя (СБ),Группа компаний ЕКС,110.0,120.0,,,,От 3 до 6 лет,ТК,16/45,,транспорт,"Своевременная подача автомобиля в назначенное время; Обеспечение безопасного передвижения Руководителя; Выполнение отдельных поручений; Выбор оптимального маршрута движения; Безопасный и спокойный стиль вождения, соблюдение ПДД; Контроль технического состояния автомобиля.",https://hh.ru/vacancy/125342081
Персональный водитель,БРПИ,,150.0,,,,От 3 до 6 лет,ТК,5/2,,,"Подача автомобиля по указанному месту в обозначенное время, старт: м. Ленинский проспект Поддерживание автомобиля в чистом и технически исправном состоянии",https://hh.ru/vacancy/125343365
