Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по продажам,ФПБ ГАРДИУМ,60.0,,,,,От 1 года до 3 лет,ТК,"30/50, 5/2",,"форма, бонус, бонусы, обучение","Продавать больше всех в отрасли и повышать свою стоимость на рынке труда; Показывать клиентам реальную пользу и преимущества наших услуг; Управлять отношениями с клиентами с помощью CRM-системы. Что получают наши менеджеры: Средний доход лучших менеджеров — от 70 000 рублей . Доход состоит из оклада и процентов от продаж; Лучшие сотрудники зарабатывают на 30-50% больше по сравнению с аналогичными позициями по региону, нет зарплатного «потолка»; Возможность карьерного и профессионального роста: мы знаем, что для этого нужно и как получить необходимые управленческие компетенции; Полностью удалённый формат работы с графиком 5/2 с 9:00 до 18:00 или с 10:00 до 19:00; Сильная школа продаж . За короткий срок вы освоите множество техник без отрыва от основных обязанностей и начнёте зарабатывать; «Теплые» клиенты: работа только по входящим заявкам, вам не придётся тратить время на поиск клиентов; Адекватный молодой коллектив , нет бюрократии и токсичности; Официальное оформление с первого рабочего дня. Это откликается вам? Тогда давайте знакомиться! Оставьте отклик на вакансию. Дальше мы позвоним вам и познакомимся поближе. Ответы на часто задаваемые вопросы: — Я не разбираюсь в интеллектуальных правах. Мы не ждем, что на эту позицию выйдет человек, который уже разбирается в интеллектуальных правах. Это узкая и редкая специализация, поэтому мы готовы вкладывать силы, деньги и время в обучение перспективного специалиста. Главное, чтобы у вас все было хорошо с общими профессиональными навыками: ответственность, пунктуальность, аккуратность, старательность, обучаемость. Ещё важно, чтобы с вами было приятно общаться по телефону и в почте, грамотность – залог успеха. Всему остальному мы научим сами. — Первый месяц сидеть на окладе? Проценты менеджер начинает получать с первой же сделки. Все заинтересованы в максимально быстром росте сотрудника, и для этого разработано много инструментов развития и адаптации. Мы считаем единственно верной схему, где за хорошие продажи менеджер получает достойный финансовый результат. Не стоит ждать окончания испытательного срока или других отсечек для получения первых бонусов. Получил оплату - получил бонусы. Сумма бонусов зависит только от менеджера, главное уверенно идти к намеченной цели! — На испытательном сроке платят зарплату? Платят, конечно. Мы ищем опытного человека и понимаем, что он уже неплохо зарабатывает на текущей работе. Работа без оклада – прошлый век. — Кто ваши клиенты? Так как услуги регистрации интеллектуальной собственности требуются абсолютно всем, список наших клиентов огромен. Работаем мы с юридическими лицами всех отраслей, от тяжелой промышленности до детских товаров. В число наших клиентов входят как крупные корпорации, так и представители микробизнеса. Благодаря этому наши менеджеры работают с самыми интересными проектами и умеют выстраивать долгосрочные отношения с клиентами, что безусловно влияет на сумму бонусов!",https://hh.ru/vacancy/124997112
Менеджер отдела продаж,МХАТ им. М. Горького,120.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Реализация стратегии развития продаж для спектаклей, концертов и мероприятий театра; Развитие и поддержание партнерских отношений с агентствами, компаниями и ключевыми клиентами; Подготовка отчетной документации; Участие в планировании рекламных и маркетинговых кампаний для продвижения продаж; Организация своевременного открытия продаж утвержденного репертуарного плана; Назначение тарифов на мероприятия по указанию руководства и рассылка репертуарного плана по партнерам; Согласование, заключение и ведение договоров с юридическими лицами. Наши ожидания от кандидата: Обязателен опыт работы в продажах от 1 года; Высшее образование; Умение строить долгосрочные партнерские отношения; Аналитические и организационные навыки для планирования и управления продажами; Желание работать на результат и достигать эти результаты; Оперативность в работе; Умение работать в команде; Искренний интерес к театру и любовь к своему делу.",https://hh.ru/vacancy/125216679
Digital account manager / Project manager (Junior/Middle/Senior),Realweb,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Разрабатывать стратегию работы по проекту, декомпозировать ее и контролировать исполнение. Понимать бизнес-задачи клиента, перекладывать их на digital-инструменты. ",https://hh.ru/vacancy/124318251
Менеджер по продажам (удаленно),НПО ЗЕНИТ-СЕВЕР,130.0,345.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"форма, бонус, бонусы, подарки, обучение, транспорт, кофе, чай","Работой с уже имеющейся базой постоянных клиентов (повторные сделки), а также с переданными квалифицированными лидами от партнеров и менеджеров первичных контактов; Привлечением новых клиентов для компании, расширением клиентской базы. Мы предоставляем «холодную» базу потенциальных клиентов; Ведением всего цикла сделки до завершения контракта (проекта).",https://hh.ru/vacancy/125280402
Менеджер по продажам В2В,Селлематикс,80.0,140.0,,,'3-4,От 1 года до 3 лет,ТК,"3/4, 5/2",,форма,"проведение 3-4 видеовстреч с теплыми клиентами; выставление счетов; закрытие сделки на продажу; ведение сделок в удобной amoCRM; заполнение короткого отчета с итоговыми результатами. Встречи назначают телемаркетологи, проведение встреч только с заинтересованными клиентами . Что мы ожидаем от тебя: релевантный опыт в B2B-продажах или смежный опыт в маркетплейсах; знание технологии SPIN продаж; опыт проведения онлайн-встреч будет плюсом; умение убедительно и четко выражать мысли; наличие гарнитуры, видеокамеры, стабильного интернета; высокие коммуникативные навыки, умение экологично работать в команде.",https://hh.ru/vacancy/115268667
"Менеджер по продажам, входящие заявки",Вектор,125.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение, транспорт","Принятие, обработка и фиксация входящих звонков. Принятие, обработка и фиксация входящих заявок на выполнение заказа. Расчет заказов / Выставление счетов /Оформление...",https://hh.ru/vacancy/124818962
Sales Manager (Португалия),Disciplinas Imersivas LDA,,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Общаться с нашими абитуриентами — в Telegram, WhatsApp, Instagram, Zoom, звонок.  Писать, озвучивать, объяснять, помогать выбрать программу.  Работать с возражениями.  ",https://hh.ru/vacancy/125346585
Менеджер по продажам,ТвояХвоя,130.0,300.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"бонус, обучение",Отвечать на входящие звонки и заявки (только теплые лиды). Продавать экологичный продукт. Вести карточку клиента и сделку в удобной CRM.,https://hh.ru/vacancy/124320626
Менеджер по продажам в IT-компании (без поиска клиентов),"ЭЛКОД, группа компаний",84.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,,,У нас серьезные намерения:,https://hh.ru/vacancy/75862402
Менеджер по работе с клиентами/координатор отдела продаж/технико-коммерческий инженер,Эlevel (Элевел),135.0,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,Расчет спецификаций клиентов; Выставление счетов; Размещение заказов по подтвержденным счетам; Реализации; Организация доставки клиентам; Работа с рекламациями; Подготовка спецификаций на основании проектной документации; Подбор аналогов; Оптимизация стоимости проектного решения.,https://hh.ru/vacancy/120568729
Менеджер по продажам (без поиска клиентов) Москва,Форесткэмп,180.0,300.0,,,'9-18,От 1 года до 3 лет,ТК,5/2,Еженедельно,"форма, обучение","Выезд по &quot;теплой&quot; заявке; Консультирование клиентов с целью заключения договоров на оказание услуг; Поиск оптимального решения в интересах клиентов компании и компании; Замер мягкой мебели; Определение стоимости работ; Предоставление информации и документов в офис (1 раз в неделю, офис находится по адресу: Ярославское шоссе 19с 1)",https://hh.ru/vacancy/121667219
Менеджер по продажам B2B,Зип завод,100.0,300.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,,Активное ведение ДЕЙСТВУЮЩЕЙ тёплой клиентской базы и развитие длительных партнёрских взаимоотношений. Проведение эффективных переговоров и демонстрация преимуществ нашей продукции клиентам. Увеличение объема продаж по текущей базе. Работа с входящим потоком.,https://hh.ru/vacancy/125336400
Менеджер удаленного отдела продаж,Теджас,120.0,180.0,,,,От 1 года до 3 лет,ГПХ,5/2,2 раза в месяц,"обучение, кофе",Поиск новых клиентов (база предоставляется); Работа с входящими заявками; Сопровождение клиентов на всех этапах сделки; Заключение договоров и выставление счетов; Работа в 1С и Битрикс24; Ведение отчетности.,https://hh.ru/vacancy/125185614
