Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Директор по персоналу (HRD),Глобалтехэкспорт,,,,,,Более 6 лет,ТК,5/2,,форма,"Выстраивание и ведение стратегического и операционного HR-управления при численности персонала от 100 сотрудников Успешный опыт выстраивания HR-процессов Управление процессами подбора, оценки, адаптации персонала,КДП Руководство HR процессами: разработка регламентов и программ Внедрение современных методов оценки и использование тестовых методик при найме сотрудников с помощью различных инструментов оценки (платформы - ontarget,maintest и др.) Оценка и мониторинг эффективности HR-процессов, анализ ключевых метрик (текучесть, вовлечённость, NPS сотрудников и др.) Разработка и реализация HR-стратегии и кадрового планирования в соответствии с целями компании",https://hh.ru/vacancy/125248525
Руководитель HR-отдела (производство) / HRD,ESTIMA,200.0,,,,,От 3 до 6 лет,ТК,5/2,,"питание, форма, бонус",Реализация HR стратегии компании на производственной площадке (численность 500 + чел.). Разработка и реализация эффективного процесса рекрутинга и адаптации (линейный...,https://hh.ru/vacancy/125318455
Директор по персоналу (HRD),Импауэр,,450.0,,,,Более 6 лет,ТК,5/2,,форма,Стратегия развития и концептуальная задача - вывести компанию из регионального лидерства на федеральный уровень за счет построения сильного HR-бренда в...,https://hh.ru/vacancy/124431943
Директор по персоналу (HRD),Московский политехнический университет,300.0,400.0,,,,Более 6 лет,ТК,5/2,,форма,"Разработка и внедрение HR-стратегии, направленной на повышение эффективности деятельности персонала и развитие корпоративной культуры; Трансформация HR-процессов путем внедрение цифровых HR-инструментов и инструментов искусственного интеллекта; Управление изменениями и сопровождение ключевых процессов трансформации организации; Стандартизация HR-процессов – от подбора и адаптации до развития, оценки и удержания сотрудников; Повышение уровня вовлечённости и эффективности команд, а также формирование культуры сотрудничества и открытых коммуникаций.",https://hh.ru/vacancy/124549970
Директор по персоналу (HRD),СберМедИИ,,,,,,От 3 до 6 лет,ТК,5/2,,форма,"Помощь компании в росте бизнеса посредством HR инструментов. Курирование всех HR-направлений компании: от подбора и мотивации до компенсаций, льгот...",https://hh.ru/vacancy/124946982
Директор по персоналу (HRD),ISTHALE,350.0,450.0,,,,Более 6 лет,ТК,5/2,,"медицинская страховка, бонус, обучение","Развитие HR‑стратегии — выстраивать полную систему управления персоналом, обеспечивая её соответствие бизнес‑целям и стратегии компании. Ваша задача — инициировать HR‑проекты по аналитике, обучению и развитию, повышающие эффективность бизнеса . Управление жизненным циклом сотрудников — руководить процессами найма, адаптации и выхода сотрудников, развивать программы наставничества и succession planning . Рекрутинг и брендинг работодателя — выстраивать воронку подбора, взаимодействовать с внешними рекрутинговыми агентствами, участвовать в интервью на ключевые позиции и формировать сильный HR‑бренд . Разработка и реализация политики и процедур — поддерживать и совершенствовать корпоративные политики. Следить за соблюдением норм трудового права и стандартов отрасли . Компенсации и льготы — отвечать за формирование конкурентных систем вознаграждения и льгот, проводить бенчмаркинг и предлагать улучшения . Обучение и развитие — выявлять потребности и организовывать программы обучения, менторинга и коучинга, поддерживать культуру постоянного развития. Управление вовлечённостью и корпоративной культурой — развивать позитивный климат, решать конфликтные ситуации и сохранять высокий уровень вовлечённости сотрудников . Аналитика и HR‑метрики — внедрять и отслеживать ключевые показатели эффективности HR‑функции, анализировать данные и предлагать решения по улучшению процессов .",https://hh.ru/vacancy/124461029
Директор по персоналу (HRD),Корсика,,,,,,От 3 до 6 лет,ТК,5/2,,"форма, бонус, бонусы, обучение","Формирование и реализация HR-стратегии в соответствии с целями компании; Построение эффективной структуры HR-департамента (подбор, обучение, развитие, администрирование); Создание и внедрение HR-политик, регламентов и стандартов; Координация процессов привлечения и адаптации сотрудников (местных и русскоязычных); Построение системы оценки эффективности, карьерного роста и кадрового резерва; Разработка и внедрение системы мотивации и удержания персонала; Поддержка и развитие корпоративной культуры. Взаимодействие с руководителями и учредителями по вопросам персонала. 📌",https://hh.ru/vacancy/125251469
Директор по персоналу (HRD),SOLBER,,,,,,Более 6 лет,ТК,5/2,,транспорт,"Формирование и внедрение HR-стратегии, соответствующей бизнес-целям транспортного и строительного направлений компании; Выстраивание и контроль всех HR-процессов: рекрутинг, адаптация, мотивация, развитие и удержание персонала (особый фокус — линейный персонал: водители, логисты, рабочие специальностей, строители); Организация эффективной системы массового подбора сотрудников, в том числе водителей, рабочих и специалистов в сфере строительства; Ведение и контроль кадрового делопроизводства в строгом соответствии с ТК РФ, с учетом особенностей строительной отрасли и транспорта; Оформление и сопровождение иностранных сотрудников (в т.ч. граждан Беларуси и СНГ), включая патенты, разрешения и миграционные вопросы; Контроль техники безопасности и охраны труда, организация обучения и аттестаций, взаимодействие с контролирующими органами; Участие в разработке юридически корректных документов, связанных с персоналом, включая договоры, приказы, положения, с особым вниманием к зонам риска (водители, стройка); Разработка и внедрение систем мотивации и оплаты труда (C&amp;B), наряды, доплаты по результатам, новые должности; Анализ HR-метрик, подготовка отчетности для собственника и топ-менеджмента. Ждем от вас: Опыт работы в роли HR-директора / руководителя HR-службы в логистических и/или строительных компаниях со штатом от 200 человек; Практический опыт массового подбора линейного персонала (водители, рабочие); Знание ТК РФ, норм охраны труда, миграционного и трудового законодательства; Навыки работы с иностранными работниками (патенты, разрешения, миграционный учет); Опыт создания HR-процессов с нуля или глубокой оптимизации текущих; Знания и практики в области экономики труда, разработки систем оплаты и других элементов, актуальных для рабочих специальностей; Гибкость, высокая самоорганизация, способность работать в режиме многозадачности; Умение принимать ответственность за результат.",https://hh.ru/vacancy/125015144
Руководитель отдела персонала (производство)/HRD,НПК Симба,250.0,,,,,От 3 до 6 лет,ТК,5/2,,"форма, обучение","Реализация HR стратегии в производственной компании (численность 300+ чел.) Реализация эффективного процесса рекрутинга и адаптации (линейный и ИТР-персонал). Бюджетирование всех затрат на персонал, расчет премиальной системы оплаты труда. Поддержание актуальной орг. структуры и документов, формализация кадровых бизнес-процессов (ЛНА, регламенты, профили должностей и пр.). Построение корпоративной культуры и системы внутренних коммуникаций. Контроль процессов кадрового учета персонала, автоматизация процессов. Консультирование сотрудников компании по HR вопросам. Управление HR-отделом (2 специалиста КДП + 3 специалиста по подбору персонала).",https://hh.ru/vacancy/124425522
Директор по Персоналу (HRD),HR-Daily,400.0,500.0,,,,Более 6 лет,ТК,5/2,,"форма, бонус, обучение","Стратегия . Разработка Стратегии в области Управления HR, методов, технологии оценки ее внедрения в бизнес подразделения компании. Метрики реализации стратегии, стратегического планирования. Подготовка стратегической сессии для топ менеджеров ( с привлечением внешних консультантов). 2. Организационная трансформация структуры Компании. . 1 Разработка и внедрение организационной структуры с уточнением финансовых показателей по подразделениям и внутренних целей подразделений. Регламентация новой структуры. 2 Разработка и внедрение системы KPI по подразделениям, личных KPI руководителей и сотрудников. 3 Формирование регламентов, стандартов, нормативов, необходимых для выполнения целевых показателей подразделения. 4 Моделирование требований к персоналу, профессиональных компетенций. Проведение комплексной оценки персонала. 2. Разработка стратегии вознаграждения и ценностного предложения компании. 1. Разработка и проведение процедуры утверждения карт Эффективности, состоящих из набора приоритетных целей для каждого подразделения Руководителя. 2. Разработка для каждой цели KPI. Проверка возможности их сбора и расчета на основе существующих учетных систем 3. Разработка правил и процедур определения уровня результативности подразделений и руководителей по итогам отчетного периода и предоставления развивающей обратной связи. 4. Обучение руководителей использованию правил и процедур системы управления по KPI. 5. Разработка системы вознаграждения топ -менеджеров компании и ключевого персонала. 3. Подбор и адаптация персонала. 1. Планирование потребности в персонале по подразделениям с учетом целевых показателей 2.Подбор персонала. Комплектация ШР. 3. Разработка и оформление EVP компании как работодателя. HR - бренд на рынке труда. Разработка материалов (образцов)для рекламы подбора персонала. 4. Разработка программы адаптации персонала. 5.Создание привлекательного HR-бренда, благоприятного климата в компании, построение современной корпоративной культуры. Создание культуры внедрения инноваций, постоянного усовершенствования процессов в сфере HR и в целом по компании. 4. Разработка и внедрение первичных процедур Оценки и Обучения персонала. 1. Оценка: Разработка модели компетенций по должностям . 2. Разработка минимально необходимого пакета оценочных процедур: регламентов, нормативов, стандартов. 1. Обучение: Создание УЦ и процедуры планирования обучения – горизонт планирования -6 месяцев. 2. Разработка критериев оценки обучения, связь с системой мотивации.",https://hh.ru/vacancy/124424657
