Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
3D Artist/ 3D Generalist (Marketing Dev),Azur Games,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, питание, бонус","Создание игрового окружения (ландшафт, объекты окружения, пропсы) в гибридном и реализм стиле; Создание hard surface моделей (game ready); Оптимизация/ретопология/ретекстуринг готовых ассетов под технические ограничения плейблов ; Создание тайловых текстур; Совместно с командой артистов (lvl, tech, generalist) работать над решением сложных задач для создания уникального визуала плейблов. Мы ждем от тебя: Опыт в создании игрового окружения или игровых ассетов под мобильные устройства; Владение на уверенном уровне 3Ds Max/Maya/Blender(предпочтительнее) ; Знание Zbrush ; Отличные навыки ретопологии 3D моделей ; Хорошие знания Substance Painter и Substance Designer ; Релевантное портфолио ; Знание современных пайплайнов по созданию моделей для игр; Богатый игровой опыт и желание развиваться в индустрии. Большим плюсом будет: Хорошее знание Unity и особенностей разработки под mobile платформы; Опыт работы с SpeedTree; Умение создавать персонажей, риг и анимацию; Умение самостоятельно выполнить полный цикл задач, например от блокинга до анимаций; Умение пользоваться системой контроля версий GIT. Как мы работаем? У нас гибкий старт рабочего дня, главное – с 12 до 18 (по GMT+3) мы всегда на связи с командой. В наших офисах в Черногории, Сербии, Армении, Кипре и ОАЭ тебя всегда ждет качественный софт и комфортное рабочее место. А если тебе удобнее работать из дома – welcome, ведь к нам можно присоединиться удаленно из других стран. Почему с нами хорошо? Заботимся о здоровье Поддерживаем здоровое питание в офисах, частично компенсируем занятия с психологом и в большинстве локаций подключаем сотрудников к программе ДМС со стоматологией. Поддерживаем профессиональное развитие Оплачиваем 50% изучения английского и второго иностранного языка, а также профильных курсов. Организуем хакатоны, делимся знаниями на внутренних митапах и участвуем в конференциях. Радуем по особым поводам Радуем приятными бонусами на важные жизненные события (день рождения, свадьба, рождение ребенка). На годовщины работы в компании дарим особенно ценные презенты. А еще у нас действует реферальная программа – мы ценим вклад в состав команды. И наше любимое Обожаем наши мероприятия: кибертурниры, тимбилдинги, квизы, игры, конкурсы, настолки, киновечера и куча мерча на все случаи жизни!",https://hh.ru/vacancy/125277365
Художник компьютерной графики,Третьяковская галерея,90.0,,,,,От 1 года до 3 лет,ГПХ,"5/2, 15/30",2 раза в месяц,,"Технологическое сопровождение и обслуживание процессов функционирования сайта Lavrus.tretyakov - работа с подрядчиком Художественное оформление графических материалов и текстов на основе использования средств компьютерной графики Разработка рекламных посадочных страниц на Тильде Подготовка дизайна презентаций для докладов, лекций Загрузка изображений и текстов на сайт, верстка Подготовка почтовой рассылки (оформление и верстка) Участие в подготовке мультимедийных изданий (разработка структуры, подготовка технических заданий, сбор материалов, обработка изображений, работа с видео- и аудио данными)",https://hh.ru/vacancy/125114646
Художник скульптор/скульптор-бутафор,Ёрум,150.0,,,,,От 3 до 6 лет,,5/2,2 раза в месяц,,Изготовление и сборка изделий из пенопласта и пенополистирола Изготовление объемных пано Изготовление Арт-объектов,https://hh.ru/vacancy/125341189
Digital artist,Багров Андрей Игоревич,15.0,,,,,Нет опыта,,64/27,,,"Создание растрового спрайта персонажа по колено по концепт-арту. Знание принципов работы Live2d и опыт нарезки изображений для дальнейшей анимации будет преимуществом. Если нет опыта - не страшно, я расскажу и покажу.",https://hh.ru/vacancy/125295331
3D-художник,НКО Ассоциация участников технологических кружков,,,,,'2-3,От 1 года до 3 лет,ТК,"2/3, 1/2",,,"Создание 3D-моделей окружения в изометрии: экстерьера и интерьера, упрощенных персонажей, а также предметов в заданном стиле. ",https://hh.ru/vacancy/125103833
Художник-иллюстратор,АРТИ-М,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, транспорт","Создание художественных концептов, отрисовка иллюстраций для деколи посуды; Создание изображения в редакторах (Adobe Illustrator, Photoshop) и раскладывание их по формам (разверткам); Ретушь и коррекция изображения; Предпечатная подготовка; Разработка новых и доработка текущих иллюстраций; Ведение переговоров с внутренними заказчиками.",https://hh.ru/vacancy/122756462
"Художник по росписи матрешек, елочных украшений в мастерской",Русская Традиция,40.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,"подарки, кофе","3. Даем образцы для росписи. 4. Не работаете напрямую с заказчиком, работаете с художественным руководителем. Нет стресса от сложных заказчиков. ",https://hh.ru/vacancy/125091033
Художник-оформитель/Декоратор,ЭТНОМИР,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Декорирование и художественное оформление площадок парка; Поддержание и реставрация: объектов, площадок и музеев парка; Оформление по сезонам, праздникам и эвент мероприятиям; Создание и поддержание арт объектов, фотозон и др.; Координация сотрудников службы эксплуатации.",https://hh.ru/vacancy/124453553
Художник-педагог (ведущий арт-вечеринок/мастер-классов) в студию рисования,Zuart,52.5,86.0,,,'3-5,От 1 года до 3 лет,ТК,3/5,,"обучение, чай","Художественное образование (высшее или среднее-специальное). Опыт преподавания для взрослых от 1 года. Самые важные качества: душевность, доброжелательность и умение...",https://hh.ru/vacancy/125277710
Художник-дизайнер ювелирных изделий,Alina Issa,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Разработка идеи, концепта. Изучение модных тенденций, исторических стилей, культурного наследия. - Создание эскизов. Определение формы, структуры, деталей изделия. - Выбор материалов. Выбор металла, вставок, учитывая физико-химические свойства материалов. - Выбор технологии. Подбор техники обработки, литья для будущего изделия. - Создание прототипов. Проверка задумки на прототипе, создание модели из мягких материалов - Взаимодействие с клиентами. В случае работы на заказ — общение с клиентами, изучение их предпочтений, предложение вариантов, внесение корректировок. - Сотрудничество с ювелирами для достижения необходимого результата при учёте особых требований или сложных технических аспектах. - Внесение корректировок или модификаций в проекты на основе отзывов",https://hh.ru/vacancy/125408402
2D-художник,FunFlow (ООО Мобильные Игровые Решения),80.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, обучение, кофе","Участие в разработке графики для ведущих проектов компании. Создание концепции предметов (подарков), рамок для интерфейсов, фонов и персонажей от скетча...",https://hh.ru/vacancy/120432786
2D-художник,CHAMELEON42,,,,,,От 3 до 6 лет,ТК,5/2,,,Создавать концепт-арты и иллюстрации для анимационного проекта в стилистике Disney/Pixar. Подбирать визуальные решения в процессе поиска финального художественного...,https://hh.ru/vacancy/124543140
Художник по смоле/мастер заливщик,LONET,55.0,,,,,Нет опыта,ТК,3/1,,"форма, обучение",Мы - мастерская по изготовлению дизайнерский предметов декора и мебели LONET. - журнальные и придиванные столы. - а так же деревянные сервировочные доски...,https://hh.ru/vacancy/124361511
Художник росписи ёлочных игрушек,Наумец Игорь Владимирович,4.5,,,,,От 1 года до 3 лет,ТК,6/1,,,Роспись ёлочных игрушек по технологической карте,https://hh.ru/vacancy/125002596
Дизайнер иллюстратор / Графический дизайнер,Брендинговое агентство BrandExpert Остров Свободы,140.0,,,,,От 3 до 6 лет,ТК,5/2,,чай,"Комплексная реализация проектов по брендингу от подготовки брифинга, до создания брендбука; Разработка логотипа и фирменного стиля брендов; Дизайн упаковки различных категорий продукции; Создание брендбуков; Креатив в рекламных коммуникациях; Диджитал проекты. Вам предстоит: Создавать бренды; Принимать активное участие во встречах и командной работе, в том числе с фотографами, дизайнерами интерьера, диджитал специалистами. Требования к вам: Уверенные скиллы в Adobe СС / Figma; Приоритет кандидатам дополнительно владеющим After Effects / Cinema 4d / Оctane; Художественное образование, умение рисовать приветствуется. Наши",https://hh.ru/vacancy/124489005
3D Artist (Idle Tycoon),Crazy Panda,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение",Создание 3D моделей окружения по концептам и референсам; Плотная работа с 2D-художниками и арт-лидом.,https://hh.ru/vacancy/124820463
Художник-колеровщик,Салон красок,40.0,40.0,,,,Нет опыта,ТК,64/27,,,"Изготовление образцов из декоративных штукатурок и покрытий , колеровка материалов ,",https://hh.ru/vacancy/125270815
Педагог художник / ведущий мастер-классов,Арт-студия Черный квадрат (ИП Мороз Александра Михайловна),40.0,80.0,,,,От 3 до 6 лет,ТК,64/27,Еженедельно,,Подготовка студии к занятию Проведение мастер-класса/курса для групп от 1 до 8 человек ВЗРОСЛЫЕ!!!! Уборка студии после своего мастер-класса Прием оплаты от гостей (работа с кассой в дни отсутствия администратора),https://hh.ru/vacancy/125123311
3D Artist,Azur Games,,,,,'5-6,Более 6 лет,ТК,5/6,,"ДМС, питание, бонус",Работа по полному пайплайну: highpoly/lowpoly/uv/baking/texturing. Подготовка контента к интеграции в движок Unreal Engine 5.,https://hh.ru/vacancy/124821977
Концепт-художник,Фоксхаунд,,,,,,От 3 до 6 лет,ТК,5/2,,,"Разработкой и созданием детализированного концепт арта игровых локаций, персонажей, обвеса и скинов игровой техники в стилистике реализма; Активное участие в брейнштормах и влияние на артовую и нарративную составляющую игры, генерация идей с последующей визуализацией задуманного. Мы ожидаем: Опыт работы концепт художником в игровой или киноиндустрии от 3-х лет; Продвинутые навыки рисунка, понимание принципов дизайна, основ композиции, пластической анатомии и теории цвета; Профессиональное владение Adobe Photoshop. Illustrator будет плюсом; Владение одним из 3D-пакетов (Maya, Blender и т.д.) для создания и использования рендеров в разработке концепт арта; Уверенный опыт создания концептов в технике Matte Painting; Навыки работы с нейросетями для генерации изображений при создании концепт арта и демонстрации идей; Профильное портфолио в стилистике реализма. Будет плюсом: Интерес к автомобильной тематике; Художественное образование и база классического рисунка и живописи; Увлечённость компьютерными играми.",https://hh.ru/vacancy/123883128
Художник в кофейню-мастерскую,Ендовицкая Мария Владимировна,80.0,,,,,Более 6 лет,ТК,64/27,,кофе,"роспись акрилом или маслом.Тонкая пропись, короткий плавный градиент поддержание чистоты рабочего пространства продажа сувениров , кофе",https://hh.ru/vacancy/124986418
Художник/преподаватель изо,Школа современного искусства Натальи Бема,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Проведение групповых и индивидуальных занятий для детей от 5 до 17 лет и взрослых; Арт вечеринки, мастер-классы для детей и взрослых;",https://hh.ru/vacancy/125165424
Креатор. Рисовать на iPad (Художник),White & Fluffy,,100.0,,,'2-3,Нет опыта,ТК,2/3,,"бонус, бонусы","Вы рисуете в приложении, записываете процесс и делаете базовый монтаж готовых видео.",https://hh.ru/vacancy/124543728
Педагог художник,Вики Лэнд,4.0,,,,,От 3 до 6 лет,ТК,64/27,,,Проведение занятий по живописи маслом для взрослых в уютном семейном клубе в центре Москвы,https://hh.ru/vacancy/124588358
Художник по локациям (Hidden Objects) / младший художник / 2D-художник,Uga Dooga LLC,,,,,,Нет опыта,ТК,5/2,,,"Создание игровых локаций для позитивной игры в жанре Hidden Objects Вся графика уже готова, ваша задача встраивать объекты в игровые локации с помощью Photoshop",https://hh.ru/vacancy/125068289
Художник-мультипликатор/художник-аниматор/2D художник,Магик Лаб,100.0,,,,,Нет опыта,ТК,64/27,,,"Задача: Разработка 2D-персонажей, которые будут взаимодействовать с людьми и объектами в наших видеороликах. Например, человек объясняет тему, а...",https://hh.ru/vacancy/124678451
Художник-реставратор,UTG Group,132.0,,,,,Нет опыта,ТК,"2/2, 24/7",,"страхование, обучение","Восстановление лакокрасочных поверхностей; Навык точного подбора краски &quot;в цвет&quot;- приветствуется; Официальное оформление по ТК РФ с первого рабочего дня; Место работы: а/п &quot;Шереметьево&quot;; График работы: 2/2 (с 08:00 до 20:00); Возможность профессионального развития и карьерного роста. КОРПОРАТИВНЫЕ ПРИВИЛЕГИИ: Оформляем страховку от несчастных случаев 24/7 Обучение и повышение квалификации в собственном Авиационном Учебном Центре Специальные условия на обучение в онлайн-школе Skyeng Специальные условия на клубные карты в сетях нескольких фитнес-центров Льготное обслуживание в собственном техническом центре по ремонту легковых автомобилей Программа заботы о сотрудниках при непрерывном стаже работы (дополнительные дни отдыха за выслугу лет, доплата за выслугу лет, повышение базовых ставок, добровольное медицинское страхование) Будем рады видеть Вас в своей команде активных и ответственных профессионалов!",https://hh.ru/vacancy/124787337
Концепт-художник и иллюстратор | Concept Artist | Illustrator,Breakthrough Xclusive,,,,,,От 3 до 6 лет,ТК,64/27,,"форма, обучение","Разработка дизайн-концепций , раскадровок и мудбордов для шоу и презентационных материалов в соответствии со стандартами компании и техническим заданием Оцифровка и визуализация идеи — от чернового эскиза до финального визуала Анимация: оживление иллюстраций, персонажей, элементов в формате коротких роликов для соцсетей (Reels, TikTok и др.) Участие в обсуждении ТЗ с командой (Google Meet / Zoom) Внесение изменений и дополнений по комментариям руководителя Строгое соблюдение внутренних дедлайнов и структуры производства Скиллы: Высшее художественное образование Опыт работы в профессии от 5 лет Цифровая иллюстрация, сторителлинг, сценография, насмотренность Анимация 2D и 3D-графики: оживление статичных объектов и персонажей Понимание композиции в движении, темпа, визуального сторителлинга, музыкальной синхронизации Опыт создания коротких видеороликов под формат и ритм соцсетей Владение графическими программами: Adobe Photoshop / Illustrator / After Effects / Blender – обязательно Навыки работы с фотостоками и генеративными AI-инструментами – обязательно Опыт в InDesign / Procreate / Cinema 4D / Adobe Animate – приветствуется",https://hh.ru/vacancy/124553054
Художник-стилист/гример (ТВ),РБК,,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Создание утвержденного образа для ведущего на основе лукбука (грим и причёска). Подготовка к эфиру: выпуск ведущих в кадр, контроль во время эфира",https://hh.ru/vacancy/125372952
Художник / Дизайнер - 3D / 2D,Геомакс Финанс,75.0,,,,,Нет опыта,ТК,6/1,,премии,"Вы можете специализироваться на всех или на одном виде 2/3D дизайн; Пиксель, воксель и другая графика; Анимации; Видеомонтаж; Изготовление материалов для промо. Умение работать с Figma; Творческий и креативный подход.",https://hh.ru/vacancy/124479006
Мастер - Художник по вышивке ручной/Вышивальщица (Вышивальщик),Панфиленко Марина Сергеевна,80.0,120.0,,,,От 3 до 6 лет,ТК,64/27,,форма,"расшив изделий высокий класс работы обязателен, понимание технологий, художественный взгляд, насмотренность, понимание трендов",https://hh.ru/vacancy/125032737
Художник-креатор в Tik Tok,ArtWorkout,,,,,'1-3,Нет опыта,ТК,1/3,,"форма, премии","У нас достигают хороших результатов трудолюбивые и ответственные. Первые видео делаем по примеру куратора, чтобы понять логику и стиль.",https://hh.ru/vacancy/124790021
AI Сreator / AI Artist / ИИ креатор,ALMA BRANDS,,,,,,От 1 года до 3 лет,ТК,5/2,,премии,"Генерация фотореалистичных изображений и видео с продукцией наших брендов для сайтов, маркетплейсов, соцсетей и рекламных кампаний. (инфографику делать не нужно...",https://hh.ru/vacancy/124850993
Мастер-складовщик / художник-дизайнер / творческий мастер,Alexgrim Studio,70.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,"премии, кофе, чай","Подготовка декора/материалов для творческих праздников. Сбор/разбор комплектов материалов для мастер-классов. Приведение в порядок материалов, пришедших с мастер...",https://hh.ru/vacancy/124578904
Художник-преподаватель в студию рисования,Artskills,,,,,,От 1 года до 3 лет,ТК,5/2,,,Проведение занятий для взрослых Разработка плана занятий Участие в проведение выставок наших учеников Соблюдение правил и стандартов работы студии,https://hh.ru/vacancy/124701066
Middle 2D-Artist,Matryoshka,100.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Создание 2D арта для We are Cooking и Cooking Craze (элементы игровой сцены, персонажи, фоны). Мы ожидаем от кандидата: Опыт работы над казуальными проектами/в геймдев компании от 2 лет. Уверенная работа в Adobe Photoshop, в том числе с векторными инструментами. Умение оценивать сроки выполнения задач и укладываться в них. Адекватное отношение к критике. Будет плюсом: Работа с нейросетями (Midjourney, Stable Diffusion).",https://hh.ru/vacancy/121162552
Художник по текстурам (handpaint + PBR),DragonFly Studio,,,,,,От 1 года до 3 лет,ТК,5/2,,бонус,"Имеете коммерческий опыт работы в игровых студиях от одного года. – Опыт работы в стилистике, близкой к Overwatch, или хорошее понимание...",https://hh.ru/vacancy/125281821
Младший художник-постройщик,Pixel Talent,,,,,,Нет опыта,ТК,5/2,,страхование,"Создание игровых объектов для мобильной игры. Предложение: Оформление ВНЖ, рабочей визы и открытие банковского счёта.",https://hh.ru/vacancy/108745340
3D Rendering Artist,FunFlow (ООО Мобильные Игровые Решения),100.0,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, обучение, кофе",Создание уникальных моделей и подготовка рендера для вдохновляющего игрового опыта наших игроков. Построение крепких рабочих отношений со смежными подразделениями компании. ,https://hh.ru/vacancy/122776640
Концепт-художник / Matte painting artist,ТРЕХМЕР,,,,,,От 3 до 6 лет,ТК,5/2,,бонус,Создание концептов для кино. Воплощение в жизнь детализированных фотореалистичных мейтов и их элементов на основе концепт арта или референсов.,https://hh.ru/vacancy/123759033
3D Technical Artist,BLACKHUB GAMES,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Создание, доработка и поддержка скриптов (Python) и инструментов для автоматизации процессов разработки игрового контента. Разработка скриптов и плагинов для интеграции...",https://hh.ru/vacancy/125446384
Преподаватель художник на курсы рисования для взрослых,Художественная студия А-ля Прима,20.0,,,,,От 1 года до 3 лет,ТК,"11/30, 21/30, 19/30",Еженедельно,,"Необходимо преподавать курс академического рисунка, акварельной живописи и курс масляной живописи, скетчинг маркерами. Расписание занятий:",https://hh.ru/vacancy/124931742
Middle+/Senior иллюстратор,Employcity,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, обучение","Разнообразный спектр иллюстративных работ: раскадровки; скетчи; стикерпаки; иконки; cg иллюстрации; коммерческие иллюстрации; векторные иконки; векторные иллюстрации; иллюстрации в нейросети с доработкой; концепт арт; key visual. Наши ожидания от кандидата: Профессиональное владение ПО: Adobe Illustrator/Corel, Adobe Photoshop/ Procreate Знание современных тенденций в дизайне Умеет сохранять фирменный стиль бренда Знание основ композиции , анатомии и цветоведения, владение типографикой Владение AI программами, такими как MIDJOURNEY, KREA, STABLE DEFUSION и др. будет плюсом Академическое художественное образование приветствуется Опыт работы в аналогичной должности приветствуется Что компания готова предложить: Формат работы - офис; Обеды в офисе; Оплачиваемые отпускные и больничные; Обучение за счет компании; 4 day-off в год за счет компании; ДМС после 6 месяцев работы; Частичная компенсация спортзала после 6 месяцев работы.",https://hh.ru/vacancy/124488280
Художник-бутафор на производство декораций в г. Мытищи,Красный квадрат,100.0,120.0,,,,От 3 до 6 лет,ГПХ,5/2,,,"Создание и изготовление бутафорских предметов, декораций и реквизита для телевизионных программ, музеев и других проектов медиахолдинга; Разработка и реализация концепций бутафорских решений в соответствии с требованиями режиссёра и арт-директора; Подбор материалов и инструментов для изготовления бутафорских изделий; Сотрудничество с другими специалистами (художниками, дизайнерами, реквизиторами) для обеспечения единого стиля и концепции проектов; Участие в процессе монтажа и демонтажа декораций на съёмочной площадке; Поддержание порядка и организации рабочего пространства.",https://hh.ru/vacancy/124730599
Художник-педагог,Студия рисования Своя сфера,20.0,50.0,,,,От 1 года до 3 лет,ГПХ,3/2,,чай,"Ищём <highlighttext>художника</highlighttext> педагога в студию рисования в центре Москвы. Тепло встречать гостей, наливать чай и общаться. Знакомить гостей со студией...",https://hh.ru/vacancy/124459875
