Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Фронтенд разработчик/Frontend Developer,Фармстандарт,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, форма","Разработка и поддержка пользовательских интерфейсов на Vue.js Создание адаптивных веб-дизайнов, улучшение пользовательского опыта Участие в планировании и обсуждении новых функций и улучшений Взаимодействие с backend-разработчиками.",https://hh.ru/vacancy/125455986
Разработчик (Python),Скала^р,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма","Повышать стандарты разработки (использовать линтеры). Оптимизация и рефакторинг кода. Взаимодействовать с frontend <highlighttext>разработчиками</highlighttext>, согласовывать протоколы обмена данными. Работа по Agile...",https://hh.ru/vacancy/125458559
Frontend-разработчик,Positive Technologies,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, обучение","Разрабатывать SPA/React-приложение с нуля; Реализовывать анимации и динамические блоки в реальном времени; Работать с картами, включая изометрию, графовые структуры (узлы, рёбра); Участвовать в создании интерфейсов с интерактивной отрисовкой (по аналогии с Figma, Miro, Canva); Работать с canvas: динамическая отрисовка, скроллинг, зумирование. Что мы ждем от кандидата: Опыт работы с React; Опыт разработки архитектуры приложения с нуля; Опыт создания интерфейсов с высокой интерактивностью; Хорошее понимание HTTP, работа с API; Умение работать с Git. Будет плюсом: Опыт работы с Next.js; Опыт с картографическими сервисами; Опыт реализации сложных визуальных интерфейсов (дашборды, графы, холсты).​​​​​​",https://hh.ru/vacancy/125455832
Frontend Developer (React),TIQUM,,,,,,От 3 до 6 лет,ТК,50/50,,"форма, премии, бонус, бонусы","Разработка, поддержка и развитие клиентской части web-приложений; Доработка существующего кода, поддержка чужого кода; Участие в разработке высоконагруженных проектов, работа в команде; Анализ требований, составление плана работ и реалистичные оценки по предоставляемым задачам; Участие в обсуждении процессов разработки, освоение новых технологий в сжатые сроки; Документирование кода, работа с существующей проектной документацией.",https://hh.ru/vacancy/125459288
React Разработчик,ЮАЙТИ,70.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Цели к выполнению. Создать страницу урока, которая отображает: Список слайдов (основных разделов урока). Цвет каждого слайда в зависимости от его...",https://hh.ru/vacancy/125230805
Младший разработчик / Python Developer (Junior),Солди,,,,,,От 1 года до 3 лет,ГПХ,5/2,,форма,"Работа с API маркетплейсов (WB, Ozon) и внутренних сервисов. Работа с PostgreSQL (загрузка, выгрузка данных, простые запросы). Парсинг данных через...",https://hh.ru/vacancy/125444093
Frontend Developer,Appomart,,,,,'4-5,От 1 года до 3 лет,ТК,4/5,,форма,"Формат работы: – Оплата стабильная, задачи прикладные: интеграция и кастомизация Appocore под проекты клиентов (медтех, B2B-сервисы, стартапы).",https://hh.ru/vacancy/125454870
Frontend Developer (React),Soft Media Group,130.0,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, форма, подарки","Реализация и поддержка пользовательских интерфейсов с использованием React и TypeScript. Создание адаптивных, кросс-браузерных версток по дизайн-макетам. Разработка интерактивных элементов, компонентов и скриптов для визуализации и анимации. Оптимизация существующего кода и расширение функциональности приложений. Проведение тестирования, отладки и рефакторинга кода. Взаимодействие с бэкенд-разработчиками для интеграции API. Соблюдение стандартов разработки, документация реализованных решений и технологий. Наши ожидания от кандидата: Опыт в коммерческой разработке от 2 лет; Знание JS (ES 6+); Знание HTML/CSS; Умение работать с React 16+, TypeScript, Redux (в том числе без Redux Toolkit); Опыт работы с Git; Опыт взаимодействия с RESTful API; Знание и понимание Flux-архитектуры. Будет плюсом: Опыт разработки на Vue.js; Опыт работы c WebSocket, React Query, Effector; Опыт создания full-stack приложений на NextJS и приложений на других фреймворках. От нас: Аккредитованная IT-компания; Работа в офисе на м. Павелецкая, гибридный формат работы; Оформление по ТК РФ, соцпакет; ДМС (со стоматологией, онлайн-консультациями, страхованием для путешествий); Компенсация обедов (Ланч Карта для сотрудников в офисе); Корпоративный английский от StarTalk с выдачей сертификата о прохождении программы обучения, профильные курсы, конференции; Работа в команде, менторство тимлида на старте, code review; Onboarding, регулярные one-to-one, performance review; Корпоративный футбол, волейбол; Подарки на День Рождения, тимбилдинги, корпоративы; Pizza/Sushi-Day каждую пятницу. Процесс найма: Скрининг с HR/рекрутером - созваниваемся в мессенджере/по телефону (~25 минут); Техническое собеседование - проходит в Google Meet или аналогичных сервисах (~60 минут) Если наша вакансия заинтересовала, то ждём откликов! :)",https://hh.ru/vacancy/125407965
Python-разработчик,Нейросетевые решения,,,,,'2-3,От 1 года до 3 лет,ТК,2/3,,,"Разработка и поддержка web-части продуктов (backend + frontend) Разработка API и интеграция сервисов Разработка/поддержка desktop-приложений (pyqt) Разработка сервисов для периферии - энкодеры/камеры/лидары(ROS)/moxa/CAN. (Здесь важно желание разбираться. При необходимости, команда поможет) Отладка и тестирование на стендах и объектах заказчика. (Здесь необходимо желание разбираться с реальными программно-аппаратными комплексами с множеством датчиков и логикой работы систем CV. При необходимости, команда поможет)",https://hh.ru/vacancy/125405565
Middle Frontend-разработчик — React,Одиссей-Инфо,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","⁃ Разрабатывать клиентские SPA- приложения на js/React ⁃ Разрабатывать SSR- приложения на Next.js или другой SSR библиотекой ⁃ Разработка UI-kit для продуктов компании ⁃ Поддержка существующих Next.js и React проектов ⁃ Внедрять новые технологии и практики ⁃ Обучаться, совершенствовать свои знания и навыки",https://hh.ru/vacancy/125289313
Программист Java,КОМИТАС,,,,,'17-21,От 3 до 6 лет,ТК,17/21,,ДМС,Разрабатывать функциональные блоки программного продукта для управления автоматизированным высоконагруженным складом. Участвовать в проектировании микросервисной архитектуры продукта. Реализовывать задачи в соответствии...,https://hh.ru/vacancy/125269479
Frontend-разработчик,Российская электроника,110.0,170.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Разработка и поддержка продукта компании; Проведение код-ревью; Оценка трудоемкости задач; Взаимодействие с другими командами: backend-разработчиками, тестировщиками, аналитиками.",https://hh.ru/vacancy/125446215
Frontend-Разработчик (Digital2GO),Бэнкс Софт Системс,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, скидки, обучение","Разработка пользовательского интерфейса на базе современного стека технологий, обеспечивая высокое качество и производительность. Проведение профилирования, рефакторинга и оптимизации разработанных приложений...",https://hh.ru/vacancy/125454094
"Frontend-разработчик (React, TypeScript) E2E (Cypress/Jest/Playwright)",Syntellect (ООО СИНТЕЛЛЕКТ),,,,,'10-15,От 3 до 6 лет,ТК,10/15,,"ДМС, форма, кофе, чай","Разработка Front-end решений, развитие легкого клиента платформы TESSA (React, mobx, TypeScript) Написание e2e-сценариев тестирования Требования (обязательные): Высшее образование в сфере ИТ Глубокое понимание принципов работы JavaScript Опыт написания e2e-тестов с использованием Cypress/Playwright (или аналогов) Опыт расширения стандартного api e2e фреймворков тестирования Хорошее знание: TypeScript CSS и принципов адаптивной верстки React MobX (понимание принципов работы/реактивности/MVVM паттерна) Webpack WebAPI Знание библиотек и фреймворков для тестирования Знание/понимание принципов ООП, REST API, паттернов проектирования Умение работать с git, Git Flow Умение работать в команде",https://hh.ru/vacancy/125464697
Middle Java Разработчик,"ПАРИ, АО Страховая компания",,,,,,От 1 года до 3 лет,ТК,5/2,,,Разработка новых и поддержка существующих java сервисов. Написание unit и интеграционных тестов. Участие в код ревью коллег.,https://hh.ru/vacancy/125398592
Python-разработчик,amoCRM,,90.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, скидки","Разработка процессов деплоя (CI/CD) Разработка автоматизаций по поддержке работы отдела QA Разработка и поддержка автотестов на основе Python + Selenium Взаимодействие с командами эксплуатации, администрирования и производства Наш стек: Jenkins (Pipeline), shell-скрипты, Ansible, Django (ORM, миграции), Celery, Python + Selenium, GitLab, JIRA.",https://hh.ru/vacancy/125400180
UNITY-разработчик (мобильные игры),NOVA GAMES,,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Участвовать в полном цикле разработки игровых механик и систем: от идеи до реализации. - Принимать участие в построении архитектуры проекта. - Писать чистый, производительный и поддерживаемый код на C#. - Работать в команде с художниками, гейм-дизайнерами и другими разработчиками. - Проводить отладку, профилирование и оптимизацию проекта под мобильные платформы (iOS / Android).",https://hh.ru/vacancy/125287605
Backend Python Developer (Middle+/Senior),Дабл Ап,,,,,,От 3 до 6 лет,ГПХ,5/2,,"форма, премии","Разработка и поддержка backend-сервисов на Python 3.x ; Участие в проектировании и развитии микросервисной архитектуры; Интеграция с внешними и внутренними API; Работа с асинхронными фреймворками ( FastAPI, aiohttp ) или классическими ( Django, Flask ); Оптимизация производительности и масштабирование приложений; Работа с базами данных ( PostgreSQL, MySQL , иногда — NoSQL: MongoDB, Redis ); Написание unit-тестов, интеграционных тестов, участие в code review; Участие в планировании спринтов, взаимодействие с командами аналитиков, DevOps и QA.",https://hh.ru/vacancy/125345464
Java-разработчик (Middle/Senior),Финстрим,,,,,,От 3 до 6 лет,ТК,5/2,,"форма, премии","Погружением в процесс работы новой версии флагманского ПО AnyWay. Проектированием и разработкой интерфейсов приложений/ключевых технологических и прикладных микросервисов платформы. Реализацией взаимодействия с интеграционной шиной на базе Kafka. Проектированием и разработкой базы данных интеграционной платформы AWNext на базе PostgreSQL, написанием пакетов, функций, процедур, моделированием структур данных, оптимизация SQL-запросов. Реализацией бизнес-процессов интеграционных шлюзов. Оптимизацией скорость работы приложений. Анализом новых требований, адаптацией действующего решения под них. Взаимодействием с командой разработки, аналитики и тестирования. Мы ожидаем: Хорошее владение требуемым технологическим стеком и опыт объектно-ориентированного программирования, Опыт коммерческой разработки высоконагруженных систем на Java. Знание основных алгоритмов и структур данных. Знание основных библиотек и шаблонов проектирования. Опыт работы с брокером сообщений Kafka. Опыт работы с реляционными БД PostgreSQL. Опыт проектирования БД, PL/pgSQL, знание реляционной алгебры, индексов и опыт оптимизации запросов. Опыт работы с web технологиями HTML / CSS / Javascript / Webix. Опыт работы со средствами криптографической защиты информации (криптопровайдеры: КриптоПро, Валидата, Сигнал-КОМ). Знание принципов, стандартов протоколов обмена (REST/SOAP API) и форматов передачи данных (XML, JSON). Опыт использования работы системы контроля версий (Git), систем управления проектами (JIRA) и документацией (Confluence). Будет большим плюсом: Опыт работы в сфере автоматизации банковской деятельности (с бэк- и фронт-офисными банковскими системами, системами класса ДБО). Знание специфики взаимодействия банкомата с внутрибанковскими системами. Любовь к автоматизации рутины процессов.",https://hh.ru/vacancy/125391846
Программист Python,ДЖЕЙКЕТ РАБОТА,100.0,140.0,,,,Нет опыта,ТК,5/2,,,"Разрабатывать серверную логику приложений на Python; Создавать и дорабатывать API (REST, GraphQL) для взаимодействия фронтенда и бэкенда; Работать с базами данных (PostgreSQL, MySQL) — проектировать структуры и писать запросы; Оптимизировать производительность кода и запросов; Участвовать в интеграциях с внешними сервисами; Взаимодействовать с командой фронтенд-разработчиков, аналитиков и тестировщиков. Требования : Базовые знания Python и принципов ООП; Понимание клиент-серверной архитектуры и работы HTTP; Навыки работы с базами данных (SQL на базовом уровне); Знание основ одного из фреймворков (Django, Flask, FastAPI); Наличие учебных или собственных проектов (GitHub, портфолио, пет-проекты); Внимательность, логическое мышление и аккуратность в коде; Опыт работы с системами контроля версий (Git) будет преимуществом. Мы предлагаем : Официальное оформление в соответствии с ТК РФ; Зарплата от 100 000 до 140 000 ₽ (полностью «белая»); График 5/2; Работа в офисе; Наставничество от опытных разработчиков и помощь в освоении технологий; Возможность быстро получить опыт на реальных проектах и прокачать навыки.",https://hh.ru/vacancy/125338404
Младший Web-разработчик,КонсультантПлюс,,,,,'10-18,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, премии","Разработка и поддержка веб-приложений и сервисов Участие в проектировании архитектуры Работа С СУБД Взаимодействие с командой Основной стек: Typescript, React , ReactQuery, NodeJS, PostgreSQL",https://hh.ru/vacancy/125454347
Python-разработчик,Spice IT,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма","Построение backend&#39;а для сервисов искусственного интеллекта и машинного обучения на python; Участие в улучшении микросервисной архитектуры; Профилирование использования памяти, GPU, CPU; Опыт использования или желание разобраться с использованием Kubernetes; Знание процесса CI|CD.",https://hh.ru/vacancy/125374151
Java-разработчик,СОГАЗ,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, страхование, подарки, скидки","Разработка и поддержка микросервисов на Java/Kotlin с использованием Spring Boot Разработка и проектирование сложных, критичных микросервисов, менторинг младших разработчиков, участие в архитектурных решениях Проектирование и реализация RESTful API Написание чистого, поддерживаемого и хорошо документированного кода Написание и поддержка Unit, Integration и End-to-End тестов: разработка стратегии тестирования, автоматизация тестирования, участие в определении Acceptance Criteria Работа с базами данных (SQL или NoSQL) Работа с системами контроля версий (Git): настройка Git workflow, управление репозиториями, решение сложных проблем Взаимодействие с другими командами (Frontend, QA, DevOps) Критерии успеха: От 3 лет опыта разработки на Java/Kotlin Знание Java/Kotlin Core: глубокое понимание языка, знание JVM, профилирование, garbage collection Знание Spring Framework (Spring Boot, Spring Data, Spring Cloud, etc.) Опыт разработки RESTful API: архитектурное проектирование API, оптимизация, безопасность Глубокое понимание принципов микросервисной архитектуры Опыт работы с реляционными или NoSQL базами данных Опыт работы с системами контроля версий (Git): настройка workflow, управление репозиториями, code review Опыт написания unit-тестов (JUnit, Mockito): разработка стратегии тестирования, автоматизация, code coverage Понимание принципов SOLID, DRY, KISS: умение аргументировать выбор, адаптировать принципы к ситуации Работая в Группе &quot;СОГАЗ&quot; вы получите: Оформление полностью в соответствии с ТК РФ, включая оплачиваемый отпуск 29 календарных дней ДМС в лучших клиниках города, страхование жизни и страхование от несчастных случаев и болезней + ДМС родственников с 75% скидкой Премиальные условия на всю продуктовую линейку группы компаний «СОГАЗ» для работников и их близких родственников (ОСАГО, каско, имущество, жизнь) Социальный пакет и специальные предложения по страхованию, кредитованию и другие программы от наших партнеров Профессиональное развитие: курсы, тренинги, корпоративная библиотека Заботу компании о детях сотрудников: подарки на Новый год и скидки в детские лагеря",https://hh.ru/vacancy/125439628
Frontend разработчик (JS/Vue),ЛУИС+,,,,,,От 1 года до 3 лет,ТК,"2/3, 5/2",,"форма, обучение",Поддержка высоконагруженных приложений компании на vue 3 / nuxt 3 (typescript) Разработка новых сервисов в рамках расширения текущей системы Рефакторинг UI текущих проектов по макету Разработка UI / UX совместно с дизайнером новых сервисов.,https://hh.ru/vacancy/125451521
Middle Python разработчик,RAZRABOT,200.0,200.0,,,,От 3 до 6 лет,ГПХ,5/2,,форма,"Проектировать и выстраивать архитектуру сервиса и микросервисов Писать back-end и API Разрабатывать инструменты аналитики и автоматизации для Wildberries Парсить и структурировать данные Wildberries Создавать, развивать и оптимизировать микросервисы",https://hh.ru/vacancy/125456182
Java-разработчик,Хэндсапп,160.0,,,,,От 1 года до 3 лет,ГПХ,5/2,2 раза в месяц,,"Писать backend на Java (Spring Boot), развивать новые фичи и поддерживать текущие. Участвовать в проектировании архитектуры. Интегрироваться с внешними сервисами. Работать с базами данных (PostgreSQL, Redis). Взаимодействовать с QA, DevOps и другими разработчиками. Следить за качеством кода и участвовать в код-ревью. Для Senior — участвовать в принятии технических решений и менторить коллег. ​​​​​​​​​​​​​​​​​​​​​Стек: Java 11+; Spring Boot (и всё, что с ним связано), PostgreSQL, Redis, Kafka или RabbitMQ, REST, gRPC, Docker, Kubernetes, Git + CI/CD. Плюсом будет опыт с микросервисами, Elasticsearch, Keycloak.",https://hh.ru/vacancy/125429352
Frontend-разработчик,Т1,,,,,,От 3 до 6 лет,ТК,5/2,,форма,"Проектировать и разрабатывать интерфейсы. Разрабатывать новые UI-компоненты и поддерживать старые. Сопровождать решения, решать задачи оптимизации. Участвовать в планировании спринтов. ",https://hh.ru/vacancy/125364352
Backend-разработчик на Java,СтандартПроект,,,,,'8-17,От 1 года до 3 лет,ТК,"8/17, 5/2",Ежемесячно,"ДМС, форма, премии, подарки, обучение, транспорт","Разработка сервисов высоконагруженной системы с петабайтным хранилищем и кластером PostgreSQL; Интеграция приложений с микросервисами и функциональными узлами системы; Командная разработка проектов при непосредственном взаимодействии с продуктовой командой; Разработка web-сервисов и приложений; Интеграция web-сервисов и приложений с внешними информационными системами; Поддержка программных продуктов компании (поиск и устранение багов, доработка функционала, оптимизация существующего функционала); Подготовка сборок приложений и сервисов; ОСНОВНОЙ СТЕК ТЕХНОЛОГИЙ: Java 8-17, Spring, PostgreSQL НАШИ ОЖИДАНИЯ: Релевантный опыт коммерческой разработки от 2х лет Умение читать чужой сложный код Желание изучать и применять новые для себя технологии и подходы к разработке Автономность: умение решать поставленные задачи самостоятельно. Уверенные знания Java и SQL Знание средств коллективной разработки и сборки проектов (Git, Maven, Jenkins и т.д.) Желателен опыт работы с PostgreSQL, Linux, Apache Tomcat, JSP, JDBC, Spring (Boot, mvc), Hibernate, WSDL, JSF Будет плюсом: умение работать с xml, xsd; опыт работы с Clickhouse и kafka, базовые знания принципов работы CI/CD (Jenkins, Kebernetes)",https://hh.ru/vacancy/124788635
Go Developer,AME,250.0,,,,,От 3 до 6 лет,ГПХ,5/2,,,Дорабатывать текущее решение на Golang / PostgreSQL. Выносить отдельные блоки в модули. Исправлять баги и добавлять новую функциональность. Оптимизировать запросы в...,https://hh.ru/vacancy/125453572
Python-разработчик LLM,Снэп АйТи,300.0,330.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"ДМС, форма",Продукт: ИИ-помощник. Основная цель продукта - помощь сотрудникам в решении повседневных рабочих задач. Написание сервисов с нуля. Доработка и поддержка...,https://hh.ru/vacancy/125221838
Программист C#,NK GROUP,,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Поддержка существующей библиотеки плагинов на языках C# Разработка программ и плагинов для автоматизации процессов в BIM/CAD (Revit, Civil) Что мы ожидаем от кандидата: Высшее в области строительства или IT Опыт работы с Revit обязателен , Знание Revit API - желательно Уверенное владение языком C# Знание среды разработки Microsoft Visual Studio Умение создавать пользовательские интерфейсы WPF Умение работать с базами данных LiteDB Знание платформы .Net Framework Умение создавать наброски интерфейсов в Figma Почему стоит работать именно у нас: Мы крупный, стабильный, активно развивающийся работодатель, с огромным потенциалом и возможностями для роста для сотрудников; Оформляем на работу согласно ТК РФ; Предлагаем конкурентоспособную заработную плату (полностью официальную) , которая своевременно выплачивается дважды в месяц; График работы: 5/2 (с 10.00 до 19.00 или с 9.00 до 18.00 - на выбор). У нас современный, уютный офис в «Москва-Сити» ( башня Империя, 27 этаж) м. Деловой центр; Мы оформляем сотрудникам ДМС со стоматологией У нас дружный, сплоченный коллектив, готовый прийти на помощь и поделиться знаниями.",https://hh.ru/vacancy/125398803
Python-разработчик,Р2С Технологии,,,,,,От 3 до 6 лет,ТК,5/2,,,"Разработка и поддержка систем управления складом Проектировании архитектуры и принятие ключевых технических решений Активное взаимодействие с другими сотрудниками для обеспечения успешной разработки и достижения целей продукта Моделирование БД и оптимизация запросов Для нас важно: Отличное знание Python 3+ Опыт работы с FastAPI Уверенная работа с PostgreSQL (моделирование БД, оптимизация запросов), Tortoise ORM Опыт работы с брокерами сообщений: RabbitMQ Хорошее понимание микросервисной архитектуры и умение проектировать сервисы Docker Будет плюсом: Знание паттернов проектирования, понимание асинхронных подходов Базовые навыки работы с CI/CD, GitLab Kafka",https://hh.ru/vacancy/125277132
React Frontend-разработчик,Студия Oxem,100.0,160.0,,,'3-4,От 1 года до 3 лет,ТК,3/4,,форма,"Верстка сайтов фестивального уровня по макетам из Figma. Реализация сложных CSS-анимаций и JavaScript-интерактивов. Разработка приложений на React и Next.js. Оптимизация производительности приложений. Участие в декомпозиции и оценке задач. Требования к нашему кандидату: Уверенное владение React , Next.js , TypeScript и опыт работы с современными стейт-менеджерами (желательно Zustand ). Отличные навыки создания сложной адаптивной и кросс-браузерной вёрстки с использованием TailwindCSS . Опыт работы с анимациями в GSAP или Framer Motion . Понимание принципов SSR и CSR . Уверенная работа с Git и Figma . Знание Tanstack Query / RTK Query . Понимание архитектурных подходов ( MVVM , FSD ) и паттернов проектирования. Инициативность и вклад в развитие команды (например, внедрение новых технологий или архитектуры). Опыт работы в веб-студиях — преимущество .",https://hh.ru/vacancy/125382274
Backend-разработчик,Экомобайл,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, кофе","Проектирование, разработка, внедрение и поддержка программных модулей для различных направлений деятельности компании.",https://hh.ru/vacancy/125392641
Senior Golang developer (SRE),Иксстек,,,,,,От 3 до 6 лет,ТК,5/2,,ДМС,"Обеспечением высокой доступности и отказоустойчивости сервисов; Диагностикой и устранением инцидентов на уровне инфраструктуры и приложений; Развитием и сопровождением мониторинга (метрики, логи, трассировки); Оптимизацией CI/CD пайплайнов для повышения времени доставки и надежности релизов; Повышением надежности баз данных и кеширующих систем (MySQL, Redis); Поддержкой и развитием Kubernetes-кластера и процессов деплоя; Внедрением и сопровождением SLO/SLI, участием в постмортемах; Разработкой на Golang - порядка 50% времени. Стек: Golang, GORM, gRPC, MySQL, Redis, Linux, Nginx, Kubernetes, Grafana, Loki, OTel. Наши ожидания от кандидата: Опыт разработки от 5-ти лет, на Golang от 3-х лет; Умение находить утечки памяти, узкие места по CPU и блокировки goroutine; Опыт работы с ORM, понимание типичных проблем с запросами и способов их диагностики; Понимание принципов работы gRPC, опыт настройки, отладки и сопровождения сервисов; Навыки диагностики производительности баз данных (медленные запросы, блокировки, дедлоки), настройка репликаций, оптимизация индексов и запросов; Понимание сценариев использования Redis, умение выявлять и устранять проблемы с производительностью и задержками; Уверенное владение Linux: системное администрирование, анализ производительности, работа с логами и системными инструментами. Заботимся о сотрудниках: Гибкое начало рабочего дня; Обеспечиваем рабочей техникой; ДМС (включая стоматологию); Внутренняя программа поддержки сотрудников: психологическая поддержка, юридические консультации, коучинг, консультации по здоровому образу жизни; Частичная компенсация абонемента в фитнес-зал; Корпоративный английский и участие в тренингах. Карьера и развитие: Сложные и нестандартные задачи в международных проектах; Возможность профессионального роста в FinTech. Зарплата обсуждается индивидуально и зависит от вашего опыта. Если вам интересно развиваться в финтехе и работать с глобальными платежными сервисами - давайте знакомиться!",https://hh.ru/vacancy/124444094
