Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Инженер-механик,Авант,150.0,200.0,,,,Нет опыта,ТК,5/2,,спецодежда,"Обеспечение работоспособности рольставен, ворот и шлагбаумов. Замена/Ремонт/Демонтаж/ клиентского оборудования. Выезд по готовым заказам, БЕЗ ПОИСКА клиентов (Москва и...",https://hh.ru/vacancy/123933061
Механик по выпуску автотранспорта (начинающий специалист),РД Транспорт,,,,,,Нет опыта,ТК,5/2,2 раза в месяц,"обучение, транспорт",Проведение предрейсового и послерейсового технического осмотра автопарка компании Контроль технического состояния транспорта перед выпуском на линию Оформление документации по выпуску и возврату автомобилей Ведение учёта технического обслуживания и ремонтов Взаимодействие с водителями по вопросам эксплуатации и устранения неисправностей Организация и контроль проведения мелкого ремонта и ТО Соблюдение стандартов безопасности и экологических требований,https://hh.ru/vacancy/125215675
Механик по ремонту швейного оборудования в цех,Инжиниринговая производственная компания. Разработка и изготовление экипировки специального назначения.,120.0,140.0,,,,От 1 года до 3 лет,ТК,5/2,,"питание, проезд",наладка и обслуживание швейного оборудования.,https://hh.ru/vacancy/124488261
Механик,Сокол-Яр,,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Обеспечение надежной и безаварийной работы всех видов промышленного оборудования (печатное производство), их правильной эксплуатации. Составление и выполнение графиков планово-предупредительного ремонта промышленного оборудования и систем. Проведение работ по их модернизации и повышению экономичности ремонтного обслуживания оборудования. Организация текущих и внеплановых (аварийных) ремонтов., межремонтных испытаний и технических обслуживаний. Разработка и внедрение прогрессивных методов ремонта и восстановления узлов и деталей механизмов, а также мероприятий по увеличению сроков службы оборудования, сокращению его простоев и повышению сменности, предупреждению аварий Организация работ по составлению технических и отчетных документов, а также по учету в наличии и передачи оборудования в эксплуатацию Материально техническое обеспечение, своевременный заказ и пополнение запасных частей, оснастки и расходных материалов. Разработка, организация и производство работ по изготовлению оборудования. Подготовка технико-коммерческих предложений. Ведение переговоров с Заказчиками, поставщиками услуг и материалов. Работа с конструкторской и проектно-сметной документацией, проведение технических согласований Осуществление соблюдения правил охраны труда и техники безопасности при организации ремонтных мероприятий, осуществление и контроль за соблюдением требований промышленной безопасности Высшее техническое образование",https://hh.ru/vacancy/125235206
Тракторист-механик,Система Комфорта,100.0,100.0,,,,От 1 года до 3 лет,ТК,6/1,2 раза в месяц,премии,"Механизированная уборка закрытой территории без выезда в город и на дорогу (только приграничная территория); Уборка снега зимой, летом полив водой территории уборка щеткой; Контроль за техническим состоянием техники; Мелкий ремонт и подготовка техники к сезону;",https://hh.ru/vacancy/124806374
Механик (сменный),Институт ГидроТрансПроект,,184.0,,,,От 1 года до 3 лет,ТК,15/15,2 раза в месяц,,"Непосредственное участие, т.е. своими руками, в ремонте и техническом обслуживании . - диагностика и ремонт . - Проведение регламентных ТО.",https://hh.ru/vacancy/125358650
Механик оборудования в прачечную,БКС-ГРУПП,150.0,170.0,,,,От 1 года до 3 лет,ТК,5/2,,,выполнение ППР прачечного оборудования согласно регламенту ПНР нового оборудования обеспечение бесперебойной работы оборудования прачечной в смене ведение отчетности выполненных работ,https://hh.ru/vacancy/124041016
Механик по ремонту и обслуживанию холодильного оборудования,Криоптима РУС,,,,,,От 1 года до 3 лет,ТК,2/2,,,"Техническое обслуживание и текущий ремонт систем торгового холодоснабжения в гипермаркетах (централь, выносной холод, витрины). График работы и место работы определяется индивидуально.",https://hh.ru/vacancy/125414177
Главный механик,Трансэнерго,350.0,,,,,Более 6 лет,ТК,5/2,,транспорт,"Организация действий подчиненных слесарей- механиков; Обеспечение соблюдения правил техники безопасности и охраны труда в процессе проведения ремонтных работ; Контроль правильной эксплуатации ДСТ и автотранспорта, осуществление технического надзора за состоянием техники и транспорта на линии, выявление причин неисправностей и принятие мер к их устранению; Составление заявок и графика на проведение ТО; Отслеживание списания ТМЦ, проведение инвентаризации; Взаимодействие с внутренними службами организации (бухгалтерия, снабжение, юристы); Согласование и заключение договоров с поставщиками; Регистрация ТС в органах ГИБДД; Контроль путевых листов водителей, учет рабочего времени.",https://hh.ru/vacancy/125148528
Механик по выпуску ТС,Строительно-Монтажное Управление №75,80.0,180.0,,,'10-20,От 1 года до 3 лет,ТК,"15/15, 30/30, 10/20",,"питание, проезд, транспорт","Выпуск на линию техники в исправном состоянии ; Ведение журналов по выпуску ТС; Обеспечение техники в исправном состоянии; Подготовка отчетности за вахту; Ведение журнала путевых листов; Ведение отчетности ГСМ, списание ТМЦ; Ведение отчетности, по затратам на технику по окончанию вахты; Отслеживание договорных отношений с контрагентами.",https://hh.ru/vacancy/125322962
Контролер технического состояния транспортных средств (механик по выпуску транспорта),ГБУ города Москвы Автомобильные дороги,60.0,116.0,,,,От 1 года до 3 лет,ТК,15/15,,транспорт,"осуществление предрейсового контроля технического состояния транспортных средств (проверка работоспособности и состояния основных узлов и систем транспортного средства, влияющих на безопасность дорожного движения); - ведение путевой документации, журнала регистрации результатов контроля технического состояния транспортных средств.",https://hh.ru/vacancy/125232465
Механик холодильного оборудования,ХолодТехСервис,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,спецодежда,"Техническое обслуживание, настройка, диагностика и ремонт промышленного холодильного оборудования, участие в сборке и пуско-наладке на объектах заказчика.",https://hh.ru/vacancy/125154545
Механик-сборщик МОТО,Elektromobili,80.0,200.0,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 5/2",,,сборка; - предпродажная подготовка.,https://hh.ru/vacancy/122384072
Механик,Мастэк,120.0,120.0,,,,От 3 до 6 лет,ТК,5/2,,,"Контроль состояния автопарка. Оформление документации и взаимодействие с водителями. Прием, ремонт и выдача ТС, помощь на линии. Проведение мелких ремонтов...",https://hh.ru/vacancy/125445438
Главный механик,Ресурсэнерго,200.0,250.0,,,,Более 6 лет,ТК,5/2,,транспорт,"Организация работы подчиненных механиков-диспетчеров в части: ежедневного осмотра технического состояния и определения неисправностей автотранспорта при выходе на линию (в рейс) и приеме его с линии (возвращении из рейса); Контроль обеспечения автотранспорта необходимыми запчастями и расходными материалами. Контроль за эксплуатацией, учетом и обслуживанием специальной техники и автотранспорта. Осуществление ремонта собственными силами и силами сторонних организаций (по месту нахождения техники) Контроль остатков на складе Обеспечение безопасной эксплуатации транспортных средств Контроль за правильностью ведения путевой документации с последующей сдачей корректно заполненных путевых листов в бухгалтерию в установленные сроки для осуществления списания ГСМ (1С) Заказ запасных частей для спецтехники и автотранспорта",https://hh.ru/vacancy/125048970
Главный механик (спецтехника),Строительно-инвестиционная компания БЭСТКОН,250.0,270.0,,,,От 1 года до 3 лет,ТК,5/2,,"транспорт, чай","Организация и контроль ремонта спецтехники/грузовой техники (планового, внепланового, аварийного). Обеспечение своевременного выпуска техники на линию, проверка ее исправности перед эксплуатацией. Мониторинг технического состояния парка, планирование ТО и ремонтов для минимизации простоев. Руководство слесарями, распределение задач, контроль качества работ. Оперативное реагирование на аварийные ситуации, организация восстановления техники в кратчайшие сроки. Ведение технической документации, отчетности по ремонтам и затратам на обслуживание, работа в 1С/Альфаавто. Оптимизация расходов на ремонт и запчасти, работа с поставщиками",https://hh.ru/vacancy/124081804
Водитель на стоянку/Помощник механика,Job Offer,,100.0,,,,Нет опыта,ТК,5/2,,,"Перестановка грузовых автомобилей на стоянке; Предпродажная подготовка техники: мелкий ремонт, чистка и пр.",https://hh.ru/vacancy/124766791
Механик-энергетик,РусДорТранс,170.0,180.0,,,,От 3 до 6 лет,ГПХ,5/2,,форма,"Организация ресурсоснабжения строительных площадок, механизации строительства и систем временного электроснабжения, водоснабжения и канализации, систем пожарной сигнализации, контроль за рациональным расходованием энергетических ресурсов и соблюдением правил работы с грузоподъёмными и строительно-дорожными механизмами, средствами малой механизации Обеспечение соблюдения правил работы с грузоподъёмными и строительно-дорожными механизмами, требований по электробезопасности и ПУЭ Ответственность за безопасную работу с грузоподъёмными и строительно-дорожными механизмами на объекте, ответственным за энергохозяйство на объекте Участие в согласовании ППР и ППР по установке грузоподъёмных механизмов и выполнению земляных работ, проектов механизации и временного ресурсоснабжения объектов строительства. Осуществление взаимодействия с органами Ростехнадзора на объекте в части своих обязанностей Участие в испытаниях и приемке энергоустановок и построенных инженерных систем от подрядных организаций, а также в процессе передачи систем в эксплуатацию. Осуществление контроля работы временных инженерных систем: электроснабжение, пожарная сигнализация, системы связи, теплоснабжение, водопровод, канализация, а также технического состояния электроинструмента и энергоустановок и механизмов (трансформаторов прогрева бетона, компрессоров, средств малой механизации) на объекте Участие в подборе и согласовании методов и способов выполнения работ с применением грузоподъёмных и строительно-дорожных механизмов, средств малой механизации Осуществление взаимодействия с органами Ростехнадзора на объекте в части своих обязанностей. Участие в испытаниях и приемке энергоустановок и построенных инженерных систем от подрядных организаций, а также в процессе передачи систем в эксплуатацию. Осуществление контроля работы временных инженерных систем: электроснабжение, пожарная сигнализация, системы связи, теплоснабжение, водопровод, канализация, а также технического состояния электроинструмента и энергоустановок и механизмов (трансформаторов прогрева бетона, компрессоров, средств малой механизации) на объекте Участие в подборе и согласовании методов и способов выполнения работ с применением грузоподъёмных и строительно-дорожных механизмов, средств малой механизации",https://hh.ru/vacancy/125421870
Главный механик,Инжстрой,150.0,,,,,Более 6 лет,ТК,"5/2, 6/1",2 раза в месяц,,"Организация и контроль технического обслуживания и ремонта спецтехники, газелей и других автомобилей. Проведение диагностики и устранение неисправностей. Обеспечение бесперебойной работы техники на объектах в Копейске, Астрахани и Нижнем Новгороде. Ведение технической документации и отчетности. Командировки по городам для контроля и выполнения работ.",https://hh.ru/vacancy/124427664
Инженер-расчётчик (вычислительная механика),ГИАП,,,,,'1-12,Нет опыта,ТК,"1/12, 2/12, 5/2",,"ДМС, премии","Выполнение расчётов на прочность оборудования, работающего под избыточным давлением, в соответствии с требованиями ГОСТ 34233.1-12-2017; Анализ результатов расчётов, оптимизация конструкций совместно с инженерами-конструкторами; Оформление результатов в форме отчётной документации согласно ГОСТ Р 2.105-2019, ГОСТ 34233.12-2017.",https://hh.ru/vacancy/125120784
Водитель-механик (перегонщик),ТракХолдинг,115.0,,,,,От 1 года до 3 лет,ТК,"8/1, 5/2",,премии,"прием техники, выявление неисправностей, составление актов приема; - расстановка техники на стоянке; - участие в ремонте техники(при необходимости), устранение мелких неисправностей своими силами, подготовка техники к передаче клиенту; - разгрузка-погрузка прицепной техники при помощи крана, постановка техники на тралл, в зимнее время буксировка техники; - командировки по перегону техники с заводов на стоянку и со стоянки до клиента.",https://hh.ru/vacancy/124837294
Главный механик,СВ-М,,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Обеспечение эксплуатации и ремонта башенных кранов LIEBHERR, COMEDIL: Контроль соблюдение проектной, конструкторской и технологической дисциплины. Взаимодействие с заказчиками в части решения вопросов технической эксплуатации кранов. Контролирует безопасность производства работ работниками, эксплуатирующими грузоподъемное оборудование Компании. Рассматривает вопросы совместно с производственно-техническим отделом по установке кранов на объектах заказчика, крепления кранов к зданиям. Обеспечение деятельности подразделения технической документацией (проектная документация, инструкции, спецификации, технические условия и т.д.). Разработка перечня и нормы расхода материалов и инструментов на проведение работ по монтажу, демонтажу, ремонту и обслуживанию грузоподъемного оборудования. Организация работы по учету наличия и движения основных средств Компании (основные средства, инструменты, расходные материалы и т.д.), организует проведение инвентаризаций. Контроль сроков и объемов закупок материалов и инструментов для своевременного обеспечения ремонтных работ и бесперебойной эксплуатации оборудования. Контроль комплектации кранов при перевозках, монтажах и креплениях к зданиям. Контроль проведения ремонтных, монтажных работ (сроки, качество проведения ремонтных работ), соблюдение правил эксплуатации, технического обслуживания грузоподъемного оборудования и надзора за ним сотрудниками подразделения в г. Москве. Контроль и обеспечение своевременности предъявления грузоподъемного оборудования и технической документации Компании органам, осуществляющим государственный технический надзор.",https://hh.ru/vacancy/125131414
Механик Главного управления МЧС России по г. Москве,Главное управление МЧС России по г. Москве,40.0,45.0,,,,Нет опыта,ТК,1/3,,"транспорт, чай",Присоединяйтесь к нашей команде профессионалов и станьте частью чего-то большего! Обязанности <highlighttext>механика</highlighttext>: Проведение технического обслуживания и текущего ремонта автотранспорта. ,https://hh.ru/vacancy/125179181
Инженер-механик,HR EXECUTIVE,120.0,130.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, обучение, транспорт","Диагностика и ремонт оборудования малой механизации (штукатурные станции, пневмотранспорт) в сервисном центре компании. Диагностика и ремонт оборудования малой механизации (штукатурные станции, пневмотранспорт) с выездом на объект к клиенту на корпоративном, сервисном автомобиле компании. Пусконаладочные работы и экспертное сопровождение по работе оборудования на объекте и в сервисном центре компании. Консультирование клиентов компании по ключевым этапам работы, настройки оборудования на объекте. Прохождение регулярного обучения по ремонту, обслуживанию оборудования с внутренним экспертом компании и проведением тестирования.",https://hh.ru/vacancy/121663968
Главный механик (г.Долгопрудный),Классик,150.0,150.0,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,"ДМС, страхование, скидки, транспорт","Обеспечивать содержание автопарка в технически исправном состоянии, контролировать сроки и организовывать технические осмотры, страхование, сервисное обслуживание, при необходимости ремонт, в...",https://hh.ru/vacancy/125312079
Механик,КрафтДесерт,130.0,160.0,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"форма, обучение",Техническое обслуживание оборудования; Ремонт оборудования; Контроль за работоспособностью оборудования; Обеспечение безопасности; Содействие в организации рабочих процессов. Мы ожидаем от кандидата: Технические знания: Умение работать с кондитерским оборудованием и понимание его конструкции и принципов работы или желание обучиться; Навыки ремонта: Опыт в проведении ремонта и технического обслуживания машин; Коммуникабельность: Способность к взаимодействию с другими членами команды и передачи информации; Внимание к деталям: Способность заметить малейшие отклонения в работе оборудования.,https://hh.ru/vacancy/122335852
Механик в мотосервис / Мотомеханик,Мотосервис Old School,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"приемка мотоциклов в работу ремонт и техническое обслуживание мотоциклов (Европа, Япония, Америка)",https://hh.ru/vacancy/124412030
Механик по выпуску автомобилей (таксопарк),Центромобиль,90.0,,,,,Нет опыта,ТК,4/2,2 раза в месяц,транспорт,"Осуществлять передачу автомобиля клиентам для аренды. Осуществлять перегон по территории парка, на мойку, в автосервисы на ремонт или ТО. ",https://hh.ru/vacancy/124790053
Механик по обслуживанию ДЭС,ЭНЕРГОСИСТЕМЫ,195.0,210.0,,,,От 1 года до 3 лет,ТК,64/27,,транспорт,"Выездное техническое обслуживание, заправка дизель-генераторных установок. Техобслуживание ДГУ, заполнение наряд-заказа. Выполнение обязанностей оператора-машиниста на коротких постановках ДГУ. Транспортировка ДГУ на объект/с объекта. Дозаправка ДГУ на стационарных объектах.",https://hh.ru/vacancy/124552835
Водитель-механик,Гидроэргрупп,120.0,180.0,,,'1-2,Нет опыта,ТК,1/2,,обучение,Выeзд на cтрoитeльные площaдки к зaкaзчику на a/м кoмпании Выпoлнениe рaбот по ремoнту и изготoвлению рукавoв высокoго давления (РВД) для спецтехники,https://hh.ru/vacancy/125119712
Механик,ОТДЕЛКИНО CITY,130.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,транспорт,"Ведение полного комплекта транспортной документации (путевые листы, учет ремонтов, отчетные формы). Распределение автомобилей между водителями и координация работы автопарка. Контроль за корректной эксплуатацией и техническим состоянием транспорта (диагностика неисправностей, организация их устранения). Организация процесса технического обслуживания и ремонта автомобилей (плановое ТО, внеплановые ремонты). Актуальное ведение карточек транспортных средств (учет ТО, страховок, ремонтов, штрафов, пропусков, системы «Платон»). Обеспечение минимального простоя техники по вине технических неисправностей. Контроль за своевременным оформлением и продлением обязательной документации (ОСАГО, техосмотр, пропуска на МКАД, ТТК, в ЦАО). Взаимодействие с органами ГИБДД и РОСТЕХНАДЗОРА по вопросам регистрации техники и ведения учета ЧТО/ПТО. Составление и ведение отчетности по затратам на содержание автопарка (в Excel). Выполнение несложного ремонта и оперативное устранение мелких неисправностей собственными силами.",https://hh.ru/vacancy/125263826
Техник-механик,Мишарин Игорь Михайлович,145.0,155.0,,,1.0,От 3 до 6 лет,ТК,5/2,,,"Ремонт и обслуживание систем вентиляции, электрики, сантехники, газового оборудования и бассейна. Проведение планового и внепланового ремонта. Техническое обслуживание оборудования. Ведение отчетности по расходам на ремонт и закупку.",https://hh.ru/vacancy/125431008
Механик,Miks Electro Karting,70.0,,,,,От 1 года до 3 лет,ТК,2/2,,бонус,поддержание парка электрокартов (собственное производство) в исправном состоянии; • ежедневный мониторинг состояния картов; • оперативный ремонт и обслуживание картов; • участие в работе по модернизации картов.,https://hh.ru/vacancy/124867319
"Инженер-геолог / лаборант в грунтовую лабораторию (механика, физика)",Горизонт,80.0,80.0,,,,Нет опыта,ТК,5/2,,,"определение физических и механических свойств грунтов, обработка результатов в программе EngGeo",https://hh.ru/vacancy/125007616
Главный механик на угледобывающее предприятие,"Арктикуголь, ФГУП ГТ",180.0,220.0,,,,От 3 до 6 лет,ГПХ,5/2,,,"организовывать обеспечение выполнения правил и инструкций по эксплуатации машин, установок, оборудования, средств связи угледобывающего предприятия. - осуществлять общий контроль за выполнением технологий при эксплуатации, при ремонте машин, механизмов, энергомеханического и теплотехнического оборудования, средств связи в соответствии с нормативно-техническими документами, правилами безопасности в угольных шахтах и правилами технической эксплуатации, инструкций по эксплуатации оборудования разработанными заводами изготовителями. - совершенствовать техническое состояние энергомеханического угледобывающего предприятия. - инициировать и контролировать внедрение учётной политики в энергомеханическую службу. - повышать уровень механизации и автоматизации производственных процессов угледобывающего предприятия. - управлять и контролировать деятельность энергомеханической службы треста в целом, оказывать техническую помощь при организации правильной эксплуатации машин, механизмов, установок, оборудования. - организовывать внедрение новой отвечающей современным требованиям техники, технологии, в области горного производства, энергетики, теплотехники, автотракторной техники, средств связи. - организовывать своевременное техническое обслуживание и ремонт машин, механизмов, энергомеханического и теплотехнического оборудования, средств связи специалистами треста и сервисных центров. - прорабатывать и готовить технические материалы, вопросы для выбора производителя, поставщика, подрядчика. - участвовать в подготовке материала для заключения договоров на приобретение, изготовление оборудования или оказание услуг. - рассматривать и согласовывать договора на закупку, ремонт, сервисное обслуживание машин, оборудования и установок, эксплуатируемых в треста. - участвовать в проверке технических разделов проектно-сметной документации, поступающей в трест от проектных институтов, согласовывать при рассмотрении технических характеристик выбор оборудования, машин, установок и механизмов в части принятых решений, удовлетворяющих требованиям треста. - осуществлять контроль за выполнением приказов и указаний вышестоящих организаций, генерального директора по вопросам касающихся энергомеханической службы.",https://hh.ru/vacancy/123357600
