Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Директор по персоналу (HRD),iSpring,400.0,,,,,Более 6 лет,ТК,5/2,,форма,Сформировать управленческий резерв. Повысить продуктивность команды подбора. Доработать систему грейдов. Доукомплектовать HR-команду. Настроить HR-процессы и аналитику.,https://hh.ru/vacancy/125363600
Персональный водитель руководителя (м. Аминьевская),Меридиан,135.0,150.0,,,,От 3 до 6 лет,ТК,5/2,,,"Работа с руководящим лицом организации, доставка от места проживания к месту работы, поездки в течение дня по Москве и области. Подача автомобиля в указанное работодателем место и время. Планирование оптимального маршрута движения с учетом загруженности дорог. Обеспечение безопасного передвижения. Выполнение личных поручений руководителя, доставка документов (редко). Содержание автомобиля в чистоте, контроль за техническим состоянием автомобиля. Требования : Наличие действующей категории В, навыки вождения автомобилей представительского класса. Опыт работы персональным водителем. Безопасное и уверенное вождение, знание дорог Москвы и Московской области. Аккуратность, опрятность, пунктуальность, исполнительность. Соблюдение субординации. Соблюдение конфиденциальности. Условия : Официальное трудоустройство. График работы 5/2, субботы по договоренности; Работа на автомобиле предприятия Voyah Dream .",https://hh.ru/vacancy/125364320
Начальник планово-экономического отдела,Сахалин рыба (г. Москва),,350.0,,,'7-10,От 3 до 6 лет,ТК,7/10,,обучение,Организация и контроль планирования финансово-экономической деятельности предприятия; - Разработка и утверждение бюджетов подразделений и организации в целом; - Анализ и оценка эффективности использования ресурсов предприятия; - Подготовка отчетности и проведение анализа отклонений фактических показателей от плановых значений; - Руководство разработкой мероприятий по повышению рентабельности производства; - Координация взаимодействия отделов предприятия по вопросам финансового планирования и контроля; - Обеспечение своевременного внесения изменений в ERP систему и оптимизация бизнес-процессов; - Контроль исполнения решений руководства по финансовым вопросам. ▌,https://hh.ru/vacancy/125369507
"Director of Technology (в Абу-Даби, ОАЭ)",КрутРекрут,900.0,1200.0,,,,Более 6 лет,ТК,5/2,,,"...продуктовой и бизнес-командой над портфелем индустриальных AI-продуктов. Структура: прямое взаимодействие с CEO, техническим партнёром и <highlighttext>директором</highlighttext> по продукту.",https://hh.ru/vacancy/125371284
Руководитель юридического отдела (GLA),Zetter,200.0,250.0,,,,От 3 до 6 лет,ГПХ,5/2,,"ДМС, форма, обучение, кофе, чай",Участие в переговорах с контрагентами и регуляторами. Правовая поддержка <highlighttext>руководителей</highlighttext> и сотрудников компании. Анализ законодательных изменений и их влияния на...,https://hh.ru/vacancy/125371721
Руководитель финансового отдела,ЛМК-ИНЖИНИРИНГ,250.0,350.0,,,,От 3 до 6 лет,ТК,5/2,,,"бюджетирование и финансовый контроль; - организация процесса бюджетирования; - планирование кредитных ресурсов Компании; - налоговое планирование; - анализ бюджета по ключевым целевым показателям и выработка предложений по оптимизации бюджета (секвестирование, перераспределение и корректировка затрат в разрезе ЦФО);",https://hh.ru/vacancy/125374280
Директор по персоналу в авиакомпаню,АЙ ФЛАЙ,,,,,,Более 6 лет,ТК,16/45,,транспорт,"Управление Службой персонала в Авиакомпании (6 сотрудников): Управление деятельностью службы персонала; Создание/переработка программ по адаптации принятых сотрудников; Разработка/доработка системы компенсаций и льгот, нематериальной мотивации, гибких мотивационных схем; Контроль за соблюдением персоналом правил внутреннего трудового распорядка, участие в разрешении трудовых конфликтов и споров; Консультирование сотрудников по трудовым вопросам; Прохождение внешних аудиторских проверок. Контроль за своевременной сдачей отчетности по персоналу в налоговые органы, органы статистики и иные государственные контролирующие органы.",https://hh.ru/vacancy/125345149
Директор по персоналу (HRD),Advanced People Solutions,,,,,'5-2,Более 6 лет,ТК,5/2,,"ДМС, форма","Разрабатывать и внедрять HR-стратегию, тесно интегрированную с бизнес-целями холдинга. Руководить командой ~200 HR-специалистов (C&B, Learning & Development...",https://hh.ru/vacancy/125318183
Финансовый директор (CFO),Kosmart,300.0,,,,'3-5,Более 6 лет,ТК,3/5,,бонус,"Финансовое планирование и контроль бюджета компании (опт, маркетплейсы, ритейл). • Управление денежными потоками, контроль себестоимости и рентабельности. • Формирование и анализ P&amp;L, Cash Flow, Balance Sheet. • Контроль маржинальности по брендам, каналам продаж и проектам. • Управление финансовыми рисками и оптимизация затрат. • Взаимодействие с банками, инвесторами, аудиторами. • Подготовка управленческой отчётности для собственника и совета директоров. • Построение финансовой стратегии на 3–5 лет с фокусом на рост собственных брендов. • Внедрение финансовых систем, автоматизация учёта и отчётности. • Настройка KPI для подразделений (маркетинг, продажи, снабжение) и контроль исполнения.",https://hh.ru/vacancy/125350386
Начальник отдела управление по правовым вопросам,РГ-СЕРВИС,,,,,,От 3 до 6 лет,ГПХ,5/2,,"ДМС, форма, премии, скидки","Своевременно в пределах своей компетенции содействует (помогает) своему непосредственному руководителю выполнять задачи, поставленные перед ним и управлением по правовым вопросам Общества. Решает поставленные перед отделом задачи и обеспечивает надлежащую реализацию функций отдела в интересах Общества. Руководит отделом. Исполняет обязанности непосредственного руководителя в периоды его кратковременного отсутствия (служебная поездка, командировка, нетрудоспособность, иное временное отсутствие на рабочем месте). Оказывает структурным подразделениям Общества методическую помощь (информационную поддержку) и консультирует их по вопросам деятельности отдела. Своевременно информирует работников отдела об изменениях в области деятельности отдела, основаниях и последствиях таких изменений. Готовит и осуществляет контроль подготовки и оформления проектов документов в соответствии с законодательством Российской Федерации и локальными нормативными актами Общества. Участвует в совещаниях, заседаниях, семинарах, конференциях, онлайн-трансляциях и других официальных и рабочих мероприятиях по вопросам, относящимся к деятельности отдела. Информирует работников отдела о законодательных изменениях по вопросам своей компетенции, об известных ему основаниях и последствиях таких изменений. По поручению непосредственного руководителя организует сбор, анализ и обобщение материалов правоприменительной и судебной практики по вопросам своей компетенции. В установленные сроки и порядке рассматривает, согласовывает, визирует или отправляет на доработку проекты локальных нормативных актов Общества, контролирует их своевременное рассмотрение работниками отдела.",https://hh.ru/vacancy/125377595
