Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Middle Recruiter | Рекрутер (Подбор персонала),Seven Group,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Анализ брифов вакансий от руководителей отделов • Публикация вакансий на hh.ru, LinkedIn, профильных Telegram-каналах и других площадках • Работа с откликами: сортировка, отбор релевантных кандидатов, формирование пула • Проведение скрининга, первичного интервью, уточнение опыта и мотивации кандидатов • Ведение базы кандидатов, своевременная передача информации HR • Поддержание актуальности базы кандидатов",https://hh.ru/vacancy/125386653
Менеджер по подбору персонала,Пирит,50.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, бонус, бонусы, обучение","Активный поиск и подбор персонала, точечный и массовый подбор; Проведение телефонного и очного интервью; Прием входящих и исходящих звонков от соискателей; Контроль выхода стажеров; Участие в адаптации и обучения персонала; Участие в оценке результатов трудовой деятельности персонала; Размещение информации о вакансиях в интернет-ресурсах; Ведение отчетности и статистических таблиц; Участие в разработке текущих планов по персоналу; Составление установленной отчетности.",https://hh.ru/vacancy/125436660
Менеджер по подбору персонала,Британские пекарни,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, скидки","массовый подбор линейного персонала (желательно производственные вакансии) активная работа с ресурсами по поиску и привлечению персонала оперативная обработка откликов соискателей проведение телефонных интервью, запись на собеседование взаимодействие с Руководителями подразделений, получение обратной связи выполнение прочих поручений руководителя отдела Наши ожидания к кандидатам: опыт работы с массовым подбором от 6 месяцев умение работать с большим объёмом информации уверенное владение ПК и грамотная речь Благодарим Вас за проявленный интерес. Оставляйте отклик на вакансию, и мы обязательно свяжемся с Вами!",https://hh.ru/vacancy/125331214
Рекрутер в медицинской организации,ДС,40.0,,,,,От 1 года до 3 лет,ТК,5/2,,скидки,Разбор откликов и самостоятельный поиск релевантных кандидатов; Оценка резюме и проведение телефонного интервью; Организация собеседований с руководителями; Формирование воронки подбора.,https://hh.ru/vacancy/123740016
Специалист по подбору персонала (junior-middle),Intella,80.0,120.0,,,,Нет опыта,ТК,5/2,,"форма, бонус, бонусы, чай","Поиск резюме кандидатов на карьерных сайтах, в социальных сетях и в нашей собственной базе; предложение вакансий кандидатам и назначение интервью; Проведение интервью, подготовка сопроводительных писем и представление кандидатов заказчикам.",https://hh.ru/vacancy/125356738
Менеджер по подбору персонала м. Ладожская,BUSINESS PRO,130.0,,,,'5-8,От 1 года до 3 лет,ТК,"5/8, 9/18",,ДМС,"Ведение полного цикла подбора персонала(5-8 вакансий в работе); Проведение собеседований, оценки кандидатов; Адаптация персонала; Развитие корпоративной культуры в компании- организация тимбилдингов, корпоративных мероприятий;",https://hh.ru/vacancy/125311171
Менеджер по подбору персонала (рекрутер),YAMI YAMI,75.0,90.0,,,,От 1 года до 3 лет,ТК,5/2,,скидки,"Много звонить - 50% времени исходящие звонки потенциальным соискателям и прием входящих обращений. Заниматься поиском линейного персонала (сотрудники кухни, курьеры, мойщицы...",https://hh.ru/vacancy/125346028
Специалист по подбору персонала,Крупная розничная сеть,90.0,,,,,Нет опыта,ТК,5/2,,,"Вести полный цикл подбора персонала массовых позиций (продавцы-консультанты, кассиры, рабочий персонал) для наших магазинов Активно искать кандидатов через все возможные каналы: HH, Авито Работа, Telegram-каналы, соцсети, реферальные программы, доски объявлений Самостоятельно работать с большой базой кандидатов, организовывать собеседования Работать с большими объемами данных в Excel: формирование отчетов, анализ источников, контроль показателей Мы ищем того, кто: Имеет опыт массового подбора в ритейле, HoReCa, сфере услуг или в крупном производстве Действует на опережение. Не ждет откликов, а ищет кандидатов любым удобным способом Понимает, как работают современные площадки для поиска, и готов осваивать новые",https://hh.ru/vacancy/124885842
Менеджер по подбору персонала,SOKOLOV,72.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, бонус, бонусы, скидки",Активный поиск персонала в розничные магазины. Первичное телефонное интервью с кандидатами. Размещение информации об открытых вакансиях на работных сайтах. ,https://hh.ru/vacancy/124788325
Менеджер по подбору персонала (HR),Стафф Компани,130.0,,,,'7-10,От 1 года до 3 лет,ГПХ,"5/2, 7/10",,"форма, чай","Составлять вакансии и размещать на профильных сайтах. Отрабатывать входящий поток (звонки, отклики). Самостоятельно искать кандидатов (холодный поиск). Проводить телефонные интервью...",https://hh.ru/vacancy/123141252
Junior IT recruiter,"Hello, World",40.0,80.0,,,,Нет опыта,ТК,5/2,,обучение,"Полный цикл подбора: обсуждение деталей вакансий с клиентами, сорсинг кандидатов, проведение телефонных интервью и ведение базы кандидатов. Постоянное взаимодействие с наставником и командой для поддержки на всех этапах работы. Анализ и обсуждение результатов работы, а также участие в командных встречах. Мы ценим внимание к деталям и развитые навыки коммуникации в арсенале нашего будущего коллеги. И если ты дочитал нашу вакансию до конца, то начни, пожалуйста, диалог с сопроводительного письма с кратким summary о себе.",https://hh.ru/vacancy/125369159
Рекрутер / Менеджер по подбору персонала,Сити Ресторантс,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, кофе","Разбор откликов, холодный поиск кандидатов. - Проведение собеседований по телефону. - Сопровождение кандидата на всех этапах собеседований. - Поддержка кандидатов на этапе оформления.",https://hh.ru/vacancy/125246438
Менеджер по подбору персонала / HR,АльфаМед,,,,,,От 1 года до 3 лет,ТК,5/2,,,"Полный цикл подбор персонала (преимущественно медицинских работников): размещение вакансий на работных сайтах, обработка откликов, холодный поиск, проведение первичных интервью (в основном по телефону), оценка кандидатов, организация повторных собеседований с руководителем; Сопровождение новичков на этапе адаптации, обучения и стажировки; Проведение Exit-интервью; Ведение метрик по своим вакансиям, анализ рынка труда; Участие в мероприятиях отдела персонала.",https://hh.ru/vacancy/124497413
Менеджер по подбору персонала,Клининговая компания CleanField,60.0,70.0,,,,От 1 года до 3 лет,ТК,5/2,,"кофе, чай",Поиск персонала Ведение небольшого документооборота Ведение отчетности Поддержание уюта в офисе Выполнение несложных поручений от руководства,https://hh.ru/vacancy/125269689
Бомба рекрутер (IGaming),LOOPTAIN LIMITED,,,,,'5-2,От 1 года до 3 лет,ТК,"5/2, 2/3",,"бонус, бонусы","Вести полный цикл подбора: поиск, общение, интервью, обратная связь. Закрывать ключевые роли: геймдизайн, маркетинг/трафик, комьюнити, саппорт, технари (backend, frontend...",https://hh.ru/vacancy/125121460
Менеджер по подбору персонала,"Мираторг, Агропромышленный холдинг",85.0,,,,,Нет опыта,ТК,5/2,Еженедельно,"форма, транспорт","Цикл подбора складского персонала на склады &quot;Мираторг&quot; по всей России (массовый подбор); Размещение вакансий на всех возможных источниках; Холодный поиск, разбор теплых откликов; Поддержание статуса вакансий в актуальном состоянии; Проведение телефонных, онлайн и очных интервью с кандидатами; Ведение ежедневной и еженедельной отчетности; Работа в E-staff; Коммуникация с заказчиками. НАШИ ОЖИДАНИЯ: Релевантный опыт работы от 6 месяцев- будет вашим преимуществом; Активность, доброжелательность, ответственность, умение и желание работать в режиме многозадачности; Большим преимуществом будет опыт работы с массовыми вакансиями; Здорово, если ты знаешь E-Staff, Поток; Желание расти и развиваться в сфере подбора и управления персоналом. МЕСТО РАБОТЫ: Санкт-Петербург, Октябрьская набережная 104 к. 38",https://hh.ru/vacancy/125508333
Рекрутер,Работа в ритме,100.0,120.0,,,,Нет опыта,ТК,5/2,Еженедельно,форма,Мастерский поиск рабочего персонала;- Удалённый контроль выхода исполнителей на смену (будь то утро или вечер) через прозвоны и сообщения;- Создание...,https://hh.ru/vacancy/125321425
Менеджер по подбору персонала,Ваймо,70.0,,,,,Нет опыта,ТК,"5/2, 30/18",,"форма, бонус","Массовый подбор персонала (курьеры и сборщики, кассиры, сотрудники на выкладку, грузчики) с использованием различных источников . Оперативно отрабатывать отклики, проведение первичного телефонного интервью , подбор подходящей локации для кандидата, доведение до объекта. Размещение вакансий на профильных сайтах, в том числе в социальных сетях и мессенджерах и на других интернет ресурсах. Идеальный кандидат для нас: Опыт в массовом подборе персонала (будет преимуществом) , умение общаться и находить общий язык с разными категориями людей. Если нет опыта в подборе, с удовольствием, готовы рассмотреть кандидатов с опытом работы в продажах, call-центре Умеющий работать с различными источниками по поиску персонала (авито, hh, работа ру, ТГ и др) Нацеленность на качественно выполненную работу и ориентация на результат",https://hh.ru/vacancy/125045488
Менеджер по подбору персонала/HR - менеджер,Акулья бухта,60.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, бонус, бонусы, подарки, обучение","Организовывать и оптимизировать процесс подбора персонала. - Публиковать вакансии, проводить онлайн – собеседования, вводить сотрудников в должность. - Управлять бюджетом на подбор персонала. - ",https://hh.ru/vacancy/125377983
Ведущий специалист по подбору персонала,"ТИТАН-2, холдинг",,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Полный цикл подбора персонала (от получения заявки на подбор до передачи кандидата коллегам с целью сбора документов); Точечный подбор на различные должности (в основном специалисты в области закупок и поставок технически сложного оборудования для последующей его реализации на объектах строительства - АЭС, объекты переработки и утилизации, научно-исследовательские центры и т.д.); &quot;Закрытие&quot; штатных единиц профессионалами по всей вертикали - от начинающего специалиста до директора; Размещение вакансий на работных сайтах и активный поиск кандидатов по заданным критериям; Проведение телефонных интервью; Регулярная передача пула кандидатов на рассмотрение руководителям смежных отделов; Проведение очных и дистанционных собеседований с руководителями смежных отделов; Принятие участия в дискуссиях на предмет соответствия кандидатов профилю должности (консультативно-совещательная функция); Ведение базы кандидатов в CRM-системе (E-staff); Консультирование по вопросам заработной платы, компенсации жилья и прочих бенефитов; В задачи не входит ведение КДП.",https://hh.ru/vacancy/125532002
Ведущий менеджер по подбору персонала,БалтИнвест Групп,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,премии,"Активный поиск и подбор персонала (в основном ТОP- позиции, ИТР, узкопрофильные специалисты) Организация процессов подбора и адаптации персонала в организациях, входящих в Группу Компаний Прогнозирование и планирование потребности в персонале, создание кадрового резерва Оптимизация методов поиска, отбора и найма персонала Ведение установленной отчетности",https://hh.ru/vacancy/125499790
HR-менеджер / Рекрутер,Айти Ворлд,160.0,,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, бонусы, кофе","Оптимизировать HR-процессы, чтобы команда работала еще эффективнее.",https://hh.ru/vacancy/124169710
Менеджер по подбору персонала,ТЭКС ГАРД,80.0,100.0,,,,От 1 года до 3 лет,ТК,"5/2, 17/30",2 раза в месяц,,массовый поиск и отбор кандидатов в рестораны быстрого питания; проведение онлайн собеседований совместная работа в команде профессиональных рекрутеров. выполнять план подбора работа в CRM Bitrix24. сопровождение кандидатов на всех этапах воронки подбора. Эффективная коммуникация с клиентом.,https://hh.ru/vacancy/125479408
Специалист по подбору персонала,СПб ГБУ Молодёжные пространства ПРОСТО,,70.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Получение и анализ заявок на подбор от руководителей подразделений. Составление и согласование профиля вакансии - определение ключевых требований, условий работы, задач. ",https://hh.ru/vacancy/125431244
Менеджер по подбору персонала,Кадровые Решения,50.0,80.0,,,,Нет опыта,ГПХ,5/2,Ежемесячно,"форма, обучение","Массовый подбор персонала (курьеры, сборщики, кассиры, кладовщики, мойщики и т.д); Четкая обработка откликов, консультирование по условиям работы, сбор документов, назначение стажировки; взаимодействие с кандидатами как по телефону, так и в чате; Холодный поиск кандидатов, рабочие площадки будут предоставлены; Своевременное заполнение личной отчетности, грамотное ведение кандидата в CRM-системе Битрикс24;",https://hh.ru/vacancy/125279268
IT-рекрутер,Нитсофт Рус,100.0,,,,'4-8,От 1 года до 3 лет,ТК,4/8,,"премии, бонус, бонусы","Находить IT-специалистов с любым стеком — от фронтенда до бэкенда и всех, кто делает команду сильнее. Одновременно управлять 4–8...",https://hh.ru/vacancy/124934981
Менеджер по подбору персонала/рекрутер,Стафф Компани,110.0,,,,'7-10,Нет опыта,ГПХ,"5/2, 7/10",,"форма, чай","Составлять вакансии и размещать на профильных сайтах. Отрабатывать входящий поток (звонки, отклики). Самостоятельно искать кандидатов (холодный поиск). Проводить телефонные интервью...",https://hh.ru/vacancy/124579323
Менеджер по подбору персонала,СПМ-ПРОЕКТ,80.0,110.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Подбор персонала, в основном строительные специальности Вдумчивый подход к подбору персонала. Проведение телефонных интервью, принятие решения на соответствие кандидата на вакантную должность Сопровождение кандидата на всех этапах до трудоустройства Понимание воронки подбора.",https://hh.ru/vacancy/125373840
Менеджер по подбору персонала и адаптации,Группа клиник ЧИСТОЕ ДЫХАНИЕ,100.0,,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,"премии, кофе, чай","Подбор администраторов, кураторов, ассистентов, медицинских сестер, санитарок, врачей и прочих, исходя из задач компании Оперативная отработка откликов Размещение вакансии на сайтах и площадках по поиску персонала Продвижение HR бренда компании Адаптация новых сотрудников Проведение телефонных и очных собеседований Развитие корпоративной культуры",https://hh.ru/vacancy/125299513
Рекрутер фрилансер / HR менеджер,Эксперт,,500.0,,,,Нет опыта,ГПХ,64/27,Еженедельно,питание,Работа со своими рекламными источниками или базой кандидатов. Курирование кандидата до приезда на место.,https://hh.ru/vacancy/125382016
Специалист по подбору персонала,Перекрёсток,50.0,80.0,,,,От 1 года до 3 лет,ГПХ,5/2,,"форма, бонус, бонусы, скидки","Активный поиск и подбор сотрудников в супермаркеты ""Перекрёсток"" (менеджерский и линейный персонал). Организация собеседований кандидатов с директорами супермаркетов. ",https://hh.ru/vacancy/125407190
Менеджер по подбору персонала,Smena,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Искать классных исполнителей для продуктовых магазинов (кассиры, сборщики, продавцы и т.д.) — массовый подбор, да! Проводить короткие и понятные телефонные...",https://hh.ru/vacancy/124726900
Recruitment Lead,WN Talents,,,,,,От 3 до 6 лет,ТК,5/2,,обучение,"...команды <highlighttext>рекрутеров</highlighttext>. — Составление и презентация аналитических отчетов по закрытым вакансиям и процессу подбора. — Обучение и наставничество для команды <highlighttext>рекрутеров</highlighttext>, помощь...",https://hh.ru/vacancy/124728359
Менеджер по подбору персонала,Интайм Деливери,60.0,,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,,"полный цикл ведения проекта (подбор персонала, обработка заявок, работа с откликами) проведение собеседований с кандидатами составление графиков исполнителей учет работы исполнителей ведение еженедельной аналитики ведение учета выплат сотрудников создание табеля оплаты сотрудников",https://hh.ru/vacancy/124462313
IT Recruiter,Evercode Lab,,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Активный поиск и привлечение кандидатов через различные каналы поиска, в том числе через нестандартные, например, нетворкинг, конференции и т.д. Проводить интервью и оценивать кандидатов (soft и hard skills) Вести отчетность и заносить всю информацию по кандидатам в crm (у нас Хантфлоу)",https://hh.ru/vacancy/125274472
Менеджер по подбору персонала,Единый информационно-расчетный центр Санкт-Петербурга,82.0,,,,,Нет опыта,ТК,5/2,,ДМС,"Проведение интервью, оценка мотивации и компетенций соискателя; Организация и проведение тестирования кандидатов; Размещение и актуализация вакансий на работных сайтах; Организация и курирование практической подготовки студентов; Участие в мероприятиях по продвижению бренда работодателя: дни карьеры, ярмарки вакансий и т.д. Мы ищем того, кто: Имеет высшее образование (желательно по направлениям подготовки: &quot;Психология&quot;, &quot;Менеджмент&quot;, &quot;Управление персоналом&quot;); Может подтвердить опыт в рекрутинге (от 1 года); Обладает отличными коммуникативными навыками; Легко учится новому и имеет проактивную позицию.",https://hh.ru/vacancy/124461215
Менеджер по подбору персонала,Группа компаний ВЕЗУ,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,Поиск и подбор персонала. Проведение мониторинга заработных плат и анализ рынка труда. Ведение и предоставление отчетности по проделанной работе.,https://hh.ru/vacancy/125317775
Менеджер по подбору персонала,Деменюк Сергей Николаевич,60.0,80.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Ведение полного цикла подбора персонала: от запроса до выхода кандидата на работу. Проведение интервью: первичный отбор, интервью по компетенциям, оценка ценностей и мотивации. Согласование кандидатов с руководителями подразделений; Сопровождение кандидатов до выхода, участие в адаптации; Поддержание базы кандидатов;",https://hh.ru/vacancy/125293016
HR/Менеджер по подбору персонала (массовка),"МАГНИТ, Розничная сеть",80.0,,,,,Нет опыта,ТК,5/2,Ежемесячно,"ДМС, страхование, форма, скидки","Подбор персонала в магазины (продавцы, товароведы, директора магазинов); Активный обзвон кандидатов (холодный и теплый поиск); Оценка резюме, проведение телефонного интервью, организация собеседований с заказчиками; Ведение отчетности по подбору. Для нас важно: Аналогичный опыт работы в массовом подборе/ресечером (розница, производство, склад) будет для вас преимуществом; Ваше желание развиваться в массовом подборе, мы готовы обучать; Стремление работать на результат; Самостоятельность и проактивность.",https://hh.ru/vacancy/125432826
Менеджер по подбору персонала,Инженерная компания 555,60.0,80.0,,,,Нет опыта,ТК,5/2,,обучение,"Искать людей на линейные позиции, закрывая вакансии в срок; Вы будете работать в плотной связке с наставником, который поможет быстро выйти на необходимую эффективность; Быть точкой входа для новых сотрудников: вы будете помогать руководителям адаптировать сотрудников и улучшать адаптационные программы; Проводить exit интервью; Фиксировать результаты и вести воронку подбора(е-staff); Помогать специалисту по кадровому делопроизводству. Нам важно, чтобы у тебя было: Опыт работы в достаточно интенсивном не массовом подборе; Грамотная устная и письменная речь, развитые коммуникативные навыки; Системность мышления, внимательность к работе и с людьми, а также умение хорошо расставлять приоритеты в задачах; Проактивность и конструктивность; Опыт работы с техническими кандидатами будет значительным преимуществом. Что мы готовы предложить: Мы уверены, что на вашей стороне должны быть лучшие",https://hh.ru/vacancy/124702346
Менеджер по подбору персонала,Альпы,120.0,120.0,,,'9-18,От 3 до 6 лет,ТК,"5/2, 9/18",,форма,"Подбор вахтового персонала: ИТР-состав, производственный персонал; Публикация вакансий, проведение телефонных интервью/первичных собеседований, оценка кандидатов на соответствие требованиям, холодный поиск при необходимости; Помощь кандидату на всех этапах до вступления в должность: от заполнения анкеты для службы безопасности и окончания командировки до финального собеседования с руководителями подразделений.",https://hh.ru/vacancy/125343773
Менеджер по подбору персонала и КДП,АС Групп Плюс,,100.0,,,,От 3 до 6 лет,ТК,5/2,,,"Подбор персонала: размещение вакансий на поисковых ресурсах, проведение телефонных интервью, собеседований Ведение КДП (прием/перевод/увольнения сотрудников)",https://hh.ru/vacancy/125409673
Рекрутер (массовый подбор),Красоткин Александр Юрьевич,30.0,50.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,форма,Работать с тёплой базой и горячими откликами (без холодного поиска). Звонить кандидатам через нашу телефонию по готовым скриптам. ,https://hh.ru/vacancy/125112830
Менеджер по подбору персонала/ HR менеджер,Культурная пицца,75.0,75.0,,,,От 1 года до 3 лет,ТК,5/2,,"премии, скидки, кофе",Обработка входящих анкет; Холодный поиск линейных сотрудников; Проведение собеседований; Адаптация новых сотрудников;,https://hh.ru/vacancy/124813044
Менеджер по подбору персонала / Рекрутер,ТС Солюшен,90.0,,,,1.0,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Ведение полного цикла подбора персонала: от составления профиля вакансии до выхода сотрудника на работу; Уточнение портрета кандидатов совместно с руководителями направлений; Создание продающих вакансий, учитывающих нюансы каждой должности; Внесение предложений по новым источникам привлечения персонала или способов подбора; Самостоятельный поиск кандидатов через различные каналы, а также сотрудничество с рекрутинговым агентством по отдельным позициям; Ведение аналитики подбора; Мониторинг рынка заработных плат; Совместно с HRD - наполнение Базы знаний по блоку подбора. Мы ждем от Вас: Аналогичный опыт работы от года (опыт работы в сфере ИТ/ИБ будет преимуществом); Умение одновременно работать с несколькими вакансиями; Знание современных методов подбора и оценки персонала; Развитые коммуникативные навыки, нацеленность на результат, энергичность; Образование или повышение квалификации по подбору персонала будет Вашим преимуществом;",https://hh.ru/vacancy/124717104
Менеджер по подбору персонала,Новамед,50.0,80.0,,,,Нет опыта,ТК,5/2,,бонус,"Поиск и подбор административного и медицинского персонала в клинику Согласование встреч Ведение минимальной отчетности Что для нас важно: Грамотная речь, коммуникабельность Опыт будет Вашим преимуществом",https://hh.ru/vacancy/123480238
Менеджер по подбору персонала,Контур,70.0,,,,,Нет опыта,ТК,5/2,,"ДМС, обучение","Поиск сотрудников на открытые вакансии в отделы продаж, продления и сопровождения клиентов Проведение телефонных интервью и первичной оценки кандидатов на соответствие должности Проведение собеседований совместно с руководителем отдела продаж, оценка компетенций Ведение полного цикла найма - от первичного звонка до трудоустройства Активное взаимодействие с подразделениями продаж Ты подойдешь, если Легко находишь подход к людям и имеешь прокаченную коммуникацию Готов к тому, что нужно будет много звонить, много разговаривать и при этом внимательно слушать кандидата и делать выводы Умеешь работать в режиме многозадачности и нацелен на результат Имеешь опыт в подборе или продажах от 6 месяцев",https://hh.ru/vacancy/123846926
Менеджер по подбору персонала/Помощник рекрутера,Арена,73.5,90.4,,,,Нет опыта,ТК,5/2,,форма,"Полный цикл рекрутмента: размещение вакансий, прямой поиск кандидатов, отбор и оценка; Организация и проведение интервью, поддержание обратной связи с кандидатом, сбор рекомендаций; Закрытие линейных вакансий; Организация стажировок, координация выхода на работу новых сотрудников, оформление документов на пропуск, адаптация сотрудников; Активное взаимодействие с руководителями подразделений; Анализ рынка труда; Участие в организации корпоративных мероприятий; Отчетность.",https://hh.ru/vacancy/124537452
