Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Аниматор / артист / актер,Мочалина Екатерина Алексеевна,85.0,,,,,Нет опыта,ТК,64/27,,,Уметь быть на одной волне с малышами и их родителями.,https://hh.ru/vacancy/124595782
Аниматор / Артист / Ведущий на детские праздники,Teikaboom,74.7,172.4,,,,Нет опыта,ТК,5/2,2 раза в месяц,форма,Проведение Анимационных программ. Проведение Бумажных дискотек. Проведение ШОУ-программ (в зависимости от навыков: крио / ШМП / азот)проведение квестов и анимации. ,https://hh.ru/vacancy/125068524
Ведущий аниматор,Komanda - X,100.0,,,,'1-3,От 1 года до 3 лет,ТК,1/3,,,"создание праздничной атмосферы - проведение анимаций, квестов и шоу - организация активных игр - взаимодействие с детьми разного возраста - коммуникация с родителями - работа с реквизитом",https://hh.ru/vacancy/125103930
Аниматор/Ведущая-ведущий вечеринок/MC в бар (метро Охотный ряд),Бар Гадкий Койот,135.0,,,,,Нет опыта,ТК,2/2,,"бонус, бонусы",При желании можете так же изучить барное дело!,https://hh.ru/vacancy/124295665
Аниматор-ведущий,Студия праздников Кудесник,100.0,170.0,,,'2-3,Нет опыта,ТК,2/3,,жилье,"Ведущий проводит анимационную программу с помощью сценария костюма-образа персонажа, и специального реквизита, фокусов и т.д.. Все объясняем - всему...",https://hh.ru/vacancy/125342649
Аниматор в отель,УК Союз Маринс Групп,77.0,,,,,Нет опыта,ТК,5/2,,"питание, обучение","Проведение детских и взрослых развлекательных мероприятий, дискотек, мастер-классов, квестов. Опыт проведения детского и подросткового досуга приветствуется.​​​​​​",https://hh.ru/vacancy/125219320
Диджей / технический специалист / аниматор,ФГАУ Оздоровительный Комплекс ДЕСНА,60.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"питание, скидки, транспорт","Знание звукового, светового и видео оборудования; Обеспечение музыкальным и световым сопровождением анимационных программ, Работа на корпоративных мероприятиях (тимбилдинги, свадьбы, выпускные и т.п.) обеспечение музыкальным и световым сопровождением; Обеспечение музыкальным сопровождением вечерних шоу-программ, дискотек для взрослых, а также караоке вечеров; Работа с артистами, монтаж / демонтаж оборудование, подключение артистов и музыкальное сопровождение выступления; Установка, настройка, технического, звукового, светового оборудования; Подготовка бюджета и плана закупок звукового, светового оборудованию совместно с руководителем службы; Постоянный мониторинг состояния звукового и светового оборудования, находящегося на территории комплекса, Мониторинг музыкальных новинок и внедрение их в проведение программы анимации; Проведение развлекательных мероприятий для детей и взрослых (барбекю, шоу-программы, спортивные мероприятия, детские / взрослые дискотеки и пр.), Музыкальное оформление внутренних помещений и наружных строений.",https://hh.ru/vacancy/124887815
Аниматор,Гилевич Oксана,41.0,56.0,,,,Нет опыта,ТК,6/1,Ежемесячно,"питание, бесплатное питание, обучение","Проведение развлекательных программ - Общение с гостями отеля МЫ ПРЕДОСТАВЛЯЕМ: - Обучение - Контракт от 3 месяцев - Компенсацию билетов домой при контракте от 6 месяцев (200$) - Гарантированную ежемесячную зарплату - Продление визы - Бесплатное проживание в отеле 5* - Бесплатное питание по системе «шведский стол» - Поддержка на протяжении всего контракта ТРЕБОВАНИЯ : - Действующий загранпаспорт - Билет в Египет, в одну сторону (мы поможем найти дешевый, также компенсируем 100$) - Покупка визы по прилету (стоимость всего 25$) - Желание работать в команде и хорошее настроение (опыт не требуется)",https://hh.ru/vacancy/124978090
3D Generalist / Аниматор YouTube Shorts & TikToks,Hi,100.0,150.0,,,,От 1 года до 3 лет,ТК,15/35,,"форма, премии","Полный цикл 3D-анимации: моделинг, текстурирование, освещение, движение камеры, рендер.",https://hh.ru/vacancy/125284579
Аниматор/Актер-квеста,Клаустрофобия Авиапарк,60.0,80.0,,,,Нет опыта,ТК,"5/2, 4/3, 3/4",2 раза в месяц,премии,"Доброжелательно и приветливо общаться с посетителями. - Проводить квесты, мастер-классы и инструктаж по использованию игрового оборудования. - Следить за соблюдением правил техники безопасности. - Поддерживать чистоту и контролировать исправность локации, игрового оборудования и оборудования для съёмок. Приветствуется: - Опыт работы в развлекательной сфере с прямым общением с гостями. - Навыки работы с детьми. - Возможность работать в сменном графике.",https://hh.ru/vacancy/123275327
Аниматор в пансионат,А-пансион,70.0,,,,,Нет опыта,ТК,64/27,,"питание, премии","Проведение анимационных занятий с пожилыми людьми Подготовка и участие в праздничных мероприятиях (дни рождения, юбилеи, 9 мая, Новый Год и.т.д.) Рисование, аппликации, поделки; Пение (караоке), танцы;",https://hh.ru/vacancy/124553247
Аниматор в Остров Мечты,Остров Мечты,,,,,,Нет опыта,ТК,2/2,,"питание, подарки, скидки",Вовлечение гостей в анимационные активности. Уход за костюмами и реквизитом. Выполнение дополнительных обязанностей в части аниматорских активностей. И главное — создание...,https://hh.ru/vacancy/121304779
Аквагример / Художник / Аниматор,Чернышёва М.М.,50.0,100.0,,,,Нет опыта,ТК,"15/30, 4/5",Еженедельно,"форма, униформа, обучение",Аквагрим. -- Проведение мастер-классов для детей и взрослых. -- Проведение квестов для детей. -- обучаем с нуля. -- повышаем твою квалификацию. ,https://hh.ru/vacancy/125360440
Инструктор-аниматор в батутный парк,АТМОСФЕРА,65.0,75.0,,,,Нет опыта,ТК,64/27,,обучение,"Дежурство на батутной зоне, проведение разминок; Инструктаж посетителей по технике безопасности в Батутном Парке; Контроль за безопасностью на арене; Проведение групповых и индивидуальных занятий для детей и взрослых; Проведение дней рождения и квестов для детей; Обучение базовым акробатическим упражнениям, в рамках развлекательного занятия. Контроль и поддержание чистоты рабочего места.",https://hh.ru/vacancy/125448004
Артист-аниматор,Banana Show,90.0,160.0,,,'5-7,Нет опыта,ТК,5/7,,проезд,"Весело проводить выездные детские праздники (игровые программы, квесты и различные шоу); Забирать и своевременно привозить костюмы и реквизит в костюмерную; Участвовать в репетициях и подготовке (по необходимости).",https://hh.ru/vacancy/124404754
Аниматор / артист / ведущий в агентство детских праздников,Катти Патти,100.0,,,,,Нет опыта,ТК,"24/7, 5/2, 3/4, 4/3, 6/1",,"форма, проезд","Готов учиться и работать в команде. ЧТО НУЖНО ДЕЛАТЬ? Проводить детские праздники (игры, квесты, шоу-программы). Бережно относиться к костюмам...",https://hh.ru/vacancy/124637816
Аниматор,Детские Парки МСК,80.0,,,,,Нет опыта,ТК,"2/2, 4/3",2 раза в месяц,скидки,"Проведение анимационных и шоу программ в детском развлекательном парке. Создание праздничной атмосферы и поддержание интереса детей. Участие в организации и проведении мастер-классов и тематических мероприятий. Взаимодействие с детьми и их родителями, обеспечение безопасности и комфорта.",https://hh.ru/vacancy/123330884
Детский аниматор в ресторан Мясо&Рыба.,BTConsult,110.0,,,,,Нет опыта,ТК,"5/2, 2/2",Еженедельно,"питание, бесплатное питание, чай","Досуг и присмотр за детьми в детской зоне; Организация и проведение развлекательных и познавательных мероприятий для детей; Творческие и кулинарные мастер-классы; Турниры по настольным играм; Танцевальные, музыкальные, спортивные зарядки; Интеллектуальные викторины и квесты; Аквагрим и шаромоделирование; Общение с гостями ресторана; Проведение заказных мероприятий – дни рождения, выпускные.",https://hh.ru/vacancy/123734325
Аниматор в магазин ЦДМ Игрушки (м. Лубянка),S4R Group,60.0,,,,'10-22,Нет опыта,ТК,"2/2, 10/22, 5/2",Ежемесячно,бонус,"Работа на welcome-зоне магазина; Проведение ежедневных активностей с детьми (активные игры, мастер-классы, детские дискотеки и др); Работа на промо-активностях магазина; Участие в разработке квест программ, игр, сценариев праздников, постановке и репетиции детских танцев; Проведение выездных мероприятий.",https://hh.ru/vacancy/124324487
Аниматор,ФГАУ Оздоровительный Комплекс ДЕСНА,50.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,"питание, премии, скидки, транспорт","Проведение детских и взрослых развлекательных мероприятий, детских дискотек, мастер-классов, квестов. Реализация вместе с командой анимации,твоих самых смелых и креативных идей! Если ты активный(-ая)! Смелый (-ая)! Умеешь радоваться жизни и заряжать своим позитивом остальных, а также реализовывать самые смелые идеи, мы ждем тебя в свою команду! Мы предоставляем: Бесплатное проживание и питание! Необходимый реквизит и площадки для комфортной работы. Дружный молодой коллектив и лояльное руководство; График работы обсуждается с кандидатом. Премии по результатам работы. Возможность реализовывать самые смелые и креативные идеи! Оформление согласно ТК РФ, зарплата полностью &quot;белая&quot; 2 раза в месяц. Прикрепление к ведомственной поликлинике, в том числе членов семьи. Отдых в ведомственных домах отдыха и санаториях на льготных условиях. Скидки на медицинские услуги (массаж, косметология, физиопроцедуры). Бесплатное посещение спортзала, бассейна и тренажерного зала. Предоставление корпоративной формы Парковка для личного автотранспорта. Бесплатный корпоративный транспорт м.Ольховая / пос. Воскресенское. Ждем тебя в нашу команду анимации -дарить позитив и радость!",https://hh.ru/vacancy/123397072
Начинающий специалист-аниматор,Teikaboom,69.0,126.6,,,,Нет опыта,ТК,6/1,2 раза в месяц,форма,Проведение Анимационных программ. Проведение Бумажных дискотек. Проведение ШОУ-программ (в зависимости от навыков: крио / ШМП / азот)проведение квестов и анимации. ,https://hh.ru/vacancy/125068515
Вожатый / детский аниматор,КИДБУРГ,,,,,'4-14,Нет опыта,ТК,4/14,,обучение,Поддерживает и сопровождает самостоятельную деятельность детей. Обеспечивает безопасное и комфортное пребывания детей в игровой зоне. Выполняет разного рода поручения по...,https://hh.ru/vacancy/124815900
Вожатый / аниматор / мастер игротек,КИДБУРГ,,,,,'4-14,Нет опыта,ТК,4/14,,обучение,Поддерживает и сопровождает самостоятельную деятельность детей. Обеспечивает безопасное и комфортное пребывания детей в игровой зоне. Выполняет разного рода поручения по...,https://hh.ru/vacancy/124384182
Актер-Аниматор,РАЗВЛЕКАТЕЛЬНЫЙ ЦЕНТР,80.0,,,,,Нет опыта,ТК,3/3,,"питание, бонус, скидки",Создавать доброжелательную атмосферу для гостей центра. Следить за соблюдением правил безопасности и обеспечивать безопасное пребывание гостей в игровой зоне. ,https://hh.ru/vacancy/124564190
Аниматор Dream Game Center,Остров Мечты,85.0,,,,,Нет опыта,ТК,2/2,,"питание, бесплатное питание, форма, премии, обучение","Проводить игровые программы, творческие мастер-классы, флешмобы, активные веселые и развивающие занятия с детьми.",https://hh.ru/vacancy/124488269
3D-аниматор/визуализатор,РА Лукс Гуд,80.0,,,,,От 3 до 6 лет,ТК,5/2,,,"Реализация концепции в 3D, а именно в Maya Анимирование персонажей и объектов Разработка и создание визуальных концепций и 3D игрушек, объектов промышленного дизайна и персонажей игр Работа, как с готовым макетом клиента , так и креатив с нуля Работа со стайл-гайдами ЧТО НУЖНО УМЕТЬ: Способность четкой быстрой и детальной реализации и анимирование предмета ( игрушки человека ) и персонажа игры Владение 3D программами: Maya - обязательно! Cinema 4D, ZBrush для скульптинга After effects Substance и 3d coat для рисования текстур Illustrator ЧТО ТРЕБУЕМ: Опыт от 2х лет",https://hh.ru/vacancy/125169645
Актер-аниматор в квест,Игровой центр ВТЕМНОТЕ,25.0,45.0,,,,Нет опыта,ТК,64/27,2 раза в месяц,,"Проведение игр (прятки, квест, лазертаг, анимация). Контроль безопасности. Помощь администратору. Устранение неполадок игровой. Уборка в конце смены.",https://hh.ru/vacancy/123896200
"Специалист парка / Аниматор (ТЦ 5Авеню, м.Октябрьское поле)",Zaмания (ООО Замания),70.0,80.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,чай,"Проводить активности, мастер классы и квесты с нашими маленькими гостями. Поддерживать уникальную атмосферу праздника. Содержать парк в порядке для комфортного...",https://hh.ru/vacancy/124894107
Аниматор,Детско-развлекательное аниматорское движение FanFario,35.0,100.0,,,,Нет опыта,ТК,5/2,,,"Москва Всем привет! Ищем в свою команду аниматоров ( нет опыта? Хочешь попробовать,себя в чем то новом?всему научим ☺) Если ты любишь детей и можешь легко найти с ними общий язык, а так же хочешь расти и развиваться в данной сфере - считай, что уже принят в нашу дружную команду Работаем в основном пятница /суббота/ воскресенье, что идеально подойдёт для тех , кто еще учится☺️ Возможен карьерный рост до руководителя анимации Оплата составляет от 2500рублей - 10000 рублей в день ( Оклад + процент от мастер классов + чаевые ) Мы ждем именно вас, пишите - расскажем все подробнее ☺️",https://hh.ru/vacancy/125300382
Аниматор (м. Речной вокзал/Кунцевская/Киевская),DentalFantasy,84.0,,,,,Нет опыта,ТК,2/2,,"форма, обучение",Присматривать за детьми и организовывать их досуг до и после приема врача. Поддерживать чистоту и порядок в игровой зоне.,https://hh.ru/vacancy/124427448
3D Аниматор / 3D Animator (Senior),Ласт Левел,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, бонус, бонусы, подарки","Риггинг и скиннинг моделей. Создание анимаций от 1-го и 3-его лица, анимаций перемещения, стрельбы, получения урона. ",https://hh.ru/vacancy/125140936
Аниматор / ведущий шоу и детских праздников,Чешир шоу,60.0,150.0,,,,Нет опыта,ГПХ,"5/2, 4/3",Еженедельно,обучение,1) хорошо ладит с детьми.,https://hh.ru/vacancy/124784557
Аниматор,Семейный клуб New Days,40.0,40.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Обеспечение развлекательной , внеурочной деятельности с детьми Проведение конкурсов и эстафет Проведение тематических квестов Совместные настольные игры с детьми Организация игр на командообразование и сплочение детского коллектива",https://hh.ru/vacancy/124283132
Аниматор (ресторанная анимация),Илясова Анастасия,14.0,23.0,,,,Нет опыта,ТК,64/27,,чай,Работа с детьми в детской комнате ресторана.  Подготовка мастер-классов и игр с детьми в ресторане. Написание отчетов после рабочего...,https://hh.ru/vacancy/124558713
Аниматор / Артист,АрчиШоу,90.0,,,,,От 1 года до 3 лет,ТК,8/10,,обучение,Умение работать в команде. Среди нас каждый вовлечен в процесс создания праздников и болеет своим делом. Каждый год мы инвестируем...,https://hh.ru/vacancy/125004932
