Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Product Marketing Manager / Продуктовый маркетолог,ICL Soft,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, бонус, бонусы, обучение","Исследование рынка и клиентов: анализировать рынок, конкурентов, тенденции и потребности целевой аудитории. Формировать портреты покупателей и карты их пути (customer...",https://hh.ru/vacancy/125466796
Product Manager,ArtWorkout,,,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,форма,"Разработка идей и стратегия: быть основным источником инновационных идей для развития продукта, уделяя особое внимание конверсии платного доступа, адаптации пользователей и стратегиям удержания. - Составление карты пути клиента (CJM): взять на себя полную ответственность за первый сеанс CJM, тщательно анализируя каждый этап для выявления и устранения проблемных моментов и повышения удовлетворенности пользователей. - Дорожная карта и расстановка приоритетов: разработать и поддерживать четкую дорожную карту продукта, расставив приоритеты в функциях и экспериментах на основе отзывов пользователей, анализа данных и бизнес-целей. - Решения на основе данных: использовать данные в своей работе. Использовать аналитические инструменты для мониторинга ключевых показателей продукта, проводить A/B-тестирование и принимать обоснованные решения для непрерывного совершенствования. - Кросс-функциональное взаимодействие: тесно сотрудничать с нашей блестящей командой инженеров, чтобы воплотить ваши идеи в реальность, обеспечивая плавный и эффективный процесс разработки. Сотрудничать с отделом маркетинга и службой поддержки для создания единого рекламного сообщения о продукте и сбора информации о пользователях. - Анализ рынка: будьте впереди, постоянно анализируя тенденции рынка, стратегии конкурентов и новые технологии в сфере мобильных приложений и EdTech. Мы ищем: - Опыт работы: более 3 лет работы менеджером по продукту мобильного приложения B2C с обширным портфолио успешных проектов. -Экспертиза в монетизации: подтвержденный опыт оптимизации платного доступа и внедрения эффективных стратегий монетизации (freemium, подписки, внутриигровые покупки). - Ориентация на пользователя: глубокое понимание психологии пользователей и страсть к созданию интуитивно понятного и увлекательного пользовательского опыта. - Аналитические навыки: способность не просто анализировать данные, но и извлекать из них практические выводы и убедительные гипотезы. - Творческое и стратегическое мышление: вы не боитесь бросать вызов устоявшимся представлениям и предлагать смелые новые идеи. Вы способны мыслить как творчески, так и стратегически для достижения наших бизнес-целей. - Проактивность и самостоятельность: вы инициативны, способны проявлять инициативу и продвигать проекты с минимальным контролем - Английский язык обязателен",https://hh.ru/vacancy/125289039
Менеджер продукта / Product Manager,Оператор Газпром ИД,,,,,,От 3 до 6 лет,ТК,5/2,,форма,"Управлять жизненным циклом продукта от выявления проблем до запуска на пользователей; Формулировать и организовывать бэклог для команды; Формировать, оценивать и прорабатывать гипотезы для роста целевых метрик; Проводить A/B-тесты для оценки изменений; Понимать, отслеживать и анализировать ключевые продуктовые метрики; Организовывать эффективные процессы разработки и реализации проекта. Что для нас важно : Опыт работы с ML-сервисами, в приоритете с поисковыми и рекомендательными системами; Умение принимать решения в условиях неопределенности и ограниченности данных; Способность находить нестандартные решения и не бояться экспериментировать; Знание принципов работы и проведения A/B-тестов; Обостренное логическое и критическое мышление; Самостоятельность, организованность и системность в работе График и формат работы: Гибкий график, работа в офисе (гибрид) в центре Санкт-Петербурга (м. Чернышевская), в Москве (м.Сокол), либо полностью удаленный формат.",https://hh.ru/vacancy/125382588
Менеджер продукта в программу лояльности сервиса путешествий,Туту,,,,,'5-6,От 3 до 6 лет,ТК,5/6,,"ДМС, форма, премии, обучение","Формирование и развитие продуктового видения для сценариев выгоды и лояльности. — Быстрое тестирование гипотез и запуск экспериментов (MVP, A/B-тесты). — ",https://hh.ru/vacancy/125442075
Менеджер продукта/Менеджер проекта,Лучи,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, форма, обучение","Создание концепта продукта. Разработка пользовательских сценариев (B2B / B2C) совместно с партнерами / клиентами. Тестирование гипотез, запуск пилотов...",https://hh.ru/vacancy/121881456
Продакт-менеджер в отдел создания изделий бренда 2MYmoods (женская одежда),Грачева Ксения Сергеевна,130.0,,,,,От 1 года до 3 лет,ГПХ,5/2,,,"Бренд женской одежды 2MYmoods в поисках продакт-менеджера в отдел создания вязаных изделий. Москва. Резюме рассматривается только с фотографией. - Полный процесс создания продукта (создание АМ, рабочего производственного календаря, выпуск коллекции в нужный срок и в нужном количестве) ответственность за сроки, выход коллекции, ведение разработчиков - составление и принятие у них плана изделий - Анализ текущих изделий и заказов - понимание рентабельности (понимание рентабельности каждого, работа над ними, составление отчетности) уменьшение и работа над снижением себестоимости изделий (для увеличения маржинальности) - Работа в программе Мой склад и Честный знак (знание и опыт) - Создание Потребности и работа на наличие изделий - Работа нам масштабированием бренда (у бренда преимущественно ручная работа, но мы уже работаем над сотрудничествами с производствами как трикотажа, так и текстиля, работа над увеличением АМ и Количества на артикул) - увеличение подрядчиков, поиск вязальщиц ручной работы, понимание сколько людей не хватает Опыт и связи в этой области будут вашим преимуществом. - Коллаборации и их создание с полным включением (просчеты расходов и прибыли от данных коллекций) - Курирование наших вязальщиц (сведение к минимуму) !работа в связке с маркетингом для достижения целей роста и развития бренда! - Ответственность за команду (разработчкики, дизайнеры, полный контроль описаний) - Поиск и подбор материалов - Постоянная работа с производствами и периодические выезды туда (текстиль и трикотаж) работа с Китаем и Италией (поиск и привлечение новых подрядчиков: производства, материалы)",https://hh.ru/vacancy/125364458
Senior/Lead Product manager,101,,,,,,От 3 до 6 лет,ГПХ,5/2,,"ДМС, форма, бонус, бонусы","Развитием текущего функционала и созданием новых продуктов для платформы (В2В сегмент, работаем со средним и малым бизнесом). ",https://hh.ru/vacancy/125383909
Senior Project Manager / Product Owner,WebGears Services,,,,,,От 3 до 6 лет,ТК,5/2,,,"Управление задачами и приоритетами для нескольких проектов (Notion, Jira) Организация работы команд (до 5 человек): планирование, дейлики, ретроспективы. Участие в улучшении функциональности продуктов. Координация взаимодействия между разработчиками, дизайнерами и бизнесом. Составление и поддержание актуальных роадмапов и документации. Контроль выполнения задач и качества итоговых решений.",https://hh.ru/vacancy/124432422
Руководитель отдела продаж с функцией продакт - менеджера / Коммерческий директор,Бон-Групп,200.0,300.0,,,'1-1,От 3 до 6 лет,ТК,1/1,Ежемесячно,"форма, бонус",Управление продажами: — Организация и координация работы отдела продаж. — Работа с ключевыми метриками отдела: регулярный анализ данных и принятие решений на...,https://hh.ru/vacancy/125521228
Product manager / Продакт менеджер (швейное производство) Fashion,Miss X,150.0,,,,,От 1 года до 3 лет,ГПХ,5/2,,форма,"Разработка новых продуктов в соответствии с исследованиями рынка и трендами. Полное ведение процесса от идеи до вывода в продажу Взаимодействие с подрядчиками и производственным отделом для обеспечения соответствия продуктов стандартам качества и требованиям рынка Анализ трендов в актуальных сферах: одежда, нижнее белье, домашняя одежда Разработка календаря сезонности, контроль соблюдения сроков выпуска в продажу сезонных моделей Анализ деятельности конкурентов на маркетплейсах и розничном рынке (рф и зарубежные) Анализ продаж новых моделей для улучшения регламента ввода товаров в продажу Анализ отзывов на новые модели для их улучшения Мы ждем от кандидата: Опыт работы с созданием новинок на маркетплейсы и выводом их в продажу Опыт работы с брендами в нише «одежда» Опыт работы с швейным производством, экспериментальным цехом (понимание процесса, умение различать ткани и тд) Опыт управления задачами и командой Мы предлагаем : Работу на производстве (м. Полежаевская) - гибрид по согласованию Классную заряженную команду и коллектив профессионалов Рост и развитие вместе с ТОП-овым бредом",https://hh.ru/vacancy/125431574
Product Manager,HuntIT,,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Ведение процесса создания проекта (лендинга/сайта), от начала до готовности, участие на каждом этапе; Работа над ключевыми метриками (c2r;r2d;bounce rate; conversion rate) и улучшение показателей; Проведение А/Б тестов; Коммуникация с заказчиком на всех этапах создания проекта; Умение работать с инструментами аналитики (GA4;Hotjar;Amplituda;GTM;Tablo); Коммуникация и совместная работа с РО разработки; Разработка и работа с воронками для повышения конверсий; Планирование и участие в выстраивании приоритизации в работе команды; Анализ конкурентов, проведение ресерчей.",https://hh.ru/vacancy/125332115
Менеджер по закупкам ВЭД (продакт-менеджер),Карин,150.0,190.0,,,,От 3 до 6 лет,ТК,5/2,,,формирование и размещение заказов у зарубежных поставщиков обработка и сравнение полученных предложений получение выгодных условий по заказам и поиск новых поставщиков полное сопровождение закупки товара (от заказ до получения) претензионная работа с поставщиками формирование и отслеживание ассортимента и цен по закрепленным группам товаров выполнение поручений руководства,https://hh.ru/vacancy/125329283
Senior IT Product Manager (HR),Вкусно — и точка,,,,,,От 3 до 6 лет,ТК,5/2,,"форма, бонус","Управлять продуктами ИТ в направлении HR; Формировать стратегию/дорожные карты развития продуктов совместно с командой ИТ и бизнесом; Защищать бюджет; Взаимодействовать с другими продуктовыми командами; Работать с командой продукта и внутренними разработчиками; Развивать продукты на основе аналитических показателей и метрик; Проводить внутренние и кросс-функциональные встречи; Участвовать в презентациях и защите проектов перед топ-менеджментом Наши пожелания к знаниям и опыту: Опыт работы CPO в небольшой ИТ-компании или менеджером продукта в большой ИТ-компании; Опыт создания и развития b2c/b2b ИТ-продуктов; Опыт продуктовой разработки: генерация, анализ, расстановка приоритетов и реализация идей Опыт управления продуктовой командой; Знание продуктовой аналитики и опыт расчета экономики продукта; Умение анализировать данные, прогнозировать результаты и принимать решения на основе аналитики; Умение разговаривать с разработчиками и бизнесом на одном языке; Опыт сбора и проработки бизнес-требований, опыт подготовки и защиты бизнес-кейсов; Умение слушать и слышать стейкхолдеров, балансировать интересы сторон; Организаторские способности, настойчивое и позитивное отношение к изменениям, решительность; Понимание ключевых трендов и тенденций развития Digital&amp;IT; Знание английского языка будет преимуществом",https://hh.ru/vacancy/125470448
Продакт менеджер / Product manager (одежда),Попова Рузалина Наильевна,100.0,170.0,,,,От 1 года до 3 лет,ТК,5/2,,,Ценовой анализ конкурентных позиций. Предложение вариантов по расширению ассортимента. Работа с товарной матрицей. Ввод новинок. Анализ трендов и конкурентов. ,https://hh.ru/vacancy/125507120
Продакт-менеджер Nature's Bounty,Solgar,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, обучение","Подготовка и проведение презентаций/тренингов по продукции (для внутренних сотрудников и внешних партнеров) Работа с агентствами по разработке материалов и маркетинговых мероприятий, включая разработку креативных концепций Разработка, изготовление и улучшение информационных материалов Содействие в разработке и непосредственно выполнение маркетинговых стратегий по категориям продуктов Операционное планирование, разработка и внедрение маркетинговых активностей Работа с портфелем, включая анализ, планирование, подготовку и выведение на рынок новинок, обновление существующей линейки Эффективное взаимодействие с кросс-функциональными командами по бизнесу и ключевым проектам (Sales, Finance, Marketing, Medical, E-Com, Digital) Полевые визиты совместно с медицинскими представителями для развития бизнеса Разработка, защита и исполнение бренд-планов по категории Разработка и проведение работы бизнес-подразделения на цикловых совещаниях Мы ждем: Образование и опыт: Обязательно законченное высшее медицинское/фармацевтическое образование. Дополнительное образование в сфере маркетинга будет сильным преимуществом. Аналогичный опыт работы не менее 2х лет в отделе маркетинга фармацевтической или медицинской компании. Опыт управления проектами от идеи до реализации. Навыки и знания: Знание английского языка на уровне чтения профессиональной литературы и ведения переписки. Аналитические способности: умение работать с данными, анализировать продажи и на основе этого делать выводы и предлагать решения. Финансовая грамотность: понимание принципов составления и управления бюджетом (P&amp;L, планирование, исполнение, отчетность). Хорошие презентационные навыки, грамотная речь, умение работать с большой аудиторией 50+ человек MS Excel, MS PowerPoint – уверенный пользователь (сводные таблицы, построение диаграмм и графиков, создание презентаций). Знание Power BI будет плюсом. Личные качества: Ответственность, нацеленность на результат, организованность. Проактивная позиция, инициативность. Развитые лидерские качества и навыки работы в команде. Креативное мышление и способность генерировать новые идеи. Готовность к командировочной активности. Готовность работать в режиме многозадачности, высокая работоспособность и стрессоустойчивость. Желание учиться и развиваться в сфере маркетинга. Дополненные условия работы: Оформление по ТК РФ. Конкурентная заработная плата Ежеквартальная премия/бонус по результатам работы (KPI). ДМС после прохождения испытательного срока. Частичная компенсация питания/мобильной связи. Предоставляется корпоративный автомобиль, компенсация ГСМ. Оплачиваемые командировки. Обучение и развитие за счет компании (внутренние и внешние тренинги). Карьерный и профессиональный рост в международной компании. Молодая и профессиональная команда, современный офис Кандидаты без профильного образования (медицинское/фармацевтическое) не рассматриваются",https://hh.ru/vacancy/125436102
Product manager,ВижнЛабс (VisionLabs),,,,,,Более 6 лет,ТК,5/2,,"ДМС, премии","Сбор, анализ и приоритизация требований к продукту от внутренних и внешних заказчиков; Анализ рынка: мониторинг трендов в KYC, AML, OCR, компьютерном зрении, оценка конкурентов и поиск новых возможностей для развития продукта; Формирование дорожной карты продукта, планирование релизов и контроль их выполнения; Тесное взаимодействие с R&amp;D, Project Office и Sales на всех этапах жизненного цикла продукта; Работа с клиентами и партнерами: проведение пилотов, сбор обратной связи, помощь во внедрении решений. Необходимые навыки: Опыт в продуктовом менеджменте / управлении IT-проектами от 4 лет, желательно в банковской сфере, финтехе или смежных областях (KYC, AML, OCR); Аналитический склад ума; Опыт взаимодействия с разработчиками, регуляторами и финансовыми учреждениями; Умение самостоятельно принимать решения и ориентированность на результат; Хорошие знания английского языка; Умение выстраивать коммуникаций внутри компании. Большим плюсом будет: Опыт управления разработкой, с помощью гибких методологий agile и scrum Широкий кругозор в сфере IT (особенно в ML и CV) Мы готовы предложить: Высокий уровень дохода, а также квартальные и годовые премии; Соблюдение ТК, белая заработная плата; Возможна полностью удаленная работа, а также гибридный график или работа в комфортном офисе рядом с м. Курская, Чкаловская; Помимо этого, ДМС, английский язык, спортзал и много других приятных дополнений; Команду крутых разработчиков и учёных, интересные задачи и перспективные продукты.",https://hh.ru/vacancy/125538146
Junior Product Manager в европейскую фармацевтическую компанию,РОМФАРМА,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, обучение","организация и координация проектов по продвижению препаратов - разработка промоматериалов для работы медицинских представителей - установление и поддержание эффективных партнерских связей с лидерами мнения - организация и контроль участия компании в специализированных медицинских и фармацевтических мероприятиях федерального и регионального уровня, их сопровождение - обучение медицинских представителей.",https://hh.ru/vacancy/123844462
Product Manager в IT,Тарба Виталий Георгиевич,120.0,,,,,Нет опыта,ТК,6/1,,,Анализ и разработка продукта; Контроль команды проекты; Документирование всего процесса,https://hh.ru/vacancy/125316500
Продакт-менеджер,Polaris,260.0,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, подарки, обучение","Ведение всей цепочки от разработки товара до приема на склад; Стимулирование продаж в разных каналах сбыта; Формирование ассортимента и управление ассортиментом; Работа с поставщиками (Китай), контроль и управление поставками; Анализ и мониторинг рынка (цены, ассортимент, коммерческая политика и маркетинговая активность конкурентов); Переговоры с поставщиками и ключевыми клиентами; Ценообразование; Проведение обучения, презентаций; Контроль качества продукции.",https://hh.ru/vacancy/124188780
Продакт-менеджер,Арттекс,,,,,,От 3 до 6 лет,ТК,5/2,,форма,"Понимать, как клиенты используют наш продукт, чтобы создавать решения, которые реально улучшают их опыт. Анализировать конкурентов и придумывать, как наши...",https://hh.ru/vacancy/125492707
IT Product Manager,Группа компаний МЕДСИ,250.0,300.0,,,,От 3 до 6 лет,ТК,10/11,,"ДМС, форма, обучение","Выявлять ошибки и несоответствия в документах (истории болезни, выписки, согласия). Соблюдать требования Минздрава (в т.ч. Приказ 52н, МКБ...",https://hh.ru/vacancy/125263353
Продакт-менеджер/руководитель бизнес-юнита,Фрея,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Управление полным циклом продукта: от идеи до масштабирования. Оптимизацию текущих продуктов. Разработку стратегии развития продукта: анализ воронки, A/B-тестирование...",https://hh.ru/vacancy/125118413
Продуктовый маркетолог / Product Marketing Manager,Топассистент,,,,,,От 3 до 6 лет,ТК,5/2,,"медицинская страховка, форма","Разрабатывать маркетинговую коммуникацию для новых и существующих продуктов, с акцентом на рынки Европы (Эстонию и Финляндию). Формировать и реализовывать Go...",https://hh.ru/vacancy/125511934
Product manager/менеджер продукта,Абрашина Оксана Юрьевна,,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"форма, бонус, бонусы, обучение",Командировки в Киргизию: (ежеквартальные выезды в Киргизию для отладки сезонного ассортимента; проведение встреч с производителями и поставщиками). -Участие в процессе...,https://hh.ru/vacancy/125502624
