Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Бариста,Yumbaker,91.5,113.5,,,'8-12,От 1 года до 3 лет,ТК,"4/3, 8/12",,"питание, обучение, кофе","варить действительно вкусный кофе, вываривать из каждого сорта зерна максимум вкуса, делиться своими открытиями и эмоциями с нашими гостями и помогать им погружаться в кофейный мир, поддерживать порядок и чистоту на своем рабочем месте, развиваться самому и помогать команде становиться еще лучше.",https://hh.ru/vacancy/124967558
"Бариста Surf Coffee, Москва",Surf Coffee,60.0,80.0,,,,Нет опыта,ТК,5/2,,"питание, форма, униформа, премии, бонус, обучение, кофе","Приготовление напитков по стандартам компании Общение с гостями в формате дружеской беседы Работа с кассой и соблюдение чек-листов Участие в жизни кофейни, командных встречах и предложениях по улучшению Surf Coffee® — это больше, чем работа. Это сообщество, стиль жизни и возможности. Если хочешь расти, развиваться и быть частью команды, которая двигается вперёд — мы ждём именно тебя. We Are Greater Than I",https://hh.ru/vacancy/125050680
Бариста-кассир в ресторан “Quidi” (Патриаршие пруды),Ресторан Red Box,100.0,,,,,Нет опыта,ТК,5/2,,"питание, премии, бонус, бонусы, кофе",Готовить напитки и сервировать десерты. Поддерживать чистоту на рабочем месте. Работать с кассой. Консультировать гостей по меню.,https://hh.ru/vacancy/125124021
Флорист бариста,Chalet Green,2.5,3.5,,,,Нет опыта,ТК,82/2,,"форма, кофе, чай",Сборка и упаковка букетов по четким стандартам. - Продажа цветов и сопутствующих товаров с дружелюбным подходом к клиентам. - Ведение кассы и...,https://hh.ru/vacancy/125277892
"Тренер-бариста (специалист по чаю, кофе, по Москве, Московской области)",Старый Мастер,60.0,110.0,,,,От 1 года до 3 лет,ТК,5/2,,"обучение, проезд, кофе, чай","Проведение тренингов на территории клиента и в тренинг-центре Организация дегустаций и презентаций в паре с менеджером по продажам Настройка различного кофейного оборудования Участие в мероприятиях отдела, кофейных выставках Ведение отчетности о выполненных работах",https://hh.ru/vacancy/125488137
Бариста/Старший Бариста,Ильин Тимофей Альбертович,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,"премии, обучение, кофе","Полный функционал бариста, включая поддержание чистоты и порядка, оформление заказов, ротация продуктов. -Подбор и обучение персонала, контроль качества работы кофеен. -Составление графиков -Контроль и поддержание дисциплины среди сотрудников",https://hh.ru/vacancy/125283618
Бариста в кофейню ROASTER coffee,ROASTER кофе,80.0,110.0,6000.0,500.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",2 раза в месяц,"питание, кофе","Умение работать в команде. Грамотная речь. Ответственность, доброжелательность, готовность к обучению. Знание iiko (желательно). Рассмотрим кандидатов с опытом от 1...",https://hh.ru/vacancy/124632473
Бариста,Артисан Рус,90.0,120.0,,,,Нет опыта,ТК,"2/2, 3/3, 5/2",,"питание, бесплатное питание, форма, униформа, кофе","Приготовление напитков по стандартам specialty coffee; Общение с гостями, создание тёплой и дружелюбной атмосферы; Работа с кассой, открытие и закрытие смены; Поддержание чистоты и порядка на рабочем месте; Соблюдение стандартов кофейни.",https://hh.ru/vacancy/124971465
Бариста,Кофейня termos,95.0,110.0,4800.0,400.0,'16-17,От 1 года до 3 лет,ТК,"5/2, 16/17",,"питание, бонус, кофе","Приготовление напитков. Общение с гостями, контроль чистоты в зале. Работа с залом. Контроль соблюдения стандартов сервиса (friendly-сервис).",https://hh.ru/vacancy/124669631
"Бариста в сеть ""Правда кофе"" (м. Москва Сити, м. Румянцево, м. Киевская, м. Кутузовская)",Правда Кофе (ИП Жуков Алексей Владимирович),70.0,100.0,,,,Нет опыта,ТК,"5/2, 2/2, 4/3",2 раза в месяц,"подарки, обучение, кофе","Приготовление эспрессо и напитков на его основе; Настройка помола; Общение с гостями; Поддержание чистоты на рабочем месте; Приемка и продажа продукции; Открытие и закрытие смены. Мы отлично поладим, если: Страстно любишь кофе и готов подарить каждому гостю улыбку и ароматный напиток; Ответственен и пунктуален, чистоплотен; Работаешь на результат; Опытный бариста , либо только собираешься окунуться в мир кофе. Мы предлагаем отличные",https://hh.ru/vacancy/124488683
Старший бариста,BREW & VIBE,80.0,110.0,,,,От 1 года до 3 лет,ТК,"5/2, 2/2",2 раза в месяц,"бонус, бонусы, обучение, кофе",Организация работы за баром и оптимизация процессов работы. Контролировать работу <highlighttext>бариста</highlighttext> и мотивировать команду на. Формировать команду <highlighttext>бариста</highlighttext> - проводить собеседование...,https://hh.ru/vacancy/124835927
Бариста,Полукеева Евгения Алексеевна,80.0,,,,,От 1 года до 3 лет,ТК,"5/2, 2/2",Еженедельно,"питание, бесплатное питание, форма, обучение, кофе","Подготавливать кафе к приему гостей. - Готовить напитки (авторский кофе, чаи, лимонады, смузи, свежевыжатые соки и т.д.). - Работать за кассой. - ",https://hh.ru/vacancy/125277584
Бариста,Кофейня OMG! Coffee,100.0,110.0,,,12.0,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",,"питание, кофе",Приготовление кофе и напитков на его основе - Участие в инвентаризациях и ген. уборках - Подготовка рабочего места и поддержание его чистоты,https://hh.ru/vacancy/124882105
Бариста,Культурный код,80.0,,,,,От 1 года до 3 лет,ТК,"5/2, 7/30, 23/30",2 раза в месяц,"питание, бесплатное питание, кофе","Варить кофе, готовить наши фирменные напитки, наливать пиво и вино. Коммуницировать с гостями и поддерживать уникальную атмосферу концепции КК. ",https://hh.ru/vacancy/123323860
Бариста,MURPH,68.0,85.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"форма, кофе",Настройка эспрессо. Приготовление напитков по тех.картам. Предоставление хорошего сервиса в условиях to-go формата. Соблюдение рецептур и стандартов specialty. ,https://hh.ru/vacancy/124687400
Кассир-бариста,Печорин Групп,5.5,,4500.0,375.0,12.0,Нет опыта,ТК,"2/2, 4/2",2 раза в месяц,"питание, премии, скидки, кофе, чай","Место работы подбираем территориально! Каждое утро получать свежий ремесленный хлеб с хрустящей корочкой, потрясающую выпечку и десерты ручной работы Создавать уютную гостеприимную атмосферу Общаться с гостями, рассказывать про наш продукт и помогать им с выбором Готовить самый вкусный кофе на рожковой кофе-машине Поддерживать красоту, чистоту и порядок в зале/на торговой точке Работать в программе IIko: открытие и закрытие смены, отпуск продукции и ведение кассовой документации",https://hh.ru/vacancy/125375717
Бариста,Парсян Камо,80.0,90.0,,,,От 1 года до 3 лет,ТК,5/2,,кофе,"Приготовление горячих и холодных напитков ( капучино, латте , американо и тд) Быстрая и корректная работа с рожковой кофемашиной Поддержание чистоты рабочего места Прием и обслуживание заказов",https://hh.ru/vacancy/124893814
Бармен / бариста / чаймен,TEAHIRO,,90.0,,,'8-12,Нет опыта,ТК,8/12,2 раза в месяц,"бонус, чай",Общение с гостями и формирование атмосферы дружелюбия; Приготовление напитков по фирменным рецептурам; Контроль качества и времени выдачи напитков; Контроль за чистотой рабочего места и своевременная уборка; Работа за кассой. Что мы ожидаем: Пунктуальность Умение работать в команде Многозадачность Открытость к общению Готовность к открытиям,https://hh.ru/vacancy/124893887
Шеф-бариста,"Хорсъ, Кофейный дом",,,,,,От 1 года до 3 лет,ТК,5/2,,кофе,Управлять корпоративной кофейней и руководить командой бариста; Разрабатывать и внедрять в меню новые позиции и сезонные предложения; Вести внутреннюю отчетность и документооборот; Организовывать и проводить тренинги для сотрудников.,https://hh.ru/vacancy/124833057
Бармен/бариста (можно без опыта),Friends Forever by Nina Gudkova,75.0,,,,'10-12,Нет опыта,ТК,"10/12, 8/20, 11/23",,"питание, форма, кофе, чай","Готовить красивые и вкусные напитки (чай, кофе, лимонады, коктейли и т.д.) Поддерживать чистоту, атмосферу и уюту за барной стойкой Вежливо и качественно обслуживать наших гостей Рассматриваем резюме только с фото :) Наша вакансия также подойдет вам, если вы искали: работа бармен, работа в ресторане, без опыта работы, начинающий специалист без опыта, бармен без опыта, бариста без опыта, работа в ресторане, работа в кофейне, работа White Rabbit Family, Lucky Group, Novikov Group, Ginza Project, Кофемания, рестораны Раппопорта, Maison Dellos, BB group, Perelman People, Росинтер Ресторантс, Мираторг, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, Северяне, Доктор Живаго, Сибирь, Osteria Mario, Patriki, Чайхана, Вкусно и точка, Додо пицца, Шоколадница, Бургер Кинг, Burger King Теремок, Якитория, Брусника, Братья Караваевы, Хлеб Насущный",https://hh.ru/vacancy/123708599
Бариста,Entree,80.0,150.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе","приготовление первоклассных напитков в соответствии с рецептурой кафе. продажи выпечки и десертов с собой, работа на кассе.",https://hh.ru/vacancy/125295016
Старший бариста / шеф-бариста,Олехнович Владимир Николаевич,75.0,95.0,,,,От 3 до 6 лет,ТК,"5/2, 6/1",,"премии, скидки, обучение, кофе","Руководство командой бариста, обучение и развитие сотрудников. Поддержание высокого уровня качества напитков и обслуживания. Разработка новых рецептов и участие в создании сезонных меню. Контроль за соблюдением стандартов чистоты и безопасности на рабочем месте. Взаимодействие с поставщиками и контроль запасов.",https://hh.ru/vacancy/125473112
Бариста,Correas,82.0,95.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе, чай","Приготовление напитков на баре (кофе, лимонады, чаи, алкогольные коктейли) Принятие поставок Расчет столов Работа с сервисом яндекс доставки Проведение инвентаризации Чистота бара и пополнение товара со склада",https://hh.ru/vacancy/124771900
Бариста-кассир,Варданян Нарек Хачикович,80.0,,,,,От 1 года до 3 лет,ТК,"4/3, 5/2",,"питание, бесплатное питание, обучение, кофе",Готовить вкусный кофе. Работать с кассой iiko. Соблюдать стандарты качества и сервиса. Приходить вовремя и не душнить (по возможности..).,https://hh.ru/vacancy/125396517
Шеф-бариста в Кафе The Rink в Сколково,ОРГАНИК ГОЛЬФ,150.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"бонус, скидки, кофе",Осуществлять руководство и обеспечение бесперебойной работы бара. Обучать сотрудников и контролировать качественную отдачу напитков. Разрабатывать сезонные напитки. Предоставлять отчетность и...,https://hh.ru/vacancy/123344937
Бариста/ти-мейкер,TAPIERA TEA,75.0,,,,,Нет опыта,ТК,2/2,Ежемесячно,"форма, скидки",Создание уникальных напитков. Эксперименты и воплощение идей. Участие в событиях и тематических мероприятиях. Движение вперёд и развитие в любимом деле. ,https://hh.ru/vacancy/124860324
Бариста,Лаборатория Еды,72.0,110.0,4800.0,400.0,'10-15,Нет опыта,ТК,"2/2, 3/3, 5/2, 10/15",,"обучение, кофе","Встречать гостей так, чтобы у них сразу поднималось настроение (консультировать, шутить, советовать идеальный напиток). Виртуозно готовить кофе и наши фирменные напитки — чтобы после первого глотка глаза закрывались от счастья. Следить, чтобы витрина была идеальной, выкладка вызывала желание сфоткать и выложить в сторис. Открывать и закрывать смену, как настоящий хранитель кофейных ключей. Наша фишка: Проводим обучение, тимбилдинги и каппинги (будем прокачивать твои скиллы вместе). Работаем только на зерне 84+, сами варим солёную карамель. Бесплатная еда и напитки. Мы ищем тебя, если ты: Умеешь создавать в чашке не просто кофе, а базовый латте-арт (сердечко, тюльпан — то, что радует глаз). Знаешь, как настроить помол и подружиться с кофемашиной и не корчишь лицо, когда гость говорит « экспрессо ». Легко находишь общий язык с гостями, дружелюбен и не теряешься в час-пик. Будет огромным плюсом, если ты знаком с iiko или уже работал в HoReCa (администратором/менеджером).",https://hh.ru/vacancy/124703528
Бариста,СИНЕРГИЯ,85.0,,,,1.0,Нет опыта,ТК,"2/2, 5/2",2 раза в месяц,кофе,Приготовление горячих/холодных напитков. Работа с кассой (наличный и безналичный расчет). Поддержание чистоты оборудования и рабочего места.,https://hh.ru/vacancy/125469880
Бариста Campus Coffee,ОРГАНИК ГОЛЬФ,65.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, форма, бонус, скидки, кофе",Приготовление напитков по технологическим картам. Обслуживать Гостей по стандартам компании. Соблюдения чистоты и порядка в торговом помещении. Поддерживать атмосферу гостеприимства.,https://hh.ru/vacancy/124482561
Администратор-бариста в отель,Отель Менеджмент,6.0,7.5,,,,Нет опыта,ТК,1/3,2 раза в месяц,"бонус, бонусы, кофе","Встреча и размещение гостей отеля (3*) согласно стандартам Подтверждение существующих и оформление новых бронирований как &quot;онлайн&quot;, так и по телефону (не продажи) Обслуживание гостей мини-кафе, работа с кофемашиной Кассовая отчетность, передача смены",https://hh.ru/vacancy/124982542
Администратор-бариста в шоколадный бутик,Федоринина Ирина Анатольевна,80.0,,,,,От 1 года до 3 лет,ТК,2/2,,"бонус, бонусы, кофе","общение с гостями, помощь в выборе и продажи; —приготовление кофе посетителям; —помощь в отгрузке заказов; —ведение постов для Telegram-канала; —создание общей атмосферы уюта и гостеприимства.",https://hh.ru/vacancy/125118553
Бариста,New Game,4.4,4.4,,,,От 1 года до 3 лет,ТК,"5/2, 4/2, 2/2",,"бонус, бонусы, скидки, кофе",Приготовление кофе и других напитков на основе эспрессо. Выкладка и продажа выпечки. Ротация и принятие товара. Проведение инвентаризации. Обслуживание клиентов и поддержание чистоты рабочего места.,https://hh.ru/vacancy/125295221
Бариста в кофейню,Айрапетян Анжелика Мурадовна,4.2,5.0,4200.0,350.0,12.0,Нет опыта,ТК,"2/2, 3/3, 5/2",Еженедельно,"форма, бонус, бонусы, обучение, кофе","Продажа готовой еды и напитков; Приготовление кофе и других напитков (бариста); Выкладка продукции; Общение с покупателями; Работа с кассой и ведение отчетности. Кого мы ищем: Опыт не обязателен — всему научим. Ключевые запросы для поиска: продавец-кассир, бариста, работа без опыта, работа рядом с метро, продавец продуктов, продавец в магазин, работа с еженедельной оплатой, подработка.",https://hh.ru/vacancy/125272107
Бариста,Prosvet coffee,70.0,90.0,4320.0,360.0,12.0,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, кофе","Опыт работы на должности <highlighttext>бариста</highlighttext> будет преимуществом, но не обязателен. Отличные коммуникативные навыки. Пунктуальность, опрятность, работа в команде.",https://hh.ru/vacancy/124930053
Бармен-бариста (м. Улица 1905 года),Печорин Групп,4.5,6.0,4500.0,375.0,12.0,От 1 года до 3 лет,ТК,"3/2, 4/3, 5/2",2 раза в месяц,"питание, премии, скидки, кофе","Создавать уютную гостеприимную атмосферу Каждое утро получать свежий ремесленный хлеб с хрустящей корочкой, потрясающую выпечку и десерты ручной работы Общаться с гостями, рассказывать про наш продукт и помогать им с выбором Готовить авторские алкогольные и безалкогольные напитки по ТТК Готовить самый вкусный кофе на рожковой кофе-машине Контролировать приём кофейно - барной продукции Контролировать качество продуктов и соблюдать нормы САНПиН Поддерживать красоту, чистоту и порядок в зале/на торговой точке Работать в программе IIko: открытие и закрытие смены, отпуск продукции и ведение кассовой документации Работать с ЕГАИС и системой «честный знак»",https://hh.ru/vacancy/125205804
Бариста ONE PRICE COFFEE,Ван Груп Компани,,67.5,,,,Нет опыта,ТК,"5/2, 2/2, 4/3",,"форма, премии, бонус, бонусы, кофе, чай","Общаться с гостями и ориентировать в нашем меню. Готовить вкуснейшие напитки, соблюдая стандарты качества компании. Помогать гостям оплатить свой заказ...",https://hh.ru/vacancy/123392346
Бариста в кофейню,Skuratov Coffee,63.0,70.0,,,'7-10,Нет опыта,ТК,7/10,,"питание, корпоративное питание, обучение, кофе","От вас: Любить людей, быть открытыми и много учиться. Любить кофе и не бояться менять рынок вместе с нами.",https://hh.ru/vacancy/124415218
Бариста,A.V.M. Group,100.0,150.0,,,,От 1 года до 3 лет,ТК,"5/2, 6/1",,"бонус, бонусы, кофе","Приготовление холодных и горячих напитков. Помощь на кухне, если вдруг запара, приветствуется. Поддержание чистоты.",https://hh.ru/vacancy/125193033
Бариста,Ami Chaise,90.0,120.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,"кофе, чай","AMI CHAISE - кафе на завтраках с кофейным спешалти баром! * Обучаем работе с алкогольными позициями. * Готовить кофе, чай и сезонные напитки. * ",https://hh.ru/vacancy/124832755
Бариста,AVODAY coffee and tea,90.0,130.0,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",Еженедельно,кофе,"Ищем <highlighttext>бариста</highlighttext> с уверенным латте артом, аккуратным, общительным, ответственным, умеющим поддерживать чистоту в кофейне. Обязательно. Мед книжка.",https://hh.ru/vacancy/124483021
Бариста в кофейню (можно без опыта),Беликова Наталья Сергеевна,70.0,100.0,,,,Нет опыта,ТК,"5/2, 2/2, 3/3",,"обучение, кофе, чай","Приготовление напитков; Общение с покупателями; Выкладка продукции; Работа с кассой, отчетность.",https://hh.ru/vacancy/123926083
Бариста (Китай-город/Москва-сити/Стрешнево/Комсомольская/Речной вокзал/Нагатинская),Кофе Хауз,,65.0,,,,Нет опыта,ГПХ,30/15,,"обучение, кофе",Готовить напитки согласно стандартам компании. - Подавать наши супер десерты и еду собственного производства. - Поддерживать дружелюбную атмосферу в кофейне и заряжать...,https://hh.ru/vacancy/123904461
Бариста,Печатнов Александр Александрович,100.0,130.0,,,,Нет опыта,ТК,"5/2, 6/1",2 раза в месяц,,Обслуживание гостей на кассе Приготовление напитков Приготовление хот-догов и пончиков Соблюдение чистоты на рабочем месте Заказ продукции и контроль сроков годности,https://hh.ru/vacancy/124476297
Бариста,PIMS (ИП Босхомджиев Улюмджи Хейчиевич),,100.0,,,'8-10,Нет опыта,ТК,8/10,2 раза в месяц,"форма, бонус, бонусы","Качественное и быстрое приготовление напитков; Поддерживать порядок и чистоту на рабочем месте; Предоставление фирменного сервиса нашим гостям; Общение с гостями, работа за кассой; Поддерживать дружелюбную атмосферу с гостями и внутри коллектива; Соблюдение стандартов обслуживания и сервиса;",https://hh.ru/vacancy/123495625
Бариста - продавец в корпоративном кафе-шоуруме,ЭКО-ТЕКС,100.0,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,"форма, униформа, скидки, обучение, кофе","Работа за кассой. - Приготовление кофейных напитков. - Консультирование клиентов по ассортименту товара, представленном в шоуруме. - Участие в инвентаризациях, прием, выкладка и...",https://hh.ru/vacancy/125170269
Бариста в Speciality кофейню,СТИНОЛ,120.0,145.0,,,,Нет опыта,ТК,"2/2, 4/3, 3/3",,"обучение, кофе","Приготовление кофе и других напитков на основе молока в соответствии с рецептами - Обслуживание клиентов за стойкой - Поддержание чистоты и порядка на рабочем месте - Участие в инвентаризации и поддержании запасов Если вы готовы присоединиться к нашей команде и стать частью успешного бизнеса, то мы ждем ваше резюме.",https://hh.ru/vacancy/125320097
Бариста в корпоративное кафе,Группа компаний Кафетера,70.0,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"ДМС, страхование, питание, спецодежда, премии, подарки, обучение, кофе","Приготовление кофейных напитков, разных видов чая, соков, смузи. Пополнение ассортимента буфетной продукции. Повышение выручки бара за счет коммуникации с гостями...",https://hh.ru/vacancy/125489194
Бариста,"Какой кофе, мне б такой",0.3,0.4,400.0,33.333333333333336,12.0,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, кофе","Настройка эспрессо, приготовление кофейных и некофейных напитков Прием заказов, вынос еды и напитков к столикам Работа с кассой Приготовление заготовок Заказ продуктов Поддержание чистоты в баре",https://hh.ru/vacancy/125017466
Администратор-бариста в кофейню,Правительство Москвы,92.0,,,,,Нет опыта,ТК,2/2,,кофе,"Открытие и закрытие смены Контроль работы персонала, быть готовым подменить бариста на рабочем месте Заказ продукции, контроль остатков и сроков годности Работа с кассой Содержание кофейни в чистоте",https://hh.ru/vacancy/123761744
