Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
HR-аналитик,Группа компаний МЕДСИ,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Разработка методологии системы управления эффективностью (критерии оценки персонала); Разработка и внедрение систем оплаты труда, методологии оценки должностей, построение структуры дохода; Бюджетирование расходов на персонал и контроль исполнения бюджета; Реализация проектов по автоматизации процесса расчета, согласования и выплаты премий, разработка бизнес-требований на доработку IT-систем; Анализ рынка труда. Построение системы вилок заработных плат; Внедрение комплексной системы нормирования труда; Разработка и оптимизация ключевых бизнес-процессов Компании; Анализ бизнес и HR-показателей, составление аналитических отчетов, подготовка отчетных презентаций Аудит текущих функций материальной и нематериальной мотивации в компании. Разработка и внедрение стратегии блока C&amp;B, работающей на достижение стратегической цели компании. Работа с командой, отвечающей за материальную и нематериальную мотивацию в ГК Медси.",https://hh.ru/vacancy/119149486
HR аналитик,Ключевые Системы и Компоненты,250.0,,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,"форма, бонус, подарки, транспорт","Поддержание системы регулярной отчетности по функции управления персоналом; Построение и интерпретация отчетов и дашбордов для отслеживания ключевых показателей; Сопровождение существующих (анализ ключевых для производственной компании) и разработка новых HR-метрик, в том числе их согласование с заинтересованными должностными лицами-участниками процесса отчетности; Построение моделей и сценариев для прогнозирования и планирования HR-процессов; Сбор данных, анализ HR-метрик и оценка влияния на них различных факторов; Подготовка презентаций, в том числе по исследованию рынка и конкурентной среде. ДЛЯ РЕШЕНИЯ ЗАДАЧ ПОТРЕБУЕТСЯ: Высшее образование: техническое, математическое, финансы/экономика; Опыт работы в должности HR -аналитика от 3-х лет; Владение методами визуализации в Excel и Power BI; Уверенный пользователь ПК, знание 1С (ЗУП, ERP и пр.); Активная жизненная позиция, настойчивость в достижении цели, высокая работоспособность, дружелюбность, умение работать самостоятельно! ПРЕИМУЩЕСТВА РАБОТЫ У НАС: Официальное оформление согласно ТК РФ; Оклад 201 000 руб. до вычета налогов + ежемесячный бонус в размере 24% от оклада = 250 000 руб. в месяц до вычета. Годовой бонус в размере до 3-х окладов; Программы карьерного и профессионального роста; Забота о семье : новогодние подарки детям, компенсация путевок в лагерь, бесплатные секции для детей, материальная помощь в различных жизненных ситуациях и другое; Яркая корпоративная жизнь : волонтерские программы, конкурсы, досуговые мероприятия; Доступ в развивающим платформам : Alpina Digital, TES; График работы: 5/2 с 9:00-18:00, возможно гибкое начало и окончание рабочего дня, после испытательного срока возможен гибрид. Место работы: м Белорусская, 4й Лесной переулок, д4 в шаговой доступности от метро. Присоединяйтесь к нашей команде профессионалов прямо сейчас! Нажимайте на кнопку «Откликнуться» и в ближайшее время мы с Вами свяжемся.",https://hh.ru/vacancy/124443028
HR-аналитик,Самокат (ООО Умный ритейл),,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, бонус, бонусы, подарки, скидки","Разработка и составление регулярных аналитических отчетов по динамике подбора, укомплектованности, текучести и иным метрикам; Анализ командных трендов в динамике подбора, этапах воронки, конверсий, источников; Поиск западающих показателей, анализ причин, формирование гипотез для улучшения; Разработка и поддержание актуальности дашбордов по существующим HR-метрикам; Визуализация и автоматизация отчётности в BI-системах",https://hh.ru/vacancy/123668634
HR аналитик,Островок,,,,,,От 3 до 6 лет,ТК,5/2,,,"Формирование регулярных и ad-hoc отчетов; Сопровождение HR-дашбордов в Tableau; Создание и администрирование документов в Google Sheets; Работа с HR-данными: формирование запросов команде разработки на получение данных в DWH Vertica, подготовка SQL-запросов; Ответы на вопросы по текущим HR-инструментам: как считается тот или иной показатель, откуда берутся данные, как внести корректировки и пр.; Написание документации: техническая документация (Datahub, карты данных) и описание систем для пользователей (Confluence); Выявление зависимостей, инсайтов, формулирование и проверка гипотез, подготовка предложений. Для этого тебе понадобится: опыт работы в роли HR-аналитика / аналитика данных / BI-аналитика / бизнес-аналитика от 2-х лет; Продвинутый уровень владения Google Sheets (IMPORTRANGE, XMATCH, IF и пр.); Опыт построения отчетов и дашбордов в BI-системах (мы используем Tableau); Владение SQL не ниже среднего уровня: владение основными операторами (SELECT, JOIN, GROUP BY, агрегатные функции), написание подзапросов, оконных функций; Способность работать крайне внимательно, педантично подходить к проверке и обработке данных, замечать даже мелкие несоответствия; Инициативность в поддержке коллег и продвижении data-driven подхода: ты внимательно относишься к вопросам и стремишься сделать итоговое решение максимально полезным и простым; Хорошее знание математики, аналитическое и логическое мышление; Умение сделать коммуникацию с коллегами приятной и эффективной, способность объяснить сложные вещи просто и понятно; Владение письменным и устным английским на уровне не ниже Intermediate (B1). Будет плюсом: Опыт создания и ведения проектов по HR-аналитике; Опыт проведения аудита и разработки систем HR-метрик.",https://hh.ru/vacancy/124787778
HR-аналитик (расчет численности),МТС,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, страхование, питание, скидки","разрабатывать драйверные модели численности персонала технического блока; рассчитывать замеры деятельности при проектировании драйверных моделей; оценивать сервисные договора: рассчитывать трудозатраты, объемы ввода/вывода дополнительного персонала; подготавливать оппонирования для комитетов/топ-менеджмента компании; вести каталог драйверных моделей и эффектов согласования, участвовать в автоматизации драйверных моделей. Что мы ждем от кандидата: опыт разработки драйверных моделей численности, экономических моделей эффективности, анализа больших объемов данных; знание основ организационного дизайна. навык подготовки презентации аналитических материалов, анализа мероприятий по повышению эффективности; умение проводить переговоры и отстаивать свою позицию.",https://hh.ru/vacancy/124186526
HR аналитик (исследование рынка труда),ProfiStaff,150.0,200.0,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, бонус, бонусы","Мониторинг, исследование и анализ динамики рынка труда (зарплаты, предложения работодателей, запросы кандидатов) по запросу Клиентов. Сравнительный анализ конкурентных вакансий и условий. Взаимодействие с отраслевыми консультантами (департамент рекрутинга). Регулярная подготовка отраслевых отчетов и презентационных материалов. Анализ предложений по рынку заработных плат в разрезе ФОТ и условий труда. Организация сбора данных. Ведение базы данных по уровню зарплат в целевых категориях. Работа в ИТ платформе по формированию и агрегированию данных для отраслевых исследований.",https://hh.ru/vacancy/123657893
HR-аналитик,Инжиниринговый холдинг «эВ-групп»,,,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,"ДМС, обучение","Анализ эффективности сотрудников отдела закупок по основным метрикам (Количество закрытых заявок, количество договоров и спецификаций, конкурентных листов, оплат и т.д.). Выявление узких мест, трендов и точек роста в работе сотрудников и команд. Разработка обоснованных предложений по повышению эффективности и оптимизации процессов. Подготовка наглядных отчетов (Excel или google docs), презентаций. Взаимодействие с руководителями направлений.",https://hh.ru/vacancy/124191435
Менеджер по HR-аналитике и бюджетному контролю,МегаФон,,,,,,От 3 до 6 лет,ТК,5/2,,,Проводить план-факторный анализ отклонений расходов на персонал и численности. Проводить <highlighttext>HR</highlighttext>-<highlighttext>аналитику</highlighttext> по курируемым направлениям. Готовить и анализировать управленческую...,https://hh.ru/vacancy/124881108
HR аналитик,АЛРОСА,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма","Сбор и анализ данных по HR-метрикам, выявление причин отклонений, формирование прогноза и предложений по улучшениям; Формирование и ведение отчетности, преимущественно по численности и расходам на оплату труда, факторный анализ; Участие в процессе бюджетирования: численность, расходы на оплату труда и нематериальную мотивацию; Контроль использования бюджетов в зоне ответственности; Участие в HR-проектах; Участия в проектах организационных изменений и системы оплаты труда.",https://hh.ru/vacancy/123431417
Специалист по подбору персонала (медицинская клиника) с функциями HR-аналитика,ГБУЗ ПКБ №4 им. П. Б. Ганнушкина ДЗМ,120.0,,,,,От 1 года до 3 лет,ТК,"5/2, 30/16",,форма,"Полный цикл подбора (преимущественно на медицинские позиции): снятие требований к кандидату, описание вакансии, публикация, первичные телефонные и очные интервью, сопровождение кандидата по этапам отбора, коммуникация с нанимающими и согласующими вышестоящими руководителями подразделений до момента найма Скрининг резюме, проведение телефонных, видео- и первичных очных интервью Представление кандидатов руководителям соответствующих подразделений, назначение встреч, сбор обратной связи, отчетность Участие в других проектах отдела развития, связанных с адаптацией персонала и повышением вовлеченности: разработка и проведение вводных тренингов для новых сотрудников, популяризация бренда работодателя, развитие корпоративной культуры Участие в формировании системы HR-метрик, автоматизации процессов Визуализация данных Необходимые навыки, компетенции и личностные качества: 1. Релевантный опыт работы в области подбора персонала минимум от 1 года в качестве рекрутера (не нанимающего руководителя!) с полным циклом подбора от получения заявки до предложения о работе и успешным опытом закрытия от 10 вакансий в месяц. Кандидаты без подтвержденного опыта в подборе не рассматриваются! 2. Желателен и является преимуществом для кандидата опыт работы специалистом по подбору, рекрутером в медицинских клиниках, фармацевтических компаниях, подразделениях &quot;Медицина и Фармацевтика&quot; кадровых агентств 3. Законченное высшее образование (со специализацией в области управления персоналом либо психологии; в случае иного высшего обязательно наличие дополнительного образования (курсы, тренинги) в области подбора и оценки кандидатов) 3. Свободное владение техникой проведения интервью по компетенциям, интервью по технике STAR и другими методами оценки кандидатов, знание HR-метрик, отражающих эффективность подбора и адаптации 4. Грамотный русский язык (устный и письменный) 5. Высокий уровень коммуникативных компетенций, аккуратность, дисциплинированность, способность соблюдать дедлайны 7. Уверенный пользователь пакета Microsoft Office (свободное владение Excel, Power Point), умение работать с платформами-агрегаторами вакансий 8. Знание делового этикета и дресс-кода, готовность к их соблюдению, субординация, понимание специфики медицинской отрасли и государственного здравоохранения 9. Хорошие презентационные навыки (умение выступать публично, презентовать проекты) 10. Умение работать в режиме многозадачности, стратегическое мышление 11. Желание продолжать свое развитие в области рекрутмента. 12. Умение анализировать статистические данные и визуализировать их Для нас очень важно, чтобы наш будущий коллега обладал также следующими личными качествами: - доброжелательность, вежливость, эмпатия, позитивное мышление - оперативное решение возникающих проблем - коллегиальность, умение работать в команде - уважение к пациентам и коллегам",https://hh.ru/vacancy/124631187
HR-аналитик,Среда Возможностей,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, скидки, обучение","Сбор данных и подготовка отчетов по основным показателям эффективности. Подготовка <highlighttext>HR</highlighttext> <highlighttext>аналитики</highlighttext>. Подготовка выводов, аналитических справок, дашбордов, презентаций. ",https://hh.ru/vacancy/121046511
Руководитель проектов HR- аналитики,Альфа-Банк,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, скидки","Вывести аналитическую отчетность HR на качественно новый уровень. Построить/улучшить системы и процессы контроля качества данных, управления мастер-данными. ",https://hh.ru/vacancy/125043201
Менеджер по компенсациям и HR-аналитике (C&B),МЯСНОЙ ДОМ БОРОДИНА,,,,,'2-3,От 1 года до 3 лет,ТК,2/3,,"питание, подарки, обучение, транспорт","Управлять ФОТ и численностью — видеть цифры глубже, чем Excel. Запускать <highlighttext>HR</highlighttext>-<highlighttext>аналитику</highlighttext> нового уровня: отчётность, дашборды, автоматизация в 1С. ",https://hh.ru/vacancy/123912203
"HR-аналитик, бизнес-партнер (строительство)","Стройтрансгаз, ГК",,,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,"ДМС, форма","Реализация организационной трансформации и обеспечение организационного развития курируемых функций: выявление потребности по улучшению эффективности структуры, подготовка плана изменения структуры, участие совместно с руководителями в реализации инициатив бизнеса, направленных на достижение операционных и стратегических целей, поддержка руководства в период подготовки и внедрения организационных изменений; Стратегическое планирование человеческих ресурсов: методологическое и организационное лидирование процесса долгосрочного планирования человеческих ресурсов как части стратегического планирования; Разработка, коммуникация и контроль реализации принципов бюджетирования штата персонала (совместно с направлением компенсаций и льгот); Определение ключевых компетенций для развития и планирование мероприятий по их наращиванию (совместно с направлением обучения и развития и направлением подбора); Выстраивание принципов HR партнерства в группе компаний в соответствии с бизнес-стратегией; Выстраивание стратегических отношений с руководителями курируемых подразделений; Участие в аудите текущих процессов управления персоналом, в дизайне новых для обеспечения их соответствия бизнес-стратегии, ведение и участие в проектах по внедрению и совершенствованию HR-политик и процедур; Участие в обучении сотрудников внедряемым подходам и стандартам управления персоналом; Участие в процессе подбора персонала, обеспечение и контроль соблюдения сроков закрытия вакансий; Осуществление контроля HR-показателей в курируемых функциях, подготовка аналитических материалов; HR-поддержка и консультирование сотрудников курируемых подразделений по всем возникающим вопросам. Мы ждем от Вас: Высшее экономическое образование; Опыт работы в строительной организации на аналогичной должности не менее 2 лет; Знание основ бухгалтерского учета; Уверенный пользователь MS Office, 1С; Навыки анализа данных, работы с большими объемами информации.",https://hh.ru/vacancy/124377727
HR-аналитик/Менеджер по оценке персонала,Федеральная сеть книжных магазинов Читай-город,,100.0,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, бонусы, скидки, обучение","Администрирование системы оценки на портале: снятие отчётности, назначение тестирования, контроль достижений и назначение значков в профиле сотрудников; Сбор данных из разных источников по показателям эффективности сотрудников в рамках адаптации для принятия решения по испытательному сроку по всем должностям в магазинах; Сбор данных и формирование сводных отчётов для регулярного контроля уровня квалификации текущих сотрудников с целью принятия решений о повышении или понижении категории; Регулярные коммуникации в почте с сотрудниками по вопросам в рамках процедуры оценки; Настройка диаграмм и дашбордов для визуализации отчётности для разных категорий пользователей; Формирование ТЗ на автоматизацию расчётов; Коммуникации со службами и отделами по вопросам оценки; Формирование отчётности по ключевым показателям эффективности самого процесса оценки в Компании; Составление рейтингов по обученности и квалификации для коммуникаций; Создание дополнительных отчётов для руководства и HR-команды по запросу. НАШИ ОЖИДАНИЯ: Знание принципов работы HR-процессов: адаптация, оценка, обучение и развитие; Навыки работы с HR-аналитикой и построения аналитических моделей; Опытный пользователь MS Office, Excel - продвинутый пользователь (ВПР, СУММЕСЛИ, Сводные таблицы и т.д.); Навыки работы в программах по анализу и визуализации данных (Power BI или Fine BI) - будет преимуществом; Опыт формирование ТЗ на автоматизацию расчетов; Критическое мышление, ответственность, внимательность, обучаемость, готовность к работе с большим объемом информации, способность работать в команде, грамотная письменная и устная речь, постоянное самообучение и развитие.",https://hh.ru/vacancy/124559568
HR-аналитик,Детский мир,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, бонус, обучение","Проведение факторного анализа отклонений между фактическими показателями, операционным планом и бюджетом по ФОТ в разрезе розничных отделений, регионов и магазинов. Выявление и анализ причин существенных отклонений. Участие в формировании долгосрочных прогнозов с учётом изменяющихся условий работы формата, подготовка расчётных предпосылок по ФОТ магазинов. Мониторинг рыночных изменений, оценка их влияния на затраты по ФОТ, корректировка прогнозных моделей (включая долгосрочные). Обработка ad-hoc запросов от управляющего директора, финансового и операционного подразделений.",https://hh.ru/vacancy/121842280
Эксперт по оценке персонала (HR-аналитик – психометрик),Центральный банк Российской Федерации (Банк России),,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Разрабатывать новые продукты или решений в сфере психометрической диагностики под потребности клиентов. Работать с данными: обрабатывать, анализировать, выявлять тренды и...",https://hh.ru/vacancy/125282274
HR-аналитик,Центральный банк Российской Федерации (Банк России),,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение","Визуализация и стандартизация данных для принятия решений, подготовка аналитических отчетов Автоматизация и цифровизация HR-процессов Разработка дашбордов, внедрение практики применения дашбордов Мы ожидаем от Вас: Высшее образование Опыт работы в HR аналитике от 1 года Опыт создания и ведения отчетности по HR-метрикам Знание современных технологий в области управления персоналом, визуализации HR-метрик и обработки большого объема информации Знание Трудового кодекса РФ Продвинутый пользователь ПК (Word, Excel, PowerPoint, 1С, Apache Superset, Visio, Aris, Python) Умение выстраивать конструктивное взаимодействие с коллегами, нацеленность на профессиональное развитие, умение работать в условиях многозадачности, развитые навыки работы с большими объемами информации",https://hh.ru/vacancy/124646746
HR-аналитик / Менеджер по персоналу,Ключ,27.0,455.0,,,,От 3 до 6 лет,,64/27,,,"Владение всем процессом управления подбором персонала: включая размещение объявлений о вакансиях, отбор резюме, организацию собеседований, проверку анкетных данных, переговоры о заработной плате и представление должностных инструкций. Владение основными онлайновыми и оффлайновыми каналами подбора персонала в России (такими как HH.ru, Superjob.ru и т. д.) и различными новыми инструментами подбора персонала. Навыки анализа данных и способность оптимизировать процессы на основе данных о подборе персонала. Отличные коммуникативные и переговорные навыки, способность согласовывать потребности компании с ожиданиями кандидатов. Обладание определённым уровнем профессиональной чуткости, позволяющим быстро определять пригодность кандидатов для вакансий. Имение опыта работы в крупных российских предприятиях.",https://hh.ru/vacancy/124745932
HR-аналитик,Novabev Group,,,,,,От 1 года до 3 лет,ТК,5/2,,"подарки, обучение, кофе, чай","Интеграция данных между системами (ЗУП, ERP, BI); Разработка отчетов в BI по производственной и HR-аналитики; Автоматизация процессов формирования корпоративной и кадровой отчетности; Мониторинг заработных плат; Разработка калькуляторов численности и других инструментов ресурсного планирования с последующей оцифровкой. Ключевые требования к кандидату: Хорошее знание архитектура кадровых систем (SAP, 1C); Опыт разработки отчетов в BI; Опыт интеграции данных между системами; Опыт работы с SQL, python, WBA; Знание формирования показателей для HR- метрик (CCЧ, текучесть, выбытие, конверсия найма, производительность и прочее).",https://hh.ru/vacancy/124529438
HR-аналитик для команд рекрутмента Городских Сервисов,Яндекс,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, премии","Команда <highlighttext>HR</highlighttext>-<highlighttext>аналитики</highlighttext> в Яндексе обрабатывает данные о сотрудниках, выдвигает гипотезы, отслеживает изменения и анализирует их влияние на бизнес. ",https://hh.ru/vacancy/125243785
