Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Продавец-кассир в бутик Lacoste,LACOSTE,70.0,,,,,Нет опыта,ТК,5/2,Ежемесячно,"форма, бонус, бонусы, скидки",Выполнение личного плана продаж и показателей эффективности. Поддержание высокого уровня клиентского сервиса и выстраивание долгосрочных отношений с клиентами. ,https://hh.ru/vacancy/122186463
Кассир в поликлинику,ФГБУ НМХЦ им. Н. И. Пирогова Минздрава России,,,,,,Нет опыта,ТК,64/27,,,"правила работы с компьютерной и организационной техникой составление отчётов, ведение кассовой книги соблюдение правил техники безопасности находить общий язык с пациентами",https://hh.ru/vacancy/125311984
Мобильный кассир в Золотое Яблоко,Бьюти-ретейлер Золотое Яблоко,100.0,,,,,Нет опыта,ТК,5/2,,"ДМС, премии, скидки",Формировать финальное впечатление клиентов о магазине. Рассчитывать покупателей на кассе (наличный/безналичный расчет). Работать с подарочными сертификатами и дисконтными картами.,https://hh.ru/vacancy/124698352
Кассир в ресторан «Дымзавод» (м. Фрунзенская),Дымзавод,80.0,,,,12.0,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"питание, бесплатное питание","Расчёт гостевых столов, контроль чеков официантов; Открытие и закрытие кассового дня; Принятие наличной и безналичной оплаты; Принятие и оформление оплаты ; Ведение отчетной документации - минимуму бюрократии. Работа с депозитами; Произведение смешанной оплаты; Задачи: Расчёт гостевых столов, контроль чеков официантов; Открытие и закрытие кассового дня; Принятие наличной и безналичной оплаты; Принятие и оформление оплаты ; Ведение отчетной документации - минимуму бюрократии. Работа с депозитами; Произведение смешанной оплаты; Нам важно: Опыт работы на должности кассира в ресторанной сфере; Опыт работы с двумя фискальными регистрами; Исполнительность, ответственность, внимательность. Опыт работы с системой iiko Что предлагаем: Смена 4500 р/смена, 12 часов(375р/час); Гоафик работы 2/2, рабочее время с вс-чт 15:00-3:00, с пт по сб 17:00-5:00 Своевременные выплаты зработной платы, 2 раза в месяц, без задержек.; Бесплатное питание (вкусное!) + возможность питания по меню; Компенсация такси домой после смены; Оплачиваемый отпуск сотрудникам; Экологичный топ-менеджмент, который на одной волне, готов слышать, слушать и всегда открыт к предложениям!",https://hh.ru/vacancy/125337611
Кассир,ФГБУ Медицинский Стоматологический Центр Министерства Обороны Российской Федерации,80.0,,,,,От 3 до 6 лет,ТК,5/2,Ежемесячно,,"Ведение кассовых операций в 1С.Бухгалтерия, счета 205; 201.34; 201.23 Прием наличных денежных средств; безналичная оплата через эквайринг Ежемесячная инвентаризация кассы Подготовка справок на налоговый вычет",https://hh.ru/vacancy/124555590
Кассир,Гагава Ресторантс,,82.0,,,'10-11,Нет опыта,ТК,"5/2, 6/1, 10/11",2 раза в месяц,"питание, бесплатное питание, форма, униформа","Что делать - общение с гостями, работа на кассе, сбор заказов, поддерживать чистоту на рабочем месте, пополнение запасов, приготовление напитков и...",https://hh.ru/vacancy/124423985
Буфетчик/Продавец-кассир в буфет при военной академии,ВОЕНТОРГ-МОСКВА,89.4,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,,"Заказ, приемка и реализация буфетной продукции; Выкладка товара, оформление ценниками; Оформление сопроводительной документации, товарных отчетов; Соблюдение кассовой дисциплины, кассовая отчетность; Обслуживание и консультирование покупателей; Уборка буфета; Выполнение требований санитарных норм и правил.",https://hh.ru/vacancy/125204211
Продавец-кассир,Лях Олег Владимирович,120.0,,,,'2-3,Нет опыта,ТК,"5/2, 2/3",,премии,грамотная презентация товара; обеспечение высокого уровня обслуживания клиентов; работа на кассовом аппарате; распаковка/прием/счёт товара; соблюдение порядка.,https://hh.ru/vacancy/124767689
Продавец-кассир JUSTSPORT ЦДМ,А СПОРТ,78.0,,,,,Нет опыта,ТК,2/2,,"бонус, бонусы, скидки, обучение",Обеспечивать высокий сервис обслуживания клиентов. ⁠ ⁠Выполнять личный план продаж. ⁠ ⁠Консультировать клиентов по текущему ассортименту и основам «сникер-культуры». ⁠ ⁠,https://hh.ru/vacancy/124168761
Кассир в корпоративную столовую,Брусника,85.0,85.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,питание,Организация и обеспечение высокого уровня обслуживания гостей; Реализация товаров и обслуживание гостей на кассе (наличный и безналичный расчет); Выкладка штучного товара на витрину; Контроль чистоты и порядка на рабочем месте; Участие в проведении инвентаризации;,https://hh.ru/vacancy/124961900
Продавец-кассир JUSTSPORT Океания,А СПОРТ,70.0,,,,,Нет опыта,ТК,"2/2, 5/2",,"бонус, бонусы, скидки, обучение",Обеспечивать высокий сервис обслуживания клиентов. ⁠ ⁠Выполнять личный план продаж. ⁠ ⁠Консультировать клиентов по текущему ассортименту и основам «сникер-культуры». ⁠ ⁠,https://hh.ru/vacancy/124169569
Консультант-кассир,WineStyle,85.0,,,,,Нет опыта,ТК,2/2,,"скидки, обучение",Поддержанием порядка в зале: уютная и чистая атмосфера обеспечит комфортное пребывание вам и нашим клиентам. Доступ к онлайн-библиотеке (книги...,https://hh.ru/vacancy/125235947
Кассир,Огни Баку,75.0,,,,,От 1 года до 3 лет,ТК,2/2,,питание,"Открытие/закрытие смены по стандартам компании; Расчет гостей; Прием и сбор заказов Яндекс, Деливери.",https://hh.ru/vacancy/124888965
Кассир в корпоративную столовую,Никс,84.5,109.5,,,,Нет опыта,ТК,5/2,,"питание, бесплатное питание, форма, униформа, обучение, общежитие","Образование c\c. Опыт работы желателен. Знание компьютера на уровне пользователя. Вежливость, аккуратность, опрятность, желание работать и зарабатывать.",https://hh.ru/vacancy/123665780
Продавец-кассир,ЕГС Компания,60.0,,,,'6-8,Нет опыта,ТК,"5/2, 6/8",,,"Работа на кассе, кассовая отчётность • Активные продажи в торговом зале и в примерочной • Консультирование покупателей по ассортименту магазина • Поддержание порядка • Оформление витрин и представление коллекций в зале, поддержка мерчендайзинга магазина • Участие в приеме и разборе поставки",https://hh.ru/vacancy/124172464
Кассир в столовую,Мангуст,70.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"питание, бесплатное питание","Обслуживание гостей на кассе (наличный, безналичный расчет) в программе iiko; Выкладка штучного товара (шоколад, напитки) в прикассовой зоне.",https://hh.ru/vacancy/124501665
Продавец-кассир (ТЦ Columbus),Marc O'Polo RUS,,,,,,Нет опыта,ТК,2/2,,форма,"Оказание высокого уровня сервиса клиентам Консультирование по ассортименту, составление total-look Создание гостеприимной атмосферы и настроения в магазине Работа с клиентской базой Выполнение коммерческих показателей магазина Участие в презентации товара в магазине: соблюдение стандартов мерчандайзинга, своевременная подсортировка Обслуживание клиентов на кассе Наше предложение: Работа в международной компании с демократичной корпоративной культурой Полное соблюдение норм законодательства График 2/2 Мотивация фикс + % от личных продаж Возможность приобретать продукцию бренда по привлекательным ценам + форма &quot;Экологичная&quot; атмосфера работы: в работе мы полностью придерживаемся наших ценностей: естественность, простота, инновации, качество, индивидуальность. Фокус на результат , а не на процесс People management - ценность сотрудников и забота о них",https://hh.ru/vacancy/124263754
Продавец-кассир (ТЦ Авеню),MODI,,,,,,Нет опыта,ТК,3/3,Ежемесячно,"премии, подарки, обучение","Позитивное и эффективное консультирование покупателей; Оформление покупок на кассе; Соблюдение стандартов по мерчендайзингу; Выполнение плановых показателей; Подсортировка товара в магазине. Что мы хотим видеть: Огромное желание учиться новому; Желание развиваться в продажах и зарабатывать ; Готовность много общаться с новыми и интересными людьми; Знание кассовой дисциплины будет преимуществом. Но мы всегда сможем обучить; Готовность работать в интенсивном режиме. Мы открыли более 100 магазинов, но останавливаться на достигнутом не собираемся. Мы хотим сделать modi fun shop доступным для всех. Чтобы у каждого была возможность зайти к нам и унести с собой частичку позитива и добра, где бы они ни находились. Мы будем рады видеть тебя в нашей команде!",https://hh.ru/vacancy/123668472
Кассир-операционист,Техцентр Amg garage,80.0,85.0,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,кофе,"Прием и оформление платежных документов по заказ нарядам Осуществлять операции по приему, учету, выдаче и хранению денежных средств с обязательным соблюдением правил, обеспечивающих их сохранность Обслуживание клиентов по банковским картам и платежным поручениям Ведение кассовых операций Выполнение поручений руководителя",https://hh.ru/vacancy/125147501
Продавец-кассир в аниме-магазин,Мир Хобби,,,,,,Нет опыта,ТК,5/2,,чай,"Быть всегда на волне трендов: изучать новинки аниме, манги и прочих явлений японской культуры. Умение увлекать: объяснять и рассказывать о...",https://hh.ru/vacancy/125120785
Кассир,Федеральное государственное казенное учреждение Служба Социально-Бытового Обеспечения,45.0,50.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание","Р абота с денежными средствами (прием, выдача), обеспечение их сохранности; • Правильное ведение кассовой отчетности, оформление документации;",https://hh.ru/vacancy/125203566
Кассир в столовую,Трапеза,,,,,'5-10,От 1 года до 3 лет,ТК,"5/10, 2/3, 5/2",2 раза в месяц,"питание, кофе, чай","обслуживание гостей на линии раздачи, ведение ОДДС, меню в печатный вид и в кипер каждый день, приготовление авторских чаев по ТТК (5-10 шт на 2-3 дня 4 вида), соки по стаканам, расстановка соответствующих ценников, распечатка новых ценников.",https://hh.ru/vacancy/124276059
Билетный кассир,ГБУК г. Москвы Московский театр иллюзии,60.0,70.0,,,,От 1 года до 3 лет,ТК,6/1,,форма,"продажа билетов в кассе театра. Консультирование клиентов по телефону, рассылка информации о мероприятиях по клиентской базе. входящие и исходящие звонки.",https://hh.ru/vacancy/124066489
