Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Официант,Атлантика Бистро,230.0,250.0,,,,От 1 года до 3 лет,ТК,2/2,Еженедельно,,консультирование гостей по меню и напиткам -поддержание чистоты на рабочем месте -соблюдение стандартов сервиса Atlanatica Bistrot От кандидата мы ждем : -опыт работы от 1 года -внимание к деталям -наличие медицинской книжки или готовность ее оформить,https://hh.ru/vacancy/125069068
Официант в сеть ресторанов,Смарт Рекрутинг,150.0,300.0,,,,Нет опыта,ТК,6/1,,"питание, форма, бонус, обучение",Обслуживание гостей согласно стандартам сервиса; Прием заказов и консультирование по меню; Подача блюд и напитков; Поддержание чистоты и порядка на рабочем месте; Работа с кассой и расчет гостей. ​​​​​​ Преимущества работы у нас: Бесплатное трехразовое питание для сотрудников; Бесплатная форма для сотрудников; Обучение за счет компании; Дружный коллектив и поддержка наставников; Официальное трудоустройство по ТК РФ; Бонус по программе &quot;Приведи друга&quot; 20 000. Откликайся и становись частью нашей команды!,https://hh.ru/vacancy/124645492
Официант в кафе кондитерскую,"Волконский, кондитерская",80.0,,,,,Нет опыта,ТК,"2/2, 5/2, 4/3, 3/3",Ежемесячно,"питание, форма, премии, обучение","Приветствие и обслуживание гостей с улыбкой и дружелюбием; Консультирование гостей по меню и помощь в выборе десертов; Принятие заказов и их оперативная обработка; Подача блюд и напитков с соблюдением стандартов сервировки; Поддержание чистоты и порядка в зоне обслуживания и на рабочем месте. Условия работы: Удобные графики работы 2/2, 5/2, 4/3, 3/3 График работы: гибкий ; Дружелюбная и поддерживающая рабочая атмосфера; Возможности профессионального роста и развития. Достойная ставка + ежемесячные премии ; Корпоративное обучение; Оплачиваемую стажировку ; Официальное трудоустройство, оплачиваемые отпуска и больничные; Красивая форма и стафф-питание; Оплата медицинской книжки; М Сухаревская М. Войковская МЦК Балтийская М. Арбатская М.Новокузнецкая М.ЦСКА Если вы готовы присоединиться к нашей дружной команде и создавать незабываемые впечатления для наших гостей, нажмите кнопку &quot;откликнуться&quot; или позвоните нам по номеру указанному в описании. Мы будем рады рассмотреть вашу кандидатуру и пригласить вас на собеседование. Добро пожаловать в &quot;Волконский&quot;! Присоединяйтесь к нашей команде и начните свой путь в индустрии гостеприимства вместе с нами!",https://hh.ru/vacancy/123120816
Официант,фрателло,120.0,250.0,,,,Нет опыта,ТК,5/2,,,Знание меню Общение с гостями,https://hh.ru/vacancy/125155196
Официант в ресторанную группу FO'X (центр города Петровка),FO’X,200.0,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2, 4/3, 4/2",2 раза в месяц,"ДМС, питание, премии, бонус","При необходимости помощь штатного визажиста ( легкий макияж +укладка перед сменой). FO'X​​​​​​​ разбивает стандарты и клише, чтобы поддерживать WOW-уровень...",https://hh.ru/vacancy/125162936
Официант бара City space,Swissotel Красные Холмы,,,,,,Нет опыта,ТК,5/2,Ежемесячно,"ДМС, питание, бесплатное питание, форма, премии",обслуживание посетителей. - работа с наличными деньгами и платежными картами. - предоставление информации о работе гостиницы.,https://hh.ru/vacancy/118463194
Официант,Salone Pasta&Bar,180.0,,3000.0,250.0,'12-14,От 1 года до 3 лет,ТК,"12/14, 2/2, 3/3",,"питание, форма, развозка, чай","Salone – это ведущий проект знаковой ресторанной команды Atelier Family, с итальянской кухней в лучших ее проявлениях. Мы собираем яркую и харизматичную команду для подготовки к сезону. Что мы предлагаем: • Официальное трудоустройство; • Смены по 12-14 часов и гибкий график в формате 2/2 или 3/3, благодаря которому ты сможешь выстроить идеальный work-life balance; • Трёхразовое питание, скидка во всех ресторанах Italy&amp;co; • Развозка до дома от ресторана, потому что для нас важно, чтобы на работе ты зарабатывал, а не тратил; • Регулярные тренинги, с помощью которых твои профессиональные навыки и чувство вкуса выйдут на новый, гораздо более высокий качественный уровень; • Возможность стать частью дружного коллектива; • Перспективу дальнейшего карьерного развития как в ресторане, так и в других наших проектах, в том числе за пределами РФ. Кого мы ищем: • тех, кто любит людей и ценит себя; • понимает, что работа должна приносить удовольствие; • хочет учиться новому; • любит вкусную еду, вино и коктейли, разбирается в гастрономии, интересуется ресторанной жизнью; • готов быть командным игроком, приносящим пользу не только себе, но и всему коллективу; • опыт работы обязателен в топовых ресторанах Москвы и Петербурга (Рестораны Арама Мнацаканова, Duo band, Lucky group, Dream Team, Fresa’s, Ava) 250₽ час + общий чай команды + процент от личных продаж",https://hh.ru/vacancy/124490491
Официант (отель),"Radisson Blu Olympiyskiy Hotel, Moscow",,,,,,Нет опыта,ТК,5/2,,"ДМС, питание, форма, униформа, обучение","Создавать уютную и приветливую атмосферу в зале ресторана; Общаться с гостями и принимать заказы; Обслуживать гостей в соответствии концепцией ресторана; Участвовать в плановой уборке и инвентаризации; Сервировать зал. Наши ожидания: Опыт работы в ресторанной/гостиничной индустрии приветствуется; Интерес к сфере обслуживания, клиентоцентричность; Владение системой Micros - как преимущество; Уверенный пользователь ПК; Английский язык - разговорный; Знание и соблюдение этикета; Знание кассовой дисциплины; Умение работать в команде.",https://hh.ru/vacancy/125116204
Отельный официант в клубный дом,Ресторанный комплекс Подмосковные вечера,150.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 5/2, 2/5",,"питание, чай","1. Сервировка стола в соответствии с установленными стандартами; 2. Контроль чистоты, состояние и комплектность приборов, посуды, скатертей и салфеток; 3. Работа с меню; 4. Консультирование гостей ресторана об особенностях блюд и напитков. 5. Прием заказов от гостей ресторана. 6. Участие в инвентаризации посуды, стекла, приборов; 7. Подача блюд и напитков согласно установленным правилам обслуживания. 8. Предоставлять счет гостям, получать плату по счетам. 9. Информировать руководство ресторана об имеющихся недостатках в обслуживании гостей, принимать меры к их ликвидации. Требования к кандидатам: 1. Опыт работы официантом в сегменте премиум от 2 лет, опыт работы в отелях; 2. Знание свободного разговорного английского ОБЯЗАТЕЛЬНО! 3. Знание стандартов сервировки и обслуживания; 4. Опыт работы в R-Keeper; 5. Опыт работы с банкетами; 6. Активность, и желание быть в самом центре мероприятий, организованных на самом высоком уровне! Условия работы: 1. График работы сменный 2/2, 3/3, 5/2, 2/5 - любой удобный для вас. Время начала и окончания рабочего дня с 11.00 до 23.00; 2. Выход в смену от 7 000 руб. + % от банкетов, &quot;чай&quot; (зависит от опыта и квалификации); 3. Бесплатное проживание в доме для сотрудников на территории ресторанного комплекса; 4. Корпоративное 3-хразовое питание; 5. Оформление медкнижки, ежегодный медицинский осмотр за счет работодателя; 6. Собственная парковка для автомобилей сотрудников; 7. Действует система A la carte",https://hh.ru/vacancy/124900516
Официант в гастро-особняк,Орбита by Ваня Дмитриенко,120.0,150.0,,,,Нет опыта,ТК,4/3,,питание,"Консультировать гостей по меню и барной карте. Обслуживать гостей по стандартам сервиса. Поддерживать атмосферу вайба в гастро-особняке, за которой...",https://hh.ru/vacancy/124846019
Официант в ресторан ПОЛЕ,Зубовская площадь,200.0,,,,,От 1 года до 3 лет,ТК,"2/2, 4/2",,"питание, корпоративное питание, форма","Любить то, чем ты занимаешься. Предоставлять премиальный сервис нашим гостям. Профессионально консультировать в выборе блюд и напитков. Наше представление о...",https://hh.ru/vacancy/125445711
Официант в ресторан Saviv (Москва),Fresa'S Group,130.0,160.0,,,'10-12,Нет опыта,ТК,10/12,,,"Консультирование гостей, помощь в выборе блюд и напитков. Соблюдение стандартов сервиса и гостеприимства. Поддержание доброжелательной атмосферы. Подготовка ресторана к открытию...",https://hh.ru/vacancy/123943624
Официант на утро в ресторан (Арбатская),Олимп,180.0,,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"питание, бесплатное питание, чай",Базовые задачи официанта по обслуживанию гостей Активная рекомендация нужных позиций Меню Подготовка зала к работе Поддержание на столах чистоты Создание и поддержание атмосферы в заведении Позитивное общение с гостями,https://hh.ru/vacancy/124563634
"Официант в ресторан ""800С Contemporary Steak""",il FORNO Group,250.0,,,,'10-12,От 1 года до 3 лет,ТК,10/12,,"питание, бесплатное питание","Создание в ресторане атмосферы гостеприимства. Помощь в выборе самых вкусных блюд и напитков, у нас уникальные стейки и более 15...",https://hh.ru/vacancy/123608922
Официант в ресторан (м. Таганская),Комаки,150.0,,,,12.0,От 1 года до 3 лет,ТК,5/2,,"питание, бесплатное питание",Обслуживание гостей ресторана; Соблюдение стандартов сервиса; Использование индивидуального подхода к каждому гостю; Создание в ресторане атмосферы гостеприимства.,https://hh.ru/vacancy/125119042
Официант в ресторан Премиум «ᗩᗰ.ᑭᗰ» Zizarté Group ( Хамовники),RESTO CLUB (ООО Компания ТМ),180.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3, 4/2, 8/12",,питание,"Делиться гостеприимством и создавать правильный вайб в ресторане; ﻿﻿Показывать гостям высокий сервис и атмосферу ресторана; Общаться с интересными гостями; Требования к нашему кандидату: Релевантный опыт в ресторанах премиального сегмента последние 2 года;; Неравнодушие к индустрии, желание следить за трендами; Твою яркую индивидуальность; ﻿﻿Проактивность и стремление узнавать новое; Умение найти индивидуальный подход к каждому гостю; Гостеприимство в твоем ДНК! Готовность приступить к работе:) Резюме рассматриваем с наличием фото и указанной датой рождения! Ждём Ваши отклики!",https://hh.ru/vacancy/125265667
Официант в ресторан Zodiac,Ресторан Zodiac,100.0,130.0,,,,От 1 года до 3 лет,ТК,2/2,,премии,"Обслуживание гостей согласно стандартам сервиса - Консультирование гостей об особенностях блюд и напитков меню - Подготовка зала к открытию и закрытию смены - Поддержание общения с гостями и обратная связь о качестве блюд, напитков и атмосфере ресторана Мы предлагаем тебе: График работы 2\2, 3\2 Оформление по ТК РФ; Ставка 2500р + премии + чаевые, в среднем 4500-5000 рублей за смену Выплаты заработной платы без задержек 100% белая заработная плата, оплата отпускных и больничных Пешая доступность от м. Смоленская",https://hh.ru/vacancy/125324319
Официант в ресторан MAMA TUTA (На Патриарших),Рестораны Арама Мнацаканова,170.0,,,,,От 1 года до 3 лет,ТК,"3/2, 2/2",,"ДМС, питание, премии, обучение, чай","Обслуживать гостей в соответствии со стандартами, принятыми в компании. Создавать уютную и гостеприимную атмосферу.",https://hh.ru/vacancy/124601877
Официант,"Подмосковная Слобода, обособленное подразделение г. Истра",95.0,,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"ДМС, питание, бесплатное питание, транспорт","подготовка зала ресторана к обслуживанию гостей; принимать заказы от гостей, оказывать помощь при выборе блюд и напитков; ориентировать гостя по времени приготовления заказанных блюд; сервировать стол, подавать блюда и напитки; производить с гостем расчет за заказ; осуществлять своевременную уборку столов; обслуживать гостей в соответствии с действующими стандартами обслуживания.",https://hh.ru/vacancy/115511470
Официант,Honey Bunny,300.0,,,,,Нет опыта,ТК,5/2,,обучение,Консультация гостей по меню заведения. Обслуживание столов в соответствии со стандартами заведения. Соблюдать и поддерживать чистоту в зале.,https://hh.ru/vacancy/124883889
Официант,ресторан Аист,190.0,,,,,От 1 года до 3 лет,ТК,2/2,,"питание, чай","сервировка столов комплектностью приборов -контроль за чистотой приборов, посуды, скатертями и салфетками -изучение меню, знание основных и сезонных блюд и напитков, предлагаемых гостям -консультирование гостей ресторана об особенностях блюд и напитков -оказание помощи при составлении заказа -подача блюд и напитков согласно установленным правилам обслуживания -создание в ресторане атмосферы гостеприимства (отношение к гостям, манера поведения, внешний вид)",https://hh.ru/vacancy/124980141
Официант VIP,DoubleTree by Hilton Moscow - Marina Hotel,,,,,,От 1 года до 3 лет,ТК,2/2,,"ДМС, медицинская страховка, питание, бесплатное питание, форма, униформа","обслуживание по стандартам сервиса создание гостеприимной атмосферы Наши ожидания: опыт работы в аналогичной/ похожей должности / возможно личным официантом знание культуры и регламентов обслуживания на высшем уровне способность быстро адаптироваться к изменениям графика ответственность, организованность и внимательность к деталям коммуникабельность, грамотная речь опрятный внешний вид, доброжелательность, тактичность",https://hh.ru/vacancy/125155574
Официант,Амида,130.0,,,,,От 1 года до 3 лет,ТК,2/2,,"питание, скидки","Обслуживание гостей ресторана, создание приятной атмосферы. Консультация по меню и рекомендации блюд. Соблюдение стандартов сервиса и чистоты рабочего места. Работа с кассой и расчет гостей. Взаимодействие с кухней и баром. Решение возможных вопросов гостей.",https://hh.ru/vacancy/125368734
Официант в ресторан Северяне,Василёк,200.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",,"питание, бесплатное питание, транспорт","Поддержание общения с гостями и обратная связь о качестве блюд, напитков и атмосфере ресторана. Обслуживание гостей согласно стандартам ресторана. Безупречное знание меню и ассортимента бара. Высокий уровень коммуникабельности, развитая эмпатия, легкость в общении с людьми любого статуса, но при этом отсутствие навязчивости.",https://hh.ru/vacancy/124294129
Официант (м. Китай-город),Руви,180.0,,3000.0,250.0,'12-14,Нет опыта,ТК,"12/14, 2/2, 3/3",,"питание, форма, бонус, скидки, кофе, чай",Гостеприимство в твоем ДНК.,https://hh.ru/vacancy/124968815
Официант в грузинский ресторан NENE (м. Белорусская),LB GROUP (ООО Данго),150.0,200.0,,,'12-13,От 1 года до 3 лет,ТК,"2/2, 3/2, 12/13",2 раза в месяц,"скидки, чай","Заботиться о гостях, их комфорте и уюте. Рассказывать ориентировать по меню. Работать с iiko. Соблюдать чистоту. Знать концепцию.",https://hh.ru/vacancy/124158624
Официант в ресторан J'pan (м. Охотный ряд),Сенина Виктория Дмитриевна,120.0,,,,'1-2,От 1 года до 3 лет,ТК,"2/2, 1/2",2 раза в месяц,"скидки, чай","Заботиться о гостях, их комфорте и уюте. Рассказывать о блюдах и ориентировать по меню. Работать с iiko. Соблюдать чистоту.",https://hh.ru/vacancy/125375097
Официант с ежедневной оплатой,NICEPRICECAFE,5.5,7.5,3200.0,266.6666666666667,12.0,Нет опыта,ТК,64/27,,"форма, чай","...принимать заказы, оперативно выносить блюда и напитки, убирать столы. Быть частью команды: Эффективно общаться с кухней, баром и другими <highlighttext>официантами</highlighttext>.",https://hh.ru/vacancy/125079830
Официант-бармен в гостиницу Сущевский Сафмар 4*,Safmar Hotels,70.0,,,,,Нет опыта,ТК,64/27,,"ДМС, питание, бесплатное питание, подарки, обучение",Осуществлять обслуживание в лобби баре гостиницы; Работать с иностранными гостями; Принимать и выдавать заказы за барной стойкой и в зале.,https://hh.ru/vacancy/123066950
Официант,InOut,120.0,180.0,,,,От 1 года до 3 лет,ТК,"4/3, 5/2, 2/2",,"питание, чай","Выявление потребности гостей по меню, рекомендации блюд. * Обслуживание гостей согласно стандартам сервиса. * Работа в программе Iiko. * Создание атмосферы гостеприимства и...",https://hh.ru/vacancy/124873946
Официант / Официантка,НЕБО,100.0,,,,'10-22,Нет опыта,ТК,10/22,,обучение,"Встречать гостей, помогать с выбором блюд, принимать заказы. Подача еды и напитков, работа с кассой, расчёт гостей. Обслуживание праздничных банкетов и детских мероприятий. Поддержание чистоты и уюта в зале. Нам важно: Опыт работы -- необязателен, но если у тебя есть энергия, вежливость и желание учиться — обучим! Главное — быть активным, улыбчивым и внимательным к гостям. Любовь к детям и праздникам — большой плюс! Локация: м. Сокол; м. Фили; м. Марьино; м. бульвар Адмирала Ушакова; м. Крымская / м. Нагатинская / МЦК Верхние Котлы.",https://hh.ru/vacancy/124231970
Официант в ресторан SIMACH (м. Пушкинская),Николия,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,"питание, форма, униформа","Обслуживание гостей, согласно высоким стандартам сервиса; Помощь гостям в выборе блюд и напитков; Контроль чистоты зала, сервировка столов; Работа с go-листом ресторана; Активные продажи, работа с наполняемостью чека; Поддержание атмосферы гостеприимства и радушия;",https://hh.ru/vacancy/125177542
Официант на протоколы в Кремлевский дворец,ФГБУ Комбинат питания Кремлевский,100.0,,,,,От 3 до 6 лет,ТК,2/2,2 раза в месяц,питание,"Работа на официальном мероприятии : подготовка посуды, накрытие фуршетной линии, опрос гостей, работа &quot;в обнос&quot;, работа на фуршетной линии, своевременно ее пополнение; Ненавязчивое общение с гостями во время обслуживания; Соблюдение правил подачи на высоком уровне",https://hh.ru/vacancy/122452800
Официант,Юлдашева Малика Реимбаевна,140.0,250.0,10000.0,833.3333333333334,'3-6,Нет опыта,ТК,"2/2, 7/30, 8/30, 3/6",,"питание, форма, униформа, премии, обучение","Авторское меню, стильная подача. Гости — творческие, культурные, городские. Интерьер — эстетика и комфорт.",https://hh.ru/vacancy/124597773
Официант,Erwin Рекамореокеан,220.0,,,,,От 1 года до 3 лет,ТК,2/2,,,"подготовка ресторана к работе обслуживание гостей изучение меню, знание основных и сезонных блюд Что важно для нас: опыт работы в ресторанах премиум класса не менее года грамотная речь коммуникабельность знание стандартов сервиса умение работать в команде знание английского языка (будет вашим преимуществом)",https://hh.ru/vacancy/124462989
Официант в ночной клуб Заварка,Soho-rooms,120.0,180.0,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,чай,"Предоставление качественного сервиса гостям; Подготовка зала, уборка и поддержание чистоты на рабочем месте; Создание гостеприимной о доброжелательной атмосферы; Приём заказов и помощь в выборе меню.",https://hh.ru/vacancy/124629337
Официант в ресторан Bosco Cafe (ГУМ),Bosco di Ciliegi,150.0,,,,,От 1 года до 3 лет,ТК,2/2,,"ДМС, питание","Выявление потребности гостей по меню, рекомендации блюд. Обслуживание гостей согласно стандартам сервиса. Работа в программе R-keeper. Создание атмосферы гостеприимства...",https://hh.ru/vacancy/124697768
Официант / Кофе-леди (кофе-мен),Группа компаний ЭСЭ,85.0,85.0,,,,Нет опыта,ТК,5/2,,"ДМС, питание, корпоративное питание, форма, кофе",Подача блюд и напитков руководству компании согласно установленным правилам обслуживания.,https://hh.ru/vacancy/124325704
"Официант в ресторан-яхту ""Чайка""",Лето,200.0,,,,,От 3 до 6 лет,ТК,2/2,,"ДМС, питание, бесплатное питание, премии, обучение, чай",Создание в ресторане атмосферы гостеприимства и яхтенного стиля. Помощь в выборе самых вкусных блюд Москвы и напитков. Индивидуальный подход к...,https://hh.ru/vacancy/125031569
Официант в ресторан (м. Белорусская),Major Agro,170.0,,3864.0,322.0,'12-15,От 1 года до 3 лет,ТК,"2/2, 12/15",Ежемесячно,"питание, бесплатное питание, бонус, бонусы","Обслуживание гостей и консультация по меню Принятие заказов от посетителей Получение расчёта за услуги Уборка столов после ухода посетителей НАМ ВАЖНО: Желание работать с людьми Опыт работы от 6 месяцев Знание стандартов сервиса Пунктуальность, честность, дисциплинированность ДЕЙСТВУЕТ АКЦИЯ «ПРИВЕДИ ДРУГА», БОНУС ЗА КАЖДОГО ДО 15 000 РУБ СТАНЬ ЧАСТЬЮ НАШЕЙ КОМАНДЫ! ЖДЁМ ВАШ ОТКЛИК!",https://hh.ru/vacancy/125081409
Официант,Ресторан Магадан,150.0,250.0,,,,От 1 года до 3 лет,ТК,5/2,,"питание, корпоративное питание, форма","Подготовка заведение к открытию / закрытию Сервировка столов по стандартам ресторана. Рекомендации гостям по выбору закусок, блюд и напитков. Получение готовых блюд с кухни, напитков из бара и подача их гостям.",https://hh.ru/vacancy/124871052
Официант,Ресторан Бебо,120.0,150.0,,,,От 1 года до 3 лет,ТК,4/2,,"питание, бесплатное питание",Обслуживание посетителей в соответствии со стандартами предприятия. • Создание позитивной атмосферы. •Подготовка зала к работе •Стандартные обязанности официанта,https://hh.ru/vacancy/125385166
Официант,Шестнадцать Тонн,100.0,196.0,,,,Нет опыта,ТК,6/1,,,Обслуживание гостей с улыбкой и вниманием к деталям - Прием заказов и консультирование по меню - Подача блюд и напитков - Поддержание чистоты и порядка на рабочем месте - Работа в команде с барменами и кухней для обеспечения высокого уровня сервиса,https://hh.ru/vacancy/124382907
Официант в ресторан (Москва-Сити),Ориентал ресторан Bamboobar,300.0,,,,,От 1 года до 3 лет,ТК,"3/2, 4/2, 4/3, 5/2",,чай,"Создание в ресторане атмосферы гостеприимства; Обеспечение высокого уровня сервиса, умение работать с VIP персонами; Сервировка столов в соответствии с установленными стандартами; Консультация гостей по меню; Обслуживание гостей по стандартам сервиса; Расчет гостей.",https://hh.ru/vacancy/125148308
Официант,Alta Personnel,140.0,250.0,,,'1-2,От 1 года до 3 лет,ТК,1/2,,"питание, обучение","Подготовка зала и сервировка по стандартам ресторана. • Встреча и размещение гостей, консультирование по меню и винной карте. • Принятие и подача заказов, контроль ритма ужина. • Поддержание высокого уровня сервиса и атмосферы гостеприимства. • Решение вопросов гостей и создание комфортного впечатления от визита.",https://hh.ru/vacancy/125421200
Официант,Метрополь,,,,,,Нет опыта,ТК,"2/2, 5/2",,"ДМС, питание, корпоративное питание, форма, униформа, скидки",Обслуживание гостей в соответствии со стандартами. Консультирование гостей по меню и напиткам. Сервировка и зачистка столов. Подготовка смены и необходимого инвентаря для работы. Контроль шведской линии на завтраках в ресторане Метрополь/ обслуживание в номерах (рум сервис)/ работа в баре Шаляпин по меню а-ля-карт.,https://hh.ru/vacancy/125343307
Официант,Ресторан Гамбринус на Большой Спасской,155.0,200.0,,,,Нет опыта,ТК,2/2,Ежемесячно,"питание, обучение",Прием заказов Обслуживание гостей по стандартам компании Работа с iiko Общение с гостями Поддержание чистоты залов,https://hh.ru/vacancy/122536132
Официант в ресторан Avrora (м. Трубная),Ресторан Avrora,200.0,,,,,От 1 года до 3 лет,ТК,6/1,,"питание, форма, униформа","Обслуживание гостей, согласно высоким стандартам сервиса; Помощь гостям в выборе блюд и напитков; Контроль чистоты зала, сервировка столов; Работа с go-листом ресторана; Активные продажи, работа с наполняемостью чека; Поддержание атмосферы гостеприимства и радушия; Работа с программой R-keeper.",https://hh.ru/vacancy/124419258
"Официант в ресторан ""She"" (на Большой Никитской)",Ресторан SHE,150.0,200.0,,,,От 1 года до 3 лет,ТК,"4/2, 2/2, 3/2",Ежемесячно,"питание, корпоративное питание, обучение","⭐Обслуживание гостей согласно стандартам сервиса. ⭐Консультирование гостей об особенностях блюд и напитков меню. ⭐Подготовка зала к открытию и закрытию смены. ⭐Поддержание общения с гостями и обратная связь о качестве блюд, напитков и атмосфере ресторана. Мы предлагаем тебе: ⭐Достойную заработную плату. ⭐ Ежемесячная мотивация ⭐График работы 4/2,2/2 ,3/2 по 12 часов. ⭐Официальное трудоустройство и оплачиваемую стажировку. ⭐Перспективы карьерного роста. ⭐Работа в центре Москвы в шаговой доступности от метро. ⭐Корпоративное питание и форму за счет компании. ⭐Обучение, тренинги в рамках компании, а также возможность участвовать в гастрономических активностях, фестивалях и конкурсах.",https://hh.ru/vacancy/124511541
Официант в премиум ресторан Mr.Lee,Авилон Автомобильная Группа,200.0,,,,,От 1 года до 3 лет,ТК,5/2,,"питание, бесплатное питание",Работа с гостями на уровне премиум сегмента Приготовление рабочего места,https://hh.ru/vacancy/125280343
