Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Барбер,Салон красоты Respect,120.0,200.0,,,,От 3 до 6 лет,ТК,"6/1, 50/50",,,"профессиональное качество стрижек скорость в работе • коммуникабельность, умение общаться с клиентом, ответственность, пунктуальность, аккуратность. • УСЛОВИЯ • График работы 6/1 • Часы работы с 09.00 до 21.00 •3/пл 50/50 ежедневно достойная • Адекватное руководство хороший коллектив Студия красоты с ценой стрижек от 700р., удобное рабочее место, ремонт чистота порядок большая база клиентов. Выход 5000₽",https://hh.ru/vacancy/125248652
Барбер/Мужской парикмахер,Мазохин Алексей Дмитриевич,120.0,180.0,,,,Нет опыта,ТК,6/1,Еженедельно,"бонус, бонусы, скидки, транспорт","Выполнение мужских и детских стрижек Моделирование и стрижки бороды и усов Опасное бритьё Знание и продажи косметики Консультация по уходу Поддержания чистоты на рабочем месте Требования к кандидатам: Ответственность Коммуникабельность, грамотная речь Стрессоустойчивость Желание учиться и развиваться",https://hh.ru/vacancy/124828155
Барбер/Мастер по мужским стрижкам,Meerilash,90.0,200.0,,,,Нет опыта,ТК,6/1,Еженедельно,,"В случае заинтересованности просим высылать сообщение с подробным резюме, Вашей фото и портфолио.",https://hh.ru/vacancy/124622387
Барбер,Nelson Barbershop,120.0,,,,,От 3 до 6 лет,ТК,6/2,2 раза в месяц,,"<highlighttext>Барбер</highlighttext> с опытом от 3 лет. - Уверенные профессиональные навыки стрижки и укладки (машинка, ножницы, бритва, оформление линии). - Коммуникабельность, умение создавать...",https://hh.ru/vacancy/124704875
"Барбер (CHOP-CHOP, м. Аэропорт)",Chop-Chop (ИП Булгаков Дмитрий Викторович),100.0,,,,,От 3 до 6 лет,ТК,"5/2, 4/3",,"бонус, бонусы",Находить подход к каждому клиенту. Работа на средний чек по услугам. Продажа косметики.,https://hh.ru/vacancy/124225754
Барбер (Мужской мастер)/Леди-Барбер в барбершоп PON’T,Стиль,90.0,250.0,,,,От 1 года до 3 лет,ТК,"2/2, 4/3, 5/2",,обучение,"Готовность выполнять модельные стрижки и держать план. Выполнять любые мужские стрижки. Оформлять бороды и брить опасным лезвием — быстро, четко, красиво. ",https://hh.ru/vacancy/125395240
Барбер,Самков Анатолий Иванович,0.1,,,,,Нет опыта,ТК,"2/2, 3/2",,,Профессиональное выполнение мужских стрижек любой сложности. Работа с опасной бритвой (приветствуется). Моделирование и стрижка бороды и усов. Камуфляж. ,https://hh.ru/vacancy/124281196
Барбер - мужской парикмахер,Барбершоп на Новоясеневском проспекте,120.0,150.0,,,,От 3 до 6 лет,ТК,"5/2, 6/1",,скидки,Выполнение мужских стрижек и укладок. Оформление бороды и усов. Консультирование клиентов по уходу за волосами и бородой. Поддержание чистоты и порядка на рабочем месте. Постоянное развитие и совершенствование своих навыков.,https://hh.ru/vacancy/125373023
Барбер в барбершоп britva,Britva Barbershop,120.0,150.0,,,,От 1 года до 3 лет,ТК,"6/1, 5/2, 4/3",Еженедельно,обучение,100+ новых клиентов каждый месяц. 40% с услуг + 50% с акционных предложений.,https://hh.ru/vacancy/125404232
Барбер/Парикмахер-стилист в SHONANOV male salon,SHONANOV MALE SALON,120.0,170.0,,,,От 1 года до 3 лет,ТК,5/2,,,Стрижка у мастера 2000. Стрижка-борода 3.500. Парикмахер-стилист. Стрижка 2700. Стрижка-борода 4500. Стрижка 3500. Стрижка-борода 5000.,https://hh.ru/vacancy/124028843
Барбер,Круглова Ксения Геннадьевна,100.0,150.0,,,,От 1 года до 3 лет,ТК,4/3,,обучение,"Мужские стрижки, бритьё, моделирование бороды, камуфляж седины Уходовые процедуры (воск, патчи, маски) Рекомендации по домашнему уходу и продажа косметики Создание атмосферы, в которую клиенты будут возвращаться снова. Что получаешь: Гарантированный выход до 5000₽ До 40% от услуг + 10% от продаж косметики Удобный график (подстраиваемся под мастеров) Обучение и развитие в команде сильных специалистов Атмосфера поддержки и командных движух. Apaches Moscow — это место, где работа барбера превращается в стиль жизни.",https://hh.ru/vacancy/124375276
Барбер / мужской мастер - парикмахер,Зуйков Валентин Владимирович,120.0,,,,,От 1 года до 3 лет,ТК,4/3,,,"10% с продажи косметики. Обучаем продажам собственного бренда косметики, представленного в нашем барбершопе.",https://hh.ru/vacancy/124483136
Барбер сети britva,Britva Barbershop,120.0,150.0,,,,От 1 года до 3 лет,ТК,"6/1, 5/2, 4/3",Еженедельно,,"100+ новых клиентов каждый месяц. 40% с услуг + 50% с акционных предложений (Happy Hours, Студенческие стрижки).",https://hh.ru/vacancy/125403476
Барбер / Мужской парикмахер,Мизев Александр Александрович,70.0,200.0,,,'5-6,Нет опыта,ТК,"2/2, 3/3, 5/2, 5/6",,"обучение, кофе, чай",Владение базовым набором мужских стрижек. Бритьё и моделирование бороды. Персональные советы по уходу. Выполнение стандартов чистоты и сервиса.,https://hh.ru/vacancy/124296729
Мужской парикмахер\барбер в Chop x Chop,Маясов Кирилл Николаевич,,200.0,3500.0,291.6666666666667,12.0,От 1 года до 3 лет,ТК,64/27,,,"выполнение мужских стрижек любой сложности; предоставление клиенту сервиса высокого класса; оказание услуг по уходу за лицом, кожей головы, бородой; консультирование клиентов по стилю и укладкам; консультирование по косметическим средствам, продажа косметики.",https://hh.ru/vacancy/125320013
Барбер,Карханин Иван Геннадьевич,80.0,200.0,,,'2-4,От 1 года до 3 лет,ТК,"2/2, 4/3, 5/2",Еженедельно,обучение,Ищeм в команду пунктуальногo прoфеccионалa с жeлaниeм paзвивaтьcя и зарабатывaть.,https://hh.ru/vacancy/124846143
Барбер,Шакова Диана Валерьевна,150.0,200.0,,,,Нет опыта,ТК,5/2,,,"Выполнение мужских стрижек. Моделирование бороды, усов. Бритье опасной бритвой. Уход за кожей лица. Консультация клиента, помощь в подборе нового образа. ",https://hh.ru/vacancy/124661464
Барбер,Black Bear,120.0,250.0,,,,От 3 до 6 лет,ТК,6/1,2 раза в месяц,,"В настоящeе вpeмя у нaс открыты вакансия <highlighttext>барбера</highlighttext> . Требования к кандидатам: стаж работы от 2 лет, высокий уровень выполнения стрижек...",https://hh.ru/vacancy/124404763
Барбер/мужской парикмахер,Барбершоп Peaky Blinders,110.0,160.0,,,,От 1 года до 3 лет,ТК,45/22,,премии,Идеальное исполнение мужских и детских стрижек опыт камуфляжа и тонирования королевское бритьё и моделирование бороды умение работать опасной бритвой знание основной косметики и средств для укладки консультирование и подбор косметики с последующей продажей,https://hh.ru/vacancy/125289835
Барбер,Саркисян Арарат Левонович,70.0,250.0,,,,Нет опыта,ТК,6/1,,обучение,"✓ стрижки и укладки различной сложности; ✓ моделирование бороды с учетом особенностей силуэта лица; ✓ традиционное бритье; ✓ консультации по выбору стрижки и уходовой косметики. Наш барбершоп расположен в очень перспективном районе с плотной застройкой и большой проходимостью недалеко от станций «Мякинино», «Строгино», «Крылатское». Локация: ЖК Мякинино парк. Также мы готовы рассмотреть талантливых мастеров без опыта работы, обучать и развивать. Если ты ищешь не просто работу, a хороший коллектив и лояльного руководителя, то добро пожаловать!",https://hh.ru/vacancy/125339756
Барбер,Барбершоп ГАРДИАН,90.0,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,,Стричь Брить Быть адекватным),https://hh.ru/vacancy/124986138
Барбер,Тимофеева Елена,80.0,,,,,От 3 до 6 лет,ТК,5/2,,"премии, обучение","Выполнение стрижек, бритья и других услуг на высоком уровне. Поддержание чистоты и порядка на рабочем месте. Консультирование клиентов по уходу за волосами и бородой. Постоянное обучение и повышение квалификации. Работа в команде для достижения общих целей.",https://hh.ru/vacancy/124840148
Барбер,Barbershop Britva (ИП Демкин Александр Владимирович),200.0,,,,,От 3 до 6 лет,ТК,"4/3, 5/2, 6/1",,,"Бороды - моделирование и стрижка. Королевское бритьё, бритьё головы, чёрная маска, воск, тонирование. Работа, полная новых впечатлений, встреч и полезных знакомств!",https://hh.ru/vacancy/124633795
Барбер в сеть OldBoy,Барбершоп OldBoy (ИП Дергунова Мария Александровна),90.0,300.0,,,,Нет опыта,ТК,5/2,Ежемесячно,обучение,регулярное обучение сервису и доп. продажам. - оптовый прайс для заказа косметики для себя . - возможность привносить идеи и нововведения. - ,https://hh.ru/vacancy/124232260
Барбер (мужской парикмахер),ТОПГАН,120.0,180.0,,,,От 1 года до 3 лет,ТК,5/2,,премии,Дисциплина.,https://hh.ru/vacancy/124862533
Барбер сети Britva,Касымов Руслан Шавкатович,115.0,175.0,,,,От 1 года до 3 лет,ТК,"6/1, 5/2, 4/3",Еженедельно,,"100+ новых клиентов каждый месяц. 40% с услуг + 50% с акционных предложений (Happy Hours, Студенческие стрижки).",https://hh.ru/vacancy/125360233
Барбер/Парикмахер (м.Теплый Стан/Новоясеневская),Точка,85.0,150.0,,,,От 1 года до 3 лет,ТК,6/1,,"премии, обучение","Женские, мужские, детские стрижки Окрашивания (в один тон, мелирования, сложные окрашивания) Консультирование клиентов по уходовым средствам и процедурам Соблюдение чистоты инструментов и рабочего места",https://hh.ru/vacancy/125383461
Барбер,Бакин Олег Михайлович,120.0,350.0,,,,От 1 года до 3 лет,ТК,"40/50, 10/20, 6/1, 5/2, 4/3",,"премии, бонус, бонусы, обучение","Присоединяйся к ВRITVA с 1 500+ посетителями в месяц и стань частью крепкой команды. • Путь профессионала: стань TOP-, BRAND- или EXPERT-барбером; вырасти до руководителя или пpепoдaватeля в академии • Гарантированный оклад: до 5 000 ₽ (по итогам собеседования) • Доход: 120–350 000 ₽/мес ( 40–50 % с услуг + 10 –20% с продаж) • Удобный график работы: 6/1, 5/2 или 4/3 • Дополнительно: - Премии, бонусы и обучение - Косметика DЕРОΤ, Graham Hill, London Grooming и другие профессиональные бренды - Бонус за привлечение коллег-барберов Готов расти и зарабатывать? Откликайся — обсудим детали!",https://hh.ru/vacancy/124669749
Барбер в барбершоп BETONE,BETONE Barbershop,100.0,350.0,,,,От 1 года до 3 лет,ТК,"40/50, 15/20",Ежемесячно,"премии, бонус, бонусы, обучение",Выполнять мужские стрижки и опасное бритьё на профессиональном уровне. Подбирать и предлагать гостям дополнительные услуги и уходовую косметику. ,https://hh.ru/vacancy/124461063
Парикмахер-универсал / барбер в барбершоп BarbarossA,Горкунов Евгений Иванович,150.0,250.0,,,,От 1 года до 3 лет,ТК,64/27,,"бонус, бонусы",10% с продажи косметики.,https://hh.ru/vacancy/124978707
Барбер в барбершоп BRITVA,Барбершоп BRITVA (ИП Жоров Денис Николаевич),130.0,350.0,,,'10-20,От 1 года до 3 лет,ТК,"10/20, 6/1, 5/2, 4/3",,"премии, бонус, бонусы","Работаем на премиальной косметике: DEPOT, London Grooming, Graham Hill.",https://hh.ru/vacancy/124583646
Барбер,Блохин Даниил Михайлович,80.0,150.0,,,,От 1 года до 3 лет,ТК,6/1,,обучение,"Представление услуг клиентам барбершопа: мужские и детские стрижки, королевское бритье и т.д. Консультация клиентов барбершопа по подбору стиля прически.",https://hh.ru/vacancy/124394820
Мужской Парикмахер/Барбер,Королев Виталий Юрьевич,100.0,130.0,,,,От 1 года до 3 лет,ТК,4/3,,,Мужские и детские стрижки Бритье,https://hh.ru/vacancy/124829190
