Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Тренер по футболу / Инструктор физической культуры,Футбольная школа Столица,80.0,170.0,,,,От 1 года до 3 лет,ТК,5/2,,,Проведение занятий по физической культуре с детьми от 3 до 7 лет Поведение занятий по футболу с детьми от 3 до 12 лет,https://hh.ru/vacancy/125451965
Тренер по футболу Москва,АНО Детско-юношеский спортивный центр подготовки Олимп,60.0,300.0,,,,Нет опыта,ТК,6/1,,обучение,"При таком отношении <highlighttext>тренер</highlighttext>-преподаватель будет развиваться как наставник и как личность, потому что работа с детьми требует большого количества...",https://hh.ru/vacancy/124855156
Футбольный тренер,Академия Будущего,60.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,обучение,Проведение групповых и индивидуальных тренировок; Разработка тренировочных программ; Участие в организации турниров и мероприятий; Взаимодействие с родителями воспитанников.,https://hh.ru/vacancy/125387979
Старший тренер,Крупный федеральный производитель товаров народного потребления (розница + онлайн),,,,,,От 1 года до 3 лет,ТК,5/2,,,"Управлять командой сотрудников: ставить задачи и контролировать исполнение, распределять нагрузку по тренингам, оценивать эффективность работы и развивать сотрудников команды. Выявлять, анализировать потребности в обучении. Проектировать и актуализировать тренинги, вебинары, программы развития для различных категорий персонала. Организовывать график тренингов и обучающих мероприятий. Контролировать качество обучения: участвовать в разработке и мониторинге критериев оценки эффективности обучения; проводить аудит тренингов и давать обратную связь сотрудникам, которые их проводят. Проводить тренинги и обучающие мероприятия, направленные на оценку и развитие персонала. Принимать участие в создании обучающего контента: предлагать идеи, давать обратную связь, включаться в процесс съемки обучающих видео.",https://hh.ru/vacancy/125311241
Инструктор ЛФК,SMART MOVES,85.0,140.0,,,,От 1 года до 3 лет,ТК,"30/17, 5/2",2 раза в месяц,"форма, обучение","Готовы работать с разными возрастными группами, в особенности с детьми. * Ведение реабилитационных карт клиентов.",https://hh.ru/vacancy/125388362
Специалист по обучению персонала/Функциональный бизнес-тренер,Интех ПРО-ИНФО,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Проведение Welcome тренингов для новых сотрудников. Проведение обучения с действующими сотрудниками согласно установленному графику: теоретический блок, практическая отработка навыков; индивидуальный коучинг; групповые тренинги по работе с клиентами. Отслеживание качественных показателей обучающихся, аттестация персонала по установленному учебному плану. Участие в разработке, актуализации и внедрения методических пособий и обучающие материалов.",https://hh.ru/vacancy/125376844
Персональный тренер тренажерного зала (SKOLKOVO),Спорт Парк,200.0,250.0,,,,От 1 года до 3 лет,ТК,5/2,,обучение,Проведение стартовых персональных тренировок для членов клуба; - Проведение персональных тренировок; - Составление и ведение персонального календаря тренировок членов клуба; - Продвижение дополнительных услуг клуба; - Взаимодействие со всеми подразделениями клуба;,https://hh.ru/vacancy/124732287
Тренер,НЕБО,80.0,,,,,Нет опыта,ТК,64/27,,,проведение групповых и индивидуальных занятий; формирование групп; отслеживание наполняемости и численности групп; подготовка и участие в соревнованиях; ведение и отслеживание посещаемости своих воспитанников. Пожелания к кандидатам: профильное высшее или среднее специальное образование; опыт работы желателен.,https://hh.ru/vacancy/125448022
Тренер по продажам (T&D),Метабиотик,,,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, бонусы, обучение","Обучение менеджеров по продажам техникам ведения переговоров, презентации, работы с возражениями и закрытия сделок. Проведение групповых сессий для повышения компетенции сотрудников. Оценка уровня профессиональных навыков по продажам у менеджеров. Внедрение мотивационных программ и элементов геймификации. Вдохновение команд на достижение лучших результатов. Анализ результатов после тренингов, сбор обратной связи. Ведение отчётности и аналитики по обучению в Excel , контроль динамики; Работа в CRM-системе Битрикс24 : настройка воронок адаптации, напоминания, фиксация задач; Проведение регулярных опросов удовлетворённости и вовлечённости сотрудников, контроль прохождения испытательного срока ; Требования к кандидату: Опыт работы в обучении или внутренних коммуникациях от 1 года; Отличные навыки публичных выступлений и проведения обучающих мероприятий; Уверенное владение Excel (таблицы, сводные, базовая аналитика); Опыт работы с Битрикс24 (или другой CRM/HRM-системой); Умение вести диалог с новичками и наставниками, находить подход к разным типам сотрудников; Грамотная речь, высокий уровень ответственности, инициативность.",https://hh.ru/vacancy/122365992
Преподаватель танцев / педагог-хореограф / тренер,Верное Время,1.5,,36000.0,3000.0,'2-5,От 1 года до 3 лет,ТК,2/5,,,"* Ведение групповых и индивидуальных занятий * Создание авторских программ и постановок * Участие в концертах, баттлах, мероприятиях школы * Развитие учеников и поддержание атмосферы команды",https://hh.ru/vacancy/125160008
Тренер по обучению в онлайн-школу,Квантастика,50.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Обучать потенциальных сотрудников на должность, согласно разработанной программе обучения. Сопровождать потенциальных кандидатов до дости жен ия минимальных целевых значений КПЙ. Проводить тренинги для действующих сотрудников по запросу РОПа. Работать над повышением эффективности обучения. Написание и корректировка скриптов и программ обучения. Ведение отчетности о проделанной работе. Чему нужно обучать: Проводить онлайн-встречи с потенциальными клиентами. Мастерски отрабатывать возражения. Продавать курсы по программированию потенциальному клиенту. Наши ожидания: Опыт проведения обучения/тренингов по продажам от 1 года Опыт работа в продажах B2C/B2B. Знание методик продаж. Умение работать с гугл таблицами/презентациями. Эффективный тайм-менеджмент. Умение строить и поддерживать экологичные отношения в команде. Умение приоритизировать свои задачи и помогать с этим коллегам. Будет плюсом: Опыт в сфере продаж детского образования Если вы готовы стать частью амбициозной команды, ценности компании для вас близки, откликайтесь!",https://hh.ru/vacancy/125388217
Тренер по боксу и кик-боксингу,Палестра спорт,30.0,90.0,,,,От 3 до 6 лет,ТК,50/50,,,⁃ Проведение групповых и персональных тренировок ⁃ Проведение первичных тренировок и мини групп ⁃ Подготовка к соревнованиям ⁃ Зп 1000₽ за урок ⁃ Мини группа 50/50,https://hh.ru/vacancy/125386587
Инструктор-методист ГТО,ГБУ МОСГОРСПОРТ МОСКОМСПОРТА,88.0,88.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,форма,"Координация, контроль деятельности и методическое сопровождение работы инструкторов по спорту. Планирование, организация и проведение спортивно-массовых мероприятий и мероприятий по выполнению нормативов комплекса &quot;ГТО&quot;. Оповещение и организация церемоний награждения участников комплекса &quot;ГТО&quot;. Работа по информационному наполнению и ведению ИАС &quot;Спорт&quot; (подсистемы &quot;Реестр мероприятий&quot;). Работа в системе ФГИС &quot;Спорт&quot; по выгрузке протоколов испытаний комплекса ГТО. Подготовка отчётности, связанной с проведением спортивно-массовых мероприятий и мероприятий по выполнению нормативов комплекса &quot;ГТО&quot;. Подготовка официальной статистики о физкультурно-спортивной работе, по формам: 1-ФК, 2-ГТО, 3-АФК и др. Участвует в реализации физкультурно-оздоровительных проектов учреждения. Готовит документы на присвоение спортивных разрядов. Участвует в совещаниях управления, при необходимости готовит методические и аналитические материалы к ним на основе проведённого анализа и обобщения работы инструкторов по спорту по видам спорта, направлениям физической подготовки. Систематически повышает свой профессиональный уровень и квалификацию. Выполняет отдельные поручения руководства.",https://hh.ru/vacancy/125102059
Бизнес-тренер (автомобильный бизнес),CarРrice,,,,,,От 3 до 6 лет,ТК,5/2,,"обучение, проезд","Обучение новых и действующих сотрудников по направлениям: технический осмотр авто, техника продаж; Разработка и проведение обучающих мероприятий, электронных курсов, методических материалов; Проведение посттренингового сопровождения; Оценка и анализ эффективности обучения; Участие в разработке регламентов технического осмотра автомобиля, оптимизации систем осмотра и рейтингов автомобилей. Что нужно иметь/уметь: Глубокое знание устройства автомобиля и принципов технического осмотра; Отличное понимание авторынка: особенности авто разных марок и сегментов, специфика ценообразования; Опыт проведения внутренних тренингов и вебинаров; Владение современными методами обучения (в том числе использование ИИ); Навыки оценки эффективности обучения, аналитики. Личные качества: гибкость, стрессоустойчивость, ответственность. Будет преимуществом опыт: Опыт проведения тренингов по техническому осмотру авто; Опыт работы с ИИ в обучении; Опыт аналитики обучения. Что предлагаем: Официальное трудоустройство с первого дня и полностью белая зарплата; График работы: 5/2 с 09:00 до 18:00; Зарплату обсуждаем индивидуально, зависит от навыков; Комфортный и уютный офис - в шаговой доступности от м. Дмитровская. Часть тренингов (технический осмотр) проходит по адресу: Москва, Чечёрский проезд, 31; Возможность профессионального роста и развития внутри компании; Насыщенная корпоративная жизнь (Дни рождения, выезды и многое другое).",https://hh.ru/vacancy/125421754
Тренер/разработчик электронных курсов,Mr.Doors,,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, скидки, обучение","Комплексное развитие смешанного обучения в СДО (планирование, подготовка, организация и проведение дистанционного и электронного обучения на платформе). Создание электронных курсов с учетом принципов педагогического дизайна, UX, андрагогики и трендов, таких как геймификация и сторителлинг, анимация, работа в видео-контентом. Опыт сборки курсов, как на основе готовых сценариев, так и создание курсов с нуля во взаимодействии с предметными экспертами. Сборка как простых линейных курсов, так и курсов с ветвлением и сложным сценарием, создание диалоговых тренажеров. Обновление имеющихся учебных материалов и тестов; Формировать открытую библиотеку электронных курсов. Верстка как с использованием стандартных программных инструментов, так и в формате HTML. Использование графических редакторов при подготовке иллюстраций и других элементов. Разработка курсов совместно с провайдерами в роли заказчика. Управление и администрирование корпоративного портала СБИС. Кто нам подойдет: Ты имеешь опыт тренера в продажах\продукте\ассортименте\материалах; Гордишься своими выпускниками и собственным продуктом; Ты прошел(ла) обучение по созданию дистанционных курсов; Умеешь или готов(а) быстро разобраться в том, как создавать лонгриды, обучающие ролики; Умеешь создавать презентации с современным дизайном (прохождение курсов по теме как преимущество); Знаешь методологию разработки семинаров, вебинаров; Создаешь хороший визуал с применением нейросетей или работаешь вPhotoshop/Illustrator/Inkskape; Можешь делать красивые, минималистичные вещи в PowerPoint; Разбираешься в темах менеджмента, наставничества, личной эффективности; Ты можешь найти общий язык с заказчиком. Опыт работы в производственной компании – преимущество; Быстрый ум, широта кругозора и чувство юмора, любовь к профессии; Готов(а) принять и влиться в процессы обучения нашей компании: привносить новое, сохраняя наши ценности и принципы обучения.",https://hh.ru/vacancy/125261730
Бизнес-тренер розничной сети,ALL WE NEED,,,,,,От 1 года до 3 лет,ТК,5/2,,скидки,Полевое сопровождение розницы (80% работа в магазинах Компании). Проведение тренингов на базе центрального офиса и магазинов. Проработка навыка продаж с...,https://hh.ru/vacancy/125282395
Инструктор по йоге,SMSTRETCHING,90.0,,,,'3-4,От 1 года до 3 лет,ТК,3/4,,"форма, бонус","Проведение практик в формате группы и индивидуально в уникальных hot-залах при температуре 36° и 40% влажности и в обычных залах при комнатной температуре; Ты можешь вести хатха йогу, силовую йогу, медитации и дыхательные практики; Проведение практик в онлайн в нашем проекте SM LIVE; Участие во внутренних проектах компании: съемки контента, онлайн-проекты, тренировки на свежем воздухе летом. Для нас важно, чтобы ты обладала навыками и опытом: Знание традиционной хатха-йоги с опытом личной практики; Опыт преподавания не менее 1 года; Знание анатомии и принципов работы человеческого тела; Ответственное отношение к своей работе, гостям и целям своего направления; Активный настрой, харизма и заряд эмоций График и студии: Гибкий график групповых практик: 3-4 часа в день 3-4 дня в неделю; График индивидуальных занятий можно выстраивать самостоятельно; Локации - SMSTRETCHING на Парке культуры, Проспекте мира, Чистых прудах, Тульской, Патриарших прудах, Воробьёвых Горах, Алтуфьево (п.Вешки) И мы, в свою очередь предлагаем: Возможность зарабатывать любимым делом: будь то группы или персональные тренировки; Работа в молодой команде, с внутренним комьюнити в крутой атмосфере; Возможность посещать все наши тренировки бесплатно; Разнообразие: групповые и индивидуальные тренировки, съемки, стримы, контент, крутые масштабные проекты! Прозрачная система роста и бонусов внутри компании.",https://hh.ru/vacancy/124486549
Преподаватель танцев/тренер по танцам/хореограф,"Танцевальная мастерская, Танцевальная школа",50.0,,,,,От 3 до 6 лет,ТК,5/2,,,"· Проведение групп и индивидуальных уроков по брейк данс , зумбе, социальным танцам , аргентинскому танго, сальсе/бачате и клубной латине, хастлу, а также стрип-пластике, джаз фанку , женским стилям, К-pop, классической хореографии и боди-балету, танцевальному фитнесу и другим направлениям в студии на Автозаводской. Занятия в будни и в выходные",https://hh.ru/vacancy/124671613
Тренер групповых программ,Козлова Ирина Дмитриевна,80.0,100.0,,,,Нет опыта,ТК,64/27,2 раза в месяц,,"Составлять программы и проводить групповые тренировки Требования : - Тренер по гамакам (аэростретчинг/аэройога) с сертификатом Мы предлагаем - Оплата 1000-1.500 рублей за занятие 2 раза в месяц - Стабильную базу клиентов. Активно работаем над привлечением клиентов на тренировки - Адекватный руководитель - Дружный коллектив Адрес : студия расположена по адресу: ЖК Южная Битца, Южный Бульвар, дом 6, 15 минут на автобусе от метро Аннино Если хочешь к нам в команду, пиши «Я на спорте!» и коротко опиши свой опыт❤️ Ждем тебя!",https://hh.ru/vacancy/125451111
Тренер по футболу для работы с детьми 4-6 лет,Футбольная академия Егора Титова,80.0,100.0,,,'4-6,От 1 года до 3 лет,ТК,4/6,,,Проводить и планировать занятия для детей 4-6 лет. Общаться с родителями новичков и действующих клиентов. Организовывать и участвовать в...,https://hh.ru/vacancy/125245069
Помощник тренера по плаванию,Школа плавания Swim Rocket (ИП Михеев Артем Владимирович),,,,,,Нет опыта,ТК,64/27,Еженедельно,"форма, премии",Бассейн Акватория ЗИЛ. Встречать детей и отводить к <highlighttext>тренеру</highlighttext>. Отводить детей к родителям после тренировки.,https://hh.ru/vacancy/124461751
Физический терапевт/инструктор ЛФК,Клиника ранней реабилитации Три сестры,,160.0,,,,От 1 года до 3 лет,ТК,"2/2, 50/50",,"питание, форма, униформа, обучение, транспорт","Диагностика пациентов при поступлении с использованием международных шкал и опросников (оценка мышечной силы с использованием шкалы MRC, оценка тонуса по MAS, гониометрия и т.д) Определение двигательного дефицита и оценка пациентов по шкале FIM Непосредственное участие в собраниях мультидисциплинарных команд и совместная постановка целей по SMART в зависимости от возможностей и запроса пациента Обучение пациентов навыкам передвижения различными способами в зависимости от состояния Подбор технических средств реабилитации и обучение их применению",https://hh.ru/vacancy/125452535
Преподаватель танцев/педагог-хореограф/тренер,Танцуй тут,,,,,'2-6,Нет опыта,ТК,2/6,,,"Ищем преподавателя, который будет вести несколько направлений. Владение разными танцевальными и фитнес- направлениями (желательно)! УКАЗЫВАЙТЕ, ПОЖАЛУЙСТА, В РЕЗЮМЕ ВСЕ НАПРАВЛЕНИЯ, КОТОРЫЕ ВЕДЁТЕ ( или готовы попробовать начать вести) ПРИКРЕПЛЯЙТЕ СРАЗУ ССЫЛКУ НА instagram и др. видео-источники Ведение групповых и индивидуальных занятий Работа со взрослыми и детьми (больше взрослых групп) Участие в отчетных концертах.",https://hh.ru/vacancy/123216402
Тренер тренажёрного зала,Энигма,80.0,150.0,,,,От 1 года до 3 лет,ТК,1/2,,скидки,"дежурство в зале 1/2 (по 5 часов); • проведение стартовых на дежурстве и персональных тренировок, в свободное от дежурств время; • составление индивидуальных программ.",https://hh.ru/vacancy/124243449
Тренер в студию растяжки и фитнеса,Каримов Булат Радикович,60.0,120.0,,,,От 1 года до 3 лет,ТК,6/1,,обучение,Проводить персональные тренировки.,https://hh.ru/vacancy/125313430
Ассистент тренера отдела продаж,Казарина А.Н.,75.0,90.0,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,обучение,"Разработка регламентов, правил и отчетов. Разработка обучающих материалов для менеджеров. Согласование с клиентом документации, регламентов и отчетов. Другие поручения <highlighttext>Тренера</highlighttext>.",https://hh.ru/vacancy/125434857
Хореограф (тренер-преподаватель) в танцевальную студию,Танцевальная студия M.Dance,,,,,,От 1 года до 3 лет,ГПХ,64/27,,,"Работа с клиентами и организация тренировок Работа с сеткой расписания и ее заполнение Набор новых групп и направлений Контроль качества оказываемых услуг Организация открытых уроков, мероприятий для своих учеников Постановка номеров!",https://hh.ru/vacancy/124741159
Тренер в санаторий (МЦД Битца),ГУП Автокомбинат Мосавтосантранс,,,,,,От 1 года до 3 лет,ТК,64/27,2 раза в месяц,транспорт,"Организация досуга для взрослых и детей; Проведение групповых и персональных тренировок по аквааэробике, растяжке, здоровая спина, пилатес; Соблюдение правил безопасности в зоне бассейна.",https://hh.ru/vacancy/125343516
Персональный тренер тренажерного зала Kometa.fit (Пражская),КОМЕТА.ФИТ,100.0,,,,,От 1 года до 3 лет,ТК,64/27,,форма,Проведение персональных тренировок; Проведение открытых тренировок (30 минут); Рекомендации в зале по тренировочному процессу; Контроль порядка в зале (уборка оборудования); Проведение дежурств в зале; Активное участие в мероприятиях проходящих в зале.,https://hh.ru/vacancy/124790901
Тренер офп,Стежко Анна Евгеньевна,50.0,,,,'3-5,От 1 года до 3 лет,ТК,"3/5, 6/9",,,"Проведение групповых занятий в секциях спортивной гимнастики; - Проведение индивидуальных тренировок; - Взаимодействие с родителями по занятиям детей в секции; - Группы разных возрастов 3-5 лет, 6-9 лет. Подробности на собеседовании.",https://hh.ru/vacancy/125432941
Инструктор по физической культуре в детском саду,Государственное бюджетное Общеобразовательное учреждение Города Москвы Школа № 1550,60.0,,,,,Нет опыта,ТК,5/2,Ежемесячно,,Проведение занятий по физической культуре для детей дошкольного возраста. Разработка и реализация программ физического развития. Обеспечение безопасности детей во время занятий. Взаимодействие с родителями и педагогами для достижения лучших результатов.,https://hh.ru/vacancy/124248224
Инструктор по спорту (ул.Лестева),ГБУ МКСШОР ЮГ,50.0,55.2,,,,Нет опыта,ТК,64/27,,,"осуществление учета и хранение переносного спортивного оборудования и инвентаря для плавания, находящихся в инвентарных помещениях бассейна; их первичное обслуживание, выдача их занимающимся по требованию; не допущение на чашу бассейна посторонних лиц; во время дежурства находится на бортике чаши бассейна, следит за порядком, удаляет с воды нарушителей; в течение рабочей смены несет ответственность за жизнь и здоровье посетителей на воде.",https://hh.ru/vacancy/125421704
Инструктор/ тренер АФК,ЛЮМИНУС,110.0,,,,,Нет опыта,ТК,64/27,,обучение,"Обладаете позитивным настроем и харизмой, которые вдохновляют детей на занятия физической культурой. Имеете опыт работы с детьми с СДВГ, РАС...",https://hh.ru/vacancy/125281374
Фитнес-тренер (корпоративный блогер),Корничева Анастасия Сергеевна,,,,,,От 1 года до 3 лет,ГПХ,10/25,,форма,"Съёмка и монтаж 10 горизонтальных тренировок/мес (10–25 мин) с чистым звуком и светом; • Самостоятельная разработка контент-плана; • Работа по ТЗ бренда: гайды по кадру, мерч/фон/музыка, нейминг и описания; • Предложение креативов (серии, челленджи, «марафоны», спец-выпуски); Нам важно, чтобы ты: • Умел(а) снимать и монтировать контент (опыт участия в съемках и создания роликов обязателен) • Любил(а) быть в кадре или креативно презентовать товары (опыт ведения блога). • Разбирался(ась) в эстетике, разделял (а) нашу любовь к спорту и здоровому образу жизни. • Имел(а) iPhone 11 и выше для съемки. • Мечтал(а) развиваться в креативном направлении и искал(а) долгосрочный проект. Условия работы: • Удаленный формат работы, гибкий график; • Частичная занятость (идеально совмещается с другими проектами); • Работа в динамичной и творческой команде; • Оформление через самозанятость, ИП или ГПХ; • Спортивный инвентарь бренда для съемок бесплатно. Если вам интересно работать с соцсетями, нравится снимать, монтировать контент и хочется стать частью креативной команды КАМА — отправляйте отклик! Ждем ваши заявки!",https://hh.ru/vacancy/124838514
Бизнес - тренер,Анотта,,,,,,От 1 года до 3 лет,ТК,10/30,,форма,"проведение бизнес-тренингов в очном и онлайн форматах командировки по России дотренинговая подготовка посттренинговое сопровождение Требования : высшее образование‚ желательно психологическое опыт в проведении бизнес-тренингов желателен высокая обучаемость‚ гибкость‚ креативность умение вести переговоры с клиентами умение работать с аудиторией (10-30 человек) высокая клиентоориентированность Условия : полный социальный пакет заработная плата по итогам собеседования гибкий график работы командировки по России работа в удаленном формате если нет очных тренингов возможность саморазвития и самореализации проведение бизнес - тренингов: по продажам, тренинги руководителям",https://hh.ru/vacancy/124266248
