Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по продажам,ДИТЕК,100.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,,"премии, подарки","Работа по существующей клиентской базе: звонки, формирование предложений. База компаний с контактами имеется! Проведение встреч с Клиентами, как на нашей...",https://hh.ru/vacancy/124730291
Менеджер по продажам,Киселев Владимир Олегович,70.0,150.0,,,,Нет опыта,ТК,5/2,2 раза в месяц,"бонус, бонусы, подарки, обучение",Работать по скриптам. Проводить презентации. Выполнять план по продажам. Взаимодействовать с клиентами. Быть уверенным пользователем ПК.,https://hh.ru/vacancy/125286944
Менеджер по работе с клиентами,ЛЮМ-ТРЕЙД,50.0,60.0,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,"Первичная обработка запросов и заявок через телефонные звонки, электронные письма, CRM-систему, консультирование клиентов по заказам Ведение деловой переписки с клиентами и партнерами Оформление сопроводительных документов на продажу товаров и услуг, выставление счетов и оформление договоров Контроль дебиторской задолженности, работа с платежными документами в программе 1С Ведение учета сделок по продаже товаров Поддержка контакта с постоянными клиентами компаниями",https://hh.ru/vacancy/125397137
Менеджер по продажам,Сухачева Елизавета Сергеевна,40.0,90.0,,,,Нет опыта,ТК,5/2,,обучение,"Поиск и привлечение новых клиентов в сфере общественного питания. Проведение презентаций и демонстраций продуктов компании. Консультирование клиентов по вопросам выбора и внедрения решений RestoPNL. Ведение переговоров и заключение договоров. Поддержание и развитие долгосрочных отношений с клиентами. Анализ рынка и конкурентной среды, выявление новых возможностей для продаж. Выполнение планов по продажам и отчетность перед руководством. Работа с ERP системами",https://hh.ru/vacancy/125379076
Менеджер по продажам,ТрансКонт,70.0,120.0,,,,От 1 года до 3 лет,ТК,5/2,,"питание, премии, бонус, бонусы, обучение","Основная задача: продажа морских контейнеров. Работа с входящими и исходящими звонками. Грамотное общение с клиентами. Подготовка и согласование договоров, сопровождение...",https://hh.ru/vacancy/125424600
Менеджер по работе с клиентами,ПЕРУЗА РУС,70.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"премии, обучение","Работа с постоянной базой клиентов, ведение заявок (расчеты, согласование заявки, сдача готового заказа); Обработка входящих звонков, выявление потребности клиента; консультирование по нашей продукции, расчёты стоимости, заключение договора, ведение клиента. работа со &quot;спящими&quot; клиентами.",https://hh.ru/vacancy/124736857
Менеджер по продажам B2B,Русский Опт,60.0,110.0,,,,От 1 года до 3 лет,ГПХ,5/2,2 раза в месяц,"форма, обучение",Холодные звонки B2B по готовой базе и входящим лидам. Полный цикл дистанционной продажи: от первичного контакта до закрытия...,https://hh.ru/vacancy/125358788
Специалист по работе с клиентами косметического бренда (чаты),Teleperformance Russia,45.0,,,,,Нет опыта,ТК,5/2,,"форма, обучение, транспорт",Принимать и обрабатывать входящие обращения Консультация по статусам заказов Помощь в оформлении заказа Вносить информацию в программу Опыт работы не требуется! Мы всему научим и оплатим обучение!,https://hh.ru/vacancy/125469462
Менеджер по продажам,ТехноВиза,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, бонусы","Активный поиск и привлечение новых клиентов, в том числе холодные звонки Поддержание и развитие отношений с существующими клиентами Проведение переговоров и заключение договоров на оказание логистических услуг Анализ потребностей клиентов и предложение оптимальных решений Ведение документооборота и отчетности в CRM",https://hh.ru/vacancy/124545301
Менеджер по продажам,ESTEL Тольятти,120.0,,,,,Нет опыта,ТК,5/2,,"подарки, скидки, обучение",Готовую клиентскую базу. Обучение продажам и развитие в индустрии красоты. Общаться с салонами красоты и парикмахерами. Помогать клиентам и делать...,https://hh.ru/vacancy/124446844
Менеджер по оптовым продажам,М5,,300.0,,,,От 3 до 6 лет,ТК,5/2,,,"Развитие и поддержание долгосрочных отношений с клиентами. Поиск и привлечение новых клиентов в B2B сегменте. Проведение переговоров и заключение договоров. Анализ рынка и конкурентной среды. Выполнение планов продаж и увеличение объема продаж. Ведение отчетности и документации по продажам. Основная задача продавать, и продавать много, а условия, поддержка и достойное вознаграждение - с нас!",https://hh.ru/vacancy/125156296
Менеджер по продажам автомобилей GEELY/BELGEE/KNEWSTAR,"Тон-Авто,  г. Тольятти",90.0,180.0,,,,От 1 года до 3 лет,ТК,2/2,,обучение,"Продажи автомобилей: от консультации до заключения сделки. Проведение тест-драйвов, презентация технических особенностей и преимуществ моделей. Подбор дополнительного оборудования, страхования, кредитных и лизинговых программ (включая trade-in). Работа с клиентской базой: от первого контакта до постпродажного сопровождения. Ведение документации в CRM-системе и 1С. Достижение личных и командных KPI. Ты нам нужен! Приходи!",https://hh.ru/vacancy/123958959
Менеджер по работе с клиентами,Asia Transit Group,90.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"обучение, транспорт","Работа с входящими заявками, переданными &quot;Колл-центром&quot; компании (первичные потребности потенциального клиента и желание произвести расчет); - Анализ потребности клиента и подготовка качественного КП по доставке груза из Китая в Россию на основе тарифов и данных; - Ведение и сопровождение клиентов на всех этапах доставки грузов; - Ежедневная коммуникация с новыми и действующими клиентами по расчетам КП и движению груза; - Развитие партнерских взаимоотношений с действующими клиентами и увеличение объема контрактов; - Ведение персонального реестра по новым и действующим клиентам; - Консультация &quot;входящих&quot; клиентов по услугам компании и последующее произведение расчетов; - Анализ потребности клиентов транспортно-логистических услуг (направление Китай); - Активное участие в выполнении плановых коммерческих показателей филиала. Качества и навыки: - Ответственность и целеустремленность; - Умение эффективно использовать рабочее время; - Опыт продаж транспортных услуг (ВЭД- значительное преимущество); - Опыт качественного общения и работы с клиентом; - Грамотная устная и письменная речь; - Владение техникой продаж и умением убеждать; - Уверенное владение основным офисным софтом (Excel, Word, Google Tab, Power Point); - Высокий уровень коммуникабельности и желание работать в команде; - Полное отсутствие конфликтности",https://hh.ru/vacancy/124422654
Менеджер по работе с клиентами в отделение банка,Банк ВТБ (ПАО),80.0,,,,,Нет опыта,ТК,5/2,,,"продажа и консультирование клиентов по продуктам Банка; операционное обслуживание клиентов; привлечение клиентов, выполнение плана продаж.",https://hh.ru/vacancy/124934946
Менеджер по проектным продажам,Завод Евровент,,350.0,,,,От 1 года до 3 лет,ГПХ,5/2,,"бонус, обучение","Взаимодействовать с проектными организациями, общаться с проектировщиками, узнавать об интересных объектах и обеспечивать применение оборудования ""Евровент"" в проектах по строительству...",https://hh.ru/vacancy/125306895
Менеджер по продажам,Айкью Групп,80.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"обучение, транспорт, кофе, чай","Работа с горячими лидами. Клиенты ждут вашего звонка после целевой рекламы, уже заинтересованы в решении вопроса. Никаких холодных прозвонов, авралов...",https://hh.ru/vacancy/123306337
Менеджер по продажам,Kompas,30.0,200.0,,,,Нет опыта,ТК,5/2,,,Поиск и привлечение новых клиентов. Презентация товаров и услуг компании. Сбор и оформление заявок. Ведение клиентской базы и поддержание долгосрочных отношений с клиентами. Взаимодействие с контрагентами для обеспечения качественного сервиса.,https://hh.ru/vacancy/125455476
Менеджер по продажам/Торговый представитель,"Мираторг, Агропромышленный холдинг",,125.0,,,,От 1 года до 3 лет,ТК,5/2,,"подарки, скидки, обучение",Ведение постоянных клиентов и развитие территории в канале HoReCa. Переговоры и встречи с первыми лицами компаний и шеф-поварами ресторанов...,https://hh.ru/vacancy/122746262
Менеджер по продажам,Пневмостройсервис,200.0,260.0,,,,От 3 до 6 лет,ТК,5/2,,,"Работать с входящим потоком обращений; - Вести переговоры с потенциальными клиентами согласно стандарту работы; - Развитием базы и работой с текущими компаниями; - Производить расчеты заявок с техническим отделом, готовить коммерческие предложения; - Контролировать оплаты заказов; - Вести базу клиентов и сделок в CRM Bitrix24 по регламенту. Каким мы видим нашего кандидата: - Коммуникабельный, доброжелательный, ответственный; - Обладает опытом продаж и ведения переговоров; - Умеет достигать поставленных задач; - Имеет опыт нахождения ЛПР. Что мы предлагаем для Вас: - Отличный продукт с высоким спросом - аналогичные производства часто перегружены и мы легко находим новых клиентов; - Работа с входящим потоком заявок, налаженный маркетинг; - Стабильная и своевременная оплата труда; - Понятная и прозрачная система мотивации: оклад + KPI + %. - Сниженные требования по результатам на испытательном сроке, есть время погрузиться в продукт, адаптироваться, наработать клиентский портфель; - График работы 5/2 с 9:00 до 18:00; - Адекватное руководство, поддержка на всех этапах ведения сделки.",https://hh.ru/vacancy/124446627
Менеджер по продажам и работе с клиентами,БУМАГИН,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, подарки, обучение","Развивать действующую клиентскую базу. Прием и оформление заказов клиентов (как по телефону, так и через различные мессенджеры). Оформлять заказы в CRM. Выставление счетов и контроль их оплаты. Контроль отгрузок. Информирование клиентов об акциях, предложениях и т.д. Решать вопросы с клиентом в рамках правил компании, а в случае их нарушений предлагать другие подходящие решения клиенту. Отчитываться о проделанной работе и согласовывать планы с руководителем отдела. Заполнение отчетности. Разрабатывать и отправлять коммерческие предложения, прайсы, презентации и другие маркетинговые материалы",https://hh.ru/vacancy/125103994
Менеджер отдела продаж,NUTCO,80.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"бонус, обучение","Совершать исходящие звонки по клиентской базе. Вести действующих клиентов. Выявлять заинтересованность клиента, отправлять коммерческое предложение, вести клиента до сделки. ",https://hh.ru/vacancy/125075929
Сервис-Менеджер по работе с клиентами,Цифроград,50.0,,,,,Нет опыта,ТК,5/2,,обучение,"Вежливое консультирование клиентов - Согласование стоимости и сроков ремонта техники, принятой на ремонт в сервисном центре - Формирование документов",https://hh.ru/vacancy/125293927
Менеджер по продажам автомобилей LADA,Группа компаний АМК,110.0,,,,,Нет опыта,ТК,3/2,2 раза в месяц,"премии, скидки, обучение, кофе","Без активного поиска клиентов и ""холодных"" звонков. Продажа новых автомобилей.",https://hh.ru/vacancy/125461403
Менеджер по продажам,Волгацеммаш,60.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Переговоры с заказчиками. Подготовка тех. коммерческих предложений по поступившим заявкам. Деловая переписка, ведение клиентской базы, работа с договорами(оформление). Контроль дебиторской задолженности. Работа со службами внутри завода(после заключение контракта выдача заказа в производство, отслеживание готовности продукции, отслеживание поступления денежных средств, контроль за отгрузкой готовой продукции, оформление документов для перемещения продукции(внутренняя логистика)).",https://hh.ru/vacancy/124548529
Менеджер по продажам,Эко-Композит,95.0,140.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Работа в торговом зале/с покупателями (встреча клиента, консультация, продажа). Согласование номенклатуры по заказу покупателя с поставщиками. Отгрузка товара по...",https://hh.ru/vacancy/123873062
Менеджер по работе с клиентами,Лист,45.0,,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,"Полный цикл работы с клиентом от получения заказа до отгрузки (Выставление счетов, формирование ведомости на комплектацию заказа для склада, поиск машины для отгрузки, отгрузочные документы) Взаимодействие со структурными подразделениями Обработка рекламаций",https://hh.ru/vacancy/124243443
Менеджер по продажам,MAIROX,70.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,форма,реализация мебельного алюминиевого профиля и мебельных систем; поиск клиентов; командировки(по желанию) - полная оплата командировочных расходов; информационная поддержка клиентов; еженедельная отчетность.,https://hh.ru/vacancy/124742984
Менеджер по продажам недвижимости (новостройки),Группа компаний АМК,70.0,250.0,,,,Нет опыта,ТК,5/2,,премии,"Обработка входящих заявок (звонки, мессенджеры, email). Консультирование клиентов по условиям покупки, ипотеке, особенностям объекта. Проведение встреч и презентаций объекта. ",https://hh.ru/vacancy/122605312
Менеджер по продажам,Точка Сбора,,150.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Обработка входящих лидов и действующей базы клиентов, поиск клиентов и развитие долгосрочных партнерских отношений, ведение и актуализация клиентской базы; - Анализ рынка и конкурентной среды, изучение спроса и тенденций развития отрасли; - Проведение презентаций продукции и услуг компании для потенциальных и существующих клиентов; - Подготовка коммерческих предложений и участие в переговорах с клиентами; - Консультирование клиентов по вопросам продукции, услуг и условий сотрудничества; - Ведение отчетности по продажам; - Оформление документации по сделкам; - Мониторинг выполнения планов продаж; - Анализ результатов работы и подготовка отчетов; - Координация работы с другими отделами компании при выполнении заказов; - Участие в формировании и изменении ассортимента продукции; - Соблюдение стандартов качества обслуживания клиентов; - Корректное внесение данных в CRM, согласно стандартам компании; - Соблюдение скриптов при переговорах с клиентами.",https://hh.ru/vacancy/125264686
Менеджер по работе с клиентами,Премиум реклама,60.0,,,,,Нет опыта,ТК,5/2,2 раза в месяц,"премии, обучение, транспорт","Первичное консультирование клиента по телефону (без поиска клиентов, без холодных звонков); Консультирование клиентов по условиям кредита автотранспорта, подбор кредитных программ; Назначение встречи в дилерском центре.",https://hh.ru/vacancy/120122065
Менеджер по продажам (входящие заявки),Завод КПД,,,,,,Нет опыта,ТК,5/2,2 раза в месяц,транспорт,"Работа с входящим потоком заявок (звонки, встречи, эл.почта) - Определение потребностей клиента, обсуждение условий, выведение на сделку. - Выставление счетов, коммерческих предложений, подготовка договоров",https://hh.ru/vacancy/125023421
Менеджер по продажам автозапчастей,Лягина Надежда Валентиновна,60.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,,обработка и оформление заказов подбор запчастей по каталогам консультирование клиентов сопровождение заказа до конечного состояния,https://hh.ru/vacancy/125067813
Менеджер по продажам,Автопродукт,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"1. Работа с теплой базой действующих клиентов. Продавать и допродавать продукцию клиентам, которые уже покупали у нас. 2. Привлечение оптовых клиентов: рассылка коммерческих предложений, получение заказа, сопровождение отгрузки. Каким мы видим нашего сотрудника: Опыт работы в продаже автозапчастей от 1 года (желательно, но не обязательно); Опыт работы в продажах от 2-х лет (обязательно); Знания устройства автомобиля (обязательно); Инициативность; Условия • Средний доход от 100 тыс. руб. • График работы: с 08:30 до 17:00, 5 дневная рабочая неделя в соответствии с производственным календарем • Настроенная amoCRM • Плавная адаптация и поддержка на старте • Корпоративная связь • Доступ к внутренней библиотеке курсов и книг по продажам, переговорам и не только",https://hh.ru/vacancy/124631689
Менеджер по продажам,Awelite,120.0,,,,'1-2,От 1 года до 3 лет,ТК,1/2,,"форма, бонус, бонусы",выход на новые регионы и работа со средним и крупным бизнесом • Насыщенная корпоративная жизнь в онлайн формате.,https://hh.ru/vacancy/125136222
Менеджер по работе с клиентами (без поиска новых),ДТ Логистик,80.0,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Сопровождение действующих и новых клиентов: развитие отношений, поддержание контакта, повышение лояльности Полное ведение сделок на всех этапах — от переговоров до заключения договора с целью установления и развития длительного партнерства Согласование условий оплаты с клиентами, обеспечение своевременного поступления платежей и информирование о предстоящих оплатах Оперативное и конструктивное решение конфликтов, связанных с перевозками, с целью минимизации рисков и поддержания высокого уровня клиентского сервиса Работа в CRM-системе Актуализация данных клиентов Формирование и оформление ежедневной отчетности в CRM согласно корпоративным стандартам Применение эффективных методик и техник продаж, включая работу с возражениями, с целью повышения уровня удовлетворенности клиентов и укрепления партнерских отношений Активное взаимодействие с отделами логистики и продаж с целью согласования действий и обеспечения высокого уровня сервиса для клиентов",https://hh.ru/vacancy/124641245
Менеджер по продажам автозапчастей,АВТОКОМПОНЕНТ,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,ДМС,"Оптовая продажа автомобильных запасных частей; Консультирование клиентов. Работа с имеющейся клиентской базой; Поиск новых клиентов, расширение рынка сбыта.",https://hh.ru/vacancy/124875729
Менеджер по продажам (Без поиска клиентов),Биосфера,90.0,210.0,,,'2-4,Нет опыта,ТК,2/4,Еженедельно,"бонус, обучение",<highlighttext>Менеджер</highlighttext> <highlighttext>по</highlighttext> <highlighttext>продажам</highlighttext> (Телефонные переговоры/Без поиска). - Общаться с клиентами по нашей базе.,https://hh.ru/vacancy/125120471
Менеджер по оптовым продажам,СИНКО,,,,,,От 1 года до 3 лет,ТК,5/2,,,"Поиск новых клиентов и поддержание рабочей базы клиентов Планирование, выполнение и перевыполнение плана продаж Оформление сделок с клиентами Сопровождение клиентов от заключения договора до отзывов по итогам отгрузки Кураторство и контроль работы пункта выдачи в г.Пензе Ведение и своевременное предоставление отчетности по продажам Продвижение торговой марки «ЯФО» в локальных социальных сетях, мессенджерах и отраслевых порталах Организация склада яблочного пюре и продукции переработки в г.Пенза",https://hh.ru/vacancy/125086119
Менеджер по работе с клиентами,ТСМ-ОЙЛ,,150.0,,,,Нет опыта,ТК,5/2,,"бонус, бонусы, обучение","Продвижение и продажа Смазочных материалов. - Активный поиск клиентов и развитие долгосрочных партнерских отношений, ведение действующей клиентской базы; - Анализ рынка, мониторинг конкурентной среды; - Проведение презентаций продукции и услуг компании. - Подготовка коммерческих предложений, проведение переговоров, заключение договоров; - Контроль оплаты по договорам; - Консультации клиентов по продукции и услугам компании;",https://hh.ru/vacancy/124564573
Менеджер по продажам,Floral Charm,60.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/3",,"форма, обучение","Грамотность на высшем уровне (основные продажи у нас в чатах). С опытом в продажах от 1 года. Целеустремленный, ответственный и...",https://hh.ru/vacancy/124246860
Менеджер по продажам,Гидроизол,120.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"ДМС, страхование, премии","Развитие и ведение имеющейся клиентской базы; Дополнительный поиск потенциальных партнеров; Подготовка и проведение презентаций продукции; Ведение коммерческих переговоров с клиентами; Расширение ассортиментного портфеля клиента; Возможен выезд к клиенту (на объект) с целью установления контакта, поддержания деловых отношений; Заключение договоров.",https://hh.ru/vacancy/124884220
"Менеджер по продажам новых автомобилей GAC, KIA",Автолидер,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,"скидки, обучение","Продажа новых автомобилей, дополнительного оборудования Проведение тестовых поездок (тест-драйв), первичные консультации клиентов в автосалоне и по телефону Сопровождение клиента на всех этапах сделки Требования к кандидату: Уверенный пользователь ПК Нацеленность на высокий результат Желание работать и зарабатывать Открытость и ориентированность на клиента",https://hh.ru/vacancy/125325213
Менеджер по продажам B2B грузовые автозапчасти,Соловьева Анастасия Алексеевна,100.0,,,,'5-5,От 1 года до 3 лет,ТК,"5/5, 5/2",,подарки,"Обработка входящих запросов + активный поиск клиентов — Холодные звонки и развитие клиентской базы B2B — Консультации по техническим параметрам запчастей — Работа с договорами и контроль сделок — Выезд к клиенту на переговоры — Составление КП, выставление счетов НАШИ ПЛЮСЫ: — Выплаты 10 и 25 числа без задержек — Минимальная бюрократия — Товар всегда в наличии на складе — Оплачиваемые обеды (300 руб./день) — Подарки на день рождения (7 000 руб.) — Возможность удаленной работы при болезни",https://hh.ru/vacancy/125252896
Менеджер по продажам,Свадебный салон Bellissimo,,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,,Продавать Консультировать Содержать рабочее место в порядке,https://hh.ru/vacancy/124596914
Ведущий менеджер по продажам (БИТУМ -ЭКСПОРТ),НПП МАКСТОН-ТОЛЬЯТТИ,,450.0,,,,От 1 года до 3 лет,ТК,"8/30, 17/30",,обучение,География охвата поставок- Российская Федерация. Многомиллиардный суммарный годовой объем поставок. Собственный автопарк. Собственные нефтебазы. Строительство завода глубокой очистки и переработки...,https://hh.ru/vacancy/124914498
Менеджер по проектным продажам,EFLIGHT,75.0,,,,,От 1 года до 3 лет,ТК,5/2,,"форма, обучение","Проектные продажи в сфере светотехнической продукции B2B и B2G. Ведение и развитие теплой клиентской базы, работа...",https://hh.ru/vacancy/123142228
Территориальный менеджер по продажам,ANCOR,,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,проезд,"Управление и развитие продаж на территории; Привлечение новых и развитие текущих клиентов; Проведение презентаций и переговоров; Разработка, согласование и проведение промо-мероприятий; Организация работы эксклюзивных мерчендайзеров, проведение собраний с торговой командой дистрибьютора; Контроль складских запасов и обеспечение необходимого ассортимента; Регулярные полевые аудиты; Ежемесячная отчетность и участие в планировании продаж.",https://hh.ru/vacancy/123196930
