Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
"Официант в ресторан ""ОДЖАХУРИ"" (Горки-2)",Оджахури,180.0,,,,'9-21,От 1 года до 3 лет,ТК,"4/3, 5/2, 9/21",,"питание, форма, подарки, обучение","подготовка ресторана к открытию/закрытию; консультирование гостей ресторана по меню, помощь в выборе блюд, сервировка стола, принятие заказа, вынос блюд; соблюдение и поддержание чистоты в зале; создание доброжелательной и уютной атмосферы.",https://hh.ru/vacancy/124969098
Бармен-официант,Одинцовское Подворье,45.0,65.0,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, бесплатное питание","Обслуживание и общение с гостями за барной стойкой Обслуживание гостей в зале Приготовление напитков по меню бара Соблюдение правил внутреннего распорядка Соблюдение кассовой дисциплины Принятие, контроль наличия и заказ товара Контроль сроков годности продаваемой барной продукции",https://hh.ru/vacancy/120829732
"Официант в ресторан ""Pivaldi"", г. Одинцово",ПИВАЛЬДИ,150.0,,,,,Нет опыта,ТК,6/1,,"питание, обучение","«PIVALDI» - это фантастический ресторан в г. Одинцово, 850 посадочных мест. Просторные и светлые залы, с замечательной кухней и напитками! Приглашает в свою дружную команду официанта. Мы предлагаем: -РЕАЛЬНЫЙ совокупный доход от 150 000 рублей и выше (с воскресенья по четверг ставка за смену 3750 рублей + чаевые, в пятницу и субботу ставка 3000 рублей + чаевые), заработок зависит от Вас, есть реальные доходы сотрудников от 300 000 рублей; -своевременная оплата труда (без задержек); -опыт работы не требуется, обучение в процессе работы; -график работы: обсуждаются разные варианты; -оплачиваемый отпуск (2 раза в год); -бесплатное трехразовое питание; -возможность карьерного роста; -бесплатная фирменная одежда; -место работы: МО, Одинцовский р-н, дп. Лесной Городок, ул. Фасадная д. 2А. Если для Вас важно быть частью команды профессионалов, гордиться Компанией, в которой работаете, Вы цените стабильность и уверенность в завтрашнем дне - приглашаем Вас присоединиться к нашей команде!",https://hh.ru/vacancy/125315645
Официант в ресторан,Смарт Рекрутинг,150.0,,,,,Нет опыта,ТК,6/1,,"питание, обучение",Обслуживание гостей согласно стандартам сервиса; Создание атмосферы гостеприимства; Подготовка зала к открытию и закрытию; Выполнение поставленных руководством задач.,https://hh.ru/vacancy/120274023
Официант в ресторан,Санина Ольга Игоревна,90.0,,,,,Нет опыта,ГПХ,5/2,2 раза в месяц,"питание, форма, проезд",Обслуживание гостей ресторана; Принятие и обработка заказов; Консультирование гостей по меню и рекомендациям.,https://hh.ru/vacancy/124246180
Официант (ТРК VEGAS Кунцево),Joki Joya,120.0,,2800.0,233.33333333333334,12.0,Нет опыта,ТК,4/4,2 раза в месяц,"питание, форма, униформа",Подготовка ресторана к открытию/закрытию; Соблюдение и поддержание чистоты в зале; Банкетное обслуживание детских праздников; Сервировка столов в соответствии с установленными стандартами; Обслуживание гостей в соответствии со стандартами сервиса с добрым и внимательным отношением к ним.,https://hh.ru/vacancy/125263110
Официант,Курочкина Любовь Павловна,2.5,2.5,,,,Нет опыта,ТК,5/2,,питание,обслуживание гостей поддержание чистоты в зале,https://hh.ru/vacancy/124454904
Официант,Коваленко Виктория Александровна,90.0,,3750.0,312.5,12.0,Нет опыта,ТК,4/4,,питание,Подача блюд и напитков гостям. Консультация посетителей по меню и помощь в выборе блюд. Уборка столов и поддержание чистоты в зале. Расчёт посетителей и работа с кассой.,https://hh.ru/vacancy/125448765
Официант в ресторан Remy Папушево,Remy Kitchen Bakery,150.0,,,,,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",2 раза в месяц,"питание, форма, чай","Создавать благоприятную атмосферу для наших гостей. Обслуживать их по стандартам сервиса. Выстраивать дружелюбные отношения как с гостями ресторана, так и...",https://hh.ru/vacancy/124631854
"Официант в кафе ""Спортсмены""",Новиков Групп,100.0,150.0,,,,Нет опыта,ТК,6/1,,"питание, транспорт",". Сервировка столов, контроль за чистотой, состоянием и комплектностью приборов; изучение меню; консультирование посетителей по меню; подача блюд и напитков; создание в заведении атмосферы гостеприимства;",https://hh.ru/vacancy/124778534
Официант,Семейный парк активного отдыха Мисти Парк,75.0,,,,,Нет опыта,ТК,"2/2, 4/3, 3/3, 5/2",,питание,"Обслуживание гостей согласно установленных правил и стандартов компании Предоставление &quot;искреннего&quot; сервиса Личностные характеристики: ответственность, нацеленность на результат, умение работать в команде, положительное отношение к жизни, стремление к личностному и профессиональному росту, доброжелательность, желание учиться, позитивный настрой, дисциплина",https://hh.ru/vacancy/124632550
Официант,Смарт Рекрутинг,100.0,,,,,Нет опыта,ТК,6/1,2 раза в месяц,"питание, форма","Обслуживание гостей ресторана в соответствии с высокими стандартами сервиса; Консультирование по меню, помощь в выборе блюд и напитков; Контроль чистоты и порядка в зале.",https://hh.ru/vacancy/125243633
Официант,Ремилкон,120.0,170.0,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,транспорт,"· Тёплая, радушная встреча и обслуживание гостей. · Консультирование гостей по меню, грамотные рекомендации блюд и напитков. · Соблюдение всех стандартов высокого уровня сервиса. Мы ждём, что Вы: · Коммуникабельны и легко находите общий язык с людьми. · Пунктуальны и ответственны. · Стремитесь к развитию в сфере гостеприимства. · Обладаете позитивным настроем и желанием работать в команде. · (Опыт работы приветствуется, но мы всему научим энергичного новичка!) Мы предлагаем Вам: · График работы: 2/2 или 5/2 на выбор. · Время работы: с 10:00 до 23:00. · Комфортная логистика: организован корпоративный транспорт от станций метро Молодёжная и Одинцово. · Карьерный рост: возможность развиться от специалиста до управленца внутри компании. · Дружный коллектив и атмосферу взаимопомощи. Готовы стать частью нашей команды? Отправляйте своё резюме!",https://hh.ru/vacancy/124747452
Официант с гибким графиком,"Тануки, японский ресторан",,170.0,,,,Нет опыта,ТК,6/1,,"питание, форма, бонус, обучение, кофе, чай","Отличное предложение от ресторана ТАНУКИ! Уютная атмосфера, высокий уровень сервиса, вкусная еда и забота о каждом госте и сотруднике делают его местом, где хочется работать. Ищем вежливых и энергичных ОФИЦИАНТОВ! Если вы готовы проявлять заботу к гостям, любите общаться с людьми, позитивно настроены на работу -это отличный шанс для вас. Не упустите возможность стать частью нашей дружной команды! ВАС ЖДУТ: Фиксированная ставка за выход: 2400 руб + % от выручки + высокие чаевые (в среднем от 3000 до 7000 за смену).; Дополнительные возможности для заработка (работа в праздничные дни, высокие чаевые, процент от личной выручки); Дополнительные выплаты за стаж; Гарантированные выплаты дважды в месяц; Бесплатное горячее 2х разовое питание; Медицинская книжка за счет компании; Стильная брендированная форма; Удобный/гибкий график работы , который позволит вам совмещать работу с другими занятиями; Работа в удобных районах Москвы и Московской области; Корпоративное обучение; Лояльное руководство и поддержка коллег! Также не забывайте о бонусах при трудоустройстве по программе «Приведи Друга»- до 15 000 руб! Наша вакансия подойдет вам, если вы искали: работа официант, бармен, начинающий специалист без опыта, работа в премиальном ресторане, работа в кофейне, работа в компаниях: White Rabbit Family, Lucky group, Novikov Group, Ginza project, рестораны Раппопорта, Maison Dellos, BB group, Perelman people, Росинтер, Мираторг, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Patriki, Чайхана, Вкусно и точка, Додо пицца, Шоколадница, Бургер кинг, Burger King Теремок, Якитория, Stars Coffee, KFC, Pizza Hut, Кофе Хауз, Азбука вкуса",https://hh.ru/vacancy/124837340
Официант,ДРЦ Игрёнок,45.0,,,,,Нет опыта,ТК,2/2,,"питание, бесплатное питание, бонус, скидки","В семейное кафе требуется официант, возможно без опыта работы. У НАС: - Официальное трудоустройство; - Гибкий график работы; - Заработная плата оклад+ чаевые+ бонусная система премирования; - Своевременная выплата зп; ПРЕДОСТАВЛЯЕМ : - Скидки сотрудникам центра; - Бесплатное питание; - Униформу.",https://hh.ru/vacancy/125294370
Официант,"Тануки, японский ресторан",,180.0,,,,Нет опыта,ТК,6/1,,"питание, форма, бонус, обучение, кофе, чай","Отличное предложение от ресторана ТАНУКИ! Уютная атмосфера, высокий уровень сервиса, вкусная еда и забота о каждом госте и сотруднике делают его местом, где хочется работать. Ищем вежливых и энергичных ОФИЦИАНТОВ! Если вы готовы проявлять заботу к гостям, любите общаться с людьми, позитивно настроены на работу -это отличный шанс для вас. Не упустите возможность стать частью нашей дружной команды! ВАС ЖДУТ: Стабильная заработная плата до 180 000 руб (час+%+чай).; Дополнительные возможности для заработка (работа в праздничные дни, высокие чаевые, процент от личной выручки); Дополнительные выплаты за стаж; Гарантированные выплаты дважды в месяц; Бесплатное горячее 2х разовое питание; Медицинская книжка за счет компании; Стильная брендированная форма; Удобный/гибкий график работы , который позволит вам совмещать работу с другими занятиями; Работа в удобных районах Москвы и Московской области; Корпоративное обучение; Лояльное руководство и поддержка коллег! Также не забывайте о бонусах при трудоустройстве по программе «Приведи Друга»- до 15 000 руб! Наша вакансия подойдет вам, если вы искали: работа официант, бармен, начинающий специалист без опыта, работа в премиальном ресторане, работа в кофейне, работа в компаниях: White Rabbit Family, Lucky group, Novikov Group, Ginza project, рестораны Раппопорта, Maison Dellos, BB group, Perelman people, Росинтер, Мираторг, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Patriki, Чайхана, Вкусно и точка, Додо пицца, Шоколадница, Бургер кинг, Burger King Теремок, Якитория, Stars Coffee, KFC, Pizza Hut, Кофе Хауз, Азбука вкуса",https://hh.ru/vacancy/124647573
"Официант в ресторан ""VASILCHUKÍ"" (м. Молодежная ""Вегас Кунцево"")",VASILCHUKI Restaurant Group,150.0,,,,,Нет опыта,ТК,2/2,,"питание, форма","Готовить ресторан к приему наших любимых гостей утром, днем и ночью. Уже с порога сражать гостей харизмой и обаянием, презентовать...",https://hh.ru/vacancy/123157133
Помощник официанта/раннер в ресторан ESHAK (г. Одинцово),Ресторанный холдинг Alba Group,60.0,,,,,Нет опыта,ТК,2/2,,"питание, бесплатное питание, форма, униформа, обучение","Осуществление доставки заказа от кухни с линии раздачи до зала; Помощь в подготовке к открытию и закрытию ресторана, контроль над чистотой и состоянием посуды и приборов в течение смены.",https://hh.ru/vacancy/125004316
Официант в сеть ресторанов,Смарт Рекрутинг,150.0,,,,,Нет опыта,ТК,6/1,,"питание, обучение",Обслуживание гостей согласно стандартам сервиса; Создание атмосферы гостеприимства; Подготовка зала к открытию и закрытию; Выполнение поставленных руководством задач.,https://hh.ru/vacancy/125121495
"Стюард - официант (Высокоскоростной поезд ""Сапсан"" Москва-Санкт-Петербург)",Группа компаний РБЕ (RBE Group),86.0,,,,12.0,Нет опыта,ТК,"5/2, 4/2",,обучение,"Подготовка к рейсу (прием продукции на борт поезда); Обслуживание пассажиров; Соблюдение стандартов и технологий обслуживания пассажиров. Создание атмосферы комфорта и гостеприимства на борту высокоскоростного поезда Сапсан; Наши ожидания от кандидатов: Рассматриваем кандидатов без опыта работы, если вы готовы обучаться и развиваться; Приветствуется опыт работы с людьми, сфере обслуживания, продажах; на должностях: официант, бармен, продавец-кассир, бариста, официант-бармен; Образование не ниже среднего полного (11 классов школы или оконченный колледж); Приветствуется знание основ сервиса.",https://hh.ru/vacancy/119428700
Стюард-официант на скоростной поезд Сапсан,Группа компаний РБЕ (RBE Group),86.0,,,,12.0,Нет опыта,ТК,"5/2, 4/2",,обучение,"Подготовка к рейсу (прием продукции на борт поезда); Обслуживание пассажиров; Соблюдение стандартов и технологий обслуживания пассажиров. Создание атмосферы комфорта и гостеприимства на борту высокоскоростного поезда Сапсан. Наши ожидания от кандидатов: Рассматриваем кандидатов без опыта работы, если вы готовы обучаться и развиваться; Приветствуется опыт работы с людьми, сфере обслуживания, продажах; на должностях: официант, бармен, продавец-кассир, бариста, официант-бармен; Образование не ниже среднего полного (11 классов школы или оконченный колледж); Приветствуется знание основ сервиса.",https://hh.ru/vacancy/124874646
