Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Охранник-контролер,"Гранд Сервис Билдинг, Управляющая компания",60.0,80.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Осуществлять контроль прохода посетителей, внос/вынос из БЦ материальных ценностей, контроль за перемещением/ вносом/выносом грузов при использовании грузовых лифтов",https://hh.ru/vacancy/125118872
Охранник в офис без лицензии,Филиппов Александр Сергеевич,70.4,,3200.0,266.6666666666667,12.0,От 1 года до 3 лет,ТК,5/2,,,"Осуществление пропускного режима, поддержание порядка.",https://hh.ru/vacancy/124250701
Охранник группы быстрого реагирования,ЧОО Рысь-Т,177.5,177.5,,,,От 1 года до 3 лет,ТК,1/2,2 раза в месяц,,выезды по тревоге на служебном автомобиле; сопровождение физических лиц; сопровождение товарно-материальных ценностей.,https://hh.ru/vacancy/124996499
Охранник в офисный центр,Протект Групп,6.0,,,,,Нет опыта,ТК,3/3,,обучение,"Работа в День; обеспечение внутриобъектового режима; встреча посетителей, проверка соответствия заявленным спискам. Сопровождение посетителей в офис; Прием корреспонденции, посылок, пакетов. Их проверка, регистрация, доставка их в офис; Недопущение проникновения на территорию офисного центра посторонних лиц, контроль проноса/выноса материальных ценностей.",https://hh.ru/vacancy/124571235
Контролер-охранник,Московский Завод Холодильного машиностроения ИСКРА,55.0,,,,,От 1 года до 3 лет,ТК,7/7,,питание,Контроль и обеспечение пропускного режима на территорию предприятия. Обход территории,https://hh.ru/vacancy/125175502
Охранник (oфисный центр),ЧОО Альфа-Град,70.0,100.0,5000.0,416.6666666666667,12.0,От 1 года до 3 лет,ТК,"7/7, 14/14",2 раза в месяц,"питание, бесплатное питание, премии",Охрана объекта Контроль соблюдения режима охраны (внутриобъектового и пропускного режимов ; Обеспечение безопасности и правопорядка на территории объекта.,https://hh.ru/vacancy/125347059
Водитель-охранник группы личной охраны,Частная Охранная организация Орион,150.0,180.0,,,,От 3 до 6 лет,ТК,2/2,,транспорт,безаварийное управление транспортным средством охрана перевозимого имущества обеспечение безопасности охраняемых лиц,https://hh.ru/vacancy/125292461
Сотрудник отдела режима (охранник),АБСОЛЮТ БАНК,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, транспорт","Охрана ценностей в помещениях Банка; Охрана имущества Банка, в том числе при его транспортировке; Обеспечение защиты от противоправных посягательств; Обеспечение порядка в местах проведения Банком массовых мероприятий; Осуществление внутриобъектового и пропускного режима.",https://hh.ru/vacancy/125178149
Охранник,Частное охранное предприятие Вымпел - А,82.5,90.0,,,,От 3 до 6 лет,ТК,15/15,2 раза в месяц,,"Постовая охрана объектов в г. Москве и МО (загородные дома, офисы, банки и пр.)",https://hh.ru/vacancy/125328882
Охранник (Патрулирование в офисе),Частное Охранное предприятие Прометей,5.0,,,,,Нет опыта,ТК,2/2,,форма,"Патрулирование в офисе, реагирование на нарушения пропускного режима на этажах. Стоимость смены: 5 000 руб. График работы суточный: 2/2 Режим работы с 09:00 -09:00 УЧО обязательно. Имеется комната отдыха, все условия. Форма одежды: темный низ, светлый верх.",https://hh.ru/vacancy/125300551
Охранник - контролер,Юнитекс,,,,,,Нет опыта,ТК,15/15,,"форма, жилье, транспорт","КПП, контроль входящих посетителей, въезд транспортных средств, пропускная система; Охрана здания, обход территории по периметру, пожарная безопасность",https://hh.ru/vacancy/125218536
Охранник (с питанием),ЧОП Велес Элит ,6.0,,,,,От 1 года до 3 лет,ТК,1/2,,"питание, спецодежда",осуществление видеонаблюдения • обеспечения порядка и безопасности на охраняемом объекте • обход и осмотр территории объекта • ведение служебной документации • обеспечение сохранности имущества и материальных ценностей Заказчика,https://hh.ru/vacancy/125029377
Личный охранник,ЧОП Витязь-Резерв,140.0,170.0,,,,От 3 до 6 лет,ТК,"2/2, 3/3",,"питание, обучение",Обеспечение безопасности заказчика и членов его семьи Выполнение поручений заказчика Соблюдение субординации,https://hh.ru/vacancy/125321940
Охранник,РН-НефтьКапиталИнвест,56.0,85.0,,,,Нет опыта,ТК,"1/3, 2/2",,,Охрана объекта и обеспечение безопасности сотрудников и посетителей. Контроль за соблюдением порядка на территории. Патрулирование территории и мониторинг камер видеонаблюдения. Реагирование на внештатные ситуации и предотвращение конфликтов.,https://hh.ru/vacancy/125146539
Охранник в дом (объектовый),Домашняя История,120.0,120.0,,,,От 3 до 6 лет,ТК,2/2,,питание,"Охрана объекта: ПЕРЕСМЕНКА в 5ч(6ч) утра, охрана дома и территории, наблюдение на маниторе, пропуск автомобилей. Работа в команде на различных постах.",https://hh.ru/vacancy/124158748
"Администратор/охранник в офис (2/2, входная группа)",УК Арбат 38,90.0,,,,,От 1 года до 3 лет,ТК,2/2,,,"Пропускает работников объекта, посетителей и выпускает с объекта в порядке и по образцам документов, утвержденных администрацией компании. Осуществляет контроль и ведет журнал прихода-ухода сотрудников офиса, журнал командировок работников в течение рабочего дня. Предоставляет списки опоздавших сотрудников. Видеонаблюдение офиса В случае выявления факта порчи или поврежденности оборудования, сообщает об этом должностному лицу, в подчинении которого находится. Выполнение иных поручений руководителя. Обход помещений офиса в конце рабочего дня.",https://hh.ru/vacancy/123438024
Охранник в офисное здание(с УЧО),"В офисное здание в центре Москвы, требуется сотрудник охраны с УЧО. График сутки/трое или сутки/двое на выбор, в смене 5 человек.",8.5,10.5,,,,От 1 года до 3 лет,ТК,"1/3, 1/2",2 раза в месяц,,"Внутриобъектовый и пропускной режимы, видеонаблюдение. Все посты сидячие.",https://hh.ru/vacancy/124161590
Дежурный охранник в офис,Представительство компании Шайн Бизнес корп,90.0,,,,,От 1 года до 3 лет,ТК,4/3,,форма,"Организация пропускного режима Осуществление пропуска посетителей (гостей) в здание компании и проверка законности выноса материально-технического имущества Контроль выполнения сотрудниками требований пожарной безопасности Проверка работоспособности средств пожаротушения, систем оповещения о пожаре Контроль за соблюдением трудовой дисциплины сотрудниками",https://hh.ru/vacancy/120643084
Водитель-охранник (VIP-сопровождение),Стратегия инноваций,,,,,'15-20,От 3 до 6 лет,ТК,15/20,,питание,"Безопасное и комфортное управление автомобилем в городе и на трассе; Планирование маршрутов, учет пробок/перекрытий, своевременная подача автомобиля; Личное сопровождение клиента (авто/пешком), оценка рисков, предотвращение нештатных ситуаций; Взаимодействие со службой охраны, персоналом объектов, организаторами мероприятий/аэропортов; Соблюдение конфиденциальности и делового этикета; Контроль чистоты и технического состояния автомобиля (в рамках зоны ответственности); Отработка регламентов безопасности и действий в экстренных ситуациях.",https://hh.ru/vacancy/125282728
Охранник,ЧОП КАЛИБР,6.0,,,,,Нет опыта,ТК,2/4,,,осуществление внутриобъектового и пропускного режима объект охраны загородный дом (Одинцовский район),https://hh.ru/vacancy/125263557
Охранник 6 разряда,ДЖЕЙКЕТ РАБОТА,150.0,150.0,5000.0,416.6666666666667,12.0,Нет опыта,ТК,"2/2, 3/3, 15/15, 30/15",2 раза в месяц,форма,Охрана объектов,https://hh.ru/vacancy/125178562
