Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Менеджер по продажам (без поиска клиентов),Злобина Эльвира Сергеевна,150.0,350.0,,,'2-3,Нет опыта,ГПХ,"5/2, 2/3",,обучение,"Профессионально и доступно рассказывать об услугах компании. Работать с тёплой базой клиентов: звонки, Zoom-презентации, индивидуальные онлайн-встречи. ",https://hh.ru/vacancy/125360220
Ведущий специалист в отдел продаж,ФГУП Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова ( ГК Росатом),160.0,180.0,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,"питание, форма","Организация и сопровождение продаж на электронной платформе; Ведение каталога продукции, продаваемой на электронной платформе, обновление и ввод необходимой информации, в том числе экономического и технического характера; Взаимодействие с внутренними службами предприятия; Взаимодействие с Заказчиками по вопросам продажи и поставки продукции",https://hh.ru/vacancy/125303859
Ведущий менеджер по работе с клиентами,UP business,200.0,,,,,От 3 до 6 лет,ТК,5/2,,"премии, чай","Ты — архитектор сделки: Подготовишь и заключишь договор, взяв на себя всю ответственность за юридическую чистоту. Ты — личный менеджер: Будешь вести...",https://hh.ru/vacancy/124202023
New business manager/Sales manager,DIDENOK TEAM,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, кофе",Интегрированные маркетинговые кампании и спецпроекты на стыке различных инструментов digital с участием блогеров и звёзд. Креативный хаб: разработка креативных концепций...,https://hh.ru/vacancy/120422330
Менеджер по продажам (без поиска клиентов) Москва,Форесткэмп,180.0,300.0,,,'9-18,От 1 года до 3 лет,ТК,5/2,Еженедельно,"форма, обучение","Выезд по &quot;теплой&quot; заявке; Консультирование клиентов с целью заключения договоров на оказание услуг; Поиск оптимального решения в интересах клиентов компании и компании; Замер мягкой мебели; Определение стоимости работ; Предоставление информации и документов в офис (1 раз в неделю, офис находится по адресу: Ярославское шоссе 19с 1)",https://hh.ru/vacancy/121667219
Менеджер по оптовым продажам,Вентас Инжиниринг,100.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Оптовая продажа вентиляционного оборудования, комплектующих и расходных материалов, теплоизоляции из ВСК; Ведение существующей клиентской базы, поиск новых клиентов; Составление технико-коммерческих предложений; Выставление счетов, контроль над порядком товарно-сопроводительных документов; Сопровождение и согласование договоров, платёжных документов; Возможное участие в формирование ассортимента и ценовой политики компании;",https://hh.ru/vacancy/124295629
Менеджер по продажам B2B,SEGMENT GROUP,120.0,,,,'1-2,Нет опыта,ТК,"1/2, 5/2",Ежемесячно,обучение,"Ежемесячное выполнение плановых показателей согласно мотивации. Привлечение новых клиентов в компанию (1-2 клиента в месяц, в зависимости от мотивации...",https://hh.ru/vacancy/124768690
Менеджер по работе с клиентами (Заклинатель сложных клиентов),Deez.Studio,350.0,,,,,От 1 года до 3 лет,ТК,64/27,,"форма, бонус, бонусы","Вести коммуникацию с клиентами студии (брендинг, дизайн, digital). Переводить «не нравится» в конкретику: Если клиент говорит «не то», вы выясняете, что именно его не устраивает (и почему это вдруг превращается в просьбу сделать шрифт Comic Sans). Участвовать в брифингах, уточнять цели и детали проекта. Расшифровывать клиентский язык: «Сделайте поярче» или «логотип покрупнее» — и превращать это в нормальные дизайнерские задачи. Решать спорные ситуации мирным и конструктивным способом: Если возникает спор, переводить его в продуктивное обсуждение, а не в войну. Поддерживать высокий уровень удовлетворённости клиентов. Объяснять, почему референсы из 2010-х — это плохо: И делать это так, чтобы клиент сам захотел отказаться от них. Кого мы ищем: Переговорщика с харизмой и выдержкой: Опыт переговоров в маркетинге, рекламе, креативных индустриях. Дипломата с внутренним стержнем: Умение слушать и доносить информацию простыми словами. Человека, способного сказать «нет» клиенту так, чтобы он сам начал сомневаться в своём «да»; Желание «приручать хаос» и работать с амбициозными клиентами. Что предлагаем: Оклад от 250 000 до 350 000 ₽: Да, мы ценим тех, кто умеет приручать клиентов; Бонусы за «приручённых»: Если клиент напишет нам «Вау, спасибо за вашу работу» — вы получаете премию; Гибкий график и возможность удалёнки: Главное, чтобы чакра терпения была открыта в рабочие часы; Работу в команде, которая действительно понимает, что делает. Как откликнуться: Обычного резюме недостаточно. Вместе с откликом пришлите короткий рассказ: Какой самый сложный клиент был у вас? И как вы его приручили? Ждём ваших историй 👇",https://hh.ru/vacancy/125308367
"Менеджер по продажам B2B (IT-оборудование, без холодных звонков)",Карма Групп,300.0,350.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, бонус, обучение, кофе","Продвижение и продажа инфраструктурных аппаратных IT-решений (серверы, системы хранения данных, системы резервного копирования, сетевые решения). Работа в ""теплой"" клиентской...",https://hh.ru/vacancy/123320764
Менеджер по работе с клиентами (Глобальный офис продаж в России),Radisson Hotel Group,,,,,,От 3 до 6 лет,ТК,5/2,,,В этой роли <highlighttext>менеджер</highlighttext> <highlighttext>по</highlighttext> <highlighttext>работе</highlighttext> <highlighttext>с</highlighttext> <highlighttext>клиентами</highlighttext> будет отвечать за достижение результатов посредством конструктивного взаимодействия с нашими ключевыми клиентами...,https://hh.ru/vacancy/125156420
Менеджер по продажам в переписке,Полегаев Владимир Андреевич,80.0,210.0,,,,От 1 года до 3 лет,ТК,5/2,Еженедельно,"форма, обучение","Общаться с потенциальными клиентами и подбирать для них подходящие обучение. Закрывать сделки – превращать интерес в покупку. Контролировать оплату от клиентов и сопровождать их после покупки. Твоим преимуществом будет: Энергичность и проактивность – любишь общаться и умеешь убеждать Амбициозность – хочешь зарабатывать много и достигать крутых результатов. Готов вкладываться в свою работу, а не просто &quot;отсиживать часы&quot;. Если ты дочитал до конца и понял, что это про тебя: Напиши сопроводительное письмо и укажи 3 причины , почему именно ты должен быть в нашей команде! До встречи на собеседовании !",https://hh.ru/vacancy/124783282
Менеджер по продажам/Sales manager,ФРОМТЕК,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, премии, подарки, обучение","Привлечение новых крупных клиентов в компанию: поиск, установление контакта и развитие отношений с потенциальными клиентами в сегменте крупного бизнеса. • Знание продукта: умелое представление наших сильных сторон на презентациях. • Проведение презентаций и переговоров: общение как с холодными, так и с теплыми потенциальными клиентами — как в режиме видеоконференций, так и на личных встречах. • Ведение клиентской базы: поддержка и развитие отношений с текущими и потенциальными клиентами, регулярный контакт через соцсети, мессенджеры, по email и телефону. • Участие в выставках и бизнес-встречах: представление компании на профильных мероприятиях, установление деловых контактов. • Работа с системами закупок/тендеров: поиск и контроль по заявкам к участию в тендерных закупках. Подготовка и подача документов компании для участия в них. Что для нас важно: • Опыт продаж программного обеспечения (не железа) или ИТ-сервисов в кредитно-финансовой сфере или телекоме • Опыт холодных продаж, привлечение клиентов без готовой базы в B2B-сегменте • Сильные коммуникативные навыки и понимание специфики продаж IТ продуктов • Активная жизненная позиция, уверенность в себе и отличные коммуникативные навыки • Способность процветать с минимальным руководством, быстро принимать решения и справляться с неопределенностью",https://hh.ru/vacancy/124270056
Менеджер по продажам недвижимости | SUNLIFE,САНЛАЙФ,250.0,1000.0,,,,От 1 года до 3 лет,ТК,5/2,,"бонус, бонусы, обучение","Поток горячих заявок — свой call-центр и маркетинг, никаких холодных звонков.",https://hh.ru/vacancy/124578166
Менеджер по продажам в IT-компании (без поиска клиентов),"ЭЛКОД, группа компаний",84.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,,,У нас серьезные намерения:,https://hh.ru/vacancy/75862402
Менеджер по оптовым продажам,Электро-Миа,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Обработка входящих звонков и заявок клиентов Наработка клиентской базы, обзвон и налаживание сотрудничества Консультация, оформление заказа в 1С Заказ товара у поставщиков компании Контроль отгрузок и доставок Выставление счетов юридическим лицам по входящим заявкам",https://hh.ru/vacancy/124714747
Sales Manager (Португалия),Disciplinas Imersivas LDA,,,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Общаться с нашими абитуриентами — в Telegram, WhatsApp, Instagram, Zoom, звонок.  Писать, озвучивать, объяснять, помогать выбрать программу.  Работать с возражениями.  ",https://hh.ru/vacancy/125346585
Digital account manager / Project manager (Junior/Middle/Senior),Realweb,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Разрабатывать стратегию работы по проекту, декомпозировать ее и контролировать исполнение. Понимать бизнес-задачи клиента, перекладывать их на digital-инструменты. ",https://hh.ru/vacancy/124318251
Менеджер по продажам (удаленно),НПО ЗЕНИТ-СЕВЕР,130.0,345.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"форма, бонус, бонусы, подарки, обучение, транспорт, кофе, чай","Работой с уже имеющейся базой постоянных клиентов (повторные сделки), а также с переданными квалифицированными лидами от партнеров и менеджеров первичных контактов; Привлечением новых клиентов для компании, расширением клиентской базы. Мы предоставляем «холодную» базу потенциальных клиентов; Ведением всего цикла сделки до завершения контракта (проекта).",https://hh.ru/vacancy/125280402
Менеджер удаленного отдела продаж,Теджас,120.0,180.0,,,,От 1 года до 3 лет,ГПХ,5/2,2 раза в месяц,"обучение, кофе",Поиск новых клиентов (база предоставляется); Работа с входящими заявками; Сопровождение клиентов на всех этапах сделки; Заключение договоров и выставление счетов; Работа в 1С и Битрикс24; Ведение отчетности.,https://hh.ru/vacancy/125185614
Менеджер отдела продаж,МУЦ ДПО Образовательный стандарт,100.0,130.0,,,,От 1 года до 3 лет,ТК,5/2,,обучение,Ведение телефонных переговоров с новыми и действующими клиентами Сопровождение клиентов на всех этапах Ведение базы клиентов Выстраивание долгосрочных взаимовыгодных отношений с клиентами,https://hh.ru/vacancy/123258902
"Менеджер по продажам (оборудование, промышленность, бурение).",BY business group (Бизнес-Юрист),200.0,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,форма,"активный поиск новых клиентов (база есть, но свои каналы только приветствуются). – работа с входящими заявками (да, они есть — и мы...",https://hh.ru/vacancy/125312550
Менеджер отдела продаж,МХАТ им. М. Горького,120.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Реализация стратегии развития продаж для спектаклей, концертов и мероприятий театра; Развитие и поддержание партнерских отношений с агентствами, компаниями и ключевыми клиентами; Подготовка отчетной документации; Участие в планировании рекламных и маркетинговых кампаний для продвижения продаж; Организация своевременного открытия продаж утвержденного репертуарного плана; Назначение тарифов на мероприятия по указанию руководства и рассылка репертуарного плана по партнерам; Согласование, заключение и ведение договоров с юридическими лицами. Наши ожидания от кандидата: Обязателен опыт работы в продажах от 1 года; Высшее образование; Умение строить долгосрочные партнерские отношения; Аналитические и организационные навыки для планирования и управления продажами; Желание работать на результат и достигать эти результаты; Оперативность в работе; Умение работать в команде; Искренний интерес к театру и любовь к своему делу.",https://hh.ru/vacancy/125216679
Менеджер по продажам,DISCIPLINA,100.0,,,,'3-2,От 3 до 6 лет,ТК,"3/3, 2/2",,,Работа с входящим потоком клиентов. - Деловая переписка. - Работа в amoCRM. - Выполнение планов продаж и увеличение объема продаж.,https://hh.ru/vacancy/125300622
Менеджер по продажам (в переписке),Кулаков Алексей Денисович,80.0,170.0,,,'2-3,От 1 года до 3 лет,ТК,"2/3, 3/4, 5/2",,"форма, обучение","Огромный ассортимент товаров вип, премиум и люкс качества. Продажи товаров под заказ с отгрузкой напрямую до клиента из Китая. - ",https://hh.ru/vacancy/125321540
Менеджер по продажам ювелирных изделий,Ювелирный завод Вероника,200.0,,,,'3-4,От 1 года до 3 лет,ТК,"3/4, 5/2",2 раза в месяц,"подарки, скидки, обучение","Основная задача менеджера по продажам – активные оптовые продажи ювелирных изделий (золото, серебро), развитие клиентской базы. Работать по существующей базе, привлекать новых клиентов, заключение договоров, полное сопровождение сделки Работать с ключевыми клиентами, проводить встречи с целью ознакомления с новинками, проведения отборок ювелирных изделий, увеличения объемов отгрузок. Соблюдать сроки проведения сделок и поступления денежных средств. Контролировать дебиторскую задолженность; Участвовать в ювелирных выставках, как в России, так и заграницей (по желанию) Наши пожелания к кандидату: Желание зарабатывать от 200 000 рублей и выше. Опыт активных продаж ювелирных изделий; Грамотная и четкая речь, хорошая дикция; Навыки деловой переписки; Готовность много общаться с людьми, умение выявлять потребности клиентов; Стремление постоянно развиваться Ждем вас в нашей команде!",https://hh.ru/vacancy/123131675
Ведущий менеджер по продажам в отделение банка,Газпромбанк,120.0,,,,,От 1 года до 3 лет,ТК,5/2,Ежемесячно,"ДМС, премии, бонус, бонусы, скидки, обучение","Консультировать и продавать клиентам банковские, страховые, инвестиционные продукты. Выполнять индивидуальные планы продаж. Осуществлять качественное операционное обслуживание клиентов.",https://hh.ru/vacancy/124173339
Менеджер по продажам (защита от беспилотников),СтройТоргИнновация,120.0,180.0,,,'2-3,Нет опыта,ГПХ,2/3,,,Активно продавать и вести переговоры на уровне первых лиц. Работать с входящим и исходящим потоком (упор на исходящие). ,https://hh.ru/vacancy/125329441
Менеджер по продажам,ТРАНСВЕЙ,120.0,250.0,,,,Нет опыта,ТК,5/2,,"бонус, бонусы",Опытным <highlighttext>продажникам</highlighttext> (от 6 месяцев в B2B/B2C/рознице). Имел опыт в продажах/общении с клиентами...,https://hh.ru/vacancy/124261059
Менеджер по продажам,Ярче Всех,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Оформления витрин. Оформление выставочных стендов. Использования снаружи помещения на билборде. Использования внутри помещения (кафе, рестораны, офисы). Стеклянной стене внутри и...",https://hh.ru/vacancy/125360885
Менеджер по сопровождению продаж,Олимп Клиник,150.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, скидки","Сервисное сопровождение и поддержка; Полное ведение и поддержание отношений с действующими корпоративными клиентами (юридическими лицами) и страховыми компаниями; Консультирование партнеров по услугам медицинского центра, акциям и условиям договоров; Решение нестандартных и спорных ситуаций, работа с входящими запросами; Договорная и административная работа; Подготовка, согласование и продление договоров; Контроль платежей и задолженностей по договорам; Подготовка актов выполненных работ, счетов и счетов-фактур; Ведение первичной документации и документооборота; Аналитика и отчетность; Формирование регулярных отчетов по оказанным услугам для партнеров; Ведение учета в CRM-системе; Анализ потребностей клиентов и подготовка данных для разработки персональных предложений; Взаимодействие с бухгалтерией, call-центром и медицинскими подразделениями для координации процессов. Что мы хотим видеть в Вас: Опыт работы на аналогичной должности (менеджер по работе с клиентами, администратор, специалист отдела документооборота) от 1 года. Приветствуется опыт в медицине, страховании или сфере услуг; Грамотная устная и письменная речь — обязательное условие; Навыки уверенного пользователя ПК; Excel (обязательно уверенный пользователь): сводные таблицы, фильтры, ВПР (VLOOKUP), условное форматирование; Word: создание и оформление документов; PowerPoint: создание простых презентаций; Опыт работы с CRM-системами и 1С будет серьезным преимуществом; Внимательность к деталям, аккуратность в работе с документами и цифрами; Клиентоориентированность, умение общаться с клиентами и решать их вопросы; Исполнительность, ответственность и способность работать в команде.",https://hh.ru/vacancy/125325622
Менеджер по продажам,Тенет,150.0,,,,,От 1 года до 3 лет,ГПХ,5/2,2 раза в месяц,"форма, обучение","Обработка входящих запросов от клиентов; Проведение встреч с клиентами в онлайн и оффлайн; Продажа продукта компании, заключение договоров; Работа в CRM системе, у нас Битрикс24; Ведение отчетности по выполненной работе; Активные переписки в месенджерах.",https://hh.ru/vacancy/125207075
"Менеджер по работе с клиентами (Маркетплейсы, Сети)",MIXIT,,,,,,От 1 года до 3 лет,ТК,5/2,,"премии, скидки, транспорт","размещение, обработка и согласование заказов. - согласование графиков отгрузок. - контроль отгрузки и приемки заказов покупателем. - оперативное решение вопросов при поставках. - ",https://hh.ru/vacancy/125336414
Менеджер отдела продаж,Завод Спецмаш,150.0,400.0,,,,От 3 до 6 лет,ТК,29/18,,,"Осуществлять продажи грузовой техники на шасси Shacman, Урал, FAW и пр. Активный поиск и привлечение новых клиентов, наработка клиентской базы. ",https://hh.ru/vacancy/125206866
"Менеджер по работе с клиентами (переписка, сопровождение)",Vegannova,60.0,100.0,,,,От 1 года до 3 лет,ТК,5/2,,"форма, премии, бонус, бонусы, обучение","Общаться с клиентами в переписке (мессенджеры, почта, CRM), звонки только при необходимости. Поддерживать клиентов после первой покупки: интересоваться, как им продукт, отвечать на вопросы. Давать простые рекомендации и мягко предлагать сопутствующие товары. Формировать долгосрочные отношения: помогать клиенту оформлять повторные заказы. Вести переписку и фиксировать действия в Bitrix24. Мы ждём от тебя: Опыт работы в продажах или клиентском сервисе от 1 года. Умение общаться с людьми в переписке: доброжелательно, понятно, без давления. Навык нативных допродаж (предложить дополнение так, чтобы клиенту было полезно). Готовность работать в CRM (Bitrix24 будет плюсом). Внимательность и желание помогать клиентам. Что предлагаем: Гибкий формат: работа удаленно, 5/2.. Прозрачная оплата: оклад от 60 000 ₽ + KPI и бонусы за развитие клиентов. Обучение за счёт компании (по продукту и сервису). Комфортные",https://hh.ru/vacancy/125141373
Менеджер по продажам,Anecole,100.0,,,,,От 1 года до 3 лет,ГПХ,"5/2, 7/8",,форма,У нас простая воронка: две встречи - интервью со мной и собеседование с руководителем отдела продаж. Далее - выход на адаптацию. ,https://hh.ru/vacancy/124514417
Менеджер по продажам,Всембыт,100.0,200.0,,,,Нет опыта,ТК,"2/2, 5/2",,обучение,"Обрабатывать входящие звонки по телефону (IP-телефония предоставляется) Обрабатывать входящие запросы клиентов с площадок ВК, Авито. Вносить все данные в CRM систему. Вести отчетность. Каждый день мы созваниваемся по Zoom всей командой , ставим цели на текущий день, а также помогаем друг другу, если возникают сложности.",https://hh.ru/vacancy/125133850
Менеджер по продажам на маркетплейсах,ГЛАВ ДРСУ,100.0,180.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Полный цикл управления продажами на ключевых маркетплейсах (Wildberries, Ozon, Яндекс Маркет, Авито, всеинструменты) — от создания и ведения карточек товаров до анализа и отчетности. Разработка и реализация стратегии продвижения товаров и всего аккаунта. Настройка и оптимизация рекламных кампаний (WB Ads, Ozon Boost) для максимизации продаж и ROI. Работа с остатками, ценообразованием, контролем логистических процессов и участием в акциях маркетплейсов. Анализ рынка, конкурентов и ключевых показателей (оборот, маржинальность, конверсия) для принятия стратегических решений. Мы ждем, что ты: Имеешь опыт от 2-х лет успешной работы с маркетплейсами (обязательно укажи в отклике, с какими именно работал(а)). Детально разбираешься в алгоритмах и особенностях площадок (выдача, ранжирование, работа с отзывами). Имеешь успешный опыт запуска и продвижения товаров с использованием внутренней рекламы. Уверенно владеешь аналитикой: умеешь работать с данными, строить отчеты в Excel/Google Таблицах, считать unit-экономику. Видишь прямую связь между своей работой и финансовым результатом. Обладаешь высокой самоорганизацией, инициативностью и нацеленностью на результат.",https://hh.ru/vacancy/125340008
Менеджер по оптовым продажам,Русская промышленная компания,150.0,400.0,,,,От 1 года до 3 лет,ТК,5/2,,обучение,"Прием заявок по телефону, электронной почте, их обработка от выставления счета до отгрузки; Продажи по существующей базе клиентов; Встречи с потенциальными клиентами; Полное сопровождение сделок (контроль отгрузки, подписание договоров, контроль документооборота); Ведение деловой переписки; Выстраивание долгосрочных отношений с клиентами; Контроль дебиторской задолженности; Анализ рынка, ценообразования трубной продукции. Что важно: Умение находить общий язык с клиентами любого уровня: от малых предприятий до крупных корпораций. Опыт работы в сфере оптовых продаж (обязательно), понимание рынка трубной продукции, металлопроката, строительных материалов (желательно). Ориентированность на результат и умение работать в условиях многозадачности. Отличные коммуникативные навыки и харизма, способная завоевать доверие с первого слова.",https://hh.ru/vacancy/125207281
Менеджер по продажам,JDaI,203.0,221.0,,,,От 1 года до 3 лет,ГПХ,5/2,,обучение,Поиск клиентов и холодные звонки. Продажа услуг аутсаффинга. Подготовка и отправка КП и договоров. Согласование и отправка договора.,https://hh.ru/vacancy/125375997
