Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Санитарка/санитар в операционный блок,Нейро-Клиника,70.0,,7700.0,641.6666666666666,12.0,От 1 года до 3 лет,ТК,"1/2, 1/3",,,"уборка операционной и помещений оперблока; сбор и утилизация отходов; проведение текущей и генеральной уборки; помощь в работе среднего медицинского персонала Пожелания к кандидату: знание правил санитарии и гигиены, опыт работы в медицинском учреждении",https://hh.ru/vacancy/124607979
Санитарка / Младшая медицинская сестра / Санитар / Младший медицинский брат,Нефрохэлс,75.0,75.0,,,,Нет опыта,ТК,64/27,,,"проведение текущих и генеральных уборок в медицинском центре; сопровождение пациентов к процедурам по мере необходимости (редко); получение у сестры-хозяйки расходных материалов, моющих средств.",https://hh.ru/vacancy/124322480
Санитарка/санитар в патологоанатомическое отделение,ГБУЗ МОСКОВСКОЙ ОБЛАСТИ МОНИИАГ ИМ. АКАДЕМИКА В.И. КРАСНОПОЛЬСКОГО,70.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"секционная работа; работа с операционным, биопсийным материалом.",https://hh.ru/vacancy/122316379
Санитарка/уборщица (Санитар/уборщик),Маки Клиник,30.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,,"требования: уборка стоматологических кабинетов и помещений общего пользования. - обработка медицинских инструментов , подготовка наборов инструментов на следующий рабочий день.",https://hh.ru/vacancy/124975395
Санитарка/санитар-уборщица/уборщик,Podomed.ru,30.0,35.0,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,,"Объекты: м.Лухмановская 60 м2, м.Краснопресненская 74м2 Задачи: уборка квартир директора, небольшие поручения в рамках установленного времени - 4 часа. Иногда возможна подмена санитаров в медицинском центре, там так же не менее 4 часов. Что мы ожидаем: У вас есть опыт работы в клининге, уборке офиса и дома руководителя. Вы смогли прочитать этот текст - в сопроводительном письме напишите пожалуйста: есть ли у вас возможность подойти на интервью во вторник или четверг на следующей неделе?",https://hh.ru/vacancy/125355753
Санитарка/санитар,ГКБ №15 им.О.М.Филатова,50.0,,,,,Нет опыта,ТК,5/2,,,функции уборщика функции помощника по ходу за больными,https://hh.ru/vacancy/124875668
Санитарка/санитар,ФГКУ Центральная поликлиника,70.0,90.0,,,,Нет опыта,ТК,5/2,Ежемесячно,,Проведение влажной уборки помещений. Соблюдение санитарно-гигиенических норм. Поддержание чистоты и порядка в поликлинике.,https://hh.ru/vacancy/124716677
Санитарка/санитар (операционный блок),Клиника эстетической медицины Галактика,85.0,,,,,Нет опыта,ТК,2/2,Ежемесячно,премии,"Соблюдение эпид-режима в операционной. Помощь медицинским сёстрам во время проведения операций. Знание расходного материала, инструментария. Уборка операционных, включая и генеральную уборку.",https://hh.ru/vacancy/124595161
Санитарка/уборщица (санитар/уборщик) в медицинский центр,КСМТ КРЕДЕ ЭКСПЕРТО,70.0,,,,,Более 6 лет,ТК,2/2,,,Уборка клиники с соблюдением СанПин режима.,https://hh.ru/vacancy/124591641
Уборщица/Санитарка (уборщик/санитар) в клинику,РУСМЕДИКС ГРУПП,,95.0,,,,От 1 года до 3 лет,ТК,5/2,,,"Знания положений по уборке помещений и навыки безопасного применения бытовой химии. Удаление грязи и пыли с потолков, стен, окон, дверных проёмов и мебели. Чистка сантехники при помощи химических и прочих моющих средств. и т.д.",https://hh.ru/vacancy/124782474
Санитарка/Санитар в стоматологию,Правильная Стоматология,4.0,,,,,Нет опыта,ТК,2/2,,,Уборка лечебных залов и поддержание их в чистоте. Предстерилизационная очистка и дезинфекция инструментов. Стерилизация медицинского оборудования. Проведение генеральных уборок по графику.,https://hh.ru/vacancy/124892791
Санитарка/санитар в медицинский центр,Podomed.ru,30.0,33.0,,,1.0,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,,"Объекты: офис медицинский центр (м.Краснопресненская, 74 м2) Задачи: в графике 2/2 санитарная обработка, уборка, стерилизация расходного материала, ЦСО. Какие",https://hh.ru/vacancy/125354789
Санитарка/санитар в медицинскую клинику (уборщица/уборщик),Евро Мед,4.5,,,,,От 1 года до 3 лет,ТК,2/2,,скидки,Проведение текущих и генеральных уборок помещений небольшой клиники; Поддержание чистоты в течение дня.,https://hh.ru/vacancy/124219921
Санитарка-уборщица/Санитар-уборщик,Клиника МИРУМ,60.0,,,,,От 3 до 6 лет,ТК,2/2,2 раза в месяц,,"Сбор, обеззараживание и утилизация отходов. - Текущие и генеральные уборки. - Помощь медсестрам . - Соблюдение санитарных норм и правил работы. - Очистка от пыли всех поверхностей (витрины, окна, батареи, мебель, зеркальные и стеклянные поверхности). - Качественная уборка кухни: уборка всех поверхностей, мытье посуды (только за клиентами) осуществление ухода за кухонным оборудованием (холодильник, микроволновая печь); - уборка туалетных комнат; - поддержание чистоты и порядка в клинике в течение дня.",https://hh.ru/vacancy/125410588
Санитарка - буфетчица / Санитар - буфетчик (м. Проспект мира),ЕВРОПЕЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР,72.2,80.2,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,"премии, скидки","Обеспечивать и организовывать в рамках своей компетенции процесса питания пациентов: заказ, получение, сервировка, подача. Собирать использованную посуду из палат стационара...",https://hh.ru/vacancy/125152975
Санитарка/Санитар (уборщица/уборщик),Центр Косметологии и Красоты Тори,70.0,85.0,,,,Нет опыта,ТК,2/2,,,Уборка помещений Помощь при генеральной уборке,https://hh.ru/vacancy/124316934
Санитарка/санитар,ФГБУ НМИЦ ВМТ им. А.А. Вишневского Минобороны России,60.0,,,,,Нет опыта,ТК,5/2,,транспорт,"санитарное содержание помещений, оборудования и инвентаря; перемещение и транспортировка материальных объектов и медицинских отходов;",https://hh.ru/vacancy/124502596
Санитарка/санитар,ФГАОУ ВО РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ им.Н.И. ПИРОГОВА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ,69.0,,,,,Нет опыта,ТК,2/2,,премии,"Санитарка в отделения стационара: Проведение текущих и генеральных уборок в отделении Разведение дезинфекционных растворов, вывоз отходов класс &quot;А&quot;, смена белья",https://hh.ru/vacancy/124732123
Санитарка/санитар/Уборщик,Медицинский Центр Здоровья и Омоложения Дзин Юй,50.0,80.0,,,'2-3,Нет опыта,ТК,"2/3, 2/2, 13/20",,,"уборка офиса (мытье полов (1 раз в день), стирка белья в машине, вынос мусора); смена одноразового белья в процедурных (2-3 смены в час) после приема процедуры; дополнительные обязанности оговариваются",https://hh.ru/vacancy/123695275
Санитарка/санитар (м. Сокольники),Сеть клиник ЦМРТ,50.0,,,,,Нет опыта,ТК,2/2,,,"Ежедневно проводить влажную уборку уже чистых помещений и выполнять периодическую генеральную уборку, включая подсобные помещения. Обрабатывать все поверхности с использованием...",https://hh.ru/vacancy/125448352
Санитарка/санитар в лабораторию,Лечебный центр,90.0,90.0,,,,Нет опыта,ТК,2/2,Еженедельно,"страхование, подарки, чай","Работа в клинико-диагностической лаборатории ; Проведение, ежедневных двухразовых, текущих и еженедельных генеральных уборок в отделении КДЛ; Обеззараживание мед. отходов (пробирки) в СВЧ печи; Ежедневная текущая уборка в офисных помещениях находящихся на одной территории с отделением КДЛ; Помощь мед. персоналу; Вынос мусора; Обеспечение бережного хранения уборочного инвентаря и оборудования; Соблюдение санитарных правил и норм.",https://hh.ru/vacancy/125492446
Санитарка (Санитар) в клинику пластической хирургии,Фрау Клиник,60.0,104.0,,,,От 1 года до 3 лет,ТК,"2/2, 6/1",,,Проведение текущих и генеральных уборок в клинике Соблюдение санитарно-эпидемиологических требований;,https://hh.ru/vacancy/124272392
Санитарка/санитар в клинику,Нова Клиник,70.0,70.0,,,,Нет опыта,ТК,2/2,,"форма, униформа",Уборка помещений клиники с применением дез.средств; Генеральная уборка.,https://hh.ru/vacancy/125204172
Санитарка/санитар (операционный блок),ФГБУ НМИЦ ФПИ МИНЗДРАВА РОССИИ,,,,,,От 1 года до 3 лет,ТК,5/2,,,Наличие свидетельства об обучении обязательно - для оформления на должность <highlighttext>санитарки</highlighttext>. Наличие медицинской книжки.,https://hh.ru/vacancy/125482746
Санитарка/санитар в отделение,ФГБУ НИИ пульмонологии ФМБА России,70.0,,,,'10-15,От 1 года до 3 лет,ТК,"2/2, 10/15",,,"Уборка и дезинфекция помещений отделения; Поддержание чистоты и соблюдение санитарного режима в течение всей рабочей смены; Обеспечение санитарно-эпидемиологического режима ; Получение, раздача пациентам готовой пищи; Ведение документации по виду деятельности.",https://hh.ru/vacancy/125142326
Санитарка-уборщица / санитар-уборщик (отделение реанимации),Московский клинический научно-исследовательский центр больница 52 ДЗМ,70.0,85.0,,,,Нет опыта,ТК,"1/3, 1/2",2 раза в месяц,"форма, униформа, обучение","Осуществлять полный уход за пациентами отделения (смена нательного белья, замена памперсов, кормление при необходимости , уход за телом , переворачивание от пролежней) Убирать отделение по определенному расписанию с дезинфицирующими средствами Выполнять отдельные служебные поручения старшей медицинской сестры",https://hh.ru/vacancy/120837515
Санитарка/санитар в отделение ОНиЭП,Олимп Клиник,87.4,,,,,От 1 года до 3 лет,ТК,1/3,,"скидки, обучение, транспорт",Сопровождение и транспортировка пациентов; Перемещение материальных объектов и медицинских отходов; Обеспечение и соблюдение инфекционной безопасности санитарно-гигиенического режима.,https://hh.ru/vacancy/124244241
Санитарка/санитар в стоматологию,Ортолайм,48.0,53.0,,,,Нет опыта,ТК,2/2,,форма,"уборка клиники, генеральная уборка . график работы с 15-00 до 21-00 2\2 рабочий график",https://hh.ru/vacancy/124894222
Санитарка/Санитар в медицинскую клинику (метро Бульвар Дмитрия Донского),Офтальмологическая клиника Сфера профессора Эскиной,62.0,62.0,,,12.0,От 1 года до 3 лет,ТК,2/2,,"скидки, кофе, чай","Уборка помещений Клиники и офиса. Обработка медицинской одежды персонала Клиники (стирка, глажка). Сопровождение операционных пациентов до и после операций. Своевременное получение средств для проведения уборки. Вынос отходов класса А и мусора. Что мы ожидаем от вас: Опыт работы в мед. учреждениях или в детских садах, и т.п. Умение работать с моющими, дезинфицирующими средствами. Наличие медицинской книжки.",https://hh.ru/vacancy/125455697
Уборщица/санитарка (Уборщик/санитар),Премиум Эстетикс,75.0,75.0,,,,От 1 года до 3 лет,ТК,2/2,,,"Уборка помещения клиники; проведение генеральных уборок в кабинетах клиники; поддержание порядка и чистоты во всех помещениях клиники в течение рабочего дня; стирка и глажение белья (полотенца, халаты для пациентов).",https://hh.ru/vacancy/124180851
Санитарка/Санитар в ЦСО,Ильинская больница,75.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"форма, обучение, транспорт","Уборка и дезинфекция помещений; Соблюдение санитарно-эпидемиологического режима; Помощь в подготовке инструментария и оборудования для стерилизации; Участие в транспортировке медицинских материалов. Наши пожелания: Наличие сертификата санитарки (желателен, не обязательно); Желательно наличие опыта работы в медицинском учреждении но не обязательно; Аккуратность, ответственность, исполнительность.",https://hh.ru/vacancy/124291796
Санитарка/Санитар в ОРИТ,ЕВРОПЕЙСКИЙ МЕДИЦИНСКИЙ ЦЕНТР,70.2,78.0,,,,Нет опыта,ТК,1/3,2 раза в месяц,,"Осуществление всех этапов профессионального ухода за пациентом под контролем медицинской сестры. Осуществление мероприятий по соблюдению санитарно-гигиенического режима, правил асептики...",https://hh.ru/vacancy/125207791
Санитарка/санитар,Омега,60.0,,,,,От 1 года до 3 лет,ТК,2/2,Еженедельно,,"Санитарка непосредственно подчиняется главной медсестре, сестре-хозяйке и медсестре клиники. Проводит ежедневную влажную уборку до начала рабочего дня , текущую уборку в течении дня, заключительную уборку в конце дня, 1 раз в неделю – генеральную уборку. Работа с системой СВЕП уборки( ! никаких вёдер с водой и поднятия тяжестей) Уборка рекреационных зон клиники, коридоров, санузлов, палат",https://hh.ru/vacancy/125169775
Санитарка/Санитар,ГБУЗ Морозовская ДГКБ ДЗМ,57.0,,,,,Нет опыта,ТК,"2/2, 1/3, 5/2",,,"Осуществляет сухую и влажную уборку палат, служебных помещений, санузлов Чистит и дезинфицирует унитазы, раковины и другое санитарно-техническое оборудование Соблюдение санитарно-эпидемиологического режима и охраны труда, пожарной безопасности.",https://hh.ru/vacancy/123737655
Санитарка / Санитар,ГБУЗ МО Московский областной научно-исследовательский клинический институт им. М.Ф.Владимирского,58.0,,,,,Нет опыта,ТК,1/3,,"обучение, транспорт",Уборка и обработка помещений общего назначения ; Транспортировка отходов кл. &quot;Б&quot; и &quot;А&quot;; Соблюдение норм асептики и антисептики.,https://hh.ru/vacancy/124489923
Санитарка/санитар,Клазко,4.5,,,,,От 1 года до 3 лет,ТК,2/2,2 раза в месяц,,"Осуществлять текущую и генеральную уборку помещений в соответствии с санитарными нормами. Сбор медицинских отходов. Замена постельного белья, прием и сдача в прачечную. Уборка кабинетов, палат в стационаре.",https://hh.ru/vacancy/124380113
Санитарка/санитар в операционный блок,ФГБУ ЦНИИСиЧЛХ,70.8,70.8,,,,Нет опыта,ТК,5/2,,,Проводит все виды уборок отделения в соответствии с санитарными правилами и нормами. Доставляет сопроводительные документы и биологические материалы на исследования. Производит дезинфекцию и упаковку для стерилизации медизделий. Помогает медицинской сестре во время операции. Обеспечение правильного хранения и использования моющих средств и хозяйственного инвентаря. Санитарно-гигиеническая обработка поверхностей.,https://hh.ru/vacancy/122141996
Санитарка/санитар (приемное отделение),НКЦ №2 ФГБНУ РНЦХ им. академика Б.В. Петровского,65.0,,,,,От 1 года до 3 лет,ТК,5/2,,транспорт,"Сопровождение пациентов в профильное отделение; Транспортировка маломобильных пациентов в профильное отделение; Влажная уборка и поддержание чистоты отделения, смотровых кабинетов.",https://hh.ru/vacancy/121478409
