Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Бариста,Артисан Рус,90.0,120.0,,,,Нет опыта,ТК,"2/2, 3/3, 5/2",,"питание, бесплатное питание, форма, униформа, кофе","Приготовление напитков по стандартам specialty coffee; Общение с гостями, создание тёплой и дружелюбной атмосферы; Работа с кассой, открытие и закрытие смены; Поддержание чистоты и порядка на рабочем месте; Соблюдение стандартов кофейни.",https://hh.ru/vacancy/124971465
Бариста,Полукеева Евгения Алексеевна,80.0,,,,,От 1 года до 3 лет,ТК,"5/2, 2/2",Еженедельно,"питание, бесплатное питание, форма, обучение, кофе","Подготавливать кафе к приему гостей. - Готовить напитки (авторский кофе, чаи, лимонады, смузи, свежевыжатые соки и т.д.). - Работать за кассой. - ",https://hh.ru/vacancy/125277584
Бариста в кофейню ROASTER coffee,ROASTER кофе,80.0,110.0,6000.0,500.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",2 раза в месяц,"питание, кофе","Умение работать в команде. Грамотная речь. Ответственность, доброжелательность, готовность к обучению. Знание iiko (желательно). Рассмотрим кандидатов с опытом от 1...",https://hh.ru/vacancy/124632473
Бариста,Кофейня OMG! Coffee,100.0,110.0,,,12.0,От 1 года до 3 лет,ТК,"2/2, 3/2, 4/2",,"питание, кофе",Приготовление кофе и напитков на его основе - Участие в инвентаризациях и ген. уборках - Подготовка рабочего места и поддержание его чистоты,https://hh.ru/vacancy/124882105
Бариста/ти-мейкер,TAPIERA TEA,75.0,,,,,Нет опыта,ТК,2/2,Ежемесячно,"форма, скидки",Создание уникальных напитков. Эксперименты и воплощение идей. Участие в событиях и тематических мероприятиях. Движение вперёд и развитие в любимом деле. ,https://hh.ru/vacancy/124860324
Бариста Campus Coffee,ОРГАНИК ГОЛЬФ,65.0,,,,,Нет опыта,ТК,2/2,2 раза в месяц,"питание, форма, бонус, скидки, кофе",Приготовление напитков по технологическим картам. Обслуживать Гостей по стандартам компании. Соблюдения чистоты и порядка в торговом помещении. Поддерживать атмосферу гостеприимства.,https://hh.ru/vacancy/124482561
Бариста,Entree,80.0,150.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе","приготовление первоклассных напитков в соответствии с рецептурой кафе. продажи выпечки и десертов с собой, работа на кассе.",https://hh.ru/vacancy/125295016
Бариста,Correas,82.0,95.0,,,,От 1 года до 3 лет,ТК,2/2,,"питание, бесплатное питание, кофе, чай","Приготовление напитков на баре (кофе, лимонады, чаи, алкогольные коктейли) Принятие поставок Расчет столов Работа с сервисом яндекс доставки Проведение инвентаризации Чистота бара и пополнение товара со склада",https://hh.ru/vacancy/124771900
Шеф-бариста в Кафе The Rink в Сколково,ОРГАНИК ГОЛЬФ,150.0,200.0,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"бонус, скидки, кофе",Осуществлять руководство и обеспечение бесперебойной работы бара. Обучать сотрудников и контролировать качественную отдачу напитков. Разрабатывать сезонные напитки. Предоставлять отчетность и...,https://hh.ru/vacancy/123344937
Бариста ONE PRICE COFFEE,Ван Груп Компани,,67.5,,,,Нет опыта,ТК,"5/2, 2/2, 4/3",,"форма, премии, бонус, бонусы, кофе, чай","Общаться с гостями и ориентировать в нашем меню. Готовить вкуснейшие напитки, соблюдая стандарты качества компании. Помогать гостям оплатить свой заказ...",https://hh.ru/vacancy/123392346
Старший бариста,BREW & VIBE,80.0,110.0,,,,От 1 года до 3 лет,ТК,"5/2, 2/2",2 раза в месяц,"бонус, бонусы, обучение, кофе",Организация работы за баром и оптимизация процессов работы. Контролировать работу <highlighttext>бариста</highlighttext> и мотивировать команду на. Формировать команду <highlighttext>бариста</highlighttext> - проводить собеседование...,https://hh.ru/vacancy/124835927
Бариста в кофейню,Skuratov Coffee,63.0,70.0,,,'7-10,Нет опыта,ТК,7/10,,"питание, корпоративное питание, обучение, кофе","От вас: Любить людей, быть открытыми и много учиться. Любить кофе и не бояться менять рынок вместе с нами.",https://hh.ru/vacancy/124415218
Бариста в кофейню,Айрапетян Анжелика Мурадовна,4.2,5.0,4200.0,350.0,12.0,Нет опыта,ТК,"2/2, 3/3, 5/2",Еженедельно,"форма, бонус, бонусы, обучение, кофе","Продажа готовой еды и напитков; Приготовление кофе и других напитков (бариста); Выкладка продукции; Общение с покупателями; Работа с кассой и ведение отчетности. Кого мы ищем: Опыт не обязателен — всему научим. Ключевые запросы для поиска: продавец-кассир, бариста, работа без опыта, работа рядом с метро, продавец продуктов, продавец в магазин, работа с еженедельной оплатой, подработка.",https://hh.ru/vacancy/125272107
Бариста в кофейню (можно без опыта),Беликова Наталья Сергеевна,70.0,100.0,,,,Нет опыта,ТК,"5/2, 2/2, 3/3",,"обучение, кофе, чай","Приготовление напитков; Общение с покупателями; Выкладка продукции; Работа с кассой, отчетность.",https://hh.ru/vacancy/123926083
Бариста (Китай-город/Москва-сити/Стрешнево/Комсомольская/Речной вокзал/Нагатинская),Кофе Хауз,,65.0,,,,Нет опыта,ГПХ,30/15,,"обучение, кофе",Готовить напитки согласно стандартам компании. - Подавать наши супер десерты и еду собственного производства. - Поддерживать дружелюбную атмосферу в кофейне и заряжать...,https://hh.ru/vacancy/123904461
Бариста,A.V.M. Group,100.0,150.0,,,,От 1 года до 3 лет,ТК,"5/2, 6/1",,"бонус, бонусы, кофе","Приготовление холодных и горячих напитков. Помощь на кухне, если вдруг запара, приветствуется. Поддержание чистоты.",https://hh.ru/vacancy/125193033
Бариста,COFFEE BERRY,90.0,140.0,5400.0,450.0,12.0,От 1 года до 3 лет,ТК,"2/2, 3/3, 5/2",,кофе,"Готовить напитки на основе specialty кофе. Настраивать эспрессо, следить за вкусом. Работать с кассой и помогать гостям почувствовать себя желанными. ",https://hh.ru/vacancy/124736668
Бариста,New Game,4.4,4.4,,,,От 1 года до 3 лет,ТК,"5/2, 4/2, 2/2",,"бонус, бонусы, скидки, кофе",Приготовление кофе и других напитков на основе эспрессо. Выкладка и продажа выпечки. Ротация и принятие товара. Проведение инвентаризации. Обслуживание клиентов и поддержание чистоты рабочего места.,https://hh.ru/vacancy/125295221
Бариста - продавец в корпоративном кафе-шоуруме,ЭКО-ТЕКС,100.0,,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",,"форма, униформа, скидки, обучение, кофе","Работа за кассой. - Приготовление кофейных напитков. - Консультирование клиентов по ассортименту товара, представленном в шоуруме. - Участие в инвентаризациях, прием, выкладка и...",https://hh.ru/vacancy/125170269
Бариста,Печатнов Александр Александрович,100.0,130.0,,,,Нет опыта,ТК,"5/2, 6/1",2 раза в месяц,,Обслуживание гостей на кассе Приготовление напитков Приготовление хот-догов и пончиков Соблюдение чистоты на рабочем месте Заказ продукции и контроль сроков годности,https://hh.ru/vacancy/124476297
Бариста в HQ! coffee (Москва),HQ!,,120.0,,,,Нет опыта,ТК,6/1,2 раза в месяц,"скидки, кофе",Команда HQ!Coffee в поисках <highlighttext>бариста</highlighttext>. Работа с классным зерном собственной обжарки.,https://hh.ru/vacancy/123452239
Бариста,PIMS (ИП Босхомджиев Улюмджи Хейчиевич),,100.0,,,'8-10,Нет опыта,ТК,8/10,2 раза в месяц,"форма, бонус, бонусы","Качественное и быстрое приготовление напитков; Поддерживать порядок и чистоту на рабочем месте; Предоставление фирменного сервиса нашим гостям; Общение с гостями, работа за кассой; Поддерживать дружелюбную атмосферу с гостями и внутри коллектива; Соблюдение стандартов обслуживания и сервиса;",https://hh.ru/vacancy/123495625
Бариста,Поспелова Ирина Ивановна,75.0,150.0,,,,От 1 года до 3 лет,ТК,4/4,,кофе,Варить кофе Делать напитки Выпекать круассаны Начинять круассаны Работа с кассой Уборка Приемка товара Продажа продукции,https://hh.ru/vacancy/124587664
Бариста,Prosvet coffee,70.0,90.0,4320.0,360.0,12.0,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, кофе","Опыт работы на должности <highlighttext>бариста</highlighttext> будет преимуществом, но не обязателен. Отличные коммуникативные навыки. Пунктуальность, опрятность, работа в команде.",https://hh.ru/vacancy/124930053
Бариста в Glitch Coffee (м. Курская),Glitch Coffee,70.0,,,,,Нет опыта,ТК,6/1,,"питание, бесплатное питание, обучение, кофе","Создавать и поддерживать заботливую атмосферу для наших гостей; Готовить напитки на рожковой кофемашине; Работать с кассой; Поддерживать чистоту в кофейне. Кого мы ищем: Коммуникабельного и дружелюбного человека; Ответственного и внимательного к деталям, готового учиться и развиваться вместе с командой; Увлеченного кофейной культурой и стремящегося делиться своим опытом с другими. Наша команда ждёт Тебя. Оставляй отклик, и мы свяжемся с тобой в ближайшее время!",https://hh.ru/vacancy/125286853
Бариста,AVODAY coffee and tea,90.0,130.0,,,,От 1 года до 3 лет,ТК,"2/2, 5/2",Еженедельно,кофе,"Ищем <highlighttext>бариста</highlighttext> с уверенным латте артом, аккуратным, общительным, ответственным, умеющим поддерживать чистоту в кофейне. Обязательно. Мед книжка.",https://hh.ru/vacancy/124483021
Бариста,"Какой кофе, мне б такой",0.3,0.4,400.0,33.333333333333336,12.0,Нет опыта,ТК,5/2,2 раза в месяц,"питание, бесплатное питание, кофе","Настройка эспрессо, приготовление кофейных и некофейных напитков Прием заказов, вынос еды и напитков к столикам Работа с кассой Приготовление заготовок Заказ продуктов Поддержание чистоты в баре",https://hh.ru/vacancy/125017466
Бариста в Speciality кофейню,СТИНОЛ,120.0,145.0,,,,Нет опыта,ТК,"2/2, 4/3, 3/3",,"обучение, кофе","Приготовление кофе и других напитков на основе молока в соответствии с рецептами - Обслуживание клиентов за стойкой - Поддержание чистоты и порядка на рабочем месте - Участие в инвентаризации и поддержании запасов Если вы готовы присоединиться к нашей команде и стать частью успешного бизнеса, то мы ждем ваше резюме.",https://hh.ru/vacancy/125320097
Бариста Surf Coffee x Akademik (м. Проспект Вернадского),Surf Coffee,60.0,90.0,,,,Нет опыта,ТК,5/2,,"питание, форма, униформа, премии, бонус, обучение, кофе","Приготовление напитков по стандартам компании Общение с гостями в формате дружеской беседы Работа с кассой и соблюдение чек-листов Участие в жизни кофейни, командных встречах и предложениях по улучшению Surf Coffee® — это больше, чем работа. Это сообщество, стиль жизни и возможности. Если хочешь расти, развиваться и быть частью команды, которая двигается вперёд — мы ждём именно тебя. We Are Greater Than I",https://hh.ru/vacancy/124839382
