Должность,Работодатель,ЗП от (т.р.),ЗП до (т.р.),Средний совокупный доход при графике 2/2 по 12 часов,В час,"Длительность 
смены","Требуемый
опыт",Труд-во,График,"Частота 
выплат",Льготы,Обязаности,Ссылка
Продакт-менеджер/руководитель бизнес-юнита,Фрея,150.0,,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Управление полным циклом продукта: от идеи до масштабирования. Оптимизацию текущих продуктов. Разработку стратегии развития продукта: анализ воронки, A/B-тестирование...",https://hh.ru/vacancy/125118413
Ведущий продакт менеджер (Женская одежда),Monncashmere,180.0,,,,,От 1 года до 3 лет,ТК,5/2,,,"Планирование, формирование и развитие ассортиментной матрицы с учетом задач бизнеса: цен, глубин заказов, сроков, жизненного цикла товара и других атрибутов; Сотрудничество с действующими фабриками по текущему ассортименту и поиск поставщиков и производителей для новых направлений бизнса; Согласование цен и заказ тестовых образцов продукция с последующей организацией примерок. Аналитика полученных образцов совместно с технологом и передача обратной связи по образцам на фабрики; ⁠Расчёт и размещение заказов на фабриках. Уторговывание выгодных закупочных цен; Контроль соблюдения сроков оплаты и производства партии, а также выполнение поставленных таргетов по коммерческим условиям и скидкам; Анализ целевого рынка и предпочтений клиентов. Аналитика конкурентов; Определение ценовой стратегии согласно позиционированию продукта и финансовым целям компании; Распределение бюджета, соответствующее потребностям продаж по моделям в разрезе недели / месяца; Ежедневный контроль и анализ эффективности продаж, с целью оперативного реагирования на рыночные условия по категориям: 1) товары-бестселлеры, которые при необходимости подлежат оперативному дозаказу, 2) низкоэффективные цветомодели/ капсулы с целью сокращения или выведения из ассортимента; Составление бюджета и графика закупок на уровне коллекции / капсулы / цветомодели в разрезе недели / месяца. Контроль исполнения и сроков; Работа с командой, распределение и контроль исполнения задач, постановка целей, предоставление обратной связи. Требования к кандидату: Опыт работы в развитии продукта от 2х лет в сегменте fashion (желательно premium или middle-up); Экспертиза в методах планирования, прогнозирования продаж; Понимание тенденций развития женской одежды и модной индустрии. Приходя к нам в команду, вы получаете: Стабильный оклад (обсуждается с успешным кандидатом); Оформление согласно ТК РФ; Корпоративная скидка на продукцию магазина; Гибридный график с посещение офиса по необходимости; Возможность карьерного роста; Небольшой, теплый коллектив увлеченных профессионалов.",https://hh.ru/vacancy/125297693
Младший продакт-менеджер/Специалист по продукту,Русклимат,120.0,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма, скидки","Анализ рынка и конкурентов; Контроль обеспечения продуктом каналов продаж компании; Поддержание актуальной информации на сайтах компании/партнеров/маркетплейсах; Контроль проведения фотосессий новых продуктов и подготовка текстовых описаний; Подготовка комплекта артворков (упаковка, инструкции); Контроль тестирования новых продуктов; Контроль сроков поставок готовой продукции; Разработка инструментов продаж: каталог, листовки, презентации по продуктам, презентации для переговоров, сравнения с конкурентами, учебные материалы для сотрудников. Участие в отраслевых выставках, презентациях для клиентов и менеджеров компании.",https://hh.ru/vacancy/125376201
Продакт менеджер цифровых клиентских сервисов,А101,,,,,,От 3 до 6 лет,ТК,5/2,2 раза в месяц,"ДМС, форма, подарки, скидки, обучение","Проработка бизнес-гипотез и пользовательских путей. Разработка и поддержание product roadmap. Управление приоритетами и процессом разработки продукта. Выстраивание эффективной коммуникацию со смежными командами/подразделениями. Мониторинг и анализ метрик успеха, включая пользовательское удовлетворение, привлечение и удержание клиентов. Что мы ждём: Опыт работы в роли Product Owner в IT или аналогичной позиции не менее 5 лет. Обязательно опыт в управлении проектов. Обязательный опыт data-driven подходов. Отличные коммуникативные и организаторские навыки. Глубокое понимание всех фаз разработки продукта. Навыки работы с пользователями (UX, CX, CustDev) и исследования рынка. Амбиции и стремление работать на результат. Умение выстраивать систему приоритетов в соответствии с краткосрочной и долгосрочной стратегией развития продукта. Что вас ждет: 💼 Стабильность и уверенность Официальное трудоустройство по ТК РФ и белая зарплата два раза в месяц — без задержек и сюрпризов. ❤️ Забота о здоровье Расширенная программа ДМС со стоматологией, ежегодные чекапы и бесплатная вакцинация. Ваше здоровье — наш приоритет. 🚀 Развитие и рост Внутренний учебный центр, курсы от экспертов, внешнее обучение и корпоративная библиотека. Инвестируем в вашу экспертизу! 🏃‍♂️ Баланс и комфорт Гибкий график и гибридный формат работы. Корпоративный спорт: йога, футбол, волейбол, теннис и другое. 👨‍👩‍👧‍👦 Команда и поддержка Яркие корпоративы и праздники, дополнительные выходные для родителей, скидки на квартиры от А101 и партнёров, а также новогодние подарки для ваших детей. 💻 Техника для работы Обеспечим современным оборудованием — вы в офисе или на удалёнке.",https://hh.ru/vacancy/125396430
Ассистент продакт-менеджера,Техника Гайд,,100.0,,,,Нет опыта,ТК,5/2,,"ДМС, форма",Работа в паре с продакт-менеджером; Исследование рынка: сбор и анализ данных; подготовка отчетов. Коммуникация с командой: Поддержка внутренней коммуникации и обмена информацией между различными отделами; Участие в планировании и координации задач. Анализ и отчетность: Сбор и анализ метрик производительности продукта; Подготовка регулярных отчетов о статусе проекта; Помощь в подготовке презентаций для внутренних и внешних встреч.,https://hh.ru/vacancy/124427069
Ведущий продакт-менеджер в команду AI Lab,АВИТО ТЕХ,,,,,,От 3 до 6 лет,ТК,5/2,,"ДМС, форма, обучение",Для покупателей — делают поиск и покупку быстрее и умнее. Для продавцов — помогают эффективнее управлять процессами и минимизируют рутину. ,https://hh.ru/vacancy/125406932
Менеджер по производству/Продакт-менеджер,Huntsman,140.0,,,,1.0,Нет опыта,ТК,"5/2, 3/2",,"форма, обучение, кофе, чай","Размещение заказов на швейном производстве в России. Осуществление контроля полного цикла производства продукции. Проведение переговоров, деловая переписка, заключение договоров. ",https://hh.ru/vacancy/124840251
Младший продакт менеджер,ЭРСТВАК,,,,,,Нет опыта,ТК,5/2,,"ДМС, бонус, кофе","Подготовка материалов для полиграфии; Сбор, систематизация и проверка исходных материалов (тексты, изображения, схемы, чертежи); Перевод и адаптация текстов; Поиск, обработка и ретушь фотографий; Подготовка схем, чертежей (полная перерисовка, адаптация внешнего вида под бренд бук, перевод, изменение данных); Самостоятельная верстка полиграфии в InDesign или передача материалов маркетингу и помощь во время всего процесса; Подготовка контента для сайта; Осуществлять помощь маркетингу в настройке рекламы. Что мы ждем от вас: Высшее техническое образование; Высокая степень самоорганизации, аналитическое мышление, нацеленность на результат.",https://hh.ru/vacancy/124154992
Продакт менеджер (product manager) в d2c компанию,SUPERPET,150.0,300.0,,,,От 3 до 6 лет,ТК,5/2,,"бонус, скидки","Разработка и реализация стратегии развития продукта как для новых покупателей, так и постоянных Анализ метрик поведения и покупательской активности Улучшение UX сайта Запуск AB-тестов на всех этапах воронки Повышение конверсии в новых покупателей, среднего чека и LTV с помощью всего вышеперечисленного",https://hh.ru/vacancy/125438673
Продакт-менеджер (Одежда) на частичную занятость,Данченко Антон Олегович,100.0,150.0,,,,От 1 года до 3 лет,ТК,5/2,,форма,"Анализ: рынка, трендов, конкурентов, обратной связи покупателей. Идеи: Формирование пула идей для новых и существующих моделей. Продуктовая матрица: Разработка ассортиментной стратегии, предложение SKU. Разработка: Подбор материалов, подготовка ТЗ, контроль создания образца. Доработка: Анализ отзывов, внесение изменений в существующие модели. Документация: Ведение базы образцов, подготовка тех. пакетов. Взаимодействие: Работа с закупщиком, конструктором, менеджером, производством. Финальное утверждение: Проверка образцов, контроль партий.",https://hh.ru/vacancy/124703218
Младший продакт-менеджер,ТД Арктика,,,,,,От 1 года до 3 лет,ТК,5/2,,"ДМС, форма","Работа в 1С: контроль прихода товара, перемещение, контроль остатков, списание товаров, оплата счетов, заведение номенклатур; Создание штрих-кодов (GS1); Формирование заявок на производство основной продукции и аксессуаров; Работа с поставщиками: поиск, участие в переговорах, документооборот. Работа с ассортиментной матрицей. Курирование процесса разработки продукта.",https://hh.ru/vacancy/124579955
"Продакт-менеджер/Руководитель направления (LСD, ТВ-панели)",Сервис Плюс,,,,,,От 1 года до 3 лет,ТК,5/2,2 раза в месяц,"форма, подарки","Управление полным циклом R&amp;D проектов, включая планирование, распределение ресурсов, контроль качества и соблюдение сроков. Установление и поддержание отношений с иностранными вендорами, проведение переговоров для обеспечения выгодных условий сотрудничества (очные). Обеспечение успешного запуска новых продуктов в производство на аутсорсинге, включая подготовку технической документации, решение возникающих проблем и контроль качества. Участие в сложных пресейлах, демонстрация технических преимуществ и возможностей новых продуктов потенциальным клиентам. Обеспечение технической поддержки и экспертизы для решения сложных задач, возникающих в смежных подразделениях, способствуя бесперебойной работе Анализ рынка и ценообразования продукции конкурентов для определения оптимальной стратегии развития продукта; Разработка концепций и создание маркетинговых материалов (брошюры, презентации, веб-контент) для продвижения новых продуктов. Выявление и оценка новых технологических трендов и определение их потенциала для создания новых продуктов и услуг. Разработка конструктивных решений и создание прототипов новых продуктов, включая физическую доработку и оптимизацию. Посещение объектов заказчика в странах СНГ (25% рабочего времени) для внедрения новых продуктов, решения технических вопросов и проведения обучения. Для нас важно: Высшее техническое образование (желательно электроника, радиотехника, информационные технологии) Опыт создания продукта с &quot;0&quot; или улучшения уже существующего, чтобы удовлетворить потребности пользователей и достичь целей бизнеса. Ответственность за стратегию продукта. Опыт работы с продуктами и знание технических характеристик: мультимедийным оборудованием (желательно телевизоры, LCD-панели) или по другой электронике (компьютеры, средства измерения, станки) Опыт проведения очных переговоров на английском языке (у нас это китайцы) Чтение и понимание технической документации на английском которая поставляется вместе с продукцией из Китая Знание рынке розничной торговли мультимедийного оборудования, позволяющий учитывать потребительские предпочтения при разработке и продвижении продуктов Опыт эффективного взаимодействия с менеджерами коммерческого подразделения для обеспечения соответствия технических решений требованиям рынка и потребностям клиентов Готовность к командировкам в страны СНГ для проведения технических консультаций, внедрения новых продуктов и решения проблем у заказчиков (не более 25% рабочего времени)",https://hh.ru/vacancy/124623205
Продакт менеджер альфа метрика,ГК Орбита,,,,,,От 1 года до 3 лет,ТК,24/7,,"ДМС, форма","Участвовать в формировании и ведении продуктового бэклога: собирать и формализовывать потребности пользователей и заказчиков, анализировать рынок и конкурентов, приоритизировать и декомпозировать задачи Прорабатывать и уточнять требования к разработке нового функционала Формулировать гипотезы о росте и развитии продукта, запускать и проверять их Отслеживать ключевые метрики продукта, участвовать в их настройке и анализе Поддерживать и актуализировать документацию по продукту Работать в тесной связке с кросс-функциональной командой (дизайнеры, аналитики, разработчики и др.) на всех этапах разработки",https://hh.ru/vacancy/125440070
